"from","to","weight","pair_type"
"4D10","5440",0.010752688172043,"other"
"4D10","A4F8",0.0136986301369863,"other"
"4D10","1338",0.010989010989011,"other"
"4D10","238E",0.0120481927710843,"other"
"4D10","4107",0.0144927536231884,"other"
"4D10","110D",0.010989010989011,"other"
"5440","A4F8",0.693877551020408,"other"
"5440","1338",0.719626168224299,"other"
"5440","238E",0.585585585585586,"other"
"5440","4107",0.421052631578947,"other"
"5440","110D",0.6,"other"
"5440","8712",0.478260869565217,"other"
"5440","E89B",0.747663551401869,"other"
"5440","1E39",0.63302752293578,"other"
"5440","1A0D",0.467213114754098,"other"
"5440","94D3",0.508771929824561,"other"
"5440","0832",0.346938775510204,"other"
"5440","2562",0.646551724137931,"other"
"5440","ED72",0.401869158878505,"other"
"5440","D8F5",0.495726495726496,"other"
"5440","FBF5",0.521367521367521,"other"
"5440","D6CC",0.0212765957446809,"other"
"5440","4999",0.444444444444444,"other"
"5440","EDDE",0.383928571428571,"other"
"5440","A1CE",0.440677966101695,"other"
"5440","B5F7",0.552631578947368,"other"
"5440","101F",0.322314049586777,"other"
"5440","50FB",0.207920792079208,"other"
"5440","B311",0.232323232323232,"mother-daughter"
"5440","F6AA",0.230769230769231,"other"
"A4F8","1338",0.607843137254902,"other"
"A4F8","238E",0.514563106796116,"other"
"A4F8","4107",0.42,"other"
"A4F8","110D",0.490909090909091,"other"
"A4F8","8712",0.442307692307692,"other"
"A4F8","E89B",0.653465346534653,"other"
"A4F8","1E39",0.58,"other"
"A4F8","1A0D",0.394736842105263,"other"
"A4F8","94D3",0.420560747663551,"other"
"A4F8","0832",0.349397590361446,"other"
"A4F8","2562",0.554545454545455,"other"
"A4F8","ED72",0.41304347826087,"other"
"A4F8","D8F5",0.476190476190476,"other"
"A4F8","FBF5",0.44954128440367,"other"
"A4F8","D6CC",0.027027027027027,"other"
"A4F8","4999",0.419047619047619,"other"
"A4F8","EDDE",0.377551020408163,"other"
"A4F8","A1CE",0.428571428571429,"other"
"A4F8","B5F7",0.467289719626168,"other"
"A4F8","101F",0.346153846153846,"other"
"A4F8","50FB",0.186046511627907,"mother-daughter"
"A4F8","B311",0.146067415730337,"other"
"A4F8","F6AA",0.148936170212766,"other"
"1338","238E",0.705882352941177,"other"
"1338","4107",0.415929203539823,"other"
"1338","110D",0.669724770642202,"other"
"1338","8712",0.460869565217391,"other"
"1338","E89B",0.745283018867924,"other"
"1338","1E39",0.676190476190476,"other"
"1338","1A0D",0.5,"other"
"1338","94D3",0.545454545454545,"other"
"1338","0832",0.326530612244898,"other"
"1338","2562",0.718181818181818,"other"
"1338","ED72",0.494949494949495,"other"
"1338","D8F5",0.663461538461538,"other"
"1338","FBF5",0.530434782608696,"other"
"1338","D6CC",0.0217391304347826,"other"
"1338","4999",0.504504504504504,"other"
"1338","EDDE",0.416666666666667,"other"
"1338","A1CE",0.473684210526316,"other"
"1338","B5F7",0.590909090909091,"other"
"1338","101F",0.423423423423423,"other"
"1338","50FB",0.212121212121212,"other"
"1338","B311",0.224489795918367,"other"
"1338","F6AA",0.211538461538462,"other"
"238E","4107",0.461538461538462,"other"
"238E","110D",0.596330275229358,"other"
"238E","8712",0.467889908256881,"other"
"238E","E89B",0.718446601941748,"other"
"238E","1E39",0.6,"other"
"238E","1A0D",0.482456140350877,"other"
"238E","94D3",0.446428571428571,"other"
"238E","0832",0.297872340425532,"other"
"238E","2562",0.587719298245614,"other"
"238E","ED72",0.48936170212766,"other"
"238E","D8F5",0.556603773584906,"other"
"238E","FBF5",0.4,"other"
"238E","D6CC",0.0238095238095238,"other"
"238E","4999",0.472222222222222,"other"
"238E","EDDE",0.380952380952381,"other"
"238E","A1CE",0.415929203539823,"other"
"238E","B5F7",0.47787610619469,"other"
"238E","101F",0.376146788990826,"other"
"238E","50FB",0.131313131313131,"other"
"238E","B311",0.154639175257732,"other"
"238E","F6AA",0.145631067961165,"mother-daughter"
"4107","110D",0.428571428571429,"other"
"4107","8712",0.604395604395604,"other"
"4107","E89B",0.442477876106195,"other"
"4107","1E39",0.480769230769231,"other"
"4107","1A0D",0.519607843137255,"other"
"4107","94D3",0.39622641509434,"other"
"4107","0832",0.402597402597403,"other"
"4107","2562",0.452173913043478,"other"
"4107","ED72",0.482352941176471,"other"
"4107","D8F5",0.466019417475728,"other"
"4107","FBF5",0.480769230769231,"other"
"4107","D6CC",0.0285714285714286,"other"
"4107","4999",0.559139784946237,"other"
"4107","EDDE",0.423913043478261,"other"
"4107","A1CE",0.536842105263158,"other"
"4107","B5F7",0.403669724770642,"other"
"4107","101F",0.528089887640449,"other"
"4107","50FB",0.0103092783505155,"other"
"4107","B311",0.0315789473684211,"other"
"4107","F6AA",0.0297029702970297,"other"
"110D","8712",0.448275862068966,"other"
"110D","E89B",0.608695652173913,"other"
"110D","1E39",0.557522123893805,"other"
"110D","1A0D",0.5,"other"
"110D","94D3",0.531531531531532,"other"
"110D","0832",0.287128712871287,"other"
"110D","2562",0.629310344827586,"other"
"110D","ED72",0.450980392156863,"other"
"110D","D8F5",0.587155963302752,"other"
"110D","FBF5",0.585585585585586,"other"
"110D","D6CC",0.0217391304347826,"other"
"110D","4999",0.518181818181818,"other"
"110D","EDDE",0.485436893203884,"other"
"110D","A1CE",0.6,"other"
"110D","B5F7",0.605504587155963,"other"
"110D","101F",0.476635514018692,"other"
"110D","50FB",0.237113402061856,"other"
"110D","B311",0.276595744680851,"other"
"110D","F6AA",0.285714285714286,"other"
"8712","E89B",0.474137931034483,"other"
"8712","1E39",0.486238532110092,"other"
"8712","1A0D",0.613861386138614,"other"
