"from","to","weight","pair_type"
"5440","4FCA",0.724137931034483,"other"
"5440","1338",0.778761061946903,"other"
"5440","4107",0.610619469026549,"other"
"5440","5EBF3C",0.741071428571429,"other"
"5440","4F91",0.607142857142857,"other"
"5440","0832",0.718181818181818,"other"
"5440","A093",0.752212389380531,"other"
"5440","8712",0.782608695652174,"other"
"5440","A1D2",0.72972972972973,"other"
"5440","4D10",0.504504504504504,"other"
"5440","1A0D",0.596491228070175,"other"
"5440","94D3",0.705357142857143,"other"
"5440","9900",0.717948717948718,"other"
"5440","775E",0.709401709401709,"other"
"5440","A4F8",0.689655172413793,"other"
"5440","238E",0.738738738738739,"other"
"5440","A290",0.678571428571429,"other"
"5440","E89B",0.63716814159292,"other"
"5440","0E3A",0.0679611650485437,"other"
"5440","110D",0.18348623853211,"other"
"5440","175F",0.172727272727273,"other"
"5440","1E39",0.166666666666667,"other"
"5440","2562",0.192660550458716,"other"
"5440","FA6F",0.144144144144144,"other"
"5440","28F0",0.158878504672897,"other"
"4FCA","1338",0.828828828828829,"other"
"4FCA","4107",0.642857142857143,"other"
"4FCA","5EBF3C",0.743362831858407,"other"
"4FCA","4F91",0.63963963963964,"other"
"4FCA","0832",0.720720720720721,"other"
"4FCA","A093",0.801801801801802,"other"
"4FCA","8712",0.769230769230769,"other"
"4FCA","A1D2",0.701754385964912,"other"
"4FCA","4D10",0.522522522522523,"other"
"4FCA","1A0D",0.628318584070796,"other"
"4FCA","94D3",0.723214285714286,"other"
"4FCA","9900",0.705882352941177,"other"
"4FCA","775E",0.787610619469027,"other"
"4FCA","A4F8",0.736842105263158,"other"
"4FCA","238E",0.756756756756757,"other"
"4FCA","A290",0.68141592920354,"other"
"4FCA","E89B",0.640350877192982,"other"
"4FCA","0E3A",0.0769230769230769,"other"
"4FCA","110D",0.18018018018018,"other"
"4FCA","175F",0.18018018018018,"other"
"4FCA","1E39",0.185185185185185,"other"
"4FCA","2562",0.168141592920354,"other"
"4FCA","FA6F",0.18348623853211,"other"
"4FCA","28F0",0.188679245283019,"other"
"1338","4107",0.681818181818182,"other"
"1338","5EBF3C",0.752212389380531,"other"
"1338","4F91",0.694444444444444,"other"
"1338","0832",0.846153846153846,"other"
"1338","A093",0.878504672897196,"other"
"1338","8712",0.808695652173913,"other"
"1338","A1D2",0.805555555555556,"other"
"1338","4D10",0.545454545454545,"other"
"1338","1A0D",0.666666666666667,"other"
"1338","94D3",0.763636363636364,"other"
"1338","9900",0.758620689655172,"other"
"1338","775E",0.862385321100917,"other"
"1338","A4F8",0.776785714285714,"other"
"1338","238E",0.765765765765766,"other"
"1338","A290",0.705357142857143,"other"
"1338","E89B",0.678571428571429,"other"
"1338","0E3A",0.0865384615384615,"other"
"1338","110D",0.168141592920354,"other"
"1338","175F",0.178571428571429,"other"
"1338","1E39",0.172727272727273,"mother-daughter"
"1338","2562",0.1875,"other"
"1338","FA6F",0.181818181818182,"other"
"1338","28F0",0.165137614678899,"other"
"4107","5EBF3C",0.598214285714286,"other"
"4107","4F91",0.532710280373832,"other"
"4107","0832",0.632075471698113,"other"
"4107","A093",0.685185185185185,"other"
"4107","8712",0.629310344827586,"other"
"4107","A1D2",0.644859813084112,"other"
"4107","4D10",0.572916666666667,"other"
"4107","1A0D",0.611650485436893,"other"
"4107","94D3",0.635514018691589,"other"
"4107","9900",0.651785714285714,"other"
"4107","775E",0.703703703703704,"other"
"4107","A4F8",0.621621621621622,"other"
"4107","238E",0.623853211009174,"other"
"4107","A290",0.669902912621359,"other"
"4107","E89B",0.579439252336449,"other"
"4107","0E3A",0.032967032967033,"other"
"4107","110D",0.141414141414141,"other"
"4107","175F",0.153061224489796,"other"
"4107","1E39",0.134020618556701,"other"
"4107","2562",0.128712871287129,"other"
"4107","FA6F",0.15625,"other"
"4107","28F0",0.136842105263158,"other"
"5EBF3C","4F91",0.638888888888889,"other"
"5EBF3C","0832",0.738317757009346,"other"
"5EBF3C","A093",0.805555555555556,"other"
"5EBF3C","8712",0.741379310344828,"other"
"5EBF3C","A1D2",0.75,"other"
"5EBF3C","4D10",0.504587155963303,"other"
"5EBF3C","1A0D",0.584070796460177,"other"
"5EBF3C","94D3",0.740740740740741,"other"
"5EBF3C","9900",0.736842105263158,"other"
"5EBF3C","775E",0.758928571428571,"other"
"5EBF3C","A4F8",0.770642201834862,"other"
"5EBF3C","238E",0.711711711711712,"other"
"5EBF3C","A290",0.608695652173913,"other"
"5EBF3C","E89B",0.596491228070175,"other"
"5EBF3C","0E3A",0.07,"other"
"5EBF3C","110D",0.166666666666667,"other"
"5EBF3C","175F",0.166666666666667,"other"
"5EBF3C","1E39",0.182692307692308,"other"
"5EBF3C","2562",0.154545454545455,"other"
"5EBF3C","FA6F",0.158878504672897,"other"
