"from","to","weight","pair_type"
"238E","2562",0.661016949152542,"other"
"238E","A1CE",0.563636363636364,"other"
"238E","EDDE",0.651785714285714,"other"
"238E","101F",0.596330275229358,"other"
"238E","1A0D",0.528,"other"
"238E","5440",0.63963963963964,"other"
"238E","A4F8",0.555555555555556,"other"
"238E","E89B",0.63716814159292,"other"
"238E","4107",0.0816326530612245,"other"
"238E","110D",0.559322033898305,"other"
"238E","1E39",0.608333333333333,"other"
"238E","D8F5",0.628099173553719,"other"
"238E","4999",0.560344827586207,"other"
"238E","B5F7",0.560975609756098,"other"
"238E","B311",0.579831932773109,"other"
"238E","50FB",0.152380952380952,"other"
"238E","7789",0.652542372881356,"other"
"238E","48AB",0.629310344827586,"other"
"238E","F50E",0.547008547008547,"other"
"238E","A41C",0.469565217391304,"other"
"238E","ED95",0.128440366972477,"other"
"238E","CF71",0.14018691588785,"other"
"238E","D3B0",0.135135135135135,"other"
"238E","100F",0.0776699029126214,"other"
"238E","8E4B",0.0315789473684211,"other"
"238E","8EBE",0.114285714285714,"other"
"2562","A1CE",0.525423728813559,"other"
"2562","EDDE",0.64957264957265,"other"
"2562","101F",0.596491228070175,"other"
"2562","1A0D",0.644628099173554,"other"
"2562","5440",0.610169491525424,"other"
"2562","A4F8",0.491525423728814,"other"
"2562","E89B",0.635593220338983,"other"
"2562","4107",0.0754716981132075,"other"
"2562","110D",0.641025641025641,"other"
"2562","1E39",0.608,"other"
"2562","D8F5",0.576923076923077,"other"
"2562","4999",0.643478260869565,"other"
"2562","B5F7",0.574803149606299,"other"
"2562","B311",0.53125,"other"
"2562","50FB",0.172727272727273,"other"
"2562","7789",0.624,"other"
"2562","48AB",0.71304347826087,"other"
"2562","F50E",0.601694915254237,"other"
"2562","A41C",0.5,"other"
"2562","ED95",0.139130434782609,"other"
"2562","CF71",0.150442477876106,"other"
"2562","D3B0",0.175438596491228,"other"
"2562","100F",0.11214953271028,"other"
"2562","8E4B",0.0392156862745098,"other"
"2562","8EBE",0.157407407407407,"other"
"A1CE","EDDE",0.564814814814815,"other"
"A1CE","101F",0.462962962962963,"other"
"A1CE","1A0D",0.446280991735537,"other"
"A1CE","5440",0.495495495495495,"other"
"A1CE","A4F8",0.433962264150943,"other"
"A1CE","E89B",0.522522522522523,"other"
"A1CE","4107",0.0843373493975904,"other"
"A1CE","110D",0.486725663716814,"other"
"A1CE","1E39",0.512820512820513,"other"
