"yr_monitoring","labnum_mom","prefered_labnum_mom","colony","rfid_mom","yr_birth_mom","labnum_off","sex_off","rfid_off","yr_birth_off"
"2019","4483","4483","GB2","22B0",2014,"4933","m","m4933","2019"
"2019","4485","4485","GB2","29B2",2014,"4934","m","m4934","2019"
"2019","4486","4486","GB2","076C",2014,"","","",""
"2019","4575","4575","GB2","EC1A",2015,"4941","m","m4941","2019"
"2019","4578","4578","GB2","663E",2015,"4940","m","m4940","2019"
"2019","4744","4744","GB2","0758",2016,"4942","f","1958","2019"
"2019","4755","4755","GB2","D14D",2016,"4931","f","5909","2019"
"2019","4787","4787","GB2","F44A",2017,"4945","f","2D31","2019"
"2019","4790","4790","GB2","A539",2017,"","","",""
"2019","4795","4795","GB2","44BD",2017,"","","",""
"2019","4796","4796","GB2","DCCF",2017,"","","",""
"2019","4800","4800","GB2","9FB7",2017,"","","",""
"2019","4802","4802","GB2","ACF4",2017,"","","",""
"2019","4808","4808","GB2","D629",2017,"4939","m","m4939","2019"
"2019","4810","4810","GB2","C5F2",2017,"","","",""
"2019","4814","4814","GB2","AA3C",2018,"","","",""
"2019","4815","4815","GB2","80F1",2018,"","","",""
"2019","4816","4816","GB2","CB2B",2018,"","","",""
"2019","4818","4818","GB2","5939",2018,"","","",""
"2019","4857","4857","GB2","9A21",2018,"","","",""
"2019","4858","4858","GB2","0255",2018,"","","",""
"2019","4859","4859","GB2","A5EF",2018,"","","",""
"2019","2292=2449","2292","GB2","1731",2005,"","","",""
"2019","3161=3352","3161","GB2","377E",2008,"4936","f","B8A2","2019"
"2019","3372=3579","3579","GB2","24E9",2009,"","","",""
"2019","4315=4960(=4851?)","4315","GB2","4FE4",2013,"4935","m","m4935","2019"
"2019","4476=4701","4476","GB2","EE00=7C6F",2014,"","","",""
"2019","4751=4801","4801","GB2","F377",2016,"4944","f","B1E3","2019"
"2019","4806=4811","4806","GB2","DE72=15BF",2017,"","","",""
"2019","nie gestanzt worden","","GB2","2C18",2010,"","","",""
"2019","","","GB2","",NA,"4937","m","m4939","2019"
"2019","","","GB2","",NA,"","m","","2018"
"2019","","","GB2","",NA,"","m","","2018"
"2020","4144","4144","GB2","4ECA",2012,"4976","f","C809","2020"
"2020","4146","4146","GB2","39ED",2012,"","","",""
"2020","4147","4147","GB2","B75C",2012,"","","",""
"2020","4149","4149","GB2","AC35",2012,"4975","f","D3E1","2020"
"2020","4313","4313","GB2","41C1",2013,"5005","f","B5D9","2020"
"2020","4318","4318","GB2","BF04",2013,"4993=5001=5004","f","D9EF=F429","2020"
"2020","4324","4324","GB2","4C7B",2013,"4985","m","m4985","2020"
"2020","4466","4466","GB2","879F",2014,"4997","f","AC37","2020"
"2020","4481","4481","GB2","E063",2014,"4987","m","m4987","2020"
"2020","4483","4483","GB2","22B0",2014,"","","",""
"2020","4485","4485","GB2","29B2",2014,"4973","m","m4973","2020"
"2020","4486","4486","GB2","076C",2014,"4989","m","m4989","2020"
"2020","4575","4575","GB2","EC1A",2015,"4971","f","82C7","2020"
"2020","4578","4578","GB2","663E",2015,"4969","f","0387","2020"
"2020","4755","4755","GB2","D14D",2016,"4974","m","m4974","2020"
"2020","4787","4787","GB2","F44A",2017,"4996","f","5A31","2020"
"2020","4790","4790","GB2","A539",2017,"4992","m","m4992","2020"
"2020","4795","4795","GB2","44BD",2017,"","","",""
"2020","4796","4796","GB2","DCCF",2017,"4977","f","3CC1","2020"
"2020","4808","4808","GB2","D629",2017,"","","",""
"2020","4810","4810","GB2","C5F2",2017,"","","",""
"2020","4814","4814","GB2","AA3C",2018,"","","",""
"2020","4815","4815","GB2","80F1",2018,"4991","f","9A5D","2020"
"2020","4816","4816","GB2","CB2B",2018,"4995","f","8787","2020"
"2020","4818","4818","GB2","5939",2018,"4972","m","m4972","2020"
"2020","4857","4857","GB2","9A21",2018,"","","",""
"2020","4858","4858","GB2","0255",2018,"4968","f","3C0F","2020"
"2020","4859","4859","GB2","A5EF",2018,"","","",""
"2020","4936","4936","GB2","B8A2",2019,"4990","m","m4990","2020"
"2020","4943","4943","GB2","A24D",2019,"","","",""
"2020","4945","4945","GB2","2D31",2019,"","","",""
"2020","2292=2449","2292","GB2","1731",2005,"4988","f","D4DC","2020"
"2020","3161=3352","3161","GB2","377E",2008,"","","",""
"2020","3372=3579","3579","GB2","24E9",2009,"","","",""
"2020","4315=4960(=4851?)","4315","GB2","4FE4",2013,"4994","f","418B","2020"
"2020","4476=4701","4476","GB2","EE00=7C6F",2014,"4986","m","m4986","2020"
"2020","4751=4801","4801","GB2","F377",2016,"","","",""
"2020","4806=4811","4806","GB2","DE72=15BF",2017,"4970","f","A312","2020"
"2021","4144","4144","GB2","4ECA",2012,"","","",""
"2021","4146","4146","GB2","39ED",2012,"5014","f","A16E","2021"
"2021","4147","4147","GB2","B75C",2012,"","","",""
"2021","4149","4149","GB2","AC35",2012,"5025","f","A816","2021"
"2021","4313","4313","GB2","41C1",2013,"5008","f","34C9","2021"
"2021","4318","4318","GB2","BF04",2013,"5023","f","8666","2021"
"2021","4324","4324","GB2","4C7B",2013,"","","",""
"2021","4466","4466","GB2","879F",2014,"","","",""
"2021","4481","4481","GB2","E063",2014,"5027","f","B3E8","2021"
"2021","4483","4483","GB2","22B0",2014,"","","",""
"2021","4485","4485","GB2","29B2",2014,"5019","m","m5019","2021"
"2021","4485","4485","GB2","29B2",2014,"5013","m","m5013","2021"
"2021","4486","4486","GB2","076C",2014,"5016","f","494F","2021"
"2021","4575","4575","GB2","EC1A",2015,"5015","m","m5015","2021"
"2021","4578","4578","GB2","663E",2015,"","","",""
"2021","4755","4755","GB2","D14D",2016,"5028","m","m5028","2021"
"2021","4787","4787","GB2","F44A",2017,"5012","f","9A80","2021"
"2021","4790","4790","GB2","A539",2017,"5011","f","D849","2021"
"2021","4795","4795","GB2","44BD",2017,"5029","f","0734","2021"
"2021","4796","4796","GB2","DCCF",2017,"5026","m","m5026","2021"
"2021","4808","4808","GB2","D629",2017,"5007","f","8106","2021"
"2021","4810","4810","GB2","C5F2",2017,"5018","f","0145","2021"
"2021","4814","4814","GB2","AA3C",2018,"5021","f","A42D","2021"
"2021","4815","4815","GB2","80F1",2018,"5032","m","m5032","2021"
"2021","4816","4816","GB2","CB2B",2018,"","","",""
"2021","4818","4818","GB2","5939",2018,"","","",""
"2021","4857","4857","GB2","9A21",2018,"","","",""
"2021","4858","4858","GB2","0255",2018,"5010","m","m5010","2021"
"2021","4859","4859","GB2","A5EF",2018,"5024","m","m5024","2021"
"2021","4936","4936","GB2","B8A2",2019,"5022","m","m5022","2021"
"2021","4943","4943","GB2","A24D",2019,"","","",""
"2021","4945","4945","GB2","2D31",2019,"","","",""
"2021","4969","4969","GB2","0387",2020,"5031","m","m5031","2021"
"2021","4971","4971","GB2","82C7",2020,"","","",""
"2021","4976","4976","GB2","C809",2020,"","","",""
"2021","4977","4977","GB2","3CC1",2020,"","","",""
"2021","4988","4988","GB2","D4DC",2020,"","","",""
"2021","4991","4991","GB2","9A5D",2020,"","","",""
"2021","4994","4994","GB2","418B",2020,"","","",""
"2021","4995","4995","GB2","8787",2020,"","","",""
"2021","4997","4997","GB2","AC37",2020,"5034","f","DFAD","2021"
"2021","5005","5005","GB2","B5D9",2020,"","","",""
"2021","3161=3352","3161","GB2","377E",2008,"","","",""
"2021","3372=3579","3579","GB2","24E9",2009,"5009","m","m5009","2021"
"2021","4315=4960(=4851?)","4315","GB2","4FE4",2013,"5020","m","m5020","2021"
"2021","4476=4701","4476","GB2","EE00=7C6F",2014,"","","",""
"2021","4751=4801","4801","GB2","F377",2016,"5017","m","m5017","2021"
"2021","4806=4811","4806","GB2","DE72=15BF",2017,"5030","f","8BE4","2021"
"2021","4993=5001=5004","4993","GB2","D9EF=F429",2020,"","","",""
"2022","4144","4144","GB2","4ECA",2012,"","","",""
"2022","4146","4146","GB2","39ED",2012,"5069","f","f5069","2022"
"2022","4149","4149","GB2","AC35",2012,"","","",""
"2022","4313","4313","GB2","41C1",2013,"5095","f","0636","2022"
"2022","4318","4318","GB2","BF04",2013,"5097","f","12D7","2022"
"2022","4324","4324","GB2","4C7B",2013,"","","",""
"2022","4466","4466","GB2","879F",2014,"5094","f","0F3D","2022"
"2022","4481","4481","GB2","E063",2014,"5096","f","CC06","2022"
"2022","4483","4483","GB2","22B0",2014,"5058","f","8C52","2022"
"2022","4485","4485","GB2","29B2",2014,"","","",""
"2022","4486","4486","GB2","076C",2014,"5063","m","m5063","2022"
"2022","4578","4578","GB2","663E",2015,"5099","f","0896","2022"
"2022","4787","4787","GB2","F44A",2017,"5059","f","922C","2022"
"2022","4790","4790","GB2","A539",2017,"5091","f","FB4B","2022"
"2022","4795","4795","GB2","44BD",2017,"5071","f","F4D9","2022"
"2022","4796","4796","GB2","DCCF",2017,"","","",""
"2022","4808","4808","GB2","D629",2017,"5089","f","054D","2022"
"2022","4810","4810","GB2","C5F2",2017,"","","",""
"2022","4814","4814","GB2","AA3C",2018,"5092","f","0A62","2022"
"2022","4815","4815","GB2","80F1",2018,"5064","m","m5064","2022"
"2022","4816","4816","GB2","CB2B",2018,"","","",""
"2022","4818","4818","GB2","5939",2018,"5093","f","1270=EE51","2022"
"2022","4857","4857","GB2","9A21",2018,"","","",""
"2022","4858","4858","GB2","0255",2018,"","","",""
"2022","4859","4859","GB2","A5EF",2018,"","","",""
"2022","4936","4936","GB2","B8A2",2019,"5062","m","m5062","2022"
"2022","4943","4943","GB2","A24D",2019,"5061","f","9907","2022"
"2022","4945","4945","GB2","2D31",2019,"5065","f","8B80","2022"
"2022","4969","4969","GB2","0387",2020,"5072","m","m5072","2022"
"2022","4976","4976","GB2","C809",2020,"","","",""
"2022","4977","4977","GB2","3CC1",2020,"","","",""
"2022","4988","4988","GB2","D4DC",2020,"5088","f","F948","2022"
"2022","4994","4994","GB2","418B",2020,"5066","f","B484","2022"
"2022","4995","4995","GB2","8787",2020,"5107","f","D6D5","2022"
"2022","4997","4997","GB2","AC37",2020,"5060","m","m5060","2022"
"2022","5005","5005","GB2","B5D9",2020,"","","",""
"2022","5007","5007","GB2","8106",2021,"","","",""
"2022","5008","5008","GB2","34C9",2021,"","","",""
"2022","5012","5012","GB2","9A80",2021,"","","",""
"2022","5016","5016","GB2","494F",2021,"","","",""
"2022","5018","5018","GB2","0145",2021,"","","",""
"2022","5021","5021","GB2","A42D",2021,"","","",""
"2022","5025","5025","GB2","A816",2021,"5090","f","B0C8","2022"
"2022","5029","5029","GB2","0734",2021,"","","",""
"2022","5030","5030","GB2","8BE4",2021,"","","",""
"2022","4315=4960(=4851?)","4315","GB2","4FE4",2013,"","","",""
"2022","4751=4801","4801","GB2","F377",2016,"5073","f","EB80","2022"
"2022","4806=4811","4806","GB2","DE72=15BF",2017,"","","",""
"2022","4993=5001=5004","4993","GB2","D9EF=F429",2020,"","","",""
"2022","4755","4755","GB2","D14D",2016,"5102","f","BA7C","2022"
"2022","","","GB2","",NA,"5106","f","0131","2022"
"2023","4144","4144","GB2","4ECA",2012,"","","",""
"2023","4146","4146","GB2","39ED",2012,"5127","f","0482","2023"
"2023","4149","4149","GB2","AC35",2012,"5130","m","m5130","2023"
"2023","4313","4313","GB2","41C1",2013,"5135","m","m5135","2023"
"2023","4318","4318","GB2","BF04",2013,"","","",""
"2023","4324","4324","GB2","4C7B",2013,"","","",""
"2023","4466","4466","GB2","879F",2014,"5152","m","m5152","2023"
"2023","4481","4481","GB2","E063",2014,"5121","m","m5121","2023"
"2023","4483","4483","GB2","22B0",2014,"5158","m","m5158","2023"
"2023","4485","4485","GB2","29B2",2014,"","","",""
"2023","4486","4486","GB2","076C",2014,"5164","m","m5164","2023"
"2023","4578","4578","GB2","663E",2015,"5157","f","10B4","2023"
"2023","4751=4801","4801","GB2","F377",2016,"5126","m","m5126","2023"
"2023","4787","4787","GB2","F44A",2017,"5153","f","09B4","2023"
"2023","4790","4790","GB2","A539",2017,"","","",""
"2023","4795","4795","GB2","44BD",2017,"5139","f","062C","2023"
"2023","4796","4796","GB2","DCCF",2017,"5131","m","m5131","2023"
"2023","4808","4808","GB2","D629",2017,"5163","m","m5163","2023"
"2023","4810","4810","GB2","C5F2",2017,"5129","f","104E","2023"
"2023","4806=4811","4811","GB2","DE72=15BF",2017,"5142","m","m5142","2023"
"2023","4814","4814","GB2","AA3C",2018,"5123","m","m5123","2023"
"2023","4815","4815","GB2","80F1",2018,"5124","f","F1D5","2023"
"2023","4816","4816","GB2","CB2B",2018,"5140","f","088C","2023"
"2023","4818","4818","GB2","5939",2018,"","","",""
"2023","4858","4858","GB2","0255",2018,"5119","f","0739","2023"
"2023","4859","4859","GB2","A5EF",2018,"","","",""
"2023","4936","4936","GB2","B8A2",2019,"5155","m","m5155","2023"
"2023","4943","4943","GB2","A24D",2019,"","","",""
"2023","4945","4945","GB2","2D31",2019,"5147","m","m5147","2023"
"2023","4969","4969","GB2","0387",2020,"5146","m","m5146","2023"
"2023","4976","4976","GB2","C809",2020,"5161","f","f5161","2023"
"2023","4977","4977","GB2","3CC1",2020,"5138","f","0DE4","2023"
"2023","4988","4988","GB2","D4DC",2020,"","","",""
"2023","4994","4994","GB2","418B",2020,"5150","f","0B04","2023"
"2023","4997","4997","GB2","AC37",2020,"5151","m","m5151","2023"
"2023","4993=5001=5004","5004","GB2","D9EF=F429",2020,"5132","m","m5132","2023"
"2023","5008","5008","GB2","34C9",2021,"5156","m","m5156","2023"
"2023","5012","5012","GB2","9A80",2021,"5165","m","m5165","2023"
"2023","5016","5016","GB2","494F",2021,"5149","f","04D3","2023"
"2023","5018","5018","GB2","0145",2021,"5136","f","0BA0","2023"
"2023","5021","5021","GB2","A42D",2021,"5137","m","m5137","2023"
"2023","5025","5025","GB2","A816",2021,"","","",""
"2023","5029","5029","GB2","0734",2021,"5134","m","m5134","2023"
"2023","5030","5030","GB2","8BE4",2021,"5128","f","10B6","2023"
"2023","5058","5058","GB2","8C52",2022,"","","",""
"2023","5059","5059","GB2","922C",2022,"5143","m","m5143","2023"
"2023","5065","5065","GB2","8B80",2022,"","","",""
"2023","5088","5088","GB2","F948",2022,"","","",""
"2023","5089","5089","GB2","054D",2022,"5162","m","m5162","2023"
"2023","5090","5090","GB2","B0C8",2022,"","","",""
"2023","5091","5091","GB2","FB4B",2022,"","","",""
"2023","5092","5092","GB2","0A62",2022,"","","",""
"2023","5067=5094","5094","GB2","0F3D",2022,"","","",""
"2023","5095","5095","GB2","0636",2022,"5133","m","m5133","2023"
"2023","5068=5096","5096","GB2","CC06",2022,"5120","m","m5120","2023"
"2023","5070=5097","5097","GB2","12D7",2022,"5141","m","m5141","2023"
"2023","5099","5099","GB2","0896",2022,"5144","f","0CE1","2023"
"2023","5073=5100","5100","GB2","EB80",2022,"5122","m","m5122","2023"
"2023","5071=5101","5101","GB2","F4D9",2022,"","","",""
"2023","5102","5102","GB2","BA7C",2022,"5125","f","0122","2023"
"2023","5034=5103","5103","GB2","DFAD",2022,"","f","04DB","2023"
"2023","5066=5104","5104","GB2","B484",2022,"5154","m","m5154","2023"
"2023","5093=5105","5105","GB2","1270=EE51",2022,"","","",""
"2023","5106","5106","GB2","0131",2022,"","","",""
"2023","5107","5107","GB2","D6D5",2022,"","","",""
