"from","to","weight","pairID","pair_type"
"1A0D","A4F8",0.178571428571429,"1A0D-A4F8","other"
"1A0D","E89B",0.4,"1A0D-E89B","other"
"1A0D","238E",0.321428571428571,"1A0D-238E","other"
"1A0D","4107",0.806451612903226,"1A0D-4107","other"
"1A0D","110D",0.75,"110D-1A0D","other"
"1A0D","1E39",0.473684210526316,"1A0D-1E39","other"
"1A0D","2562",0.806451612903226,"1A0D-2562","other"
"1A0D","D8F5",0.285714285714286,"1A0D-D8F5","other"
"1A0D","4999",0.806451612903226,"1A0D-4999","other"
"1A0D","A1CE",0.696969696969697,"1A0D-A1CE","other"
"1A0D","B5F7",0.0714285714285714,"1A0D-B5F7","other"
"1A0D","101F",0.555555555555556,"101F-1A0D","other"
"1A0D","50FB",0.25,"1A0D-50FB","other"
"1A0D","B311",0.25,"1A0D-B311","other"
"1A0D","7789",0.285714285714286,"1A0D-7789","other"
"1A0D","48AB",0.696969696969697,"1A0D-48AB","other"
"1A0D","F50E",0.473684210526316,"1A0D-F50E","other"
"1A0D","A41C",0.866666666666667,"1A0D-A41C","other"
"1A0D","5440",0.142857142857143,"1A0D-5440","other"
"1A0D","EDDE",0.0714285714285714,"1A0D-EDDE","other"
"A4F8","E89B",0.0645161290322581,"A4F8-E89B","other"
"A4F8","238E",0.4,"238E-A4F8","other"
"A4F8","4107",0.137931034482759,"4107-A4F8","other"
"A4F8","110D",0.1,"110D-A4F8","other"
"A4F8","1E39",0.178571428571429,"1E39-A4F8","other"
"A4F8","2562",0.178571428571429,"2562-A4F8","other"
"A4F8","D8F5",0.625,"A4F8-D8F5","other"
"A4F8","4999",0.178571428571429,"4999-A4F8","other"
"A4F8","A1CE",0.137931034482759,"A1CE-A4F8","other"
"A4F8","B5F7",0.166666666666667,"A4F8-B5F7","other"
"A4F8","101F",0.137931034482759,"101F-A4F8","other"
"A4F8","50FB",0.5,"50FB-A4F8","other"
"A4F8","B311",0.714285714285714,"A4F8-B311","other"
"A4F8","7789",0.625,"7789-A4F8","other"
"A4F8","48AB",0.178571428571429,"48AB-A4F8","other"
"A4F8","F50E",0.178571428571429,"A4F8-F50E","other"
"A4F8","A41C",0.178571428571429,"A41C-A4F8","other"
"A4F8","5440",0.5,"5440-A4F8","other"
"A4F8","EDDE",0.4,"A4F8-EDDE","other"
"E89B","238E",0.0882352941176471,"238E-E89B","other"
"E89B","4107",0.365853658536585,"4107-E89B","other"
"E89B","110D",0.4,"110D-E89B","other"
"E89B","1E39",0.647058823529412,"1E39-E89B","other"
"E89B","2562",0.513513513513513,"2562-E89B","other"
"E89B","D8F5",0.125,"D8F5-E89B","other"
"E89B","4999",0.435897435897436,"4999-E89B","other"
"E89B","A1CE",0.435897435897436,"A1CE-E89B","other"
"E89B","101F",0.75,"101F-E89B","other"
"E89B","50FB",0.09375,"50FB-E89B","other"
"E89B","B311",0.129032258064516,"B311-E89B","other"
"E89B","7789",0.125,"7789-E89B","other"
"E89B","48AB",0.365853658536585,"48AB-E89B","other"
"E89B","F50E",0.555555555555556,"E89B-F50E","other"
"E89B","A41C",0.4,"A41C-E89B","other"
"E89B","5440",0.032258064516129,"5440-E89B","other"
