"from","to","weight","pairID","pair_type","year","colony_size","colony_size_c","from_role","to_role","pair_type_2"
"5971","1338",0.66660937320958,"1338-5971","other",2014,24,-2.49157786180818,NA,"rfid_off","other"
"5971","5876",0.547153596191391,"5876-5971","other",2014,24,-2.49157786180818,NA,"rfid_off","other"
"0832","8712",0.51999312478515,"0832-8712","other",2014,24,-2.49157786180818,NA,"rfid_off","other"
"0832","1338",0.452846403808609,"0832-1338","other",2014,24,-2.49157786180818,NA,"rfid_off","other"
"0832","5876",0.519224158447259,"0832-5876","other",2014,24,-2.49157786180818,NA,"rfid_off","other"
"A093","8712",0.452846403808609,"8712-A093","other",2014,24,-2.49157786180818,NA,"rfid_off","other"
"A093","1338",0.39289397436527,"1338-A093","other",2014,24,-2.49157786180818,NA,"rfid_off","other"
"A093","5876",0.454561080033752,"5876-A093","other",2014,24,-2.49157786180818,NA,"rfid_off","other"
"A4F8","8712",0.547153596191391,"8712-A4F8","other",2014,24,-2.49157786180818,NA,"rfid_off","other"
"A4F8","1338",0.482148995727545,"1338-A4F8","other",2014,24,-2.49157786180818,NA,"rfid_off","other"
"A4F8","5876",0.545438919966248,"5876-A4F8","other",2014,24,-2.49157786180818,NA,"rfid_off","other"
"900E","8712",0.735767980956953,"8712-900E","other",2014,24,-2.49157786180818,NA,"rfid_off","other"
"900E","1338",0.660659038452095,"1338-900E","other",2014,24,-2.49157786180818,NA,"rfid_off","other"
"900E","5876",0.75917013610379,"5876-900E","other",2014,24,-2.49157786180818,NA,"rfid_off","other"
"8712","E453",0.64280803417964,"8712-E453","other",2014,24,-2.49157786180818,"rfid_off",NA,"other"
"8712","1338",0.749914059814369,"1338-8712","other",2014,24,-2.49157786180818,"rfid_off","rfid_off","other"
"8712","5876",0.82341819505389,"5876-8712","other",2014,24,-2.49157786180818,"rfid_off","rfid_off","other"
"8712","A0CF",0.0436351951215867,"8712-A0CF","other",2014,24,-2.49157786180818,"rfid_off",NA,"other"
"E453","1338",0.660659038452095,"1338-E453","other",2014,24,-2.49157786180818,NA,"rfid_off","other"
"E453","5876",0.610131619579214,"5876-E453","other",2014,24,-2.49157786180818,NA,"rfid_off","other"
"1338","5876",0.773490857910064,"1338-5876","other",2014,24,-2.49157786180818,"rfid_off","rfid_off","other"
"1338","A0CF",0.0427104437439202,"1338-A0CF","other",2014,24,-2.49157786180818,"rfid_off",NA,"other"
"5876","A0CF",0.0409741758511586,"5876-A0CF","other",2014,24,-2.49157786180818,"rfid_off",NA,"other"
"A0CF","A1D2",0.461551683105482,"A0CF-A1D2","other",2015,25,-1.49157786180818,NA,"rfid_mom","other"
"A0CF","9900",0.552613486276709,"9900-A0CF","other",2015,25,-1.49157786180818,NA,"rfid_mom","other"
"A0CF","5440",0.699931247851495,"5440-A0CF","other",2015,25,-1.49157786180818,NA,"rfid_mom","other"
"A0CF","8712",0.421079770584936,"8712-A0CF","other",2015,25,-1.49157786180818,NA,"rfid_mom","other"
"A0CF","E89B",0.454561080033752,"A0CF-E89B","other",2015,25,-1.49157786180818,NA,"rfid_off","other"
"A0CF","238E",0.35719196582036,"238E-A0CF","other",2015,25,-1.49157786180818,NA,"rfid_off","other"
"A0CF","4107",0.41307337049935,"4107-A0CF","other",2015,25,-1.49157786180818,NA,"rfid_off","other"
"A0CF","A290",0.409122160067502,"A0CF-A290","other",2015,25,-1.49157786180818,NA,"rfid_off","other"
"5EBF3C","A1D2",0.294188421329343,"5EBF3C-A1D2","other",2015,25,-1.49157786180818,NA,"rfid_mom","other"
"5EBF3C","9900",0.16227829754815,"5EBF3C-9900","other",2015,25,-1.49157786180818,NA,"rfid_mom","other"
"5EBF3C","5440",0.206997309183153,"5440-5EBF3C","other",2015,25,-1.49157786180818,NA,"rfid_mom","other"
"5EBF3C","8712",0.187607425232038,"5EBF3C-8712","other",2015,25,-1.49157786180818,NA,"rfid_mom","other"
"5EBF3C","E89B",0.142979914550901,"5EBF3C-E89B","other",2015,25,-1.49157786180818,NA,"rfid_off","other"
"5EBF3C","238E",0.108242825155854,"238E-5EBF3C","other",2015,25,-1.49157786180818,NA,"rfid_off","other"
"5EBF3C","4107",0.113769180286884,"4107-5EBF3C","other",2015,25,-1.49157786180818,NA,"rfid_off","other"
"5EBF3C","A290",0.122081177841685,"5EBF3C-A290","other",2015,25,-1.49157786180818,NA,"rfid_off","other"
"A1D2","61B2",0.294188421329343,"61B2-A1D2","other",2015,25,-1.49157786180818,"rfid_mom",NA,"other"
"A1D2","4D10",0.407439237105789,"4D10-A1D2","other",2015,25,-1.49157786180818,"rfid_mom",NA,"other"
"A1D2","1A0D",0.35719196582036,"1A0D-A1D2","other",2015,25,-1.49157786180818,"rfid_mom",NA,"other"
"A1D2","94D3",0.187607425232038,"94D3-A1D2","other",2015,25,-1.49157786180818,"rfid_mom",NA,"other"
"A1D2","9900",0.394773027446581,"9900-A1D2","other",2015,25,-1.49157786180818,"rfid_mom","rfid_mom","other"
"A1D2","775E",0.0557083381077881,"775E-A1D2","other",2015,25,-1.49157786180818,"rfid_mom",NA,"other"
"A1D2","5440",0.406282227569612,"5440-A1D2","other",2015,25,-1.49157786180818,"rfid_mom","rfid_mom","other"
"A1D2","4FCA",0.437521485046408,"4FCA-A1D2","other",2015,25,-1.49157786180818,"rfid_mom",NA,"other"
"A1D2","4F91",0.375042970092815,"4F91-A1D2","other",2015,25,-1.49157786180818,"rfid_mom",NA,"other"
"A1D2","0832",0.379351833193063,"0832-A1D2","other",2015,25,-1.49157786180818,"rfid_mom",NA,"other"
"A1D2","A093",0.0589751885628779,"A093-A1D2","other",2015,25,-1.49157786180818,"rfid_mom",NA,"other"
"A1D2","A4F8",0.310410023589099,"A1D2-A4F8","other",2015,25,-1.49157786180818,"rfid_mom",NA,"other"
"A1D2","900E",0.410287260579457,"900E-A1D2","other",2015,25,-1.49157786180818,"rfid_mom",NA,"other"
"A1D2","8712",0.33339062679042,"8712-A1D2","other",2015,25,-1.49157786180818,"rfid_mom","rfid_mom","other"
"A1D2","1338",0.384655049316445,"1338-A1D2","other",2015,25,-1.49157786180818,"rfid_mom",NA,"other"
"A1D2","E89B",0.3809933048503,"A1D2-E89B","other",2015,25,-1.49157786180818,"rfid_mom","rfid_off","mother-random-juvenile"
"A1D2","238E",0.307758415527409,"238E-A1D2","mother-daughter",2015,25,-1.49157786180818,"rfid_mom","rfid_off","mother-daughter"
"A1D2","4107",0.372136992653114,"4107-A1D2","other",2015,25,-1.49157786180818,"rfid_mom","rfid_off","mother-random-juvenile"
"A1D2","A290",0.33339062679042,"A1D2-A290","other",2015,25,-1.49157786180818,"rfid_mom","rfid_off","mother-random-juvenile"
"61B2","9900",0.16227829754815,"61B2-9900","other",2015,25,-1.49157786180818,NA,"rfid_mom","other"
"61B2","5440",0.166781253580841,"5440-61B2","other",2015,25,-1.49157786180818,NA,"rfid_mom","other"
"61B2","8712",0.151634946925425,"61B2-8712","other",2015,25,-1.49157786180818,NA,"rfid_mom","other"
"61B2","E89B",0.142979914550901,"61B2-E89B","other",2015,25,-1.49157786180818,NA,"rfid_off","other"
"61B2","238E",0.171541521386829,"238E-61B2","other",2015,25,-1.49157786180818,NA,"rfid_off","other"
"61B2","4107",0.139658797476956,"4107-61B2","other",2015,25,-1.49157786180818,NA,"rfid_off","other"
"61B2","A290",0.122081177841685,"61B2-A290","other",2015,25,-1.49157786180818,NA,"rfid_off","other"
"4D10","9900",0.552613486276709,"4D10-9900","other",2015,25,-1.49157786180818,NA,"rfid_mom","other"
"4D10","5440",0.645111389569634,"4D10-5440","other",2015,25,-1.49157786180818,NA,"rfid_mom","other"
"4D10","8712",0.421079770584936,"4D10-8712","other",2015,25,-1.49157786180818,NA,"rfid_mom","other"
"4D10","E89B",0.454561080033752,"4D10-E89B","other",2015,25,-1.49157786180818,NA,"rfid_off","other"
"4D10","238E",0.390281632276618,"238E-4D10","other",2015,25,-1.49157786180818,NA,"rfid_off","other"
"4D10","4107",0.41307337049935,"4107-4D10","other",2015,25,-1.49157786180818,NA,"rfid_off","other"
"4D10","A290",0.409122160067502,"4D10-A290","other",2015,25,-1.49157786180818,NA,"rfid_off","other"
"1A0D","9900",0.594562076686519,"1A0D-9900","other",2015,25,-1.49157786180818,NA,"rfid_mom","other"
"1A0D","5440",0.645111389569634,"1A0D-5440","other",2015,25,-1.49157786180818,NA,"rfid_mom","other"
"1A0D","8712",0.350051564111378,"1A0D-8712","other",2015,25,-1.49157786180818,NA,"rfid_mom","other"
"1A0D","E89B",0.454561080033752,"1A0D-E89B","other",2015,25,-1.49157786180818,NA,"rfid_off","other"
"1A0D","238E",0.425025782055689,"1A0D-238E","other",2015,25,-1.49157786180818,NA,"rfid_off","other"
"1A0D","4107",0.477280540016875,"1A0D-4107","other",2015,25,-1.49157786180818,NA,"rfid_off","other"
"1A0D","A290",0.441880451205961,"1A0D-A290","other",2015,25,-1.49157786180818,NA,"rfid_off","other"
"94D3","9900",0.0812250889597057,"94D3-9900","other",2015,25,-1.49157786180818,NA,"rfid_mom","other"
"94D3","5440",0.103584594777208,"5440-94D3","other",2015,25,-1.49157786180818,NA,"rfid_mom","other"
"94D3","8712",0.09388965280165,"8712-94D3","other",2015,25,-1.49157786180818,NA,"rfid_mom","other"
"94D3","E89B",0.0715758974610813,"94D3-E89B","other",2015,25,-1.49157786180818,NA,"rfid_off","other"
"94D3","238E",0.0858567008790453,"238E-94D3","other",2015,25,-1.49157786180818,NA,"rfid_off","other"
"94D3","4107",0.0699153389241088,"4107-94D3","other",2015,25,-1.49157786180818,NA,"rfid_off","other"
"94D3","A290",0.0751460983155724,"94D3-A290","other",2015,25,-1.49157786180818,NA,"rfid_off","other"
"9900","775E",0.0258040916342738,"775E-9900","other",2015,25,-1.49157786180818,"rfid_mom",NA,"other"
"9900","5440",0.692241584472591,"5440-9900","other",2015,25,-1.49157786180818,"rfid_mom","rfid_mom","other"
"9900","4FCA",0.763067431383546,"4FCA-9900","other",2015,25,-1.49157786180818,"rfid_mom",NA,"other"
"9900","4F91",0.421079770584936,"4F91-9900","other",2015,25,-1.49157786180818,"rfid_mom",NA,"other"
"9900","0832",0.56408052815753,"0832-9900","other",2015,25,-1.49157786180818,"rfid_mom",NA,"other"
"9900","A093",0.0264786235096162,"9900-A093","other",2015,25,-1.49157786180818,"rfid_mom",NA,"other"
"9900","A4F8",0.512816105631506,"9900-A4F8","other",2015,25,-1.49157786180818,"rfid_mom",NA,"other"
"9900","900E",0.80941740738922,"900E-9900","other",2015,25,-1.49157786180818,"rfid_mom",NA,"other"
"9900","8712",0.533321874641915,"8712-9900","other",2015,25,-1.49157786180818,"rfid_mom","rfid_mom","other"
"9900","1338",0.425025782055689,"1338-9900","other",2015,25,-1.49157786180818,"rfid_mom",NA,"other"
"9900","E89B",0.755467705588022,"9900-E89B","other",2015,25,-1.49157786180818,"rfid_mom","rfid_off","mother-random-juvenile"
"9900","238E",0.565194972125488,"238E-9900","other",2015,25,-1.49157786180818,"rfid_mom","rfid_off","mother-random-juvenile"
"9900","4107",0.66660937320958,"4107-9900","other",2015,25,-1.49157786180818,"rfid_mom","rfid_off","mother-random-juvenile"
"9900","A290",0.638250330961141,"9900-A290","mother-daughter",2015,25,-1.49157786180818,"rfid_mom","rfid_off","mother-daughter"
"775E","5440",0.0668156296550934,"5440-775E","other",2015,25,-1.49157786180818,NA,"rfid_mom","other"
"775E","8712",0.0607571069929269,"775E-8712","other",2015,25,-1.49157786180818,NA,"rfid_mom","other"
"775E","E89B",0.022891340354386,"775E-E89B","other",2015,25,-1.49157786180818,NA,"rfid_off","other"
"775E","238E",0.0271896165674096,"238E-775E","other",2015,25,-1.49157786180818,NA,"rfid_off","other"
"775E","4107",0.0223864634658722,"4107-775E","other",2015,25,-1.49157786180818,NA,"rfid_off","other"
"775E","A290",0.0239732194012015,"775E-A290","other",2015,25,-1.49157786180818,NA,"rfid_off","other"
"5440","4FCA",0.685650444433532,"4FCA-5440","other",2015,25,-1.49157786180818,"rfid_mom",NA,"other"
"5440","4F91",0.48387651227004,"4F91-5440","other",2015,25,-1.49157786180818,"rfid_mom",NA,"other"
"5440","0832",0.558803308191617,"0832-5440","other",2015,25,-1.49157786180818,"rfid_mom",NA,"other"
"5440","A093",0.0334937550131775,"5440-A093","other",2015,25,-1.49157786180818,"rfid_mom",NA,"other"
"5440","A4F8",0.457157589746108,"5440-A4F8","other",2015,25,-1.49157786180818,"rfid_mom",NA,"other"
"5440","900E",0.743506006998617,"5440-900E","other",2015,25,-1.49157786180818,"rfid_mom",NA,"other"
"5440","8712",0.56408052815753,"5440-8712","other",2015,25,-1.49157786180818,"rfid_mom","rfid_mom","other"
"5440","1338",0.400034376074252,"1338-5440","other",2015,25,-1.49157786180818,"rfid_mom",NA,"other"
"5440","E89B",0.577751040831137,"5440-E89B","mother-daughter",2015,25,-1.49157786180818,"rfid_mom","rfid_off","mother-daughter"
"5440","238E",0.488376090241192,"238E-5440","other",2015,25,-1.49157786180818,"rfid_mom","rfid_off","mother-random-juvenile"
"5440","4107",0.5,"4107-5440","other",2015,25,-1.49157786180818,"rfid_mom","rfid_off","mother-random-juvenile"
"5440","A290",0.568158379949373,"5440-A290","other",2015,25,-1.49157786180818,"rfid_mom","rfid_off","mother-random-juvenile"
"4FCA","8712",0.47619866097006,"4FCA-8712","other",2015,25,-1.49157786180818,NA,"rfid_mom","other"
"4FCA","E89B",0.636316759898746,"4FCA-E89B","other",2015,25,-1.49157786180818,NA,"rfid_off","other"
"4FCA","238E",0.511623909758808,"238E-4FCA","other",2015,25,-1.49157786180818,NA,"rfid_off","other"
"4FCA","4107",0.58692662950065,"4107-4FCA","other",2015,25,-1.49157786180818,NA,"rfid_off","other"
"4FCA","A290",0.555536457736527,"4FCA-A290","other",2015,25,-1.49157786180818,NA,"rfid_off","other"
"4F91","8712",0.324384714725038,"4F91-8712","other",2015,25,-1.49157786180818,NA,"rfid_mom","other"
"4F91","E89B",0.372136992653114,"4F91-E89B","other",2015,25,-1.49157786180818,NA,"rfid_off","other"
"4F91","238E",0.300068752148505,"238E-4F91","other",2015,25,-1.49157786180818,NA,"rfid_off","other"
"4F91","4107",0.363683240101253,"4107-4F91","other",2015,25,-1.49157786180818,NA,"rfid_off","other"
"4F91","A290",0.295524860151879,"4F91-A290","other",2015,25,-1.49157786180818,NA,"rfid_off","other"
"0832","8712",0.400034376074252,"0832-8712","other",2015,25,-1.49157786180818,NA,"rfid_mom","other"
"0832","E89B",0.5,"0832-E89B","other",2015,25,-1.49157786180818,NA,"rfid_off","other"
"0832","238E",0.439045351264788,"0832-238E","other",2015,25,-1.49157786180818,NA,"rfid_off","other"
"0832","4107",0.488892708452695,"0832-4107","other",2015,25,-1.49157786180818,NA,"rfid_off","other"
"0832","A290",0.454561080033752,"0832-A290","other",2015,25,-1.49157786180818,NA,"rfid_off","other"
"A093","8712",0.0304644936820942,"8712-A093","other",2015,25,-1.49157786180818,NA,"rfid_mom","other"
"A093","E89B",0.0234196998888774,"A093-E89B","other",2015,25,-1.49157786180818,NA,"rfid_off","other"
"A093","238E",0.0279401092395249,"238E-A093","other",2015,25,-1.49157786180818,NA,"rfid_off","other"
"A093","4107",0.022891340354386,"4107-A093","other",2015,25,-1.49157786180818,NA,"rfid_off","other"
"A093","A290",0.0245537398653464,"A093-A290","other",2015,25,-1.49157786180818,NA,"rfid_off","other"
"A4F8","8712",0.459473395705778,"8712-A4F8","other",2015,25,-1.49157786180818,NA,"rfid_mom","other"
"A4F8","E89B",0.422248959168863,"A4F8-E89B","other",2015,25,-1.49157786180818,NA,"rfid_off","other"
"A4F8","238E",0.425025782055689,"238E-A4F8","other",2015,25,-1.49157786180818,NA,"rfid_off","other"
"A4F8","4107",0.444463542263473,"4107-A4F8","other",2015,25,-1.49157786180818,NA,"rfid_off","other"
"A4F8","A290",0.441880451205961,"A290-A4F8","other",2015,25,-1.49157786180818,NA,"rfid_off","other"
"900E","8712",0.651110826864502,"8712-900E","other",2015,25,-1.49157786180818,NA,"rfid_mom","other"
"900E","E89B",0.76077988850195,"900E-E89B","other",2015,25,-1.49157786180818,NA,"rfid_off","other"
"900E","238E",0.574442485902153,"238E-900E","other",2015,25,-1.49157786180818,NA,"rfid_off","other"
"900E","4107",0.639951873496047,"4107-900E","other",2015,25,-1.49157786180818,NA,"rfid_off","other"
"900E","A290",0.680788894333799,"900E-A290","other",2015,25,-1.49157786180818,NA,"rfid_off","other"
"8712","1338",0.368466284308227,"1338-8712","other",2015,25,-1.49157786180818,"rfid_mom",NA,"other"
"8712","E89B",0.541652343302395,"8712-E89B","other",2015,25,-1.49157786180818,"rfid_mom","rfid_off","mother-random-juvenile"
"8712","238E",0.558119548794039,"238E-8712","other",2015,25,-1.49157786180818,"rfid_mom","rfid_off","mother-random-juvenile"
"8712","4107",0.5,"4107-8712","mother-daughter",2015,25,-1.49157786180818,"rfid_mom","rfid_off","mother-daughter"
"8712","A290",0.599965623925748,"8712-A290","other",2015,25,-1.49157786180818,"rfid_mom","rfid_off","mother-random-juvenile"
"1338","E89B",0.441880451205961,"1338-E89B","other",2015,25,-1.49157786180818,NA,"rfid_off","other"
"1338","238E",0.375042970092815,"1338-238E","other",2015,25,-1.49157786180818,NA,"rfid_off","other"
"1338","4107",0.465128270723576,"1338-4107","other",2015,25,-1.49157786180818,NA,"rfid_off","other"
"1338","A290",0.428595982910181,"1338-A290","other",2015,25,-1.49157786180818,NA,"rfid_off","other"
"E89B","238E",0.638250330961141,"238E-E89B","other",2015,25,-1.49157786180818,"rfid_off","rfid_off","other"
"E89B","4107",0.808404584451774,"4107-E89B","other",2015,25,-1.49157786180818,"rfid_off","rfid_off","other"
"E89B","A290",0.782511545877113,"A290-E89B","other",2015,25,-1.49157786180818,"rfid_off","rfid_off","other"
"238E","4107",0.659519612647469,"238E-4107","other",2015,25,-1.49157786180818,"rfid_off","rfid_off","other"
"238E","A290",0.595711767588482,"238E-A290","other",2015,25,-1.49157786180818,"rfid_off","rfid_off","other"
"4107","A290",0.804243203252276,"4107-A290","other",2015,25,-1.49157786180818,"rfid_off","rfid_off","other"
"5EBF3C","A1D2",0.655119071608918,"5EBF3C-A1D2","other",2016,26,-0.491577861808182,NA,"rfid_mom","other"
"5EBF3C","775E",0.655119071608918,"5EBF3C-775E","other",2016,26,-0.491577861808182,NA,"rfid_mom","other"
"5EBF3C","A093",0.703633678367264,"5EBF3C-A093","other",2016,26,-0.491577861808182,NA,"rfid_mom","other"
"5EBF3C","1338",0.620648166806937,"1338-5EBF3C","other",2016,26,-0.491577861808182,NA,"rfid_mom","other"
"5EBF3C","110D",0.485719196582036,"110D-5EBF3C","other",2016,26,-0.491577861808182,NA,"rfid_off","other"
"5EBF3C","175F",0.485719196582036,"175F-5EBF3C","other",2016,26,-0.491577861808182,NA,"rfid_off","other"
"5EBF3C","1E39",0.580617438649797,"1E39-5EBF3C","other",2016,26,-0.491577861808182,NA,"rfid_off","other"
"5EBF3C","2562",0.43245565950963,"2562-5EBF3C","other",2016,26,-0.491577861808182,NA,"rfid_off","other"
"5EBF3C","FA6F",0.515146306655416,"5EBF3C-FA6F","other",2016,26,-0.491577861808182,NA,"rfid_off","other"
"5EBF3C","9900",0.575731533277082,"5EBF3C-9900","other",2016,26,-0.491577861808182,NA,"rfid_mom","other"
"A1D2","775E",0.724060881212883,"775E-A1D2","other",2016,26,-0.491577861808182,"rfid_mom","rfid_mom","other"
"A1D2","5440",0.531239257476796,"5440-A1D2","other",2016,26,-0.491577861808182,"rfid_mom",NA,"other"
"A1D2","4FCA",0.66660937320958,"4FCA-A1D2","other",2016,26,-0.491577861808182,"rfid_mom",NA,"other"
"A1D2","4F91",0.592560762894211,"4F91-A1D2","other",2016,26,-0.491577861808182,"rfid_mom",NA,"other"
"A1D2","A093",0.714212051269459,"A093-A1D2","other",2016,26,-0.491577861808182,"rfid_mom","rfid_mom","other"
"A1D2","A4F8",0.724060881212883,"A1D2-A4F8","other",2016,26,-0.491577861808182,"rfid_mom",NA,"other"
"A1D2","8712",0.594562076686519,"8712-A1D2","other",2016,26,-0.491577861808182,"rfid_mom",NA,"other"
"A1D2","1338",0.814706593840317,"1338-A1D2","other",2016,26,-0.491577861808182,"rfid_mom","rfid_mom","other"
"A1D2","E89B",0.51612348772996,"A1D2-E89B","other",2016,26,-0.491577861808182,"rfid_mom",NA,"other"
"A1D2","238E",0.624957029907185,"238E-A1D2","other",2016,26,-0.491577861808182,"rfid_mom",NA,"other"
"A1D2","0E3A",0.296366321632736,"0E3A-A1D2","other",2016,26,-0.491577861808182,"rfid_mom",NA,"other"
"A1D2","110D",0.542842410253892,"110D-A1D2","other",2016,26,-0.491577861808182,"rfid_mom","rfid_off","mother-random-juvenile"
"A1D2","175F",0.588204962287424,"175F-A1D2","other",2016,26,-0.491577861808182,"rfid_mom","rfid_off","mother-random-juvenile"
"A1D2","1E39",0.593717772430388,"1E39-A1D2","other",2016,26,-0.491577861808182,"rfid_mom","rfid_off","mother-random-juvenile"
"A1D2","2562",0.617606616383233,"2562-A1D2","mother-daughter",2016,26,-0.491577861808182,"rfid_mom","rfid_off","mother-daughter"
"A1D2","28F0",0.562478514953592,"28F0-A1D2","other",2016,26,-0.491577861808182,"rfid_mom",NA,"other"
"A1D2","FA6F",0.677358365029553,"A1D2-FA6F","other",2016,26,-0.491577861808182,"rfid_mom","rfid_off","mother-random-juvenile"
"A1D2","1A0D",0.53570200854491,"1A0D-A1D2","other",2016,26,-0.491577861808182,"rfid_mom",NA,"other"
"A1D2","94D3",0.655119071608918,"94D3-A1D2","other",2016,26,-0.491577861808182,"rfid_mom",NA,"other"
"A1D2","9900",0.636316759898746,"9900-A1D2","other",2016,26,-0.491577861808182,"rfid_mom","rfid_mom","other"
"A1D2","4107",0.448293642797028,"4107-A1D2","other",2016,26,-0.491577861808182,"rfid_mom",NA,"other"
"A1D2","A290",0.466678125358084,"A1D2-A290","other",2016,26,-0.491577861808182,"rfid_mom",NA,"other"
"A1D2","4D10",0.407439237105789,"4D10-A1D2","other",2016,26,-0.491577861808182,"rfid_mom",NA,"other"
"A1D2","0832",0.629585068051896,"0832-A1D2","other",2016,26,-0.491577861808182,"rfid_mom",NA,"other"
"775E","5440",0.484853693344584,"5440-775E","other",2016,26,-0.491577861808182,"rfid_mom",NA,"other"
"775E","4FCA",0.851730898998001,"4FCA-775E","other",2016,26,-0.491577861808182,"rfid_mom",NA,"other"
"775E","4F91",0.719924372636645,"4F91-775E","other",2016,26,-0.491577861808182,"rfid_mom",NA,"other"
"775E","A093",0.777682288682633,"775E-A093","other",2016,26,-0.491577861808182,"rfid_mom","rfid_mom","other"
"775E","A4F8",0.785616068359279,"775E-A4F8","other",2016,26,-0.491577861808182,"rfid_mom",NA,"other"
"775E","8712",0.685650444433532,"775E-8712","other",2016,26,-0.491577861808182,"rfid_mom",NA,"other"
"775E","1338",0.884483168945184,"1338-775E","other",2016,26,-0.491577861808182,"rfid_mom","rfid_mom","other"
"775E","E89B",0.566643749283832,"775E-E89B","other",2016,26,-0.491577861808182,"rfid_mom",NA,"other"
"775E","238E",0.677358365029553,"238E-775E","other",2016,26,-0.491577861808182,"rfid_mom",NA,"other"
"775E","0E3A",0.296366321632736,"0E3A-775E","other",2016,26,-0.491577861808182,"rfid_mom",NA,"other"
"775E","110D",0.588204962287424,"110D-775E","other",2016,26,-0.491577861808182,"rfid_mom","rfid_off","mother-random-juvenile"
"775E","175F",0.636316759898746,"175F-775E","other",2016,26,-0.491577861808182,"rfid_mom","rfid_off","mother-random-juvenile"
"775E","1E39",0.545438919966248,"1E39-775E","other",2016,26,-0.491577861808182,"rfid_mom","rfid_off","mother-random-juvenile"
"775E","2562",0.527768228868263,"2562-775E","other",2016,26,-0.491577861808182,"rfid_mom","rfid_off","mother-random-juvenile"
"775E","28F0",0.612864414109715,"28F0-775E","other",2016,26,-0.491577861808182,"rfid_mom",NA,"other"
"775E","FA6F",0.677358365029553,"775E-FA6F","mother-daughter",2016,26,-0.491577861808182,"rfid_mom","rfid_off","mother-daughter"
"775E","1A0D",0.719924372636645,"1A0D-775E","other",2016,26,-0.491577861808182,"rfid_mom",NA,"other"
"775E","94D3",0.846034852050665,"775E-94D3","other",2016,26,-0.491577861808182,"rfid_mom",NA,"other"
"775E","9900",0.687435544860777,"775E-9900","other",2016,26,-0.491577861808182,"rfid_mom","rfid_mom","other"
"775E","4107",0.615344950683555,"4107-775E","other",2016,26,-0.491577861808182,"rfid_mom",NA,"other"
"775E","A290",0.517235452400991,"775E-A290","other",2016,26,-0.491577861808182,"rfid_mom",NA,"other"
"775E","4D10",0.461551683105482,"4D10-775E","other",2016,26,-0.491577861808182,"rfid_mom",NA,"other"
"775E","0832",0.629585068051896,"0832-775E","other",2016,26,-0.491577861808182,"rfid_mom",NA,"other"
"5440","A093",0.468760742523204,"5440-A093","other",2016,26,-0.491577861808182,NA,"rfid_mom","other"
"5440","1338",0.5,"1338-5440","other",2016,26,-0.491577861808182,NA,"rfid_mom","other"
"5440","110D",0.558803308191617,"110D-5440","other",2016,26,-0.491577861808182,NA,"rfid_off","other"
"5440","175F",0.514280803417964,"175F-5440","other",2016,26,-0.491577861808182,NA,"rfid_off","other"
"5440","1E39",0.515146306655416,"1E39-5440","other",2016,26,-0.491577861808182,NA,"rfid_off","other"
"5440","2562",0.588204962287424,"2562-5440","other",2016,26,-0.491577861808182,NA,"rfid_off","other"
"5440","FA6F",0.457157589746108,"5440-FA6F","other",2016,26,-0.491577861808182,NA,"rfid_off","other"
"5440","9900",0.514280803417964,"5440-9900","other",2016,26,-0.491577861808182,NA,"rfid_mom","other"
"4FCA","A093",0.846034852050665,"4FCA-A093","other",2016,26,-0.491577861808182,NA,"rfid_mom","other"
"4FCA","1338",0.814706593840317,"1338-4FCA","other",2016,26,-0.491577861808182,NA,"rfid_mom","other"
"4FCA","110D",0.542842410253892,"110D-4FCA","other",2016,26,-0.491577861808182,NA,"rfid_off","other"
"4FCA","175F",0.542842410253892,"175F-4FCA","other",2016,26,-0.491577861808182,NA,"rfid_off","other"
"4FCA","1E39",0.593717772430388,"1E39-4FCA","other",2016,26,-0.491577861808182,NA,"rfid_off","other"
"4FCA","2562",0.486491131901927,"2562-4FCA","other",2016,26,-0.491577861808182,NA,"rfid_off","other"
"4FCA","FA6F",0.624957029907185,"4FCA-FA6F","other",2016,26,-0.491577861808182,NA,"rfid_off","other"
"4FCA","9900",0.636316759898746,"4FCA-9900","other",2016,26,-0.491577861808182,NA,"rfid_mom","other"
"4F91","A093",0.576896633789037,"4F91-A093","other",2016,26,-0.491577861808182,NA,"rfid_mom","other"
"4F91","1338",0.679938123066346,"1338-4F91","other",2016,26,-0.491577861808182,NA,"rfid_mom","other"
"4F91","110D",0.424268466722918,"110D-4F91","other",2016,26,-0.491577861808182,NA,"rfid_off","other"
"4F91","175F",0.468760742523204,"175F-4F91","other",2016,26,-0.491577861808182,NA,"rfid_off","other"
"4F91","1E39",0.375042970092815,"1E39-4F91","other",2016,26,-0.491577861808182,NA,"rfid_off","other"
"4F91","2562",0.411795037712576,"2562-4F91","other",2016,26,-0.491577861808182,NA,"rfid_off","other"
"4F91","FA6F",0.5,"4F91-FA6F","other",2016,26,-0.491577861808182,NA,"rfid_off","other"
"4F91","9900",0.566643749283832,"4F91-9900","other",2016,26,-0.491577861808182,NA,"rfid_mom","other"
"A093","A4F8",0.714212051269459,"A093-A4F8","other",2016,26,-0.491577861808182,"rfid_mom",NA,"other"
"A093","8712",0.676409924574849,"8712-A093","other",2016,26,-0.491577861808182,"rfid_mom",NA,"other"
"A093","1338",0.807586535156147,"1338-A093","other",2016,26,-0.491577861808182,"rfid_mom","rfid_mom","other"
