"from","to","weight","pairID","pair_type"
"4D10","4FCA",0.259259259259259,"4D10-4FCA","other"
"4D10","5971",0.285714285714286,"4D10-5971","other"
"4D10","0832",0.347826086956522,"0832-4D10","other"
"4D10","A093",0.264705882352941,"4D10-A093","other"
"4D10","A4F8",0.257142857142857,"4D10-A4F8","other"
"4D10","900E",0.32,"4D10-900E","other"
"4D10","61B2",0.5,"4D10-61B2","other"
"4D10","94D3",0.272727272727273,"4D10-94D3","other"
"4D10","4F91",0.428571428571429,"4D10-4F91","other"
"4D10","775E",0.277777777777778,"4D10-775E","other"
"4D10","9900",0.125,"4D10-9900","other"
"CE1D","1A0D",0.5,"1A0D-CE1D","other"
"CE1D","5440",0.375,"5440-CE1D","other"
"CE1D","5DED",0.388888888888889,"5DED-CE1D","other"
"CE1D","4FCA",0.346153846153846,"4FCA-CE1D","other"
"CE1D","5971",0.314285714285714,"5971-CE1D","other"
"CE1D","0832",0.28,"0832-CE1D","other"
"CE1D","A093",0.333333333333333,"A093-CE1D","other"
"CE1D","A4F8",0.285714285714286,"A4F8-CE1D","other"
"CE1D","900E",0.36,"900E-CE1D","other"
"CE1D","61B2",0.466666666666667,"61B2-CE1D","other"
"CE1D","94D3",0.363636363636364,"94D3-CE1D","other"
"CE1D","4F91",0.5,"4F91-CE1D","other"
"CE1D","775E",0.263157894736842,"775E-CE1D","other"
"CE1D","9900",0.117647058823529,"9900-CE1D","other"
"1A0D","5440",0.304347826086957,"1A0D-5440","other"
"1A0D","5DED",0.375,"1A0D-5DED","other"
"1A0D","4FCA",0.34375,"1A0D-4FCA","other"
"1A0D","5971",0.5,"1A0D-5971","other"
"1A0D","0832",0.428571428571429,"0832-1A0D","other"
"1A0D","A093",0.529411764705882,"1A0D-A093","other"
"1A0D","A4F8",0.472222222222222,"1A0D-A4F8","other"
"1A0D","900E",0.5,"1A0D-900E","other"
"1A0D","61B2",0.428571428571429,"1A0D-61B2","other"
"1A0D","94D3",0.210526315789474,"1A0D-94D3","other"
"1A0D","4F91",0.380952380952381,"1A0D-4F91","other"
"1A0D","775E",0.391304347826087,"1A0D-775E","other"
"1A0D","9900",0.285714285714286,"1A0D-9900","other"
"5440","5DED",0.19047619047619,"5440-5DED","other"
"5440","4FCA",0.25,"4FCA-5440","other"
"5440","5971",0.277777777777778,"5440-5971","other"
"5440","0832",0.28,"0832-5440","other"
"5440","A093",0.257142857142857,"5440-A093","other"
"5440","A4F8",0.25,"5440-A4F8","other"
"5440","900E",0.259259259259259,"5440-900E","other"
"5440","61B2",0.294117647058824,"5440-61B2","other"
"5440","94D3",0.153846153846154,"5440-94D3","other"
"5440","4F91",0.235294117647059,"4F91-5440","other"
"5440","775E",0.2,"5440-775E","other"
"5DED","4FCA",0.357142857142857,"4FCA-5DED","other"
"5DED","5971",0.256410256410256,"5971-5DED","other"
"5DED","0832",0.296296296296296,"0832-5DED","other"
"5DED","A093",0.382352941176471,"5DED-A093","other"
"5DED","A4F8",0.297297297297297,"5DED-A4F8","other"
"5DED","900E",0.321428571428571,"5DED-900E","other"
"5DED","61B2",0.31578947368421,"5DED-61B2","other"
"5DED","94D3",0.2,"5DED-94D3","other"
"5DED","4F91",0.263157894736842,"4F91-5DED","other"
"5DED","775E",0.5,"5DED-775E","other"
"5DED","9900",0.222222222222222,"5DED-9900","other"
"4FCA","5971",0.372093023255814,"4FCA-5971","other"
"4FCA","0832",0.451612903225806,"0832-4FCA","other"
"4FCA","A093",0.390243902439024,"4FCA-A093","other"
"4FCA","A4F8",0.414634146341463,"4FCA-A4F8","other"
"4FCA","900E",0.566666666666667,"4FCA-900E","other"
"4FCA","61B2",0.25,"4FCA-61B2","other"
"4FCA","94D3",0.12,"4FCA-94D3","other"
"4FCA","4F91",0.259259259259259,"4F91-4FCA","other"
"4FCA","775E",0.321428571428571,"4FCA-775E","other"
"4FCA","9900",0.185185185185185,"4FCA-9900","other"
"5971","0832",0.473684210526316,"0832-5971","other"
"5971","A093",0.619047619047619,"5971-A093","other"
"5971","A4F8",0.682926829268293,"5971-A4F8","other"
"5971","900E",0.487179487179487,"5971-900E","other"
"5971","61B2",0.277777777777778,"5971-61B2","other"
"5971","94D3",0.114285714285714,"5971-94D3","other"
"5971","4F91",0.216216216216216,"4F91-5971","other"
"5971","775E",0.230769230769231,"5971-775E","other"
"5971","9900",0.162162162162162,"5971-9900","other"
"0832","A093",0.5,"0832-A093","other"
"0832","A4F8",0.571428571428571,"0832-A4F8","other"
"0832","900E",0.517241379310345,"0832-900E","other"
"0832","61B2",0.333333333333333,"0832-61B2","other"
"0832","94D3",0.136363636363636,"0832-94D3","other"
"0832","4F91",0.24,"0832-4F91","other"
"0832","775E",0.214285714285714,"0832-775E","other"
"0832","9900",0.208333333333333,"0832-9900","other"
"A093","A4F8",0.634146341463415,"A093-A4F8","other"
"A093","900E",0.513513513513513,"900E-A093","other"
"A093","61B2",0.294117647058824,"61B2-A093","other"
"A093","94D3",0.121212121212121,"94D3-A093","other"
"A093","4F91",0.264705882352941,"4F91-A093","other"
"A093","775E",0.277777777777778,"775E-A093","other"
"A093","9900",0.205882352941176,"9900-A093","other"
"A4F8","900E",0.461538461538462,"900E-A4F8","other"
"A4F8","61B2",0.285714285714286,"61B2-A4F8","mother-daughter"
"A4F8","94D3",0.117647058823529,"94D3-A4F8","other"
"A4F8","4F91",0.157894736842105,"4F91-A4F8","other"
"A4F8","775E",0.236842105263158,"775E-A4F8","other"
"A4F8","9900",0.2,"9900-A4F8","other"
"900E","61B2",0.307692307692308,"61B2-900E","other"
"900E","94D3",0.125,"900E-94D3","other"
"900E","4F91",0.222222222222222,"4F91-900E","other"
"900E","775E",0.285714285714286,"775E-900E","other"
"900E","9900",0.24,"900E-9900","other"
"61B2","94D3",0.363636363636364,"61B2-94D3","other"
"61B2","4F91",0.5,"4F91-61B2","other"
"61B2","775E",0.333333333333333,"61B2-775E","other"
"61B2","9900",0.117647058823529,"61B2-9900","other"
"94D3","4F91",0.4,"4F91-94D3","other"
"94D3","775E",0.214285714285714,"775E-94D3","other"
"94D3","9900",0.0909090909090909,"94D3-9900","other"
"4F91","775E",0.352941176470588,"4F91-775E","other"
"4F91","9900",0.125,"4F91-9900","other"
"775E","9900",0.166666666666667,"775E-9900","other"
