"from","to","weight","pairID","pair_type"
"E89B","238E",0.583333333333333,"238E-E89B","other"
"E89B","110D",0.5,"110D-E89B","other"
"E89B","2562",0.4,"2562-E89B","other"
"E89B","4999",0.44,"4999-E89B","other"
"E89B","A1CE",0.347826086956522,"A1CE-E89B","other"
"E89B","B5F7",0.375,"B5F7-E89B","other"
"E89B","101F",0.384615384615385,"101F-E89B","other"
"E89B","B311",0.0909090909090909,"B311-E89B","other"
"E89B","48AB",0.48,"48AB-E89B","other"
"E89B","A41C",0.454545454545455,"A41C-E89B","other"
"E89B","D3B0",0.5,"D3B0-E89B","other"
"E89B","100F",0.391304347826087,"100F-E89B","other"
"E89B","909D",0.25,"909D-E89B","other"
"E89B","96BF",0.416666666666667,"96BF-E89B","other"
"E89B","877B",0.8,"877B-E89B","mother-daughter"
"E89B","8870",0.538461538461538,"8870-E89B","other"
"E89B","91BD",0.833333333333333,"91BD-E89B","other"
"E89B","1A0D",0.291666666666667,"1A0D-E89B","other"
"E89B","ED95",0.166666666666667,"E89B-ED95","other"
"E89B","8EBE",0.130434782608696,"8EBE-E89B","other"
"238E","110D",0.428571428571429,"110D-238E","other"
"238E","2562",0.526315789473684,"238E-2562","other"
"238E","4999",0.5,"238E-4999","other"
"238E","A1CE",0.388888888888889,"238E-A1CE","other"
"238E","B5F7",0.421052631578947,"238E-B5F7","other"
"238E","101F",0.5,"101F-238E","other"
"238E","B311",0.125,"238E-B311","other"
"238E","48AB",0.55,"238E-48AB","other"
"238E","A41C",0.444444444444444,"238E-A41C","other"
"238E","D3B0",0.65,"238E-D3B0","other"
"238E","100F",0.368421052631579,"100F-238E","other"
"238E","909D",0.333333333333333,"238E-909D","other"
"238E","96BF",0.473684210526316,"238E-96BF","other"
"238E","877B",0.625,"238E-877B","other"
"238E","8870",0.545454545454545,"238E-8870","other"
"238E","91BD",0.652173913043478,"238E-91BD","other"
"238E","1A0D",0.31578947368421,"1A0D-238E","other"
"238E","ED95",0.157894736842105,"238E-ED95","other"
"238E","8EBE",0.0526315789473684,"238E-8EBE","other"
"110D","2562",0.35,"110D-2562","other"
"110D","4999",0.473684210526316,"110D-4999","other"
"110D","A1CE",0.277777777777778,"110D-A1CE","other"
"110D","B5F7",0.470588235294118,"110D-B5F7","other"
"110D","101F",0.272727272727273,"101F-110D","other"
"110D","B311",0.0666666666666667,"110D-B311","other"
"110D","48AB",0.45,"110D-48AB","other"
"110D","A41C",0.411764705882353,"110D-A41C","other"
"110D","D3B0",0.476190476190476,"110D-D3B0","other"
"110D","100F",0.411764705882353,"100F-110D","other"
"110D","909D",0.222222222222222,"110D-909D","other"
"110D","96BF",0.529411764705882,"110D-96BF","other"
"110D","877B",0.48,"110D-877B","other"
"110D","8870",0.454545454545455,"110D-8870","other"
"110D","91BD",0.565217391304348,"110D-91BD","other"
"110D","1A0D",0.352941176470588,"110D-1A0D","other"
"110D","ED95",0.176470588235294,"110D-ED95","other"
"110D","8EBE",0.2,"110D-8EBE","other"
"2562","4999",0.35,"2562-4999","other"
"2562","A1CE",0.466666666666667,"2562-A1CE","other"
"2562","B5F7",0.411764705882353,"2562-B5F7","other"
"2562","101F",0.5,"101F-2562","other"
"2562","B311",0.0714285714285714,"2562-B311","other"
"2562","48AB",0.473684210526316,"2562-48AB","other"
"2562","A41C",0.352941176470588,"2562-A41C","other"
"2562","D3B0",0.578947368421053,"2562-D3B0","other"
"2562","100F",0.4375,"100F-2562","other"
"2562","909D",0.4,"2562-909D","other"
"2562","96BF",0.388888888888889,"2562-96BF","mother-daughter"
"2562","877B",0.44,"2562-877B","other"
"2562","8870",0.476190476190476,"2562-8870","other"
"2562","91BD",0.4,"2562-91BD","other"
"2562","1A0D",0.294117647058824,"1A0D-2562","other"
"2562","ED95",0.266666666666667,"2562-ED95","other"
"2562","8EBE",0.133333333333333,"2562-8EBE","other"
"4999","A1CE",0.210526315789474,"4999-A1CE","other"
"4999","B5F7",0.388888888888889,"4999-B5F7","other"
"4999","101F",0.4,"101F-4999","other"
"4999","B311",0.142857142857143,"4999-B311","other"
"4999","48AB",0.526315789473684,"48AB-4999","other"
"4999","A41C",0.263157894736842,"4999-A41C","other"
"4999","D3B0",0.631578947368421,"4999-D3B0","other"
"4999","100F",0.333333333333333,"100F-4999","other"
"4999","909D",0.294117647058824,"4999-909D","other"
"4999","96BF",0.529411764705882,"4999-96BF","other"
"4999","877B",0.48,"4999-877B","other"
"4999","8870",0.777777777777778,"4999-8870","other"
"4999","91BD",0.5,"4999-91BD","other"
"4999","1A0D",0.277777777777778,"1A0D-4999","other"
"4999","ED95",0.25,"4999-ED95","other"
"4999","8EBE",0.285714285714286,"4999-8EBE","other"
"A1CE","B5F7",0.538461538461538,"A1CE-B5F7","other"
"A1CE","101F",0.533333333333333,"101F-A1CE","other"
"A1CE","B311",0.1,"A1CE-B311","other"
"A1CE","48AB",0.333333333333333,"48AB-A1CE","other"
"A1CE","A41C",0.266666666666667,"A1CE-A41C","other"
"A1CE","D3B0",0.3,"A1CE-D3B0","other"
"A1CE","100F",0.583333333333333,"100F-A1CE","other"
"A1CE","909D",0.416666666666667,"909D-A1CE","other"
"A1CE","96BF",0.4,"96BF-A1CE","other"
"A1CE","877B",0.391304347826087,"877B-A1CE","other"
"A1CE","8870",0.35,"8870-A1CE","other"
"A1CE","91BD",0.409090909090909,"91BD-A1CE","other"
"A1CE","1A0D",0.5,"1A0D-A1CE","other"
"A1CE","ED95",0.25,"A1CE-ED95","other"
"A1CE","8EBE",0.181818181818182,"8EBE-A1CE","other"
"B5F7","101F",0.5625,"101F-B5F7","other"
"B5F7","B311",0.181818181818182,"B311-B5F7","other"
"B5F7","48AB",0.368421052631579,"48AB-B5F7","other"
"B5F7","A41C",0.3125,"A41C-B5F7","other"
"B5F7","D3B0",0.4,"B5F7-D3B0","other"
"B5F7","100F",0.909090909090909,"100F-B5F7","other"
"B5F7","909D",0.461538461538462,"909D-B5F7","other"
"B5F7","96BF",0.4375,"96BF-B5F7","other"
"B5F7","877B",0.36,"877B-B5F7","other"
"B5F7","8870",0.45,"8870-B5F7","other"
"B5F7","91BD",0.5,"91BD-B5F7","mother-daughter"
"B5F7","1A0D",0.666666666666667,"1A0D-B5F7","other"
"B5F7","ED95",0.416666666666667,"B5F7-ED95","other"
"B5F7","8EBE",0.153846153846154,"8EBE-B5F7","other"
"101F","B311",0.142857142857143,"101F-B311","other"
"101F","48AB",0.45,"101F-48AB","other"
"101F","A41C",0.263157894736842,"101F-A41C","other"
"101F","D3B0",0.476190476190476,"101F-D3B0","other"
"101F","100F",0.5,"100F-101F","other"
"101F","909D",0.375,"101F-909D","other"
"101F","96BF",0.368421052631579,"101F-96BF","other"
"101F","877B",0.48,"101F-877B","other"
"101F","8870",0.523809523809524,"101F-8870","other"
"101F","91BD",0.44,"101F-91BD","other"
"101F","1A0D",0.533333333333333,"101F-1A0D","other"
"101F","ED95",0.428571428571429,"101F-ED95","other"
"101F","8EBE",0.125,"101F-8EBE","other"
"B311","48AB",0.0625,"48AB-B311","other"
"B311","A41C",0.0909090909090909,"A41C-B311","other"
"B311","D3B0",0.117647058823529,"B311-D3B0","other"
"B311","100F",0.2,"100F-B311","other"
"B311","909D",0.25,"909D-B311","other"
"B311","96BF",0.0769230769230769,"96BF-B311","other"
"B311","877B",0.0869565217391304,"877B-B311","other"
"B311","8870",0.111111111111111,"8870-B311","other"
"B311","91BD",0.0909090909090909,"91BD-B311","other"
"B311","ED95",0.142857142857143,"B311-ED95","other"
"48AB","A41C",0.388888888888889,"48AB-A41C","other"
"48AB","D3B0",0.454545454545455,"48AB-D3B0","other"
"48AB","100F",0.31578947368421,"100F-48AB","other"
"48AB","909D",0.277777777777778,"48AB-909D","other"
"48AB","96BF",0.588235294117647,"48AB-96BF","other"
"48AB","877B",0.52,"48AB-877B","other"
"48AB","8870",0.571428571428571,"48AB-8870","mother-daughter"
"48AB","91BD",0.48,"48AB-91BD","other"
"48AB","1A0D",0.263157894736842,"1A0D-48AB","other"
"48AB","ED95",0.166666666666667,"48AB-ED95","other"
"48AB","8EBE",0.266666666666667,"48AB-8EBE","other"
"A41C","D3B0",0.421052631578947,"A41C-D3B0","other"
"A41C","100F",0.333333333333333,"100F-A41C","other"
"A41C","909D",0.2,"909D-A41C","other"
"A41C","96BF",0.571428571428571,"96BF-A41C","other"
"A41C","877B",0.32,"877B-A41C","other"
"A41C","8870",0.272727272727273,"8870-A41C","other"
"A41C","91BD",0.333333333333333,"91BD-A41C","other"
"A41C","1A0D",0.266666666666667,"1A0D-A41C","other"
"A41C","ED95",0.0666666666666667,"A41C-ED95","other"
"A41C","8EBE",0.0769230769230769,"8EBE-A41C","other"
"D3B0","100F",0.35,"100F-D3B0","other"
"D3B0","909D",0.31578947368421,"909D-D3B0","other"
"D3B0","96BF",0.526315789473684,"96BF-D3B0","other"
"D3B0","877B",0.6,"877B-D3B0","other"
"D3B0","8870",0.666666666666667,"8870-D3B0","other"
"D3B0","91BD",0.5,"91BD-D3B0","other"
"D3B0","1A0D",0.3,"1A0D-D3B0","other"
"D3B0","ED95",0.277777777777778,"D3B0-ED95","other"
"D3B0","8EBE",0.166666666666667,"8EBE-D3B0","other"
"100F","909D",0.5,"100F-909D","mother-daughter"
"100F","96BF",0.375,"100F-96BF","other"
"100F","877B",0.32,"100F-877B","other"
"100F","8870",0.4,"100F-8870","other"
"100F","91BD",0.454545454545455,"100F-91BD","other"
"100F","1A0D",0.583333333333333,"100F-1A0D","other"
"100F","ED95",0.454545454545455,"100F-ED95","other"
"100F","8EBE",0.166666666666667,"100F-8EBE","other"
"909D","96BF",0.333333333333333,"909D-96BF","other"
"909D","877B",0.347826086956522,"877B-909D","other"
"909D","8870",0.368421052631579,"8870-909D","other"
"909D","91BD",0.304347826086957,"909D-91BD","other"
"909D","1A0D",0.214285714285714,"1A0D-909D","other"
"909D","ED95",0.272727272727273,"909D-ED95","other"
