"from","to","weight","pairID","pair_type","year"
"A1D2","775E",0.407407407407407,"775E-A1D2","other",2013
"A1D2","9900",0.222222222222222,"9900-A1D2","other",2013
"C073","1F36",0.32258064516129,"1F36-C073","other",2013
"C073","4D10",0.290322580645161,"4D10-C073","other",2013
"C073","CE1D",0.366666666666667,"C073-CE1D","other",2013
"C073","1A0D",0.484848484848485,"1A0D-C073","other",2013
"C073","5440",0.32258064516129,"5440-C073","other",2013
"C073","5DED",0.375,"5DED-C073","other",2013
"C073","4FCA",0.45945945945946,"4FCA-C073","other",2013
"C073","5971",0.585365853658537,"5971-C073","other",2013
"C073","0832",0.5,"0832-C073","mother-daughter",2013
"C073","A093",0.536585365853659,"A093-C073","other",2013
"C073","A4F8",0.6,"A4F8-C073","other",2013
"C073","900E",0.394736842105263,"900E-C073","other",2013
"C073","61B2",0.366666666666667,"61B2-C073","other",2013
"C073","94D3",0.133333333333333,"94D3-C073","other",2013
"C073","4F91",0.25,"4F91-C073","other",2013
"C073","775E",0.303030303030303,"775E-C073","other",2013
"C073","9900",0.117647058823529,"9900-C073","other",2013
"1F36","4D10",0.3125,"1F36-4D10","other",2013
"1F36","CE1D",0.466666666666667,"1F36-CE1D","other",2013
"1F36","1A0D",0.5,"1A0D-1F36","other",2013
"1F36","5440",0.294117647058824,"1F36-5440","other",2013
"1F36","5DED",0.5625,"1F36-5DED","other",2013
"1F36","4FCA",0.296296296296296,"1F36-4FCA","other",2013
"1F36","5971",0.243243243243243,"1F36-5971","other",2013
"1F36","0832",0.230769230769231,"0832-1F36","other",2013
"1F36","A093",0.294117647058824,"1F36-A093","mother-daughter",2013
"1F36","A4F8",0.216216216216216,"1F36-A4F8","other",2013
"1F36","900E",0.307692307692308,"1F36-900E","other",2013
"1F36","61B2",0.375,"1F36-61B2","other",2013
"1F36","94D3",0.25,"1F36-94D3","other",2013
"1F36","4F91",0.4,"1F36-4F91","other",2013
"1F36","775E",0.411764705882353,"1F36-775E","other",2013
"1F36","9900",0.266666666666667,"1F36-9900","other",2013
"4D10","CE1D",0.5,"4D10-CE1D","other",2013
"4D10","1A0D",0.45,"1A0D-4D10","other",2013
"4D10","5440",0.3125,"4D10-5440","other",2013
"4D10","5DED",0.2,"4D10-5DED","other",2013
"4D10","4FCA",0.259259259259259,"4D10-4FCA","other",2013
"4D10","5971",0.285714285714286,"4D10-5971","other",2013
"4D10","0832",0.347826086956522,"0832-4D10","other",2013
"4D10","A093",0.264705882352941,"4D10-A093","other",2013
"4D10","A4F8",0.257142857142857,"4D10-A4F8","other",2013
"4D10","900E",0.32,"4D10-900E","other",2013
"4D10","61B2",0.5,"4D10-61B2","other",2013
"4D10","94D3",0.272727272727273,"4D10-94D3","other",2013
"4D10","4F91",0.428571428571429,"4D10-4F91","other",2013
"4D10","775E",0.277777777777778,"4D10-775E","other",2013
"4D10","9900",0.125,"4D10-9900","other",2013
"CE1D","1A0D",0.5,"1A0D-CE1D","other",2013
"CE1D","5440",0.375,"5440-CE1D","other",2013
"CE1D","5DED",0.388888888888889,"5DED-CE1D","other",2013
"CE1D","4FCA",0.346153846153846,"4FCA-CE1D","other",2013
"CE1D","5971",0.314285714285714,"5971-CE1D","other",2013
"CE1D","0832",0.28,"0832-CE1D","other",2013
"CE1D","A093",0.333333333333333,"A093-CE1D","other",2013
"CE1D","A4F8",0.285714285714286,"A4F8-CE1D","other",2013
"CE1D","900E",0.36,"900E-CE1D","other",2013
"CE1D","61B2",0.466666666666667,"61B2-CE1D","other",2013
"CE1D","94D3",0.363636363636364,"94D3-CE1D","other",2013
"CE1D","4F91",0.5,"4F91-CE1D","other",2013
"CE1D","775E",0.263157894736842,"775E-CE1D","other",2013
"CE1D","9900",0.117647058823529,"9900-CE1D","other",2013
"1A0D","5440",0.304347826086957,"1A0D-5440","other",2013
"1A0D","5DED",0.375,"1A0D-5DED","other",2013
"1A0D","4FCA",0.34375,"1A0D-4FCA","other",2013
"1A0D","5971",0.5,"1A0D-5971","other",2013
"1A0D","0832",0.428571428571429,"0832-1A0D","other",2013
"1A0D","A093",0.529411764705882,"1A0D-A093","other",2013
"1A0D","A4F8",0.472222222222222,"1A0D-A4F8","other",2013
"1A0D","900E",0.5,"1A0D-900E","other",2013
"1A0D","61B2",0.428571428571429,"1A0D-61B2","other",2013
"1A0D","94D3",0.210526315789474,"1A0D-94D3","other",2013
"1A0D","4F91",0.380952380952381,"1A0D-4F91","other",2013
"1A0D","775E",0.391304347826087,"1A0D-775E","other",2013
"1A0D","9900",0.285714285714286,"1A0D-9900","other",2013
"5440","5DED",0.19047619047619,"5440-5DED","other",2013
"5440","4FCA",0.25,"4FCA-5440","other",2013
"5440","5971",0.277777777777778,"5440-5971","other",2013
"5440","0832",0.28,"0832-5440","other",2013
"5440","A093",0.257142857142857,"5440-A093","other",2013
"5440","A4F8",0.25,"5440-A4F8","other",2013
"5440","900E",0.259259259259259,"5440-900E","other",2013
"5440","61B2",0.294117647058824,"5440-61B2","other",2013
"5440","94D3",0.153846153846154,"5440-94D3","other",2013
"5440","4F91",0.235294117647059,"4F91-5440","other",2013
"5440","775E",0.2,"5440-775E","other",2013
"5DED","4FCA",0.357142857142857,"4FCA-5DED","other",2013
"5DED","5971",0.256410256410256,"5971-5DED","other",2013
"5DED","0832",0.296296296296296,"0832-5DED","other",2013
"5DED","A093",0.382352941176471,"5DED-A093","other",2013
"5DED","A4F8",0.297297297297297,"5DED-A4F8","other",2013
"5DED","900E",0.321428571428571,"5DED-900E","other",2013
"5DED","61B2",0.31578947368421,"5DED-61B2","other",2013
"5DED","94D3",0.2,"5DED-94D3","other",2013
"5DED","4F91",0.263157894736842,"4F91-5DED","other",2013
"5DED","775E",0.5,"5DED-775E","other",2013
"5DED","9900",0.222222222222222,"5DED-9900","other",2013
"4FCA","5971",0.372093023255814,"4FCA-5971","other",2013
"4FCA","0832",0.451612903225806,"0832-4FCA","other",2013
"4FCA","A093",0.390243902439024,"4FCA-A093","other",2013
"4FCA","A4F8",0.414634146341463,"4FCA-A4F8","other",2013
"4FCA","900E",0.566666666666667,"4FCA-900E","other",2013
"4FCA","61B2",0.25,"4FCA-61B2","other",2013
"4FCA","94D3",0.12,"4FCA-94D3","other",2013
"4FCA","4F91",0.259259259259259,"4F91-4FCA","other",2013
"4FCA","775E",0.321428571428571,"4FCA-775E","other",2013
"4FCA","9900",0.185185185185185,"4FCA-9900","other",2013
"5971","0832",0.473684210526316,"0832-5971","other",2013
"5971","A093",0.619047619047619,"5971-A093","other",2013
"5971","A4F8",0.682926829268293,"5971-A4F8","other",2013
"5971","900E",0.487179487179487,"5971-900E","other",2013
"5971","61B2",0.277777777777778,"5971-61B2","other",2013
"5971","94D3",0.114285714285714,"5971-94D3","other",2013
"5971","4F91",0.216216216216216,"4F91-5971","other",2013
"5971","775E",0.230769230769231,"5971-775E","other",2013
"5971","9900",0.162162162162162,"5971-9900","other",2013
"0832","A093",0.5,"0832-A093","other",2013
"0832","A4F8",0.571428571428571,"0832-A4F8","other",2013
"0832","900E",0.517241379310345,"0832-900E","other",2013
"0832","61B2",0.333333333333333,"0832-61B2","other",2013
"0832","94D3",0.136363636363636,"0832-94D3","other",2013
"0832","4F91",0.24,"0832-4F91","other",2013
"0832","775E",0.214285714285714,"0832-775E","other",2013
"0832","9900",0.208333333333333,"0832-9900","other",2013
"A093","A4F8",0.634146341463415,"A093-A4F8","other",2013
"A093","900E",0.513513513513513,"900E-A093","other",2013
"A093","61B2",0.294117647058824,"61B2-A093","other",2013
"A093","94D3",0.121212121212121,"94D3-A093","other",2013
"A093","4F91",0.264705882352941,"4F91-A093","other",2013
"A093","775E",0.277777777777778,"775E-A093","other",2013
"A093","9900",0.205882352941176,"9900-A093","other",2013
"A4F8","900E",0.461538461538462,"900E-A4F8","other",2013
"A4F8","61B2",0.285714285714286,"61B2-A4F8","mother-daughter",2013
"A4F8","94D3",0.117647058823529,"94D3-A4F8","other",2013
"A4F8","4F91",0.157894736842105,"4F91-A4F8","other",2013
"A4F8","775E",0.236842105263158,"775E-A4F8","other",2013
"A4F8","9900",0.2,"9900-A4F8","other",2013
"900E","61B2",0.307692307692308,"61B2-900E","other",2013
"900E","94D3",0.125,"900E-94D3","other",2013
"900E","4F91",0.222222222222222,"4F91-900E","other",2013
"900E","775E",0.285714285714286,"775E-900E","other",2013
"900E","9900",0.24,"900E-9900","other",2013
"61B2","94D3",0.363636363636364,"61B2-94D3","other",2013
"61B2","4F91",0.5,"4F91-61B2","other",2013
"61B2","775E",0.333333333333333,"61B2-775E","other",2013
"61B2","9900",0.117647058823529,"61B2-9900","other",2013
"94D3","4F91",0.4,"4F91-94D3","other",2013
"94D3","775E",0.214285714285714,"775E-94D3","other",2013
"94D3","9900",0.0909090909090909,"94D3-9900","other",2013
"4F91","775E",0.352941176470588,"4F91-775E","other",2013
"4F91","9900",0.125,"4F91-9900","other",2013
"775E","9900",0.166666666666667,"775E-9900","other",2013
"5EBF3C","A1D2",0.264705882352941,"5EBF3C-A1D2","other",2014
"5EBF3C","61B2",0.32258064516129,"5EBF3C-61B2","other",2014
"5EBF3C","4D10",0.241379310344828,"4D10-5EBF3C","other",2014
"5EBF3C","CE1D",0.323529411764706,"5EBF3C-CE1D","other",2014
"5EBF3C","1A0D",0.3,"1A0D-5EBF3C","other",2014
"5EBF3C","94D3",0.297297297297297,"5EBF3C-94D3","other",2014
"5EBF3C","9900",0.285714285714286,"5EBF3C-9900","other",2014
"5EBF3C","775E",0.28125,"5EBF3C-775E","other",2014
"5EBF3C","5440",0.285714285714286,"5440-5EBF3C","other",2014
"5EBF3C","5DED",0.333333333333333,"5DED-5EBF3C","other",2014
"5EBF3C","4FCA",0.341463414634146,"4FCA-5EBF3C","other",2014
"5EBF3C","4F91",0.257142857142857,"4F91-5EBF3C","other",2014
"5EBF3C","5971",0.275,"5971-5EBF3C","other",2014
"5EBF3C","0832",0.333333333333333,"0832-5EBF3C","other",2014
"5EBF3C","A093",0.256410256410256,"5EBF3C-A093","other",2014
"5EBF3C","A4F8",0.255813953488372,"5EBF3C-A4F8","other",2014
"5EBF3C","900E",0.28,"5EBF3C-900E","other",2014
"5EBF3C","8712",0.319148936170213,"5EBF3C-8712","other",2014
"5EBF3C","E453",0.28,"5EBF3C-E453","other",2014
"5EBF3C","1338",0.3125,"1338-5EBF3C","other",2014
"5EBF3C","5876",0.3,"5876-5EBF3C","other",2014
"A1D2","61B2",0.428571428571429,"61B2-A1D2","other",2014
"A1D2","4D10",0.363636363636364,"4D10-A1D2","other",2014
"A1D2","CE1D",0.35,"A1D2-CE1D","other",2014
"A1D2","1A0D",0.548387096774194,"1A0D-A1D2","other",2014
"A1D2","94D3",0.461538461538462,"94D3-A1D2","other",2014
"A1D2","9900",0.465116279069767,"9900-A1D2","other",2014
"A1D2","775E",0.388888888888889,"775E-A1D2","other",2014
"A1D2","5440",0.4,"5440-A1D2","other",2014
"A1D2","5DED",0.425,"5DED-A1D2","other",2014
"A1D2","4FCA",0.488372093023256,"4FCA-A1D2","other",2014
"A1D2","4F91",0.472222222222222,"4F91-A1D2","other",2014
"A1D2","5971",0.463414634146341,"5971-A1D2","other",2014
"A1D2","0832",0.425,"0832-A1D2","other",2014
"A1D2","A093",0.45,"A093-A1D2","other",2014
"A1D2","A4F8",0.465116279069767,"A1D2-A4F8","other",2014
"A1D2","900E",0.377358490566038,"900E-A1D2","other",2014
"A1D2","8712",0.365384615384615,"8712-A1D2","other",2014
"A1D2","E453",0.46,"A1D2-E453","other",2014
"A1D2","1338",0.358490566037736,"1338-A1D2","other",2014
"A1D2","5876",0.37037037037037,"5876-A1D2","other",2014
"A1D2","A0CF",0.115384615384615,"A0CF-A1D2","other",2014
"61B2","4D10",0.387096774193548,"4D10-61B2","other",2014
"61B2","CE1D",0.333333333333333,"61B2-CE1D","other",2014
"61B2","1A0D",0.4375,"1A0D-61B2","other",2014
"61B2","94D3",0.447368421052632,"61B2-94D3","other",2014
"61B2","9900",0.452380952380952,"61B2-9900","other",2014
"61B2","775E",0.371428571428571,"61B2-775E","other",2014
"61B2","5440",0.386363636363636,"5440-61B2","other",2014
"61B2","5DED",0.486486486486487,"5DED-61B2","other",2014
"61B2","4FCA",0.51219512195122,"4FCA-61B2","other",2014
"61B2","4F91",0.645161290322581,"4F91-61B2","other",2014
"61B2","5971",0.611111111111111,"5971-61B2","other",2014
"61B2","0832",0.447368421052632,"0832-61B2","other",2014
"61B2","A093",0.365853658536585,"61B2-A093","other",2014
"61B2","A4F8",0.355555555555556,"61B2-A4F8","other",2014
"61B2","900E",0.42,"61B2-900E","other",2014
"61B2","8712",0.468085106382979,"61B2-8712","other",2014
"61B2","E453",0.42,"61B2-E453","other",2014
"61B2","1338",0.458333333333333,"1338-61B2","mother-daughter",2014
"61B2","5876",0.384615384615385,"5876-61B2","other",2014
"61B2","A0CF",0.08,"61B2-A0CF","other",2014
"4D10","CE1D",0.382352941176471,"4D10-CE1D","other",2014
"4D10","1A0D",0.366666666666667,"1A0D-4D10","other",2014
"4D10","94D3",0.388888888888889,"4D10-94D3","other",2014
"4D10","9900",0.435897435897436,"4D10-9900","other",2014
"4D10","775E",0.303030303030303,"4D10-775E","other",2014
"4D10","5440",0.4,"4D10-5440","other",2014
"4D10","5DED",0.388888888888889,"4D10-5DED","other",2014
"4D10","4FCA",0.390243902439024,"4D10-4FCA","other",2014
"4D10","4F91",0.4375,"4D10-4F91","other",2014
"4D10","5971",0.394736842105263,"4D10-5971","other",2014
"4D10","0832",0.515151515151515,"0832-4D10","other",2014
"4D10","A093",0.275,"4D10-A093","other",2014
"4D10","A4F8",0.333333333333333,"4D10-A4F8","other",2014
"4D10","900E",0.346938775510204,"4D10-900E","other",2014
"4D10","8712",0.333333333333333,"4D10-8712","mother-daughter",2014
"4D10","E453",0.375,"4D10-E453","other",2014
"4D10","1338",0.326530612244898,"1338-4D10","other",2014
"4D10","5876",0.36734693877551,"4D10-5876","other",2014
"4D10","A0CF",0.1,"4D10-A0CF","other",2014
"CE1D","1A0D",0.351351351351351,"1A0D-CE1D","other",2014
"CE1D","94D3",0.475,"94D3-CE1D","other",2014
"CE1D","9900",0.477272727272727,"9900-CE1D","other",2014
"CE1D","775E",0.405405405405405,"775E-CE1D","other",2014
"CE1D","5440",0.477272727272727,"5440-CE1D","other",2014
"CE1D","5DED",0.439024390243902,"5DED-CE1D","other",2014
"CE1D","4FCA",0.571428571428571,"4FCA-CE1D","other",2014
"CE1D","4F91",0.375,"4F91-CE1D","other",2014
"CE1D","5971",0.441860465116279,"5971-CE1D","other",2014
"CE1D","0832",0.475,"0832-CE1D","other",2014
"CE1D","A093",0.428571428571429,"A093-CE1D","other",2014
"CE1D","A4F8",0.477272727272727,"A4F8-CE1D","other",2014
"CE1D","900E",0.442307692307692,"900E-CE1D","other",2014
"CE1D","8712",0.520833333333333,"8712-CE1D","other",2014
"CE1D","E453",0.442307692307692,"CE1D-E453","other",2014
"CE1D","1338",0.48,"1338-CE1D","other",2014
"CE1D","5876",0.461538461538462,"5876-CE1D","other",2014
"CE1D","A0CF",0.0689655172413793,"A0CF-CE1D","other",2014
"1A0D","94D3",0.432432432432432,"1A0D-94D3","other",2014
"1A0D","9900",0.404761904761905,"1A0D-9900","other",2014
"1A0D","775E",0.393939393939394,"1A0D-775E","other",2014
"1A0D","5440",0.311111111111111,"1A0D-5440","other",2014
"1A0D","5DED",0.432432432432432,"1A0D-5DED","other",2014
"1A0D","4FCA",0.395348837209302,"1A0D-4FCA","other",2014
"1A0D","4F91",0.441176470588235,"1A0D-4F91","other",2014
"1A0D","5971",0.365853658536585,"1A0D-5971","other",2014
"1A0D","0832",0.514285714285714,"0832-1A0D","other",2014
"1A0D","A093",0.421052631578947,"1A0D-A093","other",2014
"1A0D","A4F8",0.404761904761905,"1A0D-A4F8","other",2014
"1A0D","900E",0.326923076923077,"1A0D-900E","other",2014
"1A0D","8712",0.313725490196078,"1A0D-8712","other",2014
"1A0D","E453",0.38,"1A0D-E453","other",2014
"1A0D","1338",0.283018867924528,"1338-1A0D","other",2014
"1A0D","5876",0.320754716981132,"1A0D-5876","other",2014
"1A0D","A0CF",0.0416666666666667,"1A0D-A0CF","other",2014
"94D3","9900",0.658536585365854,"94D3-9900","other",2014
"94D3","775E",0.527777777777778,"775E-94D3","other",2014
"94D3","5440",0.511111111111111,"5440-94D3","other",2014
"94D3","5DED",0.441860465116279,"5DED-94D3","other",2014
"94D3","4FCA",0.533333333333333,"4FCA-94D3","other",2014
"94D3","4F91",0.487179487179487,"4F91-94D3","other",2014
"94D3","5971",0.477272727272727,"5971-94D3","other",2014
"94D3","0832",0.58974358974359,"0832-94D3","other",2014
"94D3","A093",0.615384615384615,"94D3-A093","other",2014
"94D3","A4F8",0.545454545454545,"94D3-A4F8","other",2014
"94D3","900E",0.529411764705882,"900E-94D3","other",2014
"94D3","8712",0.461538461538462,"8712-94D3","other",2014
"94D3","E453",0.471698113207547,"94D3-E453","other",2014
"94D3","1338",0.4,"1338-94D3","other",2014
"94D3","5876",0.462962962962963,"5876-94D3","other",2014
"94D3","A0CF",0.0967741935483871,"94D3-A0CF","other",2014
"9900","775E",0.525,"775E-9900","other",2014
"9900","5440",0.644444444444444,"5440-9900","other",2014
"9900","5DED",0.545454545454545,"5DED-9900","other",2014
"9900","4FCA",0.595744680851064,"4FCA-9900","other",2014
"9900","4F91",0.488372093023256,"4F91-9900","other",2014
"9900","5971",0.51063829787234,"5971-9900","other",2014
"9900","0832",0.619047619047619,"0832-9900","other",2014
"9900","A093",0.604651162790698,"9900-A093","other",2014
"9900","A4F8",0.541666666666667,"9900-A4F8","other",2014
"9900","900E",0.647058823529412,"900E-9900","other",2014
"9900","8712",0.518518518518518,"8712-9900","other",2014
"9900","E453",0.615384615384615,"9900-E453","other",2014
"9900","1338",0.482142857142857,"1338-9900","other",2014
"9900","5876",0.545454545454545,"5876-9900","other",2014
"9900","A0CF",0.0810810810810811,"9900-A0CF","other",2014
"775E","5440",0.418604651162791,"5440-775E","other",2014
"775E","5DED",0.486486486486487,"5DED-775E","other",2014
"775E","4FCA",0.347826086956522,"4FCA-775E","other",2014
"775E","4F91",0.378378378378378,"4F91-775E","other",2014
"775E","5971",0.348837209302326,"5971-775E","other",2014
"775E","0832",0.41025641025641,"0832-775E","other",2014
"775E","A093",0.4,"775E-A093","other",2014
"775E","A4F8",0.386363636363636,"775E-A4F8","other",2014
"775E","900E",0.42,"775E-900E","other",2014
"775E","8712",0.326923076923077,"775E-8712","other",2014
"775E","E453",0.339622641509434,"775E-E453","other",2014
"775E","1338",0.272727272727273,"1338-775E","other",2014
"775E","5876",0.309090909090909,"5876-775E","other",2014
"775E","A0CF",0.125,"775E-A0CF","other",2014
"5440","5DED",0.511111111111111,"5440-5DED","other",2014
"5440","4FCA",0.5,"4FCA-5440","other",2014
"5440","4F91",0.422222222222222,"4F91-5440","other",2014
"5440","5971",0.448979591836735,"5440-5971","other",2014
"5440","0832",0.545454545454545,"0832-5440","other",2014
"5440","A093",0.5,"5440-A093","other",2014
"5440","A4F8",0.510204081632653,"5440-A4F8","other",2014
"5440","900E",0.647058823529412,"5440-900E","other",2014
"5440","8712",0.607843137254902,"5440-8712","other",2014
"5440","E453",0.647058823529412,"5440-E453","other",2014
"5440","1338",0.537037037037037,"1338-5440","other",2014
"5440","5876",0.60377358490566,"5440-5876","other",2014
"5440","A0CF",0.0810810810810811,"5440-A0CF","other",2014
"5DED","4FCA",0.468085106382979,"4FCA-5DED","other",2014
"5DED","4F91",0.487179487179487,"4F91-5DED","other",2014
"5DED","5971",0.585365853658537,"5971-5DED","other",2014
"5DED","0832",0.51219512195122,"0832-5DED","other",2014
"5DED","A093",0.5,"5DED-A093","other",2014
"5DED","A4F8",0.446808510638298,"5DED-A4F8","other",2014
"5DED","900E",0.529411764705882,"5DED-900E","other",2014
"5DED","8712",0.433962264150943,"5DED-8712","other",2014
"5DED","E453",0.5,"5DED-E453","other",2014
"5DED","1338",0.452830188679245,"1338-5DED","other",2014
"5DED","5876",0.436363636363636,"5876-5DED","other",2014
"5DED","A0CF",0.0967741935483871,"5DED-A0CF","other",2014
"4FCA","4F91",0.547619047619048,"4F91-4FCA","other",2014
"4FCA","5971",0.674418604651163,"4FCA-5971","other",2014
"4FCA","0832",0.642857142857143,"0832-4FCA","other",2014
"4FCA","A093",0.521739130434783,"4FCA-A093","other",2014
"4FCA","A4F8",0.530612244897959,"4FCA-A4F8","other",2014
"4FCA","900E",0.60377358490566,"4FCA-900E","other",2014
"4FCA","8712",0.693877551020408,"4FCA-8712","other",2014
"4FCA","E453",0.60377358490566,"4FCA-E453","other",2014
"4FCA","1338",0.68,"1338-4FCA","other",2014
"4FCA","5876",0.653846153846154,"4FCA-5876","mother-daughter",2014
"4FCA","A0CF",0.0512820512820513,"4FCA-A0CF","other",2014
"4F91","5971",0.48780487804878,"4F91-5971","other",2014
"4F91","0832",0.487179487179487,"0832-4F91","other",2014
"4F91","A093",0.372093023255814,"4F91-A093","other",2014
"4F91","A4F8",0.391304347826087,"4F91-A4F8","other",2014
"4F91","900E",0.510204081632653,"4F91-900E","other",2014
"4F91","8712",0.5,"4F91-8712","other",2014
"4F91","E453",0.48,"4F91-E453","other",2014
"4F91","1338",0.431372549019608,"1338-4F91","other",2014
"4F91","5876",0.415094339622642,"4F91-5876","other",2014
"4F91","A0CF",0.111111111111111,"4F91-A0CF","other",2014
"5971","0832",0.511627906976744,"0832-5971","other",2014
"5971","A093",0.404255319148936,"5971-A093","other",2014
"5971","A4F8",0.42,"5971-A4F8","other",2014
"5971","900E",0.528301886792453,"5971-900E","other",2014
"5971","8712",0.549019607843137,"5971-8712","other",2014
"5971","E453",0.528301886792453,"5971-E453","other",2014
"5971","1338",0.666666666666667,"1338-5971","other",2014
"5971","5876",0.547169811320755,"5876-5971","other",2014
"5971","A0CF",0.0571428571428571,"5971-A0CF","other",2014
"0832","A093",0.5,"0832-A093","other",2014
"0832","A4F8",0.511111111111111,"0832-A4F8","other",2014
"0832","900E",0.529411764705882,"0832-900E","other",2014
"0832","8712",0.52,"0832-8712","other",2014
"0832","E453",0.5,"0832-E453","other",2014
"0832","1338",0.452830188679245,"0832-1338","other",2014
"0832","5876",0.519230769230769,"0832-5876","other",2014
"0832","A0CF",0.0625,"0832-A0CF","other",2014
"A093","A4F8",0.533333333333333,"A093-A4F8","other",2014
"A093","900E",0.462962962962963,"900E-A093","other",2014
"A093","8712",0.452830188679245,"8712-A093","other",2014
"A093","E453",0.490566037735849,"A093-E453","other",2014
"A093","1338",0.392857142857143,"1338-A093","other",2014
"A093","5876",0.454545454545455,"5876-A093","other",2014
"A093","A0CF",0.0294117647058824,"A093-A0CF","other",2014
"A4F8","900E",0.584905660377358,"900E-A4F8","other",2014
"A4F8","8712",0.547169811320755,"8712-A4F8","other",2014
"A4F8","E453",0.555555555555556,"A4F8-E453","other",2014
"A4F8","1338",0.482142857142857,"1338-A4F8","other",2014
"A4F8","5876",0.545454545454545,"5876-A4F8","other",2014
"A4F8","A0CF",0.0810810810810811,"A0CF-A4F8","other",2014
"900E","8712",0.735849056603774,"8712-900E","other",2014
"900E","E453",0.678571428571429,"900E-E453","other",2014
"900E","1338",0.660714285714286,"1338-900E","other",2014
"900E","5876",0.759259259259259,"5876-900E","other",2014
"900E","A0CF",0.0638297872340425,"900E-A0CF","other",2014
"8712","E453",0.642857142857143,"8712-E453","other",2014
"8712","1338",0.75,"1338-8712","other",2014
"8712","5876",0.823529411764706,"5876-8712","other",2014
"8712","A0CF",0.0434782608695652,"8712-A0CF","other",2014
"E453","1338",0.660714285714286,"1338-E453","other",2014
"E453","5876",0.610169491525424,"5876-E453","other",2014
"E453","A0CF",0.0638297872340425,"A0CF-E453","other",2014
"1338","5876",0.773584905660377,"1338-5876","other",2014
"1338","A0CF",0.0425531914893617,"1338-A0CF","other",2014
"5876","A0CF",0.0408163265306122,"5876-A0CF","other",2014
"A0CF","5EBF3C",0.272727272727273,"5EBF3C-A0CF","other",2015
