"from","to","weight","pairID","pair_type"
"24E9","076C",0.571428571428571,"076C-24E9","other"
"24E9","EC1A",0.5,"24E9-EC1A","other"
"24E9","2F8D",0.714285714285714,"24E9-2F8D","other"
"24E9","44BD",0.428571428571429,"24E9-44BD","other"
"24E9","DCCF",0.428571428571429,"24E9-DCCF","other"
"24E9","F377",0.714285714285714,"24E9-F377","other"
"24E9","AA3C",0.555555555555556,"24E9-AA3C","other"
"24E9","204F",0.571428571428571,"204F-24E9","other"
"24E9","9407",0.375,"24E9-9407","other"
"24E9","4ECA",0.25,"24E9-4ECA","other"
"24E9","39ED",0.285714285714286,"24E9-39ED","other"
"24E9","BF04",0.142857142857143,"24E9-BF04","other"
"24E9","4C7B",0.222222222222222,"24E9-4C7B","other"
"24E9","7C6F",0.375,"24E9-7C6F","other"
"24E9","0758",0.125,"0758-24E9","other"
"24E9","80F1",0.222222222222222,"24E9-80F1","other"
"24E9","CB2B",0.272727272727273,"24E9-CB2B","other"
"24E9","2C18",0.111111111111111,"24E9-2C18","other"
"24E9","377E",0.285714285714286,"24E9-377E","other"
"24E9","9FB7",0.571428571428571,"24E9-9FB7","other"
"24E9","ACF4",0.5,"24E9-ACF4","other"
"24E9","D629",0.333333333333333,"24E9-D629","other"
"24E9","0D1B",0.285714285714286,"0D1B-24E9","other"
"24E9","AC35",0.142857142857143,"24E9-AC35","other"
"24E9","4FE4",0.125,"24E9-4FE4","other"
"24E9","41C1",0.25,"24E9-41C1","other"
"24E9","29B2",0.5,"24E9-29B2","other"
"24E9","C950",0.571428571428571,"24E9-C950","other"
"24E9","879F",0.142857142857143,"24E9-879F","other"
"24E9","D14D",0.333333333333333,"24E9-D14D","other"
"24E9","C5F2",0.25,"24E9-C5F2","other"
"24E9","898A",0.222222222222222,"24E9-898A","other"
"24E9","5939",0.428571428571429,"24E9-5939","other"
"24E9","A539",0.333333333333333,"24E9-A539","other"
"076C","EC1A",0.222222222222222,"076C-EC1A","other"
"076C","2F8D",0.571428571428571,"076C-2F8D","other"
"076C","44BD",0.5,"076C-44BD","other"
"076C","DCCF",0.5,"076C-DCCF","other"
"076C","F377",0.571428571428571,"076C-F377","other"
"076C","AA3C",0.3,"076C-AA3C","other"
"076C","204F",0.25,"076C-204F","other"
"076C","9407",0.428571428571429,"076C-9407","mother-daughter"
"076C","4ECA",0.285714285714286,"076C-4ECA","other"
"076C","39ED",0.333333333333333,"076C-39ED","other"
"076C","BF04",0.166666666666667,"076C-BF04","other"
"076C","4C7B",0.25,"076C-4C7B","other"
"076C","7C6F",0.25,"076C-7C6F","other"
"076C","0758",0.142857142857143,"0758-076C","other"
"076C","80F1",0.111111111111111,"076C-80F1","other"
"076C","CB2B",0.0833333333333333,"076C-CB2B","other"
"076C","2C18",0.285714285714286,"076C-2C18","other"
"076C","377E",0.333333333333333,"076C-377E","other"
"076C","9FB7",0.25,"076C-9FB7","other"
"076C","ACF4",0.375,"076C-ACF4","other"
"076C","D629",0.375,"076C-D629","other"
"076C","0D1B",0.333333333333333,"076C-0D1B","other"
"076C","AC35",0.166666666666667,"076C-AC35","other"
"076C","4FE4",0.142857142857143,"076C-4FE4","other"
"076C","41C1",0.125,"076C-41C1","other"
"076C","29B2",0.6,"076C-29B2","other"
"076C","C950",0.25,"076C-C950","other"
"076C","879F",0.166666666666667,"076C-879F","other"
"076C","D14D",0.4,"076C-D14D","other"
"076C","C5F2",0.5,"076C-C5F2","other"
"076C","898A",0.25,"076C-898A","other"
"076C","5939",0.285714285714286,"076C-5939","other"
"EC1A","2F8D",0.5,"2F8D-EC1A","other"
"EC1A","44BD",0.25,"44BD-EC1A","other"
"EC1A","DCCF",0.25,"DCCF-EC1A","other"
"EC1A","F377",0.5,"EC1A-F377","other"
"EC1A","AA3C",0.555555555555556,"AA3C-EC1A","other"
"EC1A","204F",0.375,"204F-EC1A","other"
"EC1A","9407",0.222222222222222,"9407-EC1A","other"
"EC1A","4ECA",0.111111111111111,"4ECA-EC1A","other"
"EC1A","39ED",0.125,"39ED-EC1A","other"
"EC1A","BF04",0.142857142857143,"BF04-EC1A","other"
"EC1A","4C7B",0.1,"4C7B-EC1A","other"
"EC1A","7C6F",0.222222222222222,"7C6F-EC1A","other"
"EC1A","0758",0.125,"0758-EC1A","other"
"EC1A","80F1",0.1,"80F1-EC1A","other"
"EC1A","CB2B",0.555555555555556,"CB2B-EC1A","other"
"EC1A","2C18",0.25,"2C18-EC1A","other"
"EC1A","377E",0.125,"377E-EC1A","other"
"EC1A","9FB7",0.375,"9FB7-EC1A","other"
"EC1A","ACF4",0.333333333333333,"ACF4-EC1A","other"
"EC1A","D629",0.0909090909090909,"D629-EC1A","other"
"EC1A","0D1B",0.125,"0D1B-EC1A","other"
"EC1A","AC35",0.333333333333333,"AC35-EC1A","other"
"EC1A","4FE4",0.5,"4FE4-EC1A","other"
"EC1A","41C1",0.666666666666667,"41C1-EC1A","other"
"EC1A","29B2",0.125,"29B2-EC1A","other"
"EC1A","C950",0.375,"C950-EC1A","other"
"EC1A","879F",0.142857142857143,"879F-EC1A","other"
"EC1A","D14D",0.142857142857143,"D14D-EC1A","other"
"EC1A","C5F2",0.111111111111111,"C5F2-EC1A","other"
"EC1A","898A",0.1,"898A-EC1A","other"
"EC1A","5939",0.25,"5939-EC1A","other"
"EC1A","22B0",0.333333333333333,"22B0-EC1A","other"
"EC1A","A539",0.333333333333333,"A539-EC1A","other"
"2F8D","44BD",0.428571428571429,"2F8D-44BD","other"
"2F8D","DCCF",0.428571428571429,"2F8D-DCCF","other"
"2F8D","F377",1,"2F8D-F377","other"
"2F8D","AA3C",0.555555555555556,"2F8D-AA3C","other"
"2F8D","204F",0.375,"204F-2F8D","other"
"2F8D","9407",0.375,"2F8D-9407","other"
"2F8D","4ECA",0.25,"2F8D-4ECA","other"
"2F8D","39ED",0.285714285714286,"2F8D-39ED","other"
"2F8D","BF04",0.142857142857143,"2F8D-BF04","other"
"2F8D","4C7B",0.222222222222222,"2F8D-4C7B","other"
"2F8D","7C6F",0.375,"2F8D-7C6F","other"
"2F8D","80F1",0.222222222222222,"2F8D-80F1","other"
"2F8D","CB2B",0.272727272727273,"2F8D-CB2B","other"
"2F8D","2C18",0.25,"2C18-2F8D","other"
"2F8D","377E",0.285714285714286,"2F8D-377E","other"
"2F8D","9FB7",0.571428571428571,"2F8D-9FB7","other"
"2F8D","ACF4",0.714285714285714,"2F8D-ACF4","other"
"2F8D","D629",0.2,"2F8D-D629","other"
"2F8D","0D1B",0.125,"0D1B-2F8D","other"
"2F8D","AC35",0.142857142857143,"2F8D-AC35","other"
"2F8D","4FE4",0.125,"2F8D-4FE4","other"
"2F8D","41C1",0.25,"2F8D-41C1","other"
"2F8D","29B2",0.285714285714286,"29B2-2F8D","other"
"2F8D","C950",0.571428571428571,"2F8D-C950","other"
"2F8D","879F",0.142857142857143,"2F8D-879F","other"
"2F8D","D14D",0.333333333333333,"2F8D-D14D","other"
"2F8D","C5F2",0.428571428571429,"2F8D-C5F2","other"
"2F8D","898A",0.1,"2F8D-898A","other"
"2F8D","5939",0.428571428571429,"2F8D-5939","other"
"2F8D","A539",0.333333333333333,"2F8D-A539","other"
"44BD","DCCF",0.6,"44BD-DCCF","other"
"44BD","F377",0.428571428571429,"44BD-F377","other"
"44BD","AA3C",0.333333333333333,"44BD-AA3C","other"
"44BD","204F",0.285714285714286,"204F-44BD","other"
