"from","to","weight","pairID","pair_type"
"0D1B","1731",0.257142857142857,"0D1B-1731","other"
"0D1B","6D0D",0.268292682926829,"0D1B-6D0D","other"
"0D1B","D726",0.41025641025641,"0D1B-D726","other"
"0D1B","2C18",0.325,"0D1B-2C18","other"
"0D1B","07F9",0.196078431372549,"07F9-0D1B","other"
"0D1B","3D98",0.133333333333333,"0D1B-3D98","other"
"0D1B","B587",0.282608695652174,"0D1B-B587","other"
"0D1B","377E",0.288888888888889,"0D1B-377E","other"
"0D1B","3CA1",0.303030303030303,"0D1B-3CA1","other"
"0D1B","3F49",0.319148936170213,"0D1B-3F49","other"
"0D1B","4ECA",0.326086956521739,"0D1B-4ECA","other"
"0D1B","39ED",0.235294117647059,"0D1B-39ED","other"
"0D1B","B75C",0.317073170731707,"0D1B-B75C","other"
"0D1B","AC35",0.295454545454545,"0D1B-AC35","other"
"0D1B","AA57",0.355555555555556,"0D1B-AA57","other"
"0D1B","5108",0.395348837209302,"0D1B-5108","other"
"0D1B","52AD",0.408163265306122,"0D1B-52AD","other"
"0D1B","BF04",0.365384615384615,"0D1B-BF04","other"
"0D1B","5672",0.5,"0D1B-5672","other"
"0D1B","4FE4",0.340425531914894,"0D1B-4FE4","other"
"0D1B","4C7B",0.236363636363636,"0D1B-4C7B","other"
"0D1B","41C1",0.288888888888889,"0D1B-41C1","other"
"0D1B","22B0",0.475,"0D1B-22B0","other"
"0D1B","29B2",0.254901960784314,"0D1B-29B2","other"
"0D1B","5ACA",0.454545454545455,"0D1B-5ACA","other"
"0D1B","C950",0.2,"0D1B-C950","other"
"0D1B","E063",0.235294117647059,"0D1B-E063","other"
"0D1B","EE00",0.245614035087719,"0D1B-EE00","other"
"0D1B","076C",0.313725490196078,"076C-0D1B","other"
"0D1B","6BD8",0.288888888888889,"0D1B-6BD8","other"
"0D1B","879F",0.38,"0D1B-879F","other"
"0D1B","9E17",0.25,"0D1B-9E17","other"
"0D1B","24E9",0.307692307692308,"0D1B-24E9","other"
"1731","6D0D",0.1875,"1731-6D0D","other"
"1731","D726",0.242424242424242,"1731-D726","other"
"1731","2C18",0.258064516129032,"1731-2C18","other"
"1731","07F9",0.27027027027027,"07F9-1731","other"
"1731","3D98",0.0526315789473684,"1731-3D98","other"
"1731","B587",0.363636363636364,"1731-B587","other"
"1731","377E",0.257142857142857,"1731-377E","other"
"1731","3CA1",0.526315789473684,"1731-3CA1","other"
"1731","3F49",0.263157894736842,"1731-3F49","other"
"1731","4ECA",0.119047619047619,"1731-4ECA","other"
"1731","39ED",0.225,"1731-39ED","other"
"1731","B75C",0.379310344827586,"1731-B75C","other"
"1731","AC35",0.228571428571429,"1731-AC35","other"
"1731","AA57",0.27027027027027,"1731-AA57","other"
"1731","5108",0.314285714285714,"1731-5108","other"
"1731","52AD",0.25,"1731-52AD","other"
"1731","BF04",0.239130434782609,"1731-BF04","other"
"1731","5672",0.34375,"1731-5672","other"
"1731","4FE4",0.225,"1731-4FE4","other"
"1731","4C7B",0.285714285714286,"1731-4C7B","other"
"1731","41C1",0.222222222222222,"1731-41C1","other"
"1731","22B0",0.216216216216216,"1731-22B0","other"
