"from","to","weight","pair_type","from_role","to_role"
"41C1","B3E8",0.434782608695652,"other","mother","daughter"
"41C1","0145",0.375,"other","mother","daughter"
"41C1","0734",0.346153846153846,"other","mother","daughter"
"41C1","34C9",0.523809523809524,"mother-daughter","mother","daughter"
"41C1","494F",0.269230769230769,"other","mother","daughter"
"41C1","8106",0.346153846153846,"other","mother","daughter"
"41C1","8666",0.526315789473684,"other","mother","daughter"
"41C1","8BE4",0.5,"other","mother","daughter"
"41C1","9A80",0.380952380952381,"other","mother","daughter"
"41C1","A16E",0.375,"other","mother","daughter"
"41C1","A816",0.375,"other","mother","daughter"
"41C1","D849",0.333333333333333,"other","mother","daughter"
"E063","A42D",0.476190476190476,"other","mother","daughter"
"E063","B3E8",0.684210526315789,"mother-daughter","mother","daughter"
"E063","0145",0.391304347826087,"other","mother","daughter"
"E063","0734",0.36,"other","mother","daughter"
"E063","34C9",0.291666666666667,"other","mother","daughter"
"E063","494F",0.333333333333333,"other","mother","daughter"
"E063","8106",0.307692307692308,"other","mother","daughter"
"E063","8666",0.473684210526316,"other","mother","daughter"
"E063","8BE4",0.684210526315789,"other","mother","daughter"
"E063","9A80",0.333333333333333,"other","mother","daughter"
"E063","A16E",0.5,"other","mother","daughter"
"E063","A816",0.391304347826087,"other","mother","daughter"
"E063","D849",0.277777777777778,"other","mother","daughter"
"F44A","A42D",0.444444444444444,"other","mother","daughter"
"F44A","B3E8",0.379310344827586,"other","mother","daughter"
"F44A","0145",0.379310344827586,"other","mother","daughter"
"F44A","0734",0.272727272727273,"other","mother","daughter"
"F44A","34C9",0.258064516129032,"other","mother","daughter"
"F44A","494F",0.212121212121212,"other","mother","daughter"
"F44A","8106",0.3125,"other","mother","daughter"
"F44A","8666",0.241379310344828,"other","mother","daughter"
"F44A","8BE4",0.333333333333333,"other","mother","daughter"
"F44A","9A80",0.384615384615385,"mother-daughter","mother","daughter"
"F44A","A16E",0.16,"other","mother","daughter"
"F44A","A816",0.290322580645161,"other","mother","daughter"
"F44A","D849",0.148148148148148,"other","mother","daughter"
"A539","A42D",0.275862068965517,"other","mother","daughter"
"A539","B3E8",0.407407407407407,"other","mother","daughter"
"A539","0145",0.310344827586207,"other","mother","daughter"
"A539","0734",0.379310344827586,"other","mother","daughter"
"A539","34C9",0.423076923076923,"other","mother","daughter"
"A539","494F",0.310344827586207,"other","mother","daughter"
"A539","8106",0.379310344827586,"other","mother","daughter"
"A539","8666",0.416666666666667,"other","mother","daughter"
"A539","8BE4",0.461538461538462,"other","mother","daughter"
"A539","9A80",0.259259259259259,"other","mother","daughter"
"A539","A16E",0.35,"other","mother","daughter"
"A539","A816",0.310344827586207,"other","mother","daughter"
"A539","D849",0.380952380952381,"mother-daughter","mother","daughter"
"44BD","A42D",0.285714285714286,"other","mother","daughter"
"44BD","B3E8",0.37037037037037,"other","mother","daughter"
"44BD","0145",0.233333333333333,"other","mother","daughter"
"44BD","0734",0.3,"mother-daughter","mother","daughter"
"44BD","34C9",0.285714285714286,"other","mother","daughter"
"44BD","494F",0.275862068965517,"other","mother","daughter"
"44BD","8106",0.3,"other","mother","daughter"
"44BD","8666",0.375,"other","mother","daughter"
"44BD","8BE4",0.423076923076923,"other","mother","daughter"
"44BD","9A80",0.178571428571429,"other","mother","daughter"
"44BD","A16E",0.3,"other","mother","daughter"
"44BD","A816",0.37037037037037,"other","mother","daughter"
"44BD","D849",0.217391304347826,"other","mother","daughter"
"D629","A42D",0.590909090909091,"other","mother","daughter"
"D629","B3E8",0.44,"other","mother","daughter"
"D629","0145",0.565217391304348,"other","mother","daughter"
"D629","0734",0.310344827586207,"other","mother","daughter"
"D629","34C9",0.346153846153846,"other","mother","daughter"
"D629","494F",0.333333333333333,"other","mother","daughter"
"D629","8106",0.357142857142857,"mother-daughter","mother","daughter"
"D629","8666",0.391304347826087,"other","mother","daughter"
"D629","8BE4",0.5,"other","mother","daughter"
"D629","9A80",0.391304347826087,"other","mother","daughter"
"D629","A16E",0.315789473684211,"other","mother","daughter"
"D629","A816",0.44,"other","mother","daughter"
"D629","D849",0.227272727272727,"other","mother","daughter"
"C5F2","A42D",0.666666666666667,"other","mother","daughter"
"C5F2","B3E8",0.714285714285714,"other","mother","daughter"
"C5F2","0145",0.636363636363636,"mother-daughter","mother","daughter"
"C5F2","0734",0.407407407407407,"other","mother","daughter"
"C5F2","34C9",0.521739130434783,"other","mother","daughter"
"C5F2","494F",0.384615384615385,"other","mother","daughter"
"C5F2","8106",0.357142857142857,"other","mother","daughter"
"C5F2","8666",0.523809523809524,"other","mother","daughter"
"C5F2","8BE4",0.8,"other","mother","daughter"
"C5F2","9A80",0.454545454545455,"other","mother","daughter"
"C5F2","A16E",0.470588235294118,"other","mother","daughter"
"C5F2","A816",0.565217391304348,"other","mother","daughter"
"C5F2","D849",0.35,"other","mother","daughter"
"15BF","A42D",0.4,"other","mother","daughter"
"15BF","B3E8",0.636363636363636,"other","mother","daughter"
"15BF","0145",0.384615384615385,"other","mother","daughter"
"15BF","0734",0.310344827586207,"other","mother","daughter"
"15BF","34C9",0.296296296296296,"other","mother","daughter"
"15BF","494F",0.565217391304348,"other","mother","daughter"
"15BF","8106",0.461538461538462,"other","mother","daughter"
"15BF","8666",0.523809523809524,"other","mother","daughter"
"15BF","8BE4",0.565217391304348,"mother-daughter","mother","daughter"
"15BF","9A80",0.230769230769231,"other","mother","daughter"
"15BF","A16E",0.470588235294118,"other","mother","daughter"
"15BF","A816",0.44,"other","mother","daughter"
"15BF","D849",0.285714285714286,"other","mother","daughter"
"AA3C","A42D",0.48,"mother-daughter","mother","daughter"
"AA3C","B3E8",0.407407407407407,"other","mother","daughter"
"AA3C","0145",0.407407407407407,"other","mother","daughter"
"AA3C","0734",0.25,"other","mother","daughter"
"AA3C","34C9",0.321428571428571,"other","mother","daughter"
"AA3C","494F",0.407407407407407,"other","mother","daughter"
"AA3C","8106",0.428571428571429,"other","mother","daughter"
"AA3C","8666",0.478260869565217,"other","mother","daughter"
"AA3C","8BE4",0.461538461538462,"other","mother","daughter"
"AA3C","9A80",0.416666666666667,"other","mother","daughter"
"AA3C","A16E",0.285714285714286,"other","mother","daughter"
"AA3C","A816",0.357142857142857,"other","mother","daughter"
"AA3C","D849",0.208333333333333,"other","mother","daughter"
"AC37","A42D",0.233333333333333,"other","mother","daughter"
"AC37","B3E8",0.310344827586207,"other","mother","daughter"
"AC37","0145",0.1875,"other","mother","daughter"
"AC37","0734",0.142857142857143,"other","mother","daughter"
"AC37","34C9",0.121212121212121,"other","mother","daughter"
"AC37","494F",0.266666666666667,"other","mother","daughter"
"AC37","8106",0.25,"other","mother","daughter"
"AC37","8666",0.307692307692308,"other","mother","daughter"
"AC37","8BE4",0.266666666666667,"other","mother","daughter"
"AC37","9A80",0.0967741935483871,"other","mother","daughter"
"AC37","A16E",0.227272727272727,"other","mother","daughter"
"AC37","A816",0.357142857142857,"other","mother","daughter"
"AC37","D849",0.115384615384615,"other","mother","daughter"
"A42D","076C",0.176470588235294,"other","daughter","mother"
"B3E8","076C",0.366666666666667,"other","daughter","mother"
"0145","076C",0.242424242424242,"other","daughter","mother"
"0734","076C",0.228571428571429,"other","daughter","mother"
"34C9","076C",0.379310344827586,"other","daughter","mother"
"494F","076C",0.413793103448276,"mother-daughter","daughter","mother"
"8106","076C",0.162162162162162,"other","daughter","mother"
"8666","076C",0.275862068965517,"other","daughter","mother"
"8BE4","076C",0.28125,"other","daughter","mother"
"9A80","076C",0.233333333333333,"other","daughter","mother"
"A16E","076C",0.153846153846154,"other","daughter","mother"
"A816","076C",0.205882352941176,"other","daughter","mother"
"076C","D849",0.185185185185185,"other","mother","daughter"
