"from","to","weight","pair_type","from_role","to_role"
"D726","22B0",0.4,"other","mother","daughter"
"D726","29B2",0.355555555555556,"other","mother","daughter"
"D726","5ACA",0.452380952380952,"other","mother","daughter"
"D726","E063",0.363636363636364,"other","mother","daughter"
"D726","7C6F",0.283018867924528,"other","mother","daughter"
"D726","076C",0.28,"other","mother","daughter"
"D726","6BD8",0.41025641025641,"mother-daughter","mother","daughter"
"D726","879F",0.346938775510204,"other","mother","daughter"
"B587","22B0",0.304347826086957,"other","mother","daughter"
"B587","29B2",0.41304347826087,"other","mother","daughter"
"B587","5ACA",0.382978723404255,"other","mother","daughter"
"B587","E063",0.306122448979592,"other","mother","daughter"
"B587","7C6F",0.285714285714286,"other","mother","daughter"
"B587","076C",0.36,"other","mother","daughter"
"B587","6BD8",0.25531914893617,"other","mother","daughter"
"B587","879F",0.25,"mother-daughter","mother","daughter"
"377E","22B0",0.340909090909091,"other","mother","daughter"
"377E","29B2",0.333333333333333,"other","mother","daughter"
"377E","5ACA",0.361702127659574,"other","mother","daughter"
"377E","E063",0.4,"mother-daughter","mother","daughter"
"377E","7C6F",0.392156862745098,"other","mother","daughter"
"377E","076C",0.456521739130435,"other","mother","daughter"
"377E","6BD8",0.348837209302326,"other","mother","daughter"
"377E","879F",0.30188679245283,"other","mother","daughter"
"3CA1","22B0",0.257142857142857,"other","mother","daughter"
"3CA1","29B2",0.256410256410256,"other","mother","daughter"
"3CA1","5ACA",0.225,"mother-daughter","mother","daughter"
"3CA1","E063",0.142857142857143,"other","mother","daughter"
"3CA1","7C6F",0.191489361702128,"other","mother","daughter"
"3CA1","076C",0.209302325581395,"other","mother","daughter"
"3CA1","6BD8",0.228571428571429,"other","mother","daughter"
"3CA1","879F",0.173913043478261,"other","mother","daughter"
"4ECA","22B0",0.291666666666667,"other","mother","daughter"
"4ECA","29B2",0.425531914893617,"mother-daughter","mother","daughter"
"4ECA","5ACA",0.34,"other","mother","daughter"
"4ECA","E063",0.245283018867925,"other","mother","daughter"
"4ECA","7C6F",0.298245614035088,"other","mother","daughter"
"4ECA","076C",0.458333333333333,"other","mother","daughter"
"4ECA","6BD8",0.297872340425532,"other","mother","daughter"
"4ECA","879F",0.309090909090909,"other","mother","daughter"
"AA57","22B0",0.441860465116279,"other","mother","daughter"
"AA57","29B2",0.522727272727273,"other","mother","daughter"
"AA57","5ACA",0.395833333333333,"other","mother","daughter"
"AA57","E063",0.269230769230769,"other","mother","daughter"
"AA57","7C6F",0.345454545454545,"other","mother","daughter"
"AA57","076C",0.590909090909091,"mother-daughter","mother","daughter"
"AA57","6BD8",0.386363636363636,"other","mother","daughter"
"AA57","879F",0.333333333333333,"other","mother","daughter"
"BF04","22B0",0.44,"other","mother","daughter"
"BF04","29B2",0.350877192982456,"other","mother","daughter"
"BF04","5ACA",0.452830188679245,"other","mother","daughter"
"BF04","E063",0.433962264150943,"other","mother","daughter"
"BF04","7C6F",0.584905660377358,"mother-daughter","mother","daughter"
"BF04","076C",0.454545454545455,"other","mother","daughter"
"BF04","6BD8",0.42,"other","mother","daughter"
"BF04","879F",0.344262295081967,"other","mother","daughter"
"5672","22B0",0.45,"mother-daughter","mother","daughter"
"5672","29B2",0.369565217391304,"other","mother","daughter"
"5672","5ACA",0.465116279069767,"other","mother","daughter"
"5672","E063",0.291666666666667,"other","mother","daughter"
"5672","7C6F",0.346153846153846,"other","mother","daughter"
"5672","076C",0.434782608695652,"other","mother","daughter"
"5672","6BD8",0.390243902439024,"other","mother","daughter"
"5672","879F",0.36,"other","mother","daughter"
