"","1731","377E","24E9","39ED","AC35","BF04","4C7B","41C1","29B2","076C","EC1A","663E","D14D","44BD","DCCF","C5F2","15BF","80F1","5939","A5EF","B8A2","0387","A312","82C7","D3E1","C809","3CC1","4FE4","E063","879F","7C6F","F44A","A539","AA3C","CB2B","2D31","3C0F","4ECA","22B0","5A31","AC37","9A5D","418B","0255","8787","A24D","F377","D629","D4DC","D9EF"
"22B0",0.117647058823529,0.176470588235294,0,0.125,0,0,0.142857142857143,0.142857142857143,0.166666666666667,0.363636363636364,0.130434782608696,0.222222222222222,0.0909090909090909,0,0.05,0.176470588235294,0,0,0.0625,0.0833333333333333,0.0555555555555556,0.166666666666667,0.125,0.125,0,0.117647058823529,0.111111111111111,0.111111111111111,0.142857142857143,0.285714285714286,0.181818181818182,0.125,0.4,0,0,0.285714285714286,0.153846153846154,0.2,0,0.2,0.1875,0.25,0.2,0,0.142857142857143,0.0714285714285714,0.2,0.230769230769231,0.133333333333333,0.0833333333333333
"5A31",0,0,0,0,0,0,0.0666666666666667,0,0.166666666666667,0.153846153846154,0.130434782608696,0.1,0,0,0.166666666666667,0,0,0.0769230769230769,0,0,0,0,0,0,0,0,0,0,0,0.384615384615385,0,0.125,0.0769230769230769,0,0,0,0.153846153846154,0.0588235294117647,0.2,0,0.461538461538462,0.0714285714285714,0.285714285714286,0.25,0.333333333333333,0.153846153846154,0,0,0,0
"AC37",0.130434782608696,0.125,0,0,0,0,0.15,0,0.235294117647059,0.157894736842105,0.269230769230769,0.125,0.1875,0,0.333333333333333,0.227272727272727,0,0.235294117647059,0.142857142857143,0.0526315789473684,0.181818181818182,0.105263157894737,0.0666666666666667,0.0869565217391304,0.0869565217391304,0.130434782608696,0.173913043478261,0.0625,0.0714285714285714,0.31578947368421,0.0526315789473684,0.0666666666666667,0.105263157894737,0,0,0,0.294117647058824,0.19047619047619,0.1875,0.461538461538462,0,0.294117647058824,0.388888888888889,0.294117647058824,0.352941176470588,0.375,0.0555555555555556,0.210526315789474,0.2,0.176470588235294
"9A5D",0.375,0.277777777777778,0,0.0909090909090909,0,0,0.1875,0.1,0.0625,0.384615384615385,0.318181818181818,0.0769230769230769,0.153846153846154,0,0.333333333333333,0.352941176470588,0,0.214285714285714,0.333333333333333,0.142857142857143,0.222222222222222,0.307692307692308,0,0.235294117647059,0.105263157894737,0.294117647058824,0.4375,0,0,0.166666666666667,0.230769230769231,0.0909090909090909,0.214285714285714,0.0833333333333333,0.0909090909090909,0.2,0.2,0.3125,0.25,0.0714285714285714,0.294117647058824,0,0.235294117647059,0.2,0.1875,0.5,0.25,0.461538461538462,0.538461538461538,0.230769230769231
"418B",0.31578947368421,0.181818181818182,0,0,0,0,0.222222222222222,0,0.333333333333333,0.166666666666667,0.333333333333333,0.133333333333333,0.0588235294117647,0,0.285714285714286,0.181818181818182,0,0.0526315789473684,0.352941176470588,0.117647058823529,0.31578947368421,0.333333333333333,0.0714285714285714,0.333333333333333,0.2,0.136363636363636,0.238095238095238,0.0666666666666667,0.0769230769230769,0.411764705882353,0.0555555555555556,0.153846153846154,0.25,0.0666666666666667,0,0.0714285714285714,0.235294117647059,0.263157894736842,0.2,0.285714285714286,0.388888888888889,0.235294117647059,0,0.3125,0.294117647058824,0.3125,0.125,0.294117647058824,0.277777777777778,0.266666666666667
"0255",0.222222222222222,0.15,0,0,0,0,0.1875,0,0.133333333333333,0.125,0.260869565217391,0,0.0714285714285714,0,0.411764705882353,0.210526315789474,0,0.214285714285714,0.333333333333333,0.230769230769231,0.222222222222222,0.133333333333333,0,0.235294117647059,0.235294117647059,0.157894736842105,0.352941176470588,0,0,0.166666666666667,0.0666666666666667,0.0909090909090909,0.133333333333333,0.181818181818182,0.0909090909090909,0,0.0588235294117647,0.3125,0,0.25,0.294117647058824,0.2,0.3125,0,0.357142857142857,0.285714285714286,0.363636363636364,0.266666666666667,0.333333333333333,0.142857142857143
"8787",0.15,0.263157894736842,0,0.0833333333333333,0,0,0.176470588235294,0.0909090909090909,0.2,0.117647058823529,0.2,0.25,0.142857142857143,0,0.388888888888889,0.333333333333333,0,0.125,0.166666666666667,0.307692307692308,0.15,0.125,0.0833333333333333,0.157894736842105,0.1,0.277777777777778,0.2,0.0769230769230769,0.0909090909090909,0.375,0.214285714285714,0.0833333333333333,0.285714285714286,0.0769230769230769,0.181818181818182,0.0833333333333333,0.266666666666667,0.466666666666667,0.142857142857143,0.333333333333333,0.352941176470588,0.1875,0.294117647058824,0.357142857142857,0,0.266666666666667,0.230769230769231,0.333333333333333,0.235294117647059,0.0625
"A24D",0.375,0.277777777777778,0,0,0,0,0.266666666666667,0,0.214285714285714,0.2,0.318181818181818,0.0769230769230769,0.153846153846154,0,0.5,0.210526315789474,0,0.133333333333333,0.428571428571429,0.142857142857143,0.294117647058824,0.307692307692308,0,0.235294117647059,0.166666666666667,0.294117647058824,0.352941176470588,0,0,0.166666666666667,0.142857142857143,0.0909090909090909,0.214285714285714,0.0833333333333333,0.0909090909090909,0.0909090909090909,0.384615384615385,0.4,0.0714285714285714,0.153846153846154,0.375,0.5,0.3125,0.285714285714286,0.266666666666667,0,0.25,0.461538461538462,0.538461538461538,0.333333333333333
"F377",0.266666666666667,0.25,0,0.125,0,0,0.230769230769231,0.142857142857143,0.0769230769230769,0.153846153846154,0.181818181818182,0.1,0.0909090909090909,0,0.235294117647059,0.176470588235294,0,0.0769230769230769,0.307692307692308,0.3,0.1875,0.272727272727273,0,0.285714285714286,0.2,0.266666666666667,0.333333333333333,0,0,0.0588235294117647,0.181818181818182,0,0.4,0.25,0.125,0.125,0,0.384615384615385,0.2,0,0.0555555555555556,0.25,0.125,0.363636363636364,0.230769230769231,0.25,0,0.454545454545455,0.416666666666667,0.0833333333333333
"D629",0.352941176470588,0.411764705882353,0,0.0833333333333333,0,0,0.176470588235294,0.0909090909090909,0.2,0.266666666666667,0.304347826086957,0.153846153846154,0.230769230769231,0.0909090909090909,0.388888888888889,0.411764705882353,0,0.125,0.4,0.307692307692308,0.352941176470588,0.384615384615385,0.0833333333333333,0.375,0.157894736842105,0.4375,0.411764705882353,0.166666666666667,0.0909090909090909,0.222222222222222,0.214285714285714,0.0833333333333333,0.384615384615385,0.166666666666667,0.0833333333333333,0.181818181818182,0.1875,0.571428571428571,0.230769230769231,0,0.210526315789474,0.461538461538462,0.294117647058824,0.266666666666667,0.333333333333333,0.461538461538462,0.454545454545455,0,0.615384615384615,0.214285714285714
"D4DC",0.6,0.388888888888889,0,0.0769230769230769,0,0,0.235294117647059,0.0833333333333333,0.117647058823529,0.333333333333333,0.476190476190476,0.0666666666666667,0.133333333333333,0,0.368421052631579,0.388888888888889,0,0.117647058823529,0.571428571428571,0.2,0.411764705882353,0.357142857142857,0,0.533333333333333,0.352941176470588,0.5,0.5625,0,0,0.15,0.285714285714286,0.0769230769230769,0.266666666666667,0.153846153846154,0.0769230769230769,0.166666666666667,0.25,0.4375,0.133333333333333,0,0.2,0.538461538461538,0.277777777777778,0.333333333333333,0.235294117647059,0.538461538461538,0.416666666666667,0.615384615384615,0,0.5
"D9EF",0.428571428571429,0.235294117647059,0,0,0,0,0.133333333333333,0,0.153846153846154,0.142857142857143,0.35,0,0,0,0.222222222222222,0.235294117647059,0,0,0.384615384615385,0,0.333333333333333,0.25,0,0.357142857142857,0.266666666666667,0.333333333333333,0.3125,0,0,0.117647058823529,0.166666666666667,0.111111111111111,0.0714285714285714,0,0,0.111111111111111,0.333333333333333,0.266666666666667,0.0833333333333333,0,0.176470588235294,0.230769230769231,0.266666666666667,0.142857142857143,0.0625,0.333333333333333,0.0833333333333333,0.214285714285714,0.5,0
