"from","to","weight","pairID","pair_type"
"4ECA","39ED",0.0526315789473684,"39ED-4ECA","other"
"4ECA","AC35",0.130434782608696,"4ECA-AC35","other"
"4ECA","41C1",0.08,"41C1-4ECA","other"
"4ECA","22B0",0.03125,"22B0-4ECA","other"
"4ECA","076C",0.032258064516129,"076C-4ECA","other"
"4ECA","879F",0.0263157894736842,"4ECA-879F","other"
"4ECA","F44A",0.0588235294117647,"4ECA-F44A","other"
"4ECA","44BD",0.2,"44BD-4ECA","other"
"4ECA","DCCF",0.705882352941177,"4ECA-DCCF","other"
"4ECA","C5F2",0.352941176470588,"4ECA-C5F2","other"
"4ECA","15BF",0.0666666666666667,"15BF-4ECA","other"
"4ECA","AA3C",0.296296296296296,"4ECA-AA3C","other"
"4ECA","CB2B",0.0526315789473684,"4ECA-CB2B","other"
"4ECA","5939",0.173913043478261,"4ECA-5939","other"
"4ECA","0255",0.0588235294117647,"0255-4ECA","other"
"4ECA","B8A2",0.15,"4ECA-B8A2","other"
"4ECA","A24D",0.0833333333333333,"4ECA-A24D","other"
"4ECA","C809",0.307692307692308,"4ECA-C809","other"
"4ECA","3CC1",0.266666666666667,"3CC1-4ECA","other"
"4ECA","418B",0.0606060606060606,"418B-4ECA","other"
"4ECA","AC37",0.0967741935483871,"4ECA-AC37","other"
"4ECA","F429",0.0588235294117647,"4ECA-F429","other"
"4ECA","A42D",0.269230769230769,"4ECA-A42D","other"
"4ECA","0145",0.35,"0145-4ECA","other"
"4ECA","0734",0.0625,"0734-4ECA","other"
"4ECA","34C9",0.0625,"34C9-4ECA","other"
"4ECA","494F",0.0810810810810811,"494F-4ECA","other"
"4ECA","8BE4",0.346153846153846,"4ECA-8BE4","other"
"4ECA","8C52",0.103448275862069,"4ECA-8C52","other"
"4ECA","922C",0.0882352941176471,"4ECA-922C","other"
"4ECA","B0C8",0.176470588235294,"4ECA-B0C8","other"
"4ECA","0F3D",0.0357142857142857,"0F3D-4ECA","other"
"4ECA","0636",0.125,"0636-4ECA","other"
"4ECA","12D7",0.0666666666666667,"12D7-4ECA","other"
"4ECA","EB80",0.0952380952380952,"4ECA-EB80","other"
"4ECA","F4D9",0.0625,"4ECA-F4D9","other"
"4ECA","DFAD",0.0476190476190476,"4ECA-DFAD","other"
"4ECA","B484",0.117647058823529,"4ECA-B484","other"
"4ECA","0CE1",0.0512820512820513,"0CE1-4ECA","other"
"4ECA","04DB",0.0303030303030303,"04DB-4ECA","other"
"4ECA","04D3",0.111111111111111,"04D3-4ECA","other"
"4ECA","0B04",0.130434782608696,"0B04-4ECA","other"
"4ECA","0739",0.133333333333333,"0739-4ECA","other"
"4ECA","F1D5",0.0476190476190476,"4ECA-F1D5","other"
"4ECA","0122",0.384615384615385,"0122-4ECA","other"
"4ECA","0482",0.0526315789473684,"0482-4ECA","other"
"4ECA","10B6",0.111111111111111,"10B6-4ECA","other"
"4ECA","104E",0.272727272727273,"104E-4ECA","other"
"4ECA","0BA0",0.173913043478261,"0BA0-4ECA","other"
"4ECA","0DE4",0.117647058823529,"0DE4-4ECA","other"
"4ECA","062C",0.133333333333333,"062C-4ECA","other"
"4ECA","088C",0.2,"088C-4ECA","other"
"4ECA","29B2",0.15,"29B2-4ECA","other"
"4ECA","0A62",0.181818181818182,"0A62-4ECA","other"
"4ECA","8B80",0.0434782608695652,"4ECA-8B80","other"
"4ECA","054D",0.176470588235294,"054D-4ECA","other"
"39ED","AC35",0.0666666666666667,"39ED-AC35","other"
"39ED","41C1",0.133333333333333,"39ED-41C1","other"
"39ED","076C",0.157894736842105,"076C-39ED","other"
"39ED","879F",0.0357142857142857,"39ED-879F","other"
"39ED","F44A",0.04,"39ED-F44A","other"
"39ED","44BD",0.142857142857143,"39ED-44BD","other"
"39ED","DCCF",0.0555555555555556,"39ED-DCCF","other"
"39ED","C5F2",0.0833333333333333,"39ED-C5F2","other"
"39ED","15BF",0.2,"15BF-39ED","other"
"39ED","AA3C",0.0416666666666667,"39ED-AA3C","other"
"39ED","CB2B",0.111111111111111,"39ED-CB2B","other"
"39ED","5939",0.0625,"39ED-5939","other"
"39ED","0255",0.142857142857143,"0255-39ED","other"
"39ED","B8A2",0.0833333333333333,"39ED-B8A2","other"
"39ED","A24D",0.0666666666666667,"39ED-A24D","other"
"39ED","2D31",0.142857142857143,"2D31-39ED","other"
"39ED","C809",0.0434782608695652,"39ED-C809","other"
"39ED","3CC1",0.125,"39ED-3CC1","other"
"39ED","F429",0.142857142857143,"39ED-F429","other"
"39ED","A42D",0.0454545454545455,"39ED-A42D","other"
"39ED","0145",0.133333333333333,"0145-39ED","other"
"39ED","0734",0.166666666666667,"0734-39ED","other"
"39ED","34C9",0.0434782608695652,"34C9-39ED","other"
"39ED","494F",0.0714285714285714,"39ED-494F","other"
"39ED","8BE4",0.0869565217391304,"39ED-8BE4","other"
"39ED","9A80",0.05,"39ED-9A80","other"
"39ED","922C",0.0384615384615385,"39ED-922C","other"
"39ED","B0C8",0.111111111111111,"39ED-B0C8","other"
"39ED","0F3D",0.0555555555555556,"0F3D-39ED","other"
"39ED","0636",0.0625,"0636-39ED","other"
"39ED","12D7",0.2,"12D7-39ED","other"
"39ED","EB80",0.0833333333333333,"39ED-EB80","other"
"39ED","F4D9",0.166666666666667,"39ED-F4D9","other"
"39ED","B484",0.037037037037037,"39ED-B484","other"
"39ED","0CE1",0.0689655172413793,"0CE1-39ED","other"
"39ED","04DB",0.0434782608695652,"04DB-39ED","other"
"39ED","04D3",0.0714285714285714,"04D3-39ED","other"
"39ED","09B4",0.0416666666666667,"09B4-39ED","other"
"39ED","10B4",0.0434782608695652,"10B4-39ED","other"
"39ED","0739",0.166666666666667,"0739-39ED","other"
"39ED","F1D5",0.0909090909090909,"39ED-F1D5","other"
"39ED","0122",0.04,"0122-39ED","other"
"39ED","0482",0.428571428571429,"0482-39ED","mother-daughter"
"39ED","10B6",0.111111111111111,"10B6-39ED","other"
"39ED","104E",0.125,"104E-39ED","other"
"39ED","0BA0",0.133333333333333,"0BA0-39ED","other"
"39ED","0DE4",0.125,"0DE4-39ED","other"
"39ED","062C",0.166666666666667,"062C-39ED","other"
"39ED","088C",0.0526315789473684,"088C-39ED","other"
"AC35","41C1",0.277777777777778,"41C1-AC35","other"
"AC35","076C",0.037037037037037,"076C-AC35","other"
"AC35","879F",0.0294117647058824,"879F-AC35","other"
"AC35","44BD",0.166666666666667,"44BD-AC35","other"
"AC35","DCCF",0.136363636363636,"AC35-DCCF","other"
"AC35","C5F2",0.1875,"AC35-C5F2","other"
"AC35","15BF",0.0909090909090909,"15BF-AC35","other"
"AC35","AA3C",0.476190476190476,"AA3C-AC35","other"
"AC35","CB2B",0.230769230769231,"AC35-CB2B","other"
"AC35","5939",0.0952380952380952,"5939-AC35","other"
"AC35","0255",0.0769230769230769,"0255-AC35","other"
"AC35","B8A2",0.117647058823529,"AC35-B8A2","other"
"AC35","A24D",0.294117647058824,"A24D-AC35","other"
"AC35","C809",0.2,"AC35-C809","other"
"AC35","3CC1",0.25,"3CC1-AC35","other"
"AC35","F429",0.166666666666667,"AC35-F429","other"
"AC35","A42D",0.45,"A42D-AC35","other"
"AC35","0145",0.210526315789474,"0145-AC35","other"
"AC35","0734",0.0833333333333333,"0734-AC35","other"
"AC35","8BE4",0.291666666666667,"8BE4-AC35","other"
"AC35","B0C8",0.230769230769231,"AC35-B0C8","other"
"AC35","0F3D",0.0416666666666667,"0F3D-AC35","other"
"AC35","0636",0.277777777777778,"0636-AC35","other"
"AC35","12D7",0.0909090909090909,"12D7-AC35","other"
"AC35","EB80",0.0555555555555556,"AC35-EB80","other"
"AC35","F4D9",0.0833333333333333,"AC35-F4D9","other"
