"from","to","weight","pairID","pair_type"
"22B0","8787",0.4375,"22B0-8787","other"
"22B0","8C52",0.444444444444444,"22B0-8C52","mother-daughter"
"22B0","4FE4",0.333333333333333,"22B0-4FE4","other"
"22B0","076C",0.193548387096774,"076C-22B0","other"
"22B0","879F",0.28,"22B0-879F","other"
"22B0","418B",0.08,"22B0-418B","other"
"22B0","494F",0.192307692307692,"22B0-494F","other"
"22B0","8B80",0.142857142857143,"22B0-8B80","other"
"22B0","F44A",0.130434782608696,"22B0-F44A","other"
"22B0","44BD",0.037037037037037,"22B0-44BD","other"
"22B0","2D31",0.227272727272727,"22B0-2D31","other"
"22B0","0734",0.107142857142857,"0734-22B0","other"
"22B0","34C9",0.192307692307692,"22B0-34C9","other"
"22B0","9A80",0.192307692307692,"22B0-9A80","other"
"22B0","922C",0.153846153846154,"22B0-922C","other"
"22B0","4ECA",0.181818181818182,"22B0-4ECA","other"
"22B0","39ED",0.08,"22B0-39ED","other"
"22B0","AC35",0.208333333333333,"22B0-AC35","other"
"22B0","BF04",0.0416666666666667,"22B0-BF04","other"
"22B0","4C7B",0.0476190476190476,"22B0-4C7B","other"
"22B0","41C1",0.0555555555555556,"22B0-41C1","other"
"22B0","E063",0.105263157894737,"22B0-E063","other"
"22B0","DCCF",0.0869565217391304,"22B0-DCCF","other"
"22B0","C5F2",0.130434782608696,"22B0-C5F2","other"
"22B0","AA3C",0.304347826086957,"22B0-AA3C","other"
"22B0","80F1",0.0434782608695652,"22B0-80F1","other"
"22B0","CB2B",0.277777777777778,"22B0-CB2B","other"
"22B0","5939",0.0434782608695652,"22B0-5939","other"
"22B0","0387",0.173913043478261,"0387-22B0","other"
"22B0","C809",0.08,"22B0-C809","other"
"22B0","3CC1",0.25,"22B0-3CC1","other"
"22B0","AC37",0.347826086956522,"22B0-AC37","other"
"22B0","F429",0.0769230769230769,"22B0-F429","other"
"22B0","A42D",0.08,"22B0-A42D","other"
"22B0","0145",0.0869565217391304,"0145-22B0","other"
"22B0","A816",0.411764705882353,"22B0-A816","other"
"22B0","9907",0.181818181818182,"22B0-9907","other"
"22B0","A24D",0.0909090909090909,"22B0-A24D","other"
"22B0","D4DC",0.111111111111111,"22B0-D4DC","other"
