"","24E9","39ED","AC35","BF04","4FE4","41C1","22B0","E063","879F","EC1A","D14D","7C6F","F44A","A539","44BD","DCCF","F377","D629","C5F2","15BF","AA3C","80F1","CB2B","5939","0255","A5EF","2D31","C809","D4DC","418B","8787","AC37","F429","A42D","B3E8","0145","0734","34C9","494F","8106","8666","8BE4","9A80","A16E","A816","4ECA","4C7B","29B2","076C","663E","B8A2","A24D","0387","3CC1","D849"
"8787",0.257142857142857,0.233333333333333,0.242424242424242,0.333333333333333,0.361111111111111,0.193548387096774,0.342857142857143,0.285714285714286,0.228571428571429,0.272727272727273,0.382352941176471,0,0.128205128205128,0.3125,0.413793103448276,0.433333333333333,0.235294117647059,0.142857142857143,0.25,0.290322580645161,0.2,0.34375,0.323529411764706,0.344827586206897,0.266666666666667,0.277777777777778,0.25,0.34375,0.333333333333333,0.216216216216216,0,0.3125,0.272727272727273,0.242424242424242,0.3125,0.135135135135135,0.222222222222222,0.138888888888889,0.2,0.157894736842105,0.266666666666667,0.272727272727273,0.0555555555555556,0.192307692307692,0.235294117647059,0.264705882352941,0.36,0.125,0.216216216216216,0.241379310344828,0.147058823529412,0.225806451612903,0.214285714285714,0.15625,0.1
"AC37",0.176470588235294,0.222222222222222,0.423076923076923,0.212121212121212,0.323529411764706,0.222222222222222,0.387096774193548,0.333333333333333,0.444444444444444,0.225806451612903,0.162162162162162,0,0.25,0.1875,0.321428571428571,0.392857142857143,0.1875,0.2,0.241379310344828,0.5,0.310344827586207,0.392857142857143,0.28125,0.346153846153846,0.478260869565217,0.354838709677419,0.347826086956522,0.258064516129032,0.384615384615385,0.32258064516129,0.3125,0,0.266666666666667,0.233333333333333,0.310344827586207,0.1875,0.142857142857143,0.121212121212121,0.266666666666667,0.25,0.307692307692308,0.266666666666667,0.0967741935483871,0.227272727272727,0.357142857142857,0.21875,0.153846153846154,0.242424242424242,0.171428571428571,0.185185185185185,0.25,0.259259259259259,0.304347826086957,0.178571428571429,0.115384615384615
"F429",0.333333333333333,0.32,0.233333333333333,0.379310344827586,0.323529411764706,0.269230769230769,0.228571428571429,0.391304347826087,0.3,0.310344827586207,0.387096774193548,0.05,0.290322580645161,0.310344827586207,0.275862068965517,0.344827586206897,0.357142857142857,0.384615384615385,0.384615384615385,0.333333333333333,0.266666666666667,0.181818181818182,0.138888888888889,0.25,0.133333333333333,0.354838709677419,0.0689655172413793,0.181818181818182,0.2,0.171428571428571,0.272727272727273,0.266666666666667,0,0.48,0.357142857142857,0.266666666666667,0.212121212121212,0.275862068965517,0.1875,0.25,0.416666666666667,0.357142857142857,0.172413793103448,0.285714285714286,0.357142857142857,0.5,0.153846153846154,0.242424242424242,0.171428571428571,0.28,0.25,0.214285714285714,0.304347826086957,0.32,0.208333333333333
"A42D",0.392857142857143,0.230769230769231,0.285714285714286,0.444444444444444,0.419354838709677,0.391304347826087,0.2,0.476190476190476,0.310344827586207,0.423076923076923,0.3125,0.0526315789473684,0.444444444444444,0.275862068965517,0.285714285714286,0.310344827586207,0.321428571428571,0.590909090909091,0.666666666666667,0.4,0.48,0.151515151515152,0.25,0.172413793103448,0.178571428571429,0.366666666666667,0.0714285714285714,0.407407407407407,0.25,0.176470588235294,0.242424242424242,0.233333333333333,0.48,0,0.541666666666667,0.541666666666667,0.392857142857143,0.384615384615385,0.275862068965517,0.392857142857143,0.434782608695652,0.608695652173913,0.375,0.368421052631579,0.423076923076923,0.407407407407407,0.0740740740740741,0.379310344827586,0.176470588235294,0.24,0.307692307692308,0.178571428571429,0.318181818181818,0.391304347826087,0.272727272727273
"B3E8",0.428571428571429,0.375,0.275862068965517,0.333333333333333,0.451612903225806,0.434782608695652,0.387096774193548,0.68421052631579,0.3,0.52,0.303030303030303,0,0.379310344827586,0.407407407407407,0.37037037037037,0.392857142857143,0.310344827586207,0.44,0.714285714285714,0.636363636363636,0.407407407407407,0.258064516129032,0.205882352941176,0.206896551724138,0.307692307692308,0.448275862068966,0.192307692307692,0.392857142857143,0.333333333333333,0.242424242424242,0.3125,0.310344827586207,0.357142857142857,0.541666666666667,0,0.461538461538462,0.379310344827586,0.37037037037037,0.52,0.333333333333333,0.545454545454545,0.80952380952381,0.36,0.421052631578947,0.407407407407407,0.444444444444444,0.153846153846154,0.413793103448276,0.366666666666667,0.28,0.4,0.259259259259259,0.304347826086957,0.434782608695652,0.260869565217391
"0145",0.333333333333333,0.178571428571429,0.275862068965517,0.333333333333333,0.363636363636364,0.375,0.194444444444444,0.391304347826087,0.258064516129032,0.461538461538462,0.162162162162162,0,0.379310344827586,0.310344827586207,0.233333333333333,0.3,0.266666666666667,0.565217391304348,0.636363636363636,0.384615384615385,0.407407407407407,0.114285714285714,0.138888888888889,0.166666666666667,0.214285714285714,0.354838709677419,0.148148148148148,0.392857142857143,0.241379310344828,0.171428571428571,0.135135135135135,0.1875,0.266666666666667,0.541666666666667,0.461538461538462,0,0.333333333333333,0.423076923076923,0.407407407407407,0.379310344827586,0.36,0.583333333333333,0.36,0.285714285714286,0.461538461538462,0.344827586206897,0.0344827586206897,0.413793103448276,0.242424242424242,0.230769230769231,0.4,0.133333333333333,0.153846153846154,0.375,0.260869565217391
"0734",0.448275862068966,0.296296296296296,0.181818181818182,0.235294117647059,0.305555555555556,0.346153846153846,0.153846153846154,0.36,0.205882352941176,0.333333333333333,0.25,0,0.272727272727273,0.379310344827586,0.3,0.32258064516129,0.333333333333333,0.310344827586207,0.407407407407407,0.310344827586207,0.25,0.108108108108108,0.131578947368421,0.121212121212121,0.161290322580645,0.375,0.1,0.32258064516129,0.117647058823529,0.131578947368421,0.222222222222222,0.142857142857143,0.212121212121212,0.392857142857143,0.379310344827586,0.333333333333333,0,0.5,0.333333333333333,0.5,0.2,0.428571428571429,0.384615384615385,0.208333333333333,0.212121212121212,0.464285714285714,0.103448275862069,0.34375,0.228571428571429,0.133333333333333,0.423076923076923,0.0909090909090909,0.103448275862069,0.25,0.291666666666667
"34C9",0.444444444444444,0.391304347826087,0.285714285714286,0.258064516129032,0.294117647058824,0.523809523809524,0.2,0.291666666666667,0.1875,0.48,0.272727272727273,0,0.258064516129032,0.423076923076923,0.285714285714286,0.266666666666667,0.48,0.346153846153846,0.521739130434783,0.296296296296296,0.321428571428571,0.0857142857142857,0.0810810810810811,0.172413793103448,0.137931034482759,0.464285714285714,0.111111111111111,0.310344827586207,0.206896551724138,0.212121212121212,0.138888888888889,0.121212121212121,0.275862068965517,0.384615384615385,0.37037037037037,0.423076923076923,0.5,0,0.423076923076923,0.392857142857143,0.32,0.423076923076923,0.375,0.3,0.37037037037037,0.461538461538462,0.0357142857142857,0.333333333333333,0.379310344827586,0.291666666666667,0.307692307692308,0.137931034482759,0.16,0.333333333333333,0.4
"494F",0.290322580645161,0.222222222222222,0.275862068965517,0.290322580645161,0.285714285714286,0.269230769230769,0.303030303030303,0.333333333333333,0.258064516129032,0.407407407407407,0.228571428571429,0,0.212121212121212,0.310344827586207,0.275862068965517,0.3,0.225806451612903,0.333333333333333,0.384615384615385,0.565217391304348,0.407407407407407,0.258064516129032,0.205882352941176,0.166666666666667,0.307692307692308,0.354838709677419,0.291666666666667,0.258064516129032,0.333333333333333,0.205882352941176,0.2,0.266666666666667,0.1875,0.275862068965517,0.52,0.407407407407407,0.333333333333333,0.423076923076923,0,0.379310344827586,0.36,0.461538461538462,0.214285714285714,0.35,0.266666666666667,0.21875,0.111111111111111,0.242424242424242,0.413793103448276,0.230769230769231,0.346153846153846,0.172413793103448,0.111111111111111,0.222222222222222,0.318181818181818
"8106",0.555555555555556,0.25,0.258064516129032,0.3125,0.342857142857143,0.346153846153846,0.184210526315789,0.307692307692308,0.464285714285714,0.25,0.285714285714286,0.0454545454545455,0.3125,0.379310344827586,0.3,0.32258064516129,0.290322580645161,0.357142857142857,0.357142857142857,0.461538461538462,0.428571428571429,0.205882352941176,0.228571428571429,0.15625,0.241379310344828,0.466666666666667,0.1,0.28125,0.225806451612903,0.102564102564103,0.157894736842105,0.25,0.25,0.392857142857143,0.333333333333333,0.379310344827586,0.5,0.392857142857143,0.379310344827586,0,0.333333333333333,0.428571428571429,0.384615384615385,0.260869565217391,0.290322580645161,0.413793103448276,0.0666666666666667,0.34375,0.162162162162162,0.133333333333333,0.423076923076923,0.125,0.185185185185185,0.25,0.409090909090909
"8666",0.565217391304348,0.45,0.269230769230769,0.44,0.32258064516129,0.526315789473684,0.258064516129032,0.473684210526316,0.346153846153846,0.545454545454545,0.3,0.0625,0.241379310344828,0.416666666666667,0.375,0.4,0.259259259259259,0.391304347826087,0.523809523809524,0.523809523809524,0.478260869565217,0.166666666666667,0.121212121212121,0.192307692307692,0.2,0.461538461538462,0.173913043478261,0.296296296296296,0.333333333333333,0.193548387096774,0.266666666666667,0.307692307692308,0.416666666666667,0.434782608695652,0.545454545454545,0.36,0.2,0.32,0.36,0.333333333333333,0,0.545454545454545,0.363636363636364,0.4375,0.36,0.296296296296296,0.04,0.275862068965517,0.275862068965517,0.333333333333333,0.291666666666667,0.25,0.368421052631579,0.45,0.25
"8BE4",0.481481481481481,0.375,0.321428571428571,0.333333333333333,0.451612903225806,0.5,0.303030303030303,0.68421052631579,0.3,0.583333333333333,0.264705882352941,0,0.333333333333333,0.461538461538462,0.423076923076923,0.392857142857143,0.357142857142857,0.5,0.8,0.565217391304348,0.461538461538462,0.181818181818182,0.138888888888889,0.206896551724138,0.259259259259259,0.5,0.148148148148148,0.444444444444444,0.285714285714286,0.205882352941176,0.272727272727273,0.266666666666667,0.357142857142857,0.608695652173913,0.80952380952381,0.583333333333333,0.428571428571429,0.423076923076923,0.461538461538462,0.428571428571429,0.545454545454545,0,0.416666666666667,0.421052631578947,0.461538461538462,0.5,0.111111111111111,0.464285714285714,0.28125,0.28,0.458333333333333,0.172413793103448,0.304347826086957,0.434782608695652,0.380952380952381
"9A80",0.384615384615385,0.318181818181818,0.137931034482759,0.161290322580645,0.28125,0.380952380952381,0.114285714285714,0.333333333333333,0.206896551724138,0.307692307692308,0.181818181818182,0.0625,0.384615384615385,0.259259259259259,0.178571428571429,0.206896551724138,0.36,0.391304347826087,0.454545454545455,0.230769230769231,0.416666666666667,0.0606060606060606,0.0882352941176471,0.107142857142857,0.111111111111111,0.357142857142857,0.0384615384615385,0.296296296296296,0.185185185185185,0.233333333333333,0.0555555555555556,0.0967741935483871,0.172413793103448,0.375,0.36,0.36,0.384615384615385,0.375,0.214285714285714,0.384615384615385,0.363636363636364,0.416666666666667,0,0.15,0.259259259259259,0.296296296296296,0,0.37037037037037,0.233333333333333,0.12,0.24,0.2,0.181818181818182,0.380952380952381,0.19047619047619
"A16E",0.260869565217391,0.294117647058824,0.238095238095238,0.318181818181818,0.259259259259259,0.375,0.230769230769231,0.5,0.217391304347826,0.35,0.230769230769231,0,0.16,0.35,0.3,0.272727272727273,0.227272727272727,0.31578947368421,0.470588235294118,0.470588235294118,0.285714285714286,0.166666666666667,0.111111111111111,0.2,0.210526315789474,0.291666666666667,0.176470588235294,0.217391304347826,0.31578947368421,0.111111111111111,0.192307692307692,0.227272727272727,0.285714285714286,0.368421052631579,0.421052631578947,0.285714285714286,0.208333333333333,0.3,0.35,0.260869565217391,0.4375,0.421052631578947,0.15,0,0.285714285714286,0.272727272727273,0.117647058823529,0.2,0.153846153846154,0.235294117647059,0.2,0.0952380952380952,0.1875,0.157894736842105,0.5
"A816",0.333333333333333,0.32,0.608695652173913,0.333333333333333,0.363636363636364,0.375,0.228571428571429,0.391304347826087,0.392857142857143,0.461538461538462,0.162162162162162,0,0.290322580645161,0.310344827586207,0.37037037037037,0.444444444444444,0.357142857142857,0.44,0.565217391304348,0.44,0.357142857142857,0.21875,0.171428571428571,0.346153846153846,0.307692307692308,0.4,0.24,0.392857142857143,0.384615384615385,0.242424242424242,0.235294117647059,0.357142857142857,0.357142857142857,0.423076923076923,0.407407407407407,0.461538461538462,0.212121212121212,0.37037037037037,0.266666666666667,0.290322580645161,0.36,0.461538461538462,0.259259259259259,0.285714285714286,0,0.344827586206897,0.111111111111111,0.413793103448276,0.205882352941176,0.454545454545455,0.346153846153846,0.172413793103448,0.25,0.269230769230769,0.208333333333333
"4ECA",0.464285714285714,0.416666666666667,0.225806451612903,0.28125,0.393939393939394,0.478260869565217,0.257142857142857,0.5,0.212121212121212,0.3,0.419354838709677,0,0.28125,0.56,0.310344827586207,0.333333333333333,0.444444444444444,0.37037037037037,0.541666666666667,0.321428571428571,0.3,0.142857142857143,0.0769230769230769,0.241379310344828,0.166666666666667,0.482758620689655,0.032258064516129,0.290322580645161,0.233333333333333,0.105263157894737,0.264705882352941,0.21875,0.5,0.407407407407407,0.444444444444444,0.344827586206897,0.464285714285714,0.461538461538462,0.21875,0.413793103448276,0.296296296296296,0.5,0.296296296296296,0.272727272727273,0.344827586206897,0,0.107142857142857,0.4,0.2,0.222222222222222,0.384615384615385,0.166666666666667,0.192307692307692,0.36,0.363636363636364
"4C7B",0.032258064516129,0.0416666666666667,0.115384615384615,0.103448275862069,0.0882352941176471,0.0416666666666667,0.25,0.142857142857143,0.192307692307692,0.0714285714285714,0.129032258064516,0,0.032258064516129,0.0714285714285714,0.208333333333333,0.192307692307692,0.153846153846154,0.0769230769230769,0.0769230769230769,0.12,0.0344827586206897,0.24,0.178571428571429,0.35,0.181818181818182,0.0625,0.15,0.148148148148148,0.0769230769230769,0.1,0.36,0.153846153846154,0.153846153846154,0.0740740740740741,0.153846153846154,0.0344827586206897,0.103448275862069,0.0357142857142857,0.111111111111111,0.0666666666666667,0.04,0.111111111111111,0,0.117647058823529,0.111111111111111,0.107142857142857,0,0.1,0.0645161290322581,0.2,0.08,0.181818181818182,0.157894736842105,0.0416666666666667,0.05
"29B2",0.303030303030303,0.2,0.333333333333333,0.303030303030303,0.333333333333333,0.333333333333333,0.17948717948718,0.346153846153846,0.354838709677419,0.413793103448276,0.17948717948718,0,0.433333333333333,0.28125,0.176470588235294,0.3125,0.464285714285714,0.5,0.444444444444444,0.344827586206897,0.32258064516129,0.235294117647059,0.128205128205128,0.266666666666667,0.275862068965517,0.40625,0.0967741935483871,0.354838709677419,0.181818181818182,0.157894736842105,0.125,0.242424242424242,0.242424242424242,0.379310344827586,0.413793103448276,0.413793103448276,0.34375,0.333333333333333,0.242424242424242,0.34375,0.275862068965517,0.464285714285714,0.37037037037037,0.2,0.413793103448276,0.4,0.1,0,0.257142857142857,0.296296296296296,0.407407407407407,0.121212121212121,0.137931034482759,0.384615384615385,0.28
"076C",0.264705882352941,0.333333333333333,0.142857142857143,0.194444444444444,0.371428571428571,0.2,0.314285714285714,0.206896551724138,0.0769230769230769,0.413793103448276,0.243243243243243,0,0.34375,0.32258064516129,0.212121212121212,0.235294117647059,0.28125,0.147058823529412,0.258064516129032,0.3,0.205882352941176,0.2,0.189189189189189,0.0555555555555556,0.193548387096774,0.323529411764706,0.214285714285714,0.166666666666667,0.21875,0.419354838709677,0.216216216216216,0.171428571428571,0.171428571428571,0.176470588235294,0.366666666666667,0.242424242424242,0.228571428571429,0.379310344827586,0.413793103448276,0.162162162162162,0.275862068965517,0.28125,0.233333333333333,0.153846153846154,0.205882352941176,0.2,0.0645161290322581,0.257142857142857,0,0.206896551724138,0.266666666666667,0.193548387096774,0.137931034482759,0.2,0.185185185185185
"663E",0.214285714285714,0.285714285714286,0.476190476190476,0.36,0.21875,0.285714285714286,0.121212121212121,0.238095238095238,0.32,0.391304347826087,0.15625,0,0.172413793103448,0.142857142857143,0.24,0.32,0.333333333333333,0.25,0.304347826086957,0.25,0.28,0.222222222222222,0.0606060606060606,0.380952380952381,0.217391304347826,0.285714285714286,0.19047619047619,0.375,0.304347826086957,0.129032258064516,0.241379310344828,0.185185185185185,0.28,0.24,0.28,0.230769230769231,0.133333333333333,0.291666666666667,0.230769230769231,0.133333333333333,0.333333333333333,0.28,0.12,0.235294117647059,0.454545454545455,0.222222222222222,0.2,0.296296296296296,0.206896551724138,0,0.16,0.166666666666667,0.2,0.227272727272727,0.15
"B8A2",0.37037037037037,0.25,0.259259259259259,0.233333333333333,0.3125,0.363636363636364,0.176470588235294,0.318181818181818,0.241379310344828,0.458333333333333,0.142857142857143,0,0.275862068965517,0.458333333333333,0.259259259259259,0.285714285714286,0.25,0.32,0.375,0.571428571428571,0.296296296296296,0.161290322580645,0.151515151515152,0.103448275862069,0.24,0.5,0.272727272727273,0.241379310344828,0.137931034482759,0.151515151515152,0.147058823529412,0.25,0.25,0.307692307692308,0.4,0.4,0.423076923076923,0.307692307692308,0.346153846153846,0.423076923076923,0.291666666666667,0.458333333333333,0.24,0.2,0.346153846153846,0.384615384615385,0.08,0.407407407407407,0.266666666666667,0.16,0,0.0333333333333333,0.08,0.25,0.238095238095238
"A24D",0.2,0.208333333333333,0.137931034482759,0.125,0.171428571428571,0.115384615384615,0.344827586206897,0.166666666666667,0.166666666666667,0.172413793103448,0.21875,0.0625,0.241379310344828,0.0967741935483871,0.32,0.206896551724138,0.133333333333333,0.142857142857143,0.185185185185185,0.142857142857143,0.133333333333333,0.166666666666667,0.193548387096774,0.192307692307692,0.2,0.0857142857142857,0.125,0.296296296296296,0.185185185185185,0.37037037037037,0.225806451612903,0.259259259259259,0.214285714285714,0.178571428571429,0.259259259259259,0.133333333333333,0.0909090909090909,0.137931034482759,0.172413793103448,0.125,0.25,0.172413793103448,0.2,0.0952380952380952,0.172413793103448,0.166666666666667,0.181818181818182,0.121212121212121,0.193548387096774,0.166666666666667,0.0333333333333333,0,0.529411764705882,0.260869565217391,0.0416666666666667
"0387",0.230769230769231,0.19047619047619,0.208333333333333,0.185185185185185,0.193548387096774,0.19047619047619,0.346153846153846,0.333333333333333,0.291666666666667,0.2,0.166666666666667,0.0833333333333333,0.185185185185185,0.111111111111111,0.380952380952381,0.24,0.153846153846154,0.166666666666667,0.272727272727273,0.217391304347826,0.2,0.192307692307692,0.222222222222222,0.227272727272727,0.238095238095238,0.172413793103448,0.0952380952380952,0.24,0.217391304347826,0.269230769230769,0.214285714285714,0.304347826086957,0.304347826086957,0.318181818181818,0.304347826086957,0.153846153846154,0.103448275862069,0.16,0.111111111111111,0.185185185185185,0.368421052631579,0.304347826086957,0.181818181818182,0.1875,0.25,0.192307692307692,0.157894736842105,0.137931034482759,0.137931034482759,0.2,0.08,0.529411764705882,0,0.31578947368421,0.105263157894737
"3CC1",0.346153846153846,0.217391304347826,0.185185185185185,0.25,0.25,0.333333333333333,0.1875,0.35,0.36,0.375,0.1875,0.0666666666666667,0.296296296296296,0.222222222222222,0.230769230769231,0.36,0.269230769230769,0.409090909090909,0.476190476190476,0.24,0.32,0.0967741935483871,0.125,0.2,0.16,0.321428571428571,0.04,0.36,0.148148148148148,0.161290322580645,0.15625,0.178571428571429,0.32,0.391304347826087,0.434782608695652,0.375,0.25,0.333333333333333,0.222222222222222,0.25,0.45,0.434782608695652,0.380952380952381,0.157894736842105,0.269230769230769,0.36,0.0416666666666667,0.384615384615385,0.2,0.227272727272727,0.25,0.260869565217391,0.31578947368421,0,0.142857142857143
"D849",0.347826086956522,0.263157894736842,0.166666666666667,0.192307692307692,0.2,0.333333333333333,0.133333333333333,0.277777777777778,0.111111111111111,0.260869565217391,0.214285714285714,0,0.148148148148148,0.380952380952381,0.217391304347826,0.153846153846154,0.260869565217391,0.227272727272727,0.35,0.285714285714286,0.208333333333333,0.111111111111111,0.0666666666666667,0.0833333333333333,0.0869565217391304,0.32,0.0476190476190476,0.153846153846154,0.173913043478261,0.032258064516129,0.1,0.115384615384615,0.208333333333333,0.272727272727273,0.260869565217391,0.260869565217391,0.291666666666667,0.4,0.318181818181818,0.409090909090909,0.25,0.380952380952381,0.19047619047619,0.5,0.208333333333333,0.363636363636364,0.05,0.28,0.185185185185185,0.15,0.238095238095238,0.0416666666666667,0.105263157894737,0.142857142857143,0
