"","22B0","8787","8C52","4FE4","076C","879F","418B","494F","8B80","F44A","44BD","2D31","0734","34C9","9A80","922C","4ECA","39ED","AC35","BF04","4C7B","41C1","E063","DCCF","C5F2","AA3C","80F1","CB2B","5939","0387","C809","3CC1","AC37","F429","A42D","0145","A816","9907","A24D","D4DC","8BE4","29B2","F377","D629","B8A2","663E","A539","A5EF","054D","B0C8","FB4B","0A62","1270","0F3D","0636"
"C809",0.08,0,0.0967741935483871,0,0.103448275862069,0,0.1,0.04,0.0384615384615385,0,0.0952380952380952,0,0.0833333333333333,0.04,0.04,0.0416666666666667,0.3125,0.466666666666667,0.0434782608695652,0.666666666666667,0.0625,0.0769230769230769,0.0666666666666667,0.538461538461538,0.615384615384615,0.136363636363636,0.461538461538462,0.125,0.0555555555555556,0.222222222222222,0,0.333333333333333,0.130434782608696,0.4375,0.0476190476190476,0.538461538461538,0.0555555555555556,0.05,0.117647058823529,0.153846153846154,0.111111111111111,0.5,0.0555555555555556,0.615384615384615,0,0,0,0.272727272727273,0,0,0,0,0,0,0
"3CC1",0.25,0.230769230769231,0.142857142857143,0.166666666666667,0.0714285714285714,0.0869565217391304,0.0526315789473684,0.0434782608695652,0.0416666666666667,0,0.05,0.0526315789473684,0.0434782608695652,0.0909090909090909,0.0434782608695652,0.0454545454545455,0.117647058823529,0.428571428571429,0.0476190476190476,0.285714285714286,0.0714285714285714,0.0909090909090909,0.166666666666667,0.384615384615385,0.583333333333333,0.210526315789474,0.416666666666667,0.230769230769231,0.0625,0.25,0.333333333333333,0,0.2,0.4,0.0526315789473684,0.384615384615385,0.214285714285714,0.117647058823529,0.133333333333333,0.0833333333333333,0.125,0.333333333333333,0.0625,0.266666666666667,0,0.0625,0.1,0.2,0,0,0,0,0,0,0
"AC37",0.347826086956522,0.222222222222222,0.357142857142857,0.125,0.161290322580645,0.24,0.181818181818182,0.0714285714285714,0.107142857142857,0.0416666666666667,0.125,0.238095238095238,0.111111111111111,0.428571428571429,0.0714285714285714,0.115384615384615,0.0416666666666667,0.0833333333333333,0.217391304347826,0.0434782608695652,0.105263157894737,0.0588235294117647,0.0526315789473684,0.0909090909090909,0.136363636363636,0.380952380952381,0.0454545454545455,0.294117647058824,0.0454545454545455,0.238095238095238,0.130434782608696,0.2,0,0.08,0.238095238095238,0.2,0.210526315789474,0.19047619047619,0.0454545454545455,0.0555555555555556,0.0909090909090909,0.1,0.15,0.0416666666666667,0.0588235294117647,0.210526315789474,0.133333333333333,0,0,0.111111111111111,0.2,0.15,0,0.277777777777778,0.294117647058824
"F429",0.0769230769230769,0.0555555555555556,0.0606060606060606,0.0434782608695652,0.137931034482759,0,0.0454545454545455,0.08,0.0769230769230769,0,0.0434782608695652,0.0454545454545455,0.0384615384615385,0.08,0,0.0833333333333333,0.157894736842105,0.533333333333333,0.0416666666666667,0.5,0.125,0.0714285714285714,0.133333333333333,0.3125,0.466666666666667,0.130434782608696,0.428571428571429,0.117647058823529,0.0526315789473684,0.210526315789474,0.4375,0.4,0.08,0,0.0454545454545455,0.235294117647059,0.111111111111111,0.1,0.111111111111111,0.142857142857143,0.105263157894737,0.1875,0,0.294117647058824,0,0,0,0.153846153846154,0.0769230769230769,0.0625,0,0.0526315789473684,0,0.111111111111111,0.0555555555555556
"A42D",0.08,0.0588235294117647,0.133333333333333,0.0952380952380952,0.0666666666666667,0.08,0.0476190476190476,0,0.0384615384615385,0.05,0.15,0.0476190476190476,0.368421052631579,0.130434782608696,0.238095238095238,0.0416666666666667,0.05,0.157894736842105,0.142857142857143,0.0526315789473684,0.307692307692308,0.166666666666667,0.142857142857143,0.111111111111111,0.05,0.19047619047619,0.0555555555555556,0.125,0.1875,0.0476190476190476,0.0476190476190476,0.0526315789473684,0.238095238095238,0.0454545454545455,0,0.111111111111111,0.117647058823529,0.235294117647059,0.117647058823529,0,0.111111111111111,0,0.266666666666667,0,0.0769230769230769,0.266666666666667,0,0,0,0.142857142857143,0,0.1875,0.0833333333333333,0.117647058823529,0
"0145",0.0869565217391304,0,0.103448275862069,0,0.0714285714285714,0,0.0526315789473684,0,0,0,0.105263157894737,0,0.0909090909090909,0.0909090909090909,0.0434782608695652,0,0.266666666666667,0.333333333333333,0.0476190476190476,0.384615384615385,0.0714285714285714,0.0909090909090909,0.0769230769230769,0.636363636363636,0.461538461538462,0.0952380952380952,0.416666666666667,0.142857142857143,0.0625,0.176470588235294,0.538461538461538,0.384615384615385,0.2,0.235294117647059,0.111111111111111,0,0.0625,0.0555555555555556,0.0625,0.0833333333333333,0.125,0.454545454545455,0.133333333333333,0.357142857142857,0,0.0625,0,0.333333333333333,0,0,0,0,0,0,0
"A816",0.411764705882353,0.5,0.192307692307692,0.176470588235294,0.115384615384615,0.142857142857143,0.0555555555555556,0.0952380952380952,0.142857142857143,0.0588235294117647,0,0.1875,0.0454545454545455,0.15,0.0454545454545455,0.1,0.0588235294117647,0.117647058823529,0.3125,0.0625,0.0769230769230769,0.1,0.181818181818182,0.0625,0.0588235294117647,0.375,0.0666666666666667,0.363636363636364,0.0666666666666667,0.117647058823529,0.0555555555555556,0.214285714285714,0.210526315789474,0.111111111111111,0.117647058823529,0.0625,0,0.2,0.0666666666666667,0,0.133333333333333,0,0.142857142857143,0,0,0.230769230769231,0.111111111111111,0,0,0.0833333333333333,0,0.0666666666666667,0,0.0666666666666667,0.0714285714285714
"9907",0.181818181818182,0.0625,0.137931034482759,0.0476190476190476,0.192307692307692,0.0833333333333333,0.05,0.0869565217391304,0.238095238095238,0.176470588235294,0.157894736842105,0.3125,0.0416666666666667,0.136363636363636,0.19047619047619,0.333333333333333,0.0526315789473684,0.105263157894737,0.210526315789474,0.0555555555555556,0.333333333333333,0.3,0.363636363636364,0.0555555555555556,0.0526315789473684,0.333333333333333,0.0588235294117647,0.0625,0.2,0.166666666666667,0.05,0.117647058823529,0.19047619047619,0.1,0.235294117647059,0.0555555555555556,0.2,0,0.384615384615385,0,0.1875,0,0.2,0,0.0833333333333333,0.0588235294117647,0,0,0,0.153846153846154,0.181818181818182,0.2,0.0909090909090909,0.2,0.214285714285714
"A24D",0.0909090909090909,0.0714285714285714,0.107142857142857,0.0526315789473684,0.16,0.0434782608695652,0.117647058823529,0.15,0.263157894736842,0.125,0.333333333333333,0.0555555555555556,0.15,0.0952380952380952,0.210526315789474,0.294117647058824,0,0.0555555555555556,0,0,0.166666666666667,0.222222222222222,0.3,0.0625,0.125,0.222222222222222,0,0.0714285714285714,0.142857142857143,0.357142857142857,0.117647058823529,0.133333333333333,0.0454545454545455,0.111111111111111,0.117647058823529,0.0625,0.0666666666666667,0.384615384615385,0,0.2,0.416666666666667,0.0714285714285714,0.333333333333333,0.0588235294117647,0,0.0666666666666667,0,0,0,0.0833333333333333,0,0.0666666666666667,0.111111111111111,0,0
"D4DC",0.111111111111111,0,0.08,0.0666666666666667,0.136363636363636,0.0526315789473684,0.153846153846154,0.117647058823529,0.0526315789473684,0.0769230769230769,0.142857142857143,0,0.117647058823529,0,0.117647058823529,0.0588235294117647,0.0769230769230769,0,0,0,0.111111111111111,0,0,0.0833333333333333,0.166666666666667,0.125,0,0.222222222222222,0,0.25,0.153846153846154,0.0833333333333333,0.0555555555555556,0.142857142857143,0,0.0833333333333333,0,0,0.2,0,0.181818181818182,0.1,0.0909090909090909,0.0769230769230769,0,0,0,0,0,0,0,0,0,0,0
"8BE4",0.136363636363636,0.142857142857143,0.142857142857143,0.05,0.111111111111111,0,0.111111111111111,0.0909090909090909,0.19047619047619,0.117647058823529,0.5,0.0526315789473684,0.263157894736842,0.2,0.0909090909090909,0.210526315789474,0,0.0526315789473684,0.1,0,0,0.0909090909090909,0.166666666666667,0.125,0.117647058823529,0.277777777777778,0,0.142857142857143,0.133333333333333,0.25,0.111111111111111,0.125,0.0909090909090909,0.105263157894737,0.111111111111111,0.125,0.133333333333333,0.1875,0.416666666666667,0.181818181818182,0,0.0666666666666667,0.416666666666667,0.0555555555555556,0.0909090909090909,0.133333333333333,0,0,0,0,0,0,0,0.0625,0
"29B2",0.0454545454545455,0,0.0714285714285714,0,0.037037037037037,0,0.0588235294117647,0,0,0,0.0555555555555556,0,0.0476190476190476,0.0476190476190476,0.0476190476190476,0,0.214285714285714,0.2,0,0.333333333333333,0,0,0,0.333333333333333,0.307692307692308,0.05,0.363636363636364,0.0769230769230769,0,0.125,0.5,0.333333333333333,0.1,0.1875,0,0.454545454545455,0,0,0.0714285714285714,0.1,0.0666666666666667,0,0.0714285714285714,0.545454545454545,0,0,0,0.25,0,0,0,0,0,0,0
"F377",0.142857142857143,0.153846153846154,0.107142857142857,0.0526315789473684,0.0357142857142857,0.0434782608695652,0.0555555555555556,0,0.142857142857143,0.125,0.25,0,0.210526315789474,0.0454545454545455,0.0952380952380952,0.157894736842105,0,0.0555555555555556,0.05,0,0.0769230769230769,0.222222222222222,0.181818181818182,0.0625,0.0588235294117647,0.157894736842105,0,0.153846153846154,0.0666666666666667,0.117647058823529,0.0555555555555556,0.0625,0.15,0,0.266666666666667,0.133333333333333,0.142857142857143,0.2,0.333333333333333,0.0909090909090909,0.416666666666667,0.0714285714285714,0,0.0588235294117647,0,0.230769230769231,0,0,0,0,0,0.0666666666666667,0,0,0
"D629",0.04,0,0.03125,0,0,0,0.05,0,0,0,0.0476190476190476,0,0.0416666666666667,0,0.0416666666666667,0,0.333333333333333,0.4,0,0.583333333333333,0,0,0,0.461538461538462,0.428571428571429,0.0434782608695652,0.5,0.0625,0,0.05,0.615384615384615,0.266666666666667,0.0416666666666667,0.294117647058824,0,0.357142857142857,0,0,0.0588235294117647,0.0769230769230769,0.0555555555555556,0.545454545454545,0.0588235294117647,0,0,0,0,0.3,0,0,0,0,0,0,0
"B8A2",0,0,0,0,0.0434782608695652,0.0555555555555556,0.0769230769230769,0,0,0.0833333333333333,0.153846153846154,0.0769230769230769,0.125,0.0588235294117647,0.0588235294117647,0,0,0,0,0,0.285714285714286,0,0,0,0,0,0,0.111111111111111,0.222222222222222,0.0769230769230769,0,0,0.0588235294117647,0,0.0769230769230769,0,0,0.0833333333333333,0,0,0.0909090909090909,0,0,0,0,0.222222222222222,0,0,0,0,0,0,0,0,0
"663E",0.142857142857143,0.25,0.0689655172413793,0.111111111111111,0,0.142857142857143,0,0,0,0,0.111111111111111,0,0.352941176470588,0.210526315789474,0.0454545454545455,0,0,0.0555555555555556,0.05,0,0.166666666666667,0,0,0,0,0.1,0,0.363636363636364,0.230769230769231,0.0555555555555556,0,0.0625,0.210526315789474,0,0.266666666666667,0.0625,0.230769230769231,0.0588235294117647,0.0666666666666667,0,0.133333333333333,0,0.230769230769231,0,0.222222222222222,0,0.111111111111111,0,0,0.0833333333333333,0,0.142857142857143,0.111111111111111,0,0
"A539",0.125,0.285714285714286,0,0.0769230769230769,0,0.125,0,0,0,0,0,0,0,0.0625,0,0,0,0,0.0714285714285714,0,0,0,0,0,0.0909090909090909,0,0,0.125,0,0.0833333333333333,0,0.1,0.133333333333333,0,0,0,0.111111111111111,0,0,0,0,0,0,0,0,0.111111111111111,0,0,0,0,0,0,0,0,0
"A5EF",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.181818181818182,0.272727272727273,0,0.333333333333333,0,0,0,0.333333333333333,0.3,0,0.375,0,0,0,0.272727272727273,0.2,0,0.153846153846154,0,0.333333333333333,0,0,0,0,0,0.25,0,0.3,0,0,0,0,0,0,0,0,0,0,0
"054D",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0769230769230769,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.111111111111111,0
"B0C8",0.05,0,0.037037037037037,0,0,0,0,0.0526315789473684,0.105263157894737,0,0,0.0666666666666667,0.0526315789473684,0.111111111111111,0.111111111111111,0.117647058823529,0,0.0666666666666667,0.125,0,0.1,0,0,0,0,0.117647058823529,0,0,0.0833333333333333,0,0,0,0.111111111111111,0.0625,0.142857142857143,0,0.0833333333333333,0.153846153846154,0.0833333333333333,0,0,0,0,0,0,0.0833333333333333,0,0,0,0,0,0.625,0.166666666666667,0.3,0.333333333333333
"FB4B",0.117647058823529,0,0.130434782608696,0,0.0909090909090909,0.0555555555555556,0.0769230769230769,0.0588235294117647,0.117647058823529,0,0,0.272727272727273,0,0.125,0,0.133333333333333,0,0,0.142857142857143,0,0,0,0,0,0,0.133333333333333,0,0,0,0,0,0,0.2,0,0,0,0,0.181818181818182,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0.222222222222222,0.428571428571429
"0A62",0.0434782608695652,0,0.0689655172413793,0,0.0357142857142857,0.0434782608695652,0,0.0454545454545455,0.142857142857143,0,0,0.117647058823529,0.15,0.15,0.0952380952380952,0.157894736842105,0,0.117647058823529,0.166666666666667,0,0.0769230769230769,0,0,0,0,0.157894736842105,0,0,0.142857142857143,0,0,0,0.15,0.0526315789473684,0.1875,0,0.0666666666666667,0.2,0.0666666666666667,0,0,0,0.0666666666666667,0,0,0.142857142857143,0,0,0,0.625,0.1,0,0.25,0.333333333333333,0.363636363636364
"1270",0,0,0,0,0,0,0,0,0,0,0,0,0.133333333333333,0,0.0625,0,0,0,0,0,0.142857142857143,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0.0833333333333333,0,0,0.0909090909090909,0.111111111111111,0,0,0,0,0,0,0.111111111111111,0,0,0,0.166666666666667,0,0.25,0,0,0
"0F3D",0.0909090909090909,0,0.192307692307692,0,0.0357142857142857,0.0434782608695652,0.0555555555555556,0.0952380952380952,0.142857142857143,0,0.0526315789473684,0.266666666666667,0.0454545454545455,0.352941176470588,0.0952380952380952,0.157894736842105,0,0.0555555555555556,0.3125,0.0625,0,0,0,0.0625,0,0.375,0,0,0,0.0555555555555556,0,0,0.277777777777778,0.111111111111111,0.117647058823529,0,0.0666666666666667,0.2,0,0,0.0625,0,0,0,0,0,0,0,0.111111111111111,0.3,0.222222222222222,0.333333333333333,0,0,0.5
"0636",0.15,0,0.153846153846154,0,0.0769230769230769,0.0454545454545455,0.125,0.157894736842105,0.277777777777778,0,0,0.384615384615385,0,0.222222222222222,0.0476190476190476,0.3125,0,0,0.176470588235294,0,0,0,0,0,0,0.235294117647059,0,0,0,0.0588235294117647,0,0,0.294117647058824,0.0555555555555556,0,0,0.0714285714285714,0.214285714285714,0,0,0,0,0,0,0,0,0,0,0,0.333333333333333,0.428571428571429,0.363636363636364,0,0.5,0
