"from","to","weight","pairID","pair_type"
"1731","377E",0.421052631578947,"1731-377E","other"
"1731","24E9",0.0714285714285714,"1731-24E9","other"
"1731","39ED",0.230769230769231,"1731-39ED","other"
"1731","AC35",0.142857142857143,"1731-AC35","other"
"1731","BF04",0.153846153846154,"1731-BF04","other"
"1731","4C7B",0.352941176470588,"1731-4C7B","other"
"1731","41C1",0.153846153846154,"1731-41C1","other"
"1731","29B2",0.235294117647059,"1731-29B2","other"
"1731","076C",0.375,"076C-1731","other"
"1731","EC1A",0.5,"1731-EC1A","other"
"1731","663E",0.2,"1731-663E","other"
"1731","D14D",0.117647058823529,"1731-D14D","other"
"1731","44BD",0.0714285714285714,"1731-44BD","other"
"1731","DCCF",0.333333333333333,"1731-DCCF","other"
"1731","C5F2",0.35,"1731-C5F2","other"
"1731","15BF",0.153846153846154,"15BF-1731","other"
"1731","80F1",0.166666666666667,"1731-80F1","other"
"1731","5939",0.714285714285714,"1731-5939","other"
"1731","A5EF",0.176470588235294,"1731-A5EF","other"
"1731","B8A2",0.625,"1731-B8A2","other"
"1731","0387",0.615384615384615,"0387-1731","other"
"1731","A312",0.142857142857143,"1731-A312","other"
"1731","82C7",0.785714285714286,"1731-82C7","other"
"1731","D3E1",0.5625,"1731-D3E1","other"
"1731","C809",0.444444444444444,"1731-C809","other"
"1731","3CC1",0.6875,"1731-3CC1","other"
"1731","E063",0.0714285714285714,"1731-E063","other"
"1731","879F",0.19047619047619,"1731-879F","other"
"1731","7C6F",0.333333333333333,"1731-7C6F","other"
"1731","F44A",0.0666666666666667,"1731-F44A","other"
"1731","A539",0.166666666666667,"1731-A539","other"
"1731","AA3C",0.0625,"1731-AA3C","other"
"1731","CB2B",0.142857142857143,"1731-CB2B","other"
"1731","2D31",0.142857142857143,"1731-2D31","other"
"1731","3C0F",0.294117647058824,"1731-3C0F","other"
"1731","4ECA",0.388888888888889,"1731-4ECA","other"
"1731","22B0",0.117647058823529,"1731-22B0","other"
"1731","AC37",0.130434782608696,"1731-AC37","other"
"1731","9A5D",0.375,"1731-9A5D","other"
"1731","418B",0.31578947368421,"1731-418B","other"
"1731","0255",0.222222222222222,"0255-1731","other"
"1731","8787",0.15,"1731-8787","other"
"1731","A24D",0.375,"1731-A24D","other"
"1731","F377",0.266666666666667,"1731-F377","other"
"1731","D629",0.352941176470588,"1731-D629","other"
"1731","D4DC",0.6,"1731-D4DC","mother-daughter"
"1731","D9EF",0.428571428571429,"1731-D9EF","other"
"377E","24E9",0.0666666666666667,"24E9-377E","other"
"377E","39ED",0.133333333333333,"377E-39ED","other"
"377E","AC35",0.133333333333333,"377E-AC35","other"
"377E","BF04",0.142857142857143,"377E-BF04","other"
"377E","4C7B",0.5,"377E-4C7B","other"
"377E","41C1",0.0666666666666667,"377E-41C1","other"
"377E","29B2",0.157894736842105,"29B2-377E","other"
"377E","076C",0.210526315789474,"076C-377E","other"
"377E","EC1A",0.478260869565217,"377E-EC1A","other"
"377E","663E",0.1875,"377E-663E","other"
"377E","D14D",0.176470588235294,"377E-D14D","other"
"377E","44BD",0.142857142857143,"377E-44BD","other"
"377E","DCCF",0.380952380952381,"377E-DCCF","other"
"377E","C5F2",0.4,"377E-C5F2","other"
"377E","15BF",0.142857142857143,"15BF-377E","other"
"377E","80F1",0.157894736842105,"377E-80F1","other"
"377E","5939",0.470588235294118,"377E-5939","other"
"377E","A5EF",0.5,"377E-A5EF","other"
"377E","B8A2",0.588235294117647,"377E-B8A2","other"
"377E","0387",0.294117647058824,"0387-377E","other"
"377E","A312",0.214285714285714,"377E-A312","other"
"377E","82C7",0.368421052631579,"377E-82C7","other"
"377E","D3E1",0.444444444444444,"377E-D3E1","other"
"377E","C809",0.35,"377E-C809","other"
"377E","3CC1",0.4,"377E-3CC1","other"
"377E","4FE4",0.2,"377E-4FE4","other"
"377E","E063",0.142857142857143,"377E-E063","other"
"377E","879F",0.238095238095238,"377E-879F","other"
"377E","7C6F",0.3125,"377E-7C6F","other"
"377E","F44A",0.0625,"377E-F44A","other"
"377E","A539",0.294117647058824,"377E-A539","other"
"377E","AA3C",0.2,"377E-AA3C","other"
"377E","CB2B",0.214285714285714,"377E-CB2B","other"
"377E","2D31",0.0625,"2D31-377E","other"
"377E","3C0F",0.277777777777778,"377E-3C0F","other"
"377E","4ECA",0.368421052631579,"377E-4ECA","other"
"377E","22B0",0.176470588235294,"22B0-377E","other"
"377E","AC37",0.125,"377E-AC37","other"
"377E","9A5D",0.277777777777778,"377E-9A5D","other"
"377E","418B",0.181818181818182,"377E-418B","other"
"377E","0255",0.15,"0255-377E","other"
"377E","8787",0.263157894736842,"377E-8787","other"
"377E","A24D",0.277777777777778,"377E-A24D","other"
"377E","F377",0.25,"377E-F377","other"
"377E","D629",0.411764705882353,"377E-D629","other"
"377E","D4DC",0.388888888888889,"377E-D4DC","other"
"377E","D9EF",0.235294117647059,"377E-D9EF","other"
"24E9","39ED",0.25,"24E9-39ED","other"
"24E9","AC35",0.25,"24E9-AC35","other"
"24E9","BF04",0.333333333333333,"24E9-BF04","other"
"24E9","4C7B",0.0909090909090909,"24E9-4C7B","other"
"24E9","41C1",0.333333333333333,"24E9-41C1","other"
"24E9","29B2",0.25,"24E9-29B2","other"
"24E9","076C",0.1,"076C-24E9","other"
"24E9","EC1A",0.0476190476190476,"24E9-EC1A","other"
"24E9","663E",0.166666666666667,"24E9-663E","other"
"24E9","D14D",0.333333333333333,"24E9-D14D","other"
"24E9","44BD",0.333333333333333,"24E9-44BD","other"
"24E9","DCCF",0.0625,"24E9-DCCF","other"
"24E9","C5F2",0.0666666666666667,"24E9-C5F2","other"
"24E9","15BF",0.333333333333333,"15BF-24E9","other"
"24E9","80F1",0.111111111111111,"24E9-80F1","other"
"24E9","5939",0.0833333333333333,"24E9-5939","other"
"24E9","A5EF",0.125,"24E9-A5EF","other"
"24E9","B8A2",0.0714285714285714,"24E9-B8A2","other"
"24E9","0387",0.111111111111111,"0387-24E9","other"
"24E9","A312",0.25,"24E9-A312","other"
"24E9","82C7",0.0769230769230769,"24E9-82C7","other"
"24E9","D3E1",0.0769230769230769,"24E9-D3E1","other"
"24E9","C809",0.0714285714285714,"24E9-C809","other"
"24E9","3CC1",0.0666666666666667,"24E9-3CC1","other"
"24E9","4FE4",0.2,"24E9-4FE4","other"
"24E9","F44A",0.25,"24E9-F44A","other"
"24E9","A539",0.111111111111111,"24E9-A539","other"
"24E9","AA3C",0.2,"24E9-AA3C","other"
"24E9","2D31",0.25,"24E9-2D31","other"
"24E9","3C0F",0.1,"24E9-3C0F","other"
"39ED","AC35",0.2,"39ED-AC35","other"
