"from","to","weight","pair_type","from_role","to_role"
"CB2B","04DB",0.0434782608695652,"other","mother","daughter"
"CB2B","04D3",0.0344827586206897,"other","mother","daughter"
"CB2B","0B04",0.0666666666666667,"other","mother","daughter"
"CB2B","0739",0.166666666666667,"other","mother","daughter"
"CB2B","F1D5",0.0909090909090909,"other","mother","daughter"
"CB2B","0122",0.181818181818182,"other","mother","daughter"
"CB2B","0482",0.111111111111111,"other","mother","daughter"
"CB2B","10B6",0.25,"other","mother","daughter"
"CB2B","104E",0.125,"other","mother","daughter"
"CB2B","0BA0",0.0625,"other","mother","daughter"
"CB2B","0DE4",0.125,"other","mother","daughter"
"CB2B","062C",0.166666666666667,"other","mother","daughter"
"CB2B","088C",0.111111111111111,"mother-daughter","mother","daughter"
"0255","04DB",0.0476190476190476,"other","mother","daughter"
"0255","09B4",0.0454545454545455,"other","mother","daughter"
"0255","0739",0.25,"mother-daughter","mother","daughter"
"0255","F1D5",0.111111111111111,"other","mother","daughter"
"0255","0122",0.0434782608695652,"other","mother","daughter"
"0255","0482",0.142857142857143,"other","mother","daughter"
"0255","10B6",0.142857142857143,"other","mother","daughter"
"0255","104E",0.0666666666666667,"other","mother","daughter"
"0255","0BA0",0.0714285714285714,"other","mother","daughter"
"0255","0DE4",0.166666666666667,"other","mother","daughter"
"0255","062C",0.25,"other","mother","daughter"
"0255","088C",0.0588235294117647,"other","mother","daughter"
"C809","0CE1",0.125,"other","mother","daughter"
"C809","04DB",0.0555555555555556,"other","mother","daughter"
"C809","04D3",0.157894736842105,"other","mother","daughter"
"C809","0B04",0.2,"other","mother","daughter"
"C809","09B4",0.0263157894736842,"other","mother","daughter"
"C809","0739",0.105263157894737,"other","mother","daughter"
"C809","F1D5",0.130434782608696,"other","mother","daughter"
"C809","0122",0.25,"other","mother","daughter"
"C809","0482",0.0434782608695652,"other","mother","daughter"
"C809","10B6",0.0909090909090909,"other","mother","daughter"
"C809","104E",0.185185185185185,"other","mother","daughter"
"C809","0BA0",0.0689655172413793,"other","mother","daughter"
"C809","0DE4",0.0952380952380952,"other","mother","daughter"
"C809","062C",0.05,"other","mother","daughter"
"C809","088C",0.214285714285714,"other","mother","daughter"
"3CC1","0739",0.5,"other","mother","daughter"
"3CC1","F1D5",0.1,"other","mother","daughter"
"3CC1","0122",0.19047619047619,"other","mother","daughter"
"3CC1","0482",0.125,"other","mother","daughter"
"3CC1","10B6",0.285714285714286,"other","mother","daughter"
"3CC1","104E",0.214285714285714,"other","mother","daughter"
"3CC1","0BA0",0.230769230769231,"other","mother","daughter"
"3CC1","0DE4",0.333333333333333,"mother-daughter","mother","daughter"
"3CC1","062C",0.5,"other","mother","daughter"
"3CC1","088C",0.117647058823529,"other","mother","daughter"
"418B","0CE1",0.314285714285714,"other","mother","daughter"
"418B","04DB",0.392857142857143,"other","mother","daughter"
"418B","04D3",0.40625,"other","mother","daughter"
"418B","0B04",0.192307692307692,"mother-daughter","mother","daughter"
"418B","09B4",0.333333333333333,"other","mother","daughter"
"418B","10B4",0.392857142857143,"other","mother","daughter"
"418B","0122",0.025,"other","mother","daughter"
"0145","0CE1",0.0555555555555556,"other","mother","daughter"
"0145","0739",0.166666666666667,"other","mother","daughter"
"0145","F1D5",0.0555555555555556,"other","mother","daughter"
"0145","0122",0.269230769230769,"other","mother","daughter"
"0145","0482",0.133333333333333,"other","mother","daughter"
"0145","10B6",0.133333333333333,"other","mother","daughter"
"0145","104E",0.470588235294118,"other","mother","daughter"
"0145","0BA0",0.333333333333333,"mother-daughter","mother","daughter"
"0145","0DE4",0.333333333333333,"other","mother","daughter"
"0145","062C",0.166666666666667,"other","mother","daughter"
"0145","088C",0.285714285714286,"other","mother","daughter"
"494F","0CE1",0.378378378378378,"other","mother","daughter"
"494F","04DB",0.517241379310345,"other","mother","daughter"
"494F","04D3",0.785714285714286,"mother-daughter","mother","daughter"
"494F","0B04",0.384615384615385,"other","mother","daughter"
"494F","09B4",0.451612903225806,"other","mother","daughter"
"494F","10B4",0.571428571428571,"other","mother","daughter"
"494F","0122",0.0697674418604651,"other","mother","daughter"
"494F","10B6",0.0344827586206897,"other","mother","daughter"
"8BE4","0CE1",0.0697674418604651,"other","mother","daughter"
"8BE4","04DB",0.0540540540540541,"other","mother","daughter"
"8BE4","04D3",0.0975609756097561,"other","mother","daughter"
"8BE4","0B04",0.0689655172413793,"other","mother","daughter"
"8BE4","09B4",0.0256410256410256,"other","mother","daughter"
"8BE4","10B4",0.0263157894736842,"other","mother","daughter"
"8BE4","0739",0.1,"other","mother","daughter"
"8BE4","F1D5",0.173913043478261,"other","mother","daughter"
"8BE4","0122",0.576923076923077,"other","mother","daughter"
"8BE4","0482",0.0869565217391304,"other","mother","daughter"
"8BE4","10B6",0.25,"mother-daughter","mother","daughter"
"8BE4","104E",0.222222222222222,"other","mother","daughter"
"8BE4","0BA0",0.333333333333333,"other","mother","daughter"
"8BE4","0DE4",0.0909090909090909,"other","mother","daughter"
"8BE4","062C",0.1,"other","mother","daughter"
"8BE4","088C",0.296296296296296,"other","mother","daughter"
"DFAD","0CE1",0.1,"other","mother","daughter"
"DFAD","04DB",0.181818181818182,"mother-daughter","mother","daughter"
"DFAD","04D3",0.103448275862069,"other","mother","daughter"
"DFAD","0B04",0.125,"other","mother","daughter"
"DFAD","09B4",0.173913043478261,"other","mother","daughter"
"DFAD","10B4",0.181818181818182,"other","mother","daughter"
"DFAD","104E",0.0526315789473684,"other","mother","daughter"
"0CE1","663E",0.1,"other","daughter","mother"
"04DB","663E",0.0833333333333333,"other","daughter","mother"
"04D3","663E",0.103448275862069,"other","daughter","mother"
"0B04","663E",0.2,"other","daughter","mother"
"09B4","663E",0.08,"other","daughter","mother"
"10B4","663E",0.181818181818182,"mother-daughter","daughter","mother"
"0122","663E",0.12,"other","daughter","mother"
"0122","80F1",0.0476190476190476,"other","daughter","mother"
"104E","80F1",0.0769230769230769,"other","daughter","mother"
"0BA0","663E",0.117647058823529,"other","daughter","mother"
"088C","663E",0.0476190476190476,"other","daughter","mother"
