"from","to","weight","pair_type","from_role","to_role","year","pairID"
"BF04","22B0",0.44,"mother-random-juvenile","mother","daughter",2014,"22B0-BF04"
"BF04","29B2",0.350877192982456,"mother-random-juvenile","mother","daughter",2014,"29B2-BF04"
"BF04","5ACA",0.452830188679245,"mother-random-juvenile","mother","daughter",2014,"5ACA-BF04"
"BF04","E063",0.433962264150943,"mother-random-juvenile","mother","daughter",2014,"BF04-E063"
"BF04","7C6F",0.584905660377358,"mother-daughter","mother","daughter",2014,"7C6F-BF04"
"BF04","076C",0.454545454545455,"mother-random-juvenile","mother","daughter",2014,"076C-BF04"
"BF04","6BD8",0.42,"mother-random-juvenile","mother","daughter",2014,"6BD8-BF04"
"BF04","879F",0.344262295081967,"mother-random-juvenile","mother","daughter",2014,"879F-BF04"
"5672","22B0",0.45,"mother-daughter","mother","daughter",2014,"22B0-5672"
"5672","29B2",0.369565217391304,"mother-random-juvenile","mother","daughter",2014,"29B2-5672"
"5672","5ACA",0.465116279069767,"mother-random-juvenile","mother","daughter",2014,"5672-5ACA"
"5672","E063",0.291666666666667,"mother-random-juvenile","mother","daughter",2014,"5672-E063"
"5672","7C6F",0.346153846153846,"mother-random-juvenile","mother","daughter",2014,"5672-7C6F"
"5672","076C",0.434782608695652,"mother-random-juvenile","mother","daughter",2014,"076C-5672"
"5672","6BD8",0.390243902439024,"mother-random-juvenile","mother","daughter",2014,"5672-6BD8"
"5672","879F",0.36,"mother-random-juvenile","mother","daughter",2014,"5672-879F"
"1731","EC1A",0.151515151515152,"mother-random-juvenile","mother","daughter",2015,"1731-EC1A"
"1731","663E",0.172413793103448,"mother-random-juvenile","mother","daughter",2015,"1731-663E"
"1731","6B55",0.0869565217391304,"mother-random-juvenile","mother","daughter",2015,"1731-6B55"
"1731","9A91",0.222222222222222,"mother-random-juvenile","mother","daughter",2015,"1731-9A91"
"1731","125F",0.0714285714285714,"mother-random-juvenile","mother","daughter",2015,"125F-1731"
"1731","F534",0.214285714285714,"mother-random-juvenile","mother","daughter",2015,"1731-F534"
"1731","256A",0.0384615384615385,"mother-daughter","mother","daughter",2015,"1731-256A"
"1731","2BFD",0.03125,"mother-random-juvenile","mother","daughter",2015,"1731-2BFD"
"3F49","EC1A",0.342105263157895,"mother-daughter","mother","daughter",2015,"3F49-EC1A"
"3F49","663E",0.382352941176471,"mother-random-juvenile","mother","daughter",2015,"3F49-663E"
"3F49","6B55",0.166666666666667,"mother-random-juvenile","mother","daughter",2015,"3F49-6B55"
"3F49","9A91",0.129032258064516,"mother-random-juvenile","mother","daughter",2015,"3F49-9A91"
"3F49","125F",0.0769230769230769,"mother-random-juvenile","mother","daughter",2015,"125F-3F49"
"3F49","F534",0.0714285714285714,"mother-random-juvenile","mother","daughter",2015,"3F49-F534"
"3F49","256A",0.176470588235294,"mother-random-juvenile","mother","daughter",2015,"256A-3F49"
"3F49","2BFD",0.0952380952380952,"mother-random-juvenile","mother","daughter",2015,"2BFD-3F49"
"4ECA","EC1A",0.390243902439024,"mother-random-juvenile","mother","daughter",2015,"4ECA-EC1A"
"4ECA","663E",0.394736842105263,"mother-random-juvenile","mother","daughter",2015,"4ECA-663E"
"4ECA","6B55",0.38,"mother-random-juvenile","mother","daughter",2015,"4ECA-6B55"
"4ECA","9A91",0.171428571428571,"mother-daughter","mother","daughter",2015,"4ECA-9A91"
"4ECA","125F",0.0967741935483871,"mother-random-juvenile","mother","daughter",2015,"125F-4ECA"
"4ECA","F534",0.125,"mother-random-juvenile","mother","daughter",2015,"4ECA-F534"
"4ECA","256A",0.277777777777778,"mother-random-juvenile","mother","daughter",2015,"256A-4ECA"
"4ECA","2BFD",0.333333333333333,"mother-random-juvenile","mother","daughter",2015,"2BFD-4ECA"
"B75C","EC1A",0.333333333333333,"mother-random-juvenile","mother","daughter",2015,"B75C-EC1A"
"B75C","663E",0.333333333333333,"mother-daughter","mother","daughter",2015,"663E-B75C"
"B75C","6B55",0.166666666666667,"mother-random-juvenile","mother","daughter",2015,"6B55-B75C"
"B75C","9A91",0.12,"mother-random-juvenile","mother","daughter",2015,"9A91-B75C"
"B75C","125F",0.105263157894737,"mother-random-juvenile","mother","daughter",2015,"125F-B75C"
"B75C","F534",0.15,"mother-random-juvenile","mother","daughter",2015,"B75C-F534"
"B75C","256A",0.178571428571429,"mother-random-juvenile","mother","daughter",2015,"256A-B75C"
"B75C","2BFD",0.114285714285714,"mother-random-juvenile","mother","daughter",2015,"2BFD-B75C"
"BF04","EC1A",0.307692307692308,"mother-random-juvenile","mother","daughter",2015,"BF04-EC1A"
"BF04","663E",0.305555555555556,"mother-random-juvenile","mother","daughter",2015,"663E-BF04"
"BF04","6B55",0.145454545454545,"mother-random-juvenile","mother","daughter",2015,"6B55-BF04"
"BF04","9A91",0.09375,"mother-random-juvenile","mother","daughter",2015,"9A91-BF04"
"BF04","125F",0.12,"mother-random-juvenile","mother","daughter",2015,"125F-BF04"
"BF04","F534",0.0714285714285714,"mother-daughter","mother","daughter",2015,"BF04-F534"
"BF04","256A",0.142857142857143,"mother-random-juvenile","mother","daughter",2015,"256A-BF04"
"BF04","2BFD",0.121951219512195,"mother-random-juvenile","mother","daughter",2015,"2BFD-BF04"
"41C1","EC1A",0.277777777777778,"mother-random-juvenile","mother","daughter",2015,"41C1-EC1A"
"41C1","663E",0.135135135135135,"mother-random-juvenile","mother","daughter",2015,"41C1-663E"
"41C1","6B55",0.234042553191489,"mother-random-juvenile","mother","daughter",2015,"41C1-6B55"
"41C1","9A91",0.111111111111111,"mother-random-juvenile","mother","daughter",2015,"41C1-9A91"
"41C1","125F",0.0454545454545455,"mother-random-juvenile","mother","daughter",2015,"125F-41C1"
"41C1","F534",0.0869565217391304,"mother-random-juvenile","mother","daughter",2015,"41C1-F534"
"41C1","256A",0.166666666666667,"mother-random-juvenile","mother","daughter",2015,"256A-41C1"
"41C1","2BFD",0.171428571428571,"mother-daughter","mother","daughter",2015,"2BFD-41C1"
"879F","EC1A",0.173913043478261,"mother-random-juvenile","mother","daughter",2015,"879F-EC1A"
"879F","663E",0.162790697674419,"mother-random-juvenile","mother","daughter",2015,"663E-879F"
"879F","6B55",0.346938775510204,"mother-daughter","mother","daughter",2015,"6B55-879F"
"879F","9A91",0.0555555555555556,"mother-random-juvenile","mother","daughter",2015,"879F-9A91"
"879F","125F",0.0689655172413793,"mother-random-juvenile","mother","daughter",2015,"125F-879F"
"879F","F534",0.0645161290322581,"mother-random-juvenile","mother","daughter",2015,"879F-F534"
"879F","256A",0.162162162162162,"mother-random-juvenile","mother","daughter",2015,"256A-879F"
"879F","2BFD",0.289473684210526,"mother-random-juvenile","mother","daughter",2015,"2BFD-879F"
"EC1A","E063",0.0606060606060606,"mother-random-juvenile","daughter","mother",2015,"E063-EC1A"
"663E","E063",0.0689655172413793,"mother-random-juvenile","daughter","mother",2015,"663E-E063"
"6B55","E063",0.119047619047619,"mother-random-juvenile","daughter","mother",2015,"6B55-E063"
"9A91","E063",0.0555555555555556,"mother-random-juvenile","daughter","mother",2015,"9A91-E063"
"E063","256A",0.0909090909090909,"mother-random-juvenile","mother","daughter",2015,"256A-E063"
"E063","2BFD",0.0714285714285714,"mother-random-juvenile","mother","daughter",2015,"2BFD-E063"
"39ED","758",0.52,"mother-random-juvenile","mother","daughter",2016,"39ED-758"
"41C1","758",0.428571428571429,"mother-random-juvenile","mother","daughter",2016,"41C1-758"
"29B2","758",0.407407407407407,"mother-daughter","mother","daughter",2016,"29B2-758"
"377E","F44A",0.416666666666667,"mother-random-juvenile","mother","daughter",2017,"377E-F44A"
"377E","A539",0.361111111111111,"mother-random-juvenile","mother","daughter",2017,"377E-A539"
"377E","2F8D",0.435897435897436,"mother-random-juvenile","mother","daughter",2017,"2F8D-377E"
"377E","44BD",0.457142857142857,"mother-random-juvenile","mother","daughter",2017,"377E-44BD"
"377E","DCCF",0.435897435897436,"mother-daughter","mother","daughter",2017,"377E-DCCF"
"377E","9FB7",0.371428571428571,"mother-random-juvenile","mother","daughter",2017,"377E-9FB7"
"377E","ACF4",0.348837209302326,"mother-random-juvenile","mother","daughter",2017,"377E-ACF4"
"377E","D629",0.411764705882353,"mother-random-juvenile","mother","daughter",2017,"377E-D629"
"377E","C5F2",0.325,"mother-random-juvenile","mother","daughter",2017,"377E-C5F2"
"24E9","F44A",0.25,"mother-random-juvenile","mother","daughter",2017,"24E9-F44A"
"24E9","A539",0.333333333333333,"mother-random-juvenile","mother","daughter",2017,"24E9-A539"
"24E9","2F8D",0.41025641025641,"mother-random-juvenile","mother","daughter",2017,"24E9-2F8D"
"24E9","44BD",0.388888888888889,"mother-daughter","mother","daughter",2017,"24E9-44BD"
"24E9","DCCF",0.341463414634146,"mother-random-juvenile","mother","daughter",2017,"24E9-DCCF"
"24E9","9FB7",0.342857142857143,"mother-random-juvenile","mother","daughter",2017,"24E9-9FB7"
"24E9","ACF4",0.325581395348837,"mother-random-juvenile","mother","daughter",2017,"24E9-ACF4"
"24E9","D629",0.342857142857143,"mother-random-juvenile","mother","daughter",2017,"24E9-D629"
"24E9","C5F2",0.333333333333333,"mother-random-juvenile","mother","daughter",2017,"24E9-C5F2"
"4FE4","F44A",0.4,"mother-daughter","mother","daughter",2017,"4FE4-F44A"
"4FE4","A539",0.285714285714286,"mother-random-juvenile","mother","daughter",2017,"4FE4-A539"
"4FE4","2F8D",0.418604651162791,"mother-random-juvenile","mother","daughter",2017,"2F8D-4FE4"
"4FE4","44BD",0.365853658536585,"mother-random-juvenile","mother","daughter",2017,"44BD-4FE4"
"4FE4","DCCF",0.355555555555556,"mother-random-juvenile","mother","daughter",2017,"4FE4-DCCF"
"4FE4","9FB7",0.358974358974359,"mother-random-juvenile","mother","daughter",2017,"4FE4-9FB7"
"4FE4","ACF4",0.369565217391304,"mother-random-juvenile","mother","daughter",2017,"4FE4-ACF4"
"4FE4","D629",0.325,"mother-random-juvenile","mother","daughter",2017,"4FE4-D629"
"4FE4","C5F2",0.414634146341463,"mother-random-juvenile","mother","daughter",2017,"4FE4-C5F2"
"41C1","F44A",0.243243243243243,"mother-random-juvenile","mother","daughter",2017,"41C1-F44A"
"41C1","A539",0.375,"mother-random-juvenile","mother","daughter",2017,"41C1-A539"
"41C1","2F8D",0.307692307692308,"mother-random-juvenile","mother","daughter",2017,"2F8D-41C1"
"41C1","44BD",0.4375,"mother-random-juvenile","mother","daughter",2017,"41C1-44BD"
"41C1","DCCF",0.307692307692308,"mother-random-juvenile","mother","daughter",2017,"41C1-DCCF"
"41C1","9FB7",0.482758620689655,"mother-daughter","mother","daughter",2017,"41C1-9FB7"
"41C1","ACF4",0.325,"mother-random-juvenile","mother","daughter",2017,"41C1-ACF4"
"41C1","D629",0.482758620689655,"mother-random-juvenile","mother","daughter",2017,"41C1-D629"
"41C1","C5F2",0.297297297297297,"mother-random-juvenile","mother","daughter",2017,"41C1-C5F2"
"879F","F44A",0.297297297297297,"mother-random-juvenile","mother","daughter",2017,"879F-F44A"
"879F","A539",0.314285714285714,"mother-random-juvenile","mother","daughter",2017,"879F-A539"
"879F","2F8D",0.325,"mother-daughter","mother","daughter",2017,"2F8D-879F"
"879F","44BD",0.333333333333333,"mother-random-juvenile","mother","daughter",2017,"44BD-879F"
"879F","DCCF",0.292682926829268,"mother-random-juvenile","mother","daughter",2017,"879F-DCCF"
"879F","9FB7",0.40625,"mother-random-juvenile","mother","daughter",2017,"879F-9FB7"
"879F","ACF4",0.25,"mother-random-juvenile","mother","daughter",2017,"879F-ACF4"
"879F","D629",0.25,"mother-random-juvenile","mother","daughter",2017,"879F-D629"
"879F","C5F2",0.282051282051282,"mother-random-juvenile","mother","daughter",2017,"879F-C5F2"
"663E","F44A",0.295454545454545,"mother-random-juvenile","mother","daughter",2017,"663E-F44A"
"663E","A539",0.571428571428571,"mother-daughter","mother","daughter",2017,"663E-A539"
"663E","2F8D",0.51219512195122,"mother-random-juvenile","mother","daughter",2017,"2F8D-663E"
"663E","44BD",0.425,"mother-random-juvenile","mother","daughter",2017,"44BD-663E"
"663E","DCCF",0.476190476190476,"mother-random-juvenile","mother","daughter",2017,"663E-DCCF"
"663E","9FB7",0.384615384615385,"mother-random-juvenile","mother","daughter",2017,"663E-9FB7"
"663E","ACF4",0.6,"mother-random-juvenile","mother","daughter",2017,"663E-ACF4"
"663E","D629",0.384615384615385,"mother-random-juvenile","mother","daughter",2017,"663E-D629"
"663E","C5F2",0.439024390243902,"mother-random-juvenile","mother","daughter",2017,"663E-C5F2"
"256A","F44A",0.0625,"mother-random-juvenile","mother","daughter",2017,"256A-F44A"
"256A","A539",0.103448275862069,"mother-random-juvenile","mother","daughter",2017,"256A-A539"
"256A","2F8D",0.114285714285714,"mother-random-juvenile","mother","daughter",2017,"256A-2F8D"
"256A","44BD",0.133333333333333,"mother-random-juvenile","mother","daughter",2017,"256A-44BD"
"256A","DCCF",0.0833333333333333,"mother-random-juvenile","mother","daughter",2017,"256A-DCCF"
"256A","9FB7",0.148148148148148,"mother-random-juvenile","mother","daughter",2017,"256A-9FB7"
"256A","ACF4",0.108108108108108,"mother-random-juvenile","mother","daughter",2017,"256A-ACF4"
"256A","D629",0.107142857142857,"mother-random-juvenile","mother","daughter",2017,"256A-D629"
"256A","C5F2",0.0909090909090909,"mother-random-juvenile","mother","daughter",2017,"256A-C5F2"
"0758","F44A",0.5,"mother-random-juvenile","mother","daughter",2017,"0758-F44A"
"0758","A539",0.523809523809524,"mother-random-juvenile","mother","daughter",2017,"0758-A539"
"0758","2F8D",0.69047619047619,"mother-random-juvenile","mother","daughter",2017,"0758-2F8D"
"0758","44BD",0.571428571428571,"mother-random-juvenile","mother","daughter",2017,"0758-44BD"
"0758","DCCF",0.775,"mother-random-juvenile","mother","daughter",2017,"0758-DCCF"
"0758","9FB7",0.465116279069767,"mother-random-juvenile","mother","daughter",2017,"0758-9FB7"
"0758","ACF4",0.780487804878049,"mother-random-juvenile","mother","daughter",2017,"0758-ACF4"
"0758","D629",0.465116279069767,"mother-random-juvenile","mother","daughter",2017,"0758-D629"
"0758","C5F2",0.658536585365854,"mother-daughter","mother","daughter",2017,"0758-C5F2"
"F44A","F377",0.5,"mother-random-juvenile","daughter","mother",2017,"F377-F44A"
"F44A","29B2",0.275,"mother-random-juvenile","daughter","mother",2017,"29B2-F44A"
"A539","F377",0.794117647058823,"mother-random-juvenile","daughter","mother",2017,"A539-F377"
"A539","29B2",0.256410256410256,"mother-random-juvenile","daughter","mother",2017,"29B2-A539"
"2F8D","F377",0.7,"mother-random-juvenile","daughter","mother",2017,"2F8D-F377"
"2F8D","29B2",0.365853658536585,"mother-random-juvenile","daughter","mother",2017,"29B2-2F8D"
"44BD","F377",0.615384615384615,"mother-random-juvenile","daughter","mother",2017,"44BD-F377"
"44BD","29B2",0.378378378378378,"mother-random-juvenile","daughter","mother",2017,"29B2-44BD"
"DCCF","F377",0.581395348837209,"mother-random-juvenile","daughter","mother",2017,"DCCF-F377"
"DCCF","29B2",0.473684210526316,"mother-random-juvenile","daughter","mother",2017,"29B2-DCCF"
"9FB7","F377",0.621621621621622,"mother-random-juvenile","daughter","mother",2017,"9FB7-F377"
"9FB7","29B2",0.333333333333333,"mother-random-juvenile","daughter","mother",2017,"29B2-9FB7"
"F377","ACF4",0.707317073170732,"mother-daughter","mother","daughter",2017,"ACF4-F377"
"F377","D629",0.5,"mother-random-juvenile","mother","daughter",2017,"D629-F377"
"F377","C5F2",0.511627906976744,"mother-random-juvenile","mother","daughter",2017,"C5F2-F377"
"ACF4","29B2",0.380952380952381,"mother-random-juvenile","daughter","mother",2017,"29B2-ACF4"
"D629","29B2",0.297297297297297,"mother-daughter","daughter","mother",2017,"29B2-D629"
"C5F2","29B2",0.394736842105263,"mother-random-juvenile","daughter","mother",2017,"29B2-C5F2"
"076C","AA3C",0.3,"mother-random-juvenile","mother","daughter",2018,"076C-AA3C"
"076C","204F",0.25,"mother-random-juvenile","mother","daughter",2018,"076C-204F"
"076C","9407",0.428571428571429,"mother-daughter","mother","daughter",2018,"076C-9407"
"076C","80F1",0.111111111111111,"mother-random-juvenile","mother","daughter",2018,"076C-80F1"
"076C","CB2B",0.0833333333333333,"mother-random-juvenile","mother","daughter",2018,"076C-CB2B"
"076C","898A",0.25,"mother-random-juvenile","mother","daughter",2018,"076C-898A"
"076C","5939",0.285714285714286,"mother-random-juvenile","mother","daughter",2018,"076C-5939"
"F377","AA3C",0.555555555555556,"mother-random-juvenile","mother","daughter",2018,"AA3C-F377"
"F377","204F",0.375,"mother-daughter","mother","daughter",2018,"204F-F377"
"F377","9407",0.375,"mother-random-juvenile","mother","daughter",2018,"9407-F377"
"F377","80F1",0.222222222222222,"mother-random-juvenile","mother","daughter",2018,"80F1-F377"
"F377","CB2B",0.272727272727273,"mother-random-juvenile","mother","daughter",2018,"CB2B-F377"
"F377","898A",0.1,"mother-random-juvenile","mother","daughter",2018,"898A-F377"
"F377","5939",0.428571428571429,"mother-random-juvenile","mother","daughter",2018,"5939-F377"
"AA3C","39ED",0.375,"mother-random-juvenile","daughter","mother",2018,"39ED-AA3C"
"AA3C","BF04",0.25,"mother-random-juvenile","daughter","mother",2018,"AA3C-BF04"
"AA3C","7C6F",0.444444444444444,"mother-random-juvenile","daughter","mother",2018,"7C6F-AA3C"
"AA3C","377E",0.222222222222222,"mother-random-juvenile","daughter","mother",2018,"377E-AA3C"
"AA3C","D629",0.272727272727273,"mother-random-juvenile","daughter","mother",2018,"AA3C-D629"
"AA3C","AC35",0.25,"mother-daughter","daughter","mother",2018,"AA3C-AC35"
"AA3C","41C1",0.333333333333333,"mother-random-juvenile","daughter","mother",2018,"41C1-AA3C"
"AA3C","C5F2",0.2,"mother-random-juvenile","daughter","mother",2018,"AA3C-C5F2"
"204F","7C6F",0.111111111111111,"mother-random-juvenile","daughter","mother",2018,"204F-7C6F"
"204F","377E",0.142857142857143,"mother-random-juvenile","daughter","mother",2018,"204F-377E"
"204F","D629",0.222222222222222,"mother-random-juvenile","daughter","mother",2018,"204F-D629"
"204F","41C1",0.125,"mother-random-juvenile","daughter","mother",2018,"204F-41C1"
"9407","39ED",0.6,"mother-random-juvenile","daughter","mother",2018,"39ED-9407"
"9407","BF04",0.4,"mother-random-juvenile","daughter","mother",2018,"9407-BF04"
"9407","7C6F",0.428571428571429,"mother-random-juvenile","daughter","mother",2018,"7C6F-9407"
"9407","377E",0.333333333333333,"mother-random-juvenile","daughter","mother",2018,"377E-9407"
"9407","D629",0.222222222222222,"mother-random-juvenile","daughter","mother",2018,"9407-D629"
"9407","AC35",0.166666666666667,"mother-random-juvenile","daughter","mother",2018,"9407-AC35"
"9407","41C1",0.125,"mother-random-juvenile","daughter","mother",2018,"41C1-9407"
"9407","C5F2",0.285714285714286,"mother-random-juvenile","daughter","mother",2018,"9407-C5F2"
"39ED","80F1",0.333333333333333,"mother-daughter","mother","daughter",2018,"39ED-80F1"
"39ED","CB2B",0.222222222222222,"mother-random-juvenile","mother","daughter",2018,"39ED-CB2B"
"39ED","898A",0.142857142857143,"mother-random-juvenile","mother","daughter",2018,"39ED-898A"
"39ED","5939",0.4,"mother-random-juvenile","mother","daughter",2018,"39ED-5939"
"BF04","80F1",0.166666666666667,"mother-random-juvenile","mother","daughter",2018,"80F1-BF04"
"BF04","CB2B",0.25,"mother-random-juvenile","mother","daughter",2018,"BF04-CB2B"
"BF04","898A",0.166666666666667,"mother-daughter","mother","daughter",2018,"898A-BF04"
"BF04","5939",0.2,"mother-random-juvenile","mother","daughter",2018,"5939-BF04"
"7C6F","80F1",0.428571428571429,"mother-random-juvenile","mother","daughter",2018,"7C6F-80F1"
"7C6F","CB2B",0.3,"mother-daughter","mother","daughter",2018,"7C6F-CB2B"
"7C6F","898A",0.25,"mother-random-juvenile","mother","daughter",2018,"7C6F-898A"
"7C6F","5939",0.285714285714286,"mother-random-juvenile","mother","daughter",2018,"5939-7C6F"
"80F1","377E",0.142857142857143,"mother-random-juvenile","daughter","mother",2018,"377E-80F1"
"80F1","D629",0.222222222222222,"mother-random-juvenile","daughter","mother",2018,"80F1-D629"
"80F1","41C1",0.125,"mother-random-juvenile","daughter","mother",2018,"41C1-80F1"
"80F1","C5F2",0.285714285714286,"mother-random-juvenile","daughter","mother",2018,"80F1-C5F2"
"CB2B","377E",0.1,"mother-random-juvenile","daughter","mother",2018,"377E-CB2B"
"CB2B","D629",0.272727272727273,"mother-random-juvenile","daughter","mother",2018,"CB2B-D629"
"CB2B","AC35",0.25,"mother-random-juvenile","daughter","mother",2018,"AC35-CB2B"
"CB2B","41C1",0.5,"mother-random-juvenile","daughter","mother",2018,"41C1-CB2B"
"CB2B","C5F2",0.2,"mother-random-juvenile","daughter","mother",2018,"C5F2-CB2B"
"377E","898A",0.142857142857143,"mother-random-juvenile","mother","daughter",2018,"377E-898A"
"377E","5939",0.4,"mother-daughter","mother","daughter",2018,"377E-5939"
"D629","898A",0.375,"mother-random-juvenile","mother","daughter",2018,"898A-D629"
"D629","5939",0.428571428571429,"mother-random-juvenile","mother","daughter",2018,"5939-D629"
"AC35","898A",0.166666666666667,"mother-random-juvenile","mother","daughter",2018,"898A-AC35"
"AC35","5939",0.2,"mother-random-juvenile","mother","daughter",2018,"5939-AC35"
"41C1","898A",0.125,"mother-random-juvenile","mother","daughter",2018,"41C1-898A"
"41C1","5939",0.333333333333333,"mother-random-juvenile","mother","daughter",2018,"41C1-5939"
"C5F2","898A",0.285714285714286,"mother-random-juvenile","mother","daughter",2018,"898A-C5F2"
"C5F2","5939",0.6,"mother-random-juvenile","mother","daughter",2018,"5939-C5F2"
"377E","5909",0.434782608695652,"mother-random-juvenile","mother","daughter",2019,"377E-5909"
"377E","B8A2",0.666666666666667,"mother-daughter","mother","daughter",2019,"377E-B8A2"
"377E","1958",0.44,"mother-random-juvenile","mother","daughter",2019,"1958-377E"
"377E","A24D",0.444444444444444,"mother-random-juvenile","mother","daughter",2019,"377E-A24D"
"377E","2D31",0.67741935483871,"mother-random-juvenile","mother","daughter",2019,"2D31-377E"
"377E","B1E3",0.75,"mother-random-juvenile","mother","daughter",2019,"377E-B1E3"
"41C1","5909",0.363636363636364,"mother-random-juvenile","mother","daughter",2019,"41C1-5909"
"41C1","B8A2",0.566666666666667,"mother-random-juvenile","mother","daughter",2019,"41C1-B8A2"
"41C1","1958",0.32,"mother-random-juvenile","mother","daughter",2019,"1958-41C1"
"41C1","A24D",0.441860465116279,"mother-daughter","mother","daughter",2019,"41C1-A24D"
"41C1","2D31",0.484848484848485,"mother-random-juvenile","mother","daughter",2019,"2D31-41C1"
"41C1","B1E3",0.56,"mother-random-juvenile","mother","daughter",2019,"41C1-B1E3"
"D14D","5909",0.421052631578947,"mother-daughter","mother","daughter",2019,"5909-D14D"
"D14D","B8A2",0.466666666666667,"mother-random-juvenile","mother","daughter",2019,"B8A2-D14D"
"D14D","1958",0.363636363636364,"mother-random-juvenile","mother","daughter",2019,"1958-D14D"
"D14D","A24D",0.311111111111111,"mother-random-juvenile","mother","daughter",2019,"A24D-D14D"
"D14D","2D31",0.4375,"mother-random-juvenile","mother","daughter",2019,"2D31-D14D"
"D14D","B1E3",0.5,"mother-random-juvenile","mother","daughter",2019,"B1E3-D14D"
"0758","5909",0.5,"mother-random-juvenile","mother","daughter",2019,"0758-5909"
"0758","B8A2",0.612903225806452,"mother-random-juvenile","mother","daughter",2019,"0758-B8A2"
"0758","1958",0.5,"mother-daughter","mother","daughter",2019,"0758-1958"
"0758","A24D",0.444444444444444,"mother-random-juvenile","mother","daughter",2019,"0758-A24D"
"0758","2D31",0.733333333333333,"mother-random-juvenile","mother","daughter",2019,"0758-2D31"
"0758","B1E3",0.68,"mother-random-juvenile","mother","daughter",2019,"0758-B1E3"
"F44A","5909",0.357142857142857,"mother-random-juvenile","mother","daughter",2019,"5909-F44A"
"F44A","B8A2",0.666666666666667,"mother-random-juvenile","mother","daughter",2019,"B8A2-F44A"
"F44A","1958",0.464285714285714,"mother-random-juvenile","mother","daughter",2019,"1958-F44A"
"F44A","A24D",0.48936170212766,"mother-random-juvenile","mother","daughter",2019,"A24D-F44A"
"F44A","2D31",0.838709677419355,"mother-daughter","mother","daughter",2019,"2D31-F44A"
"F44A","B1E3",0.46875,"mother-random-juvenile","mother","daughter",2019,"B1E3-F44A"
"F377","5909",0.32,"mother-random-juvenile","mother","daughter",2019,"5909-F377"
"F377","B8A2",0.5625,"mother-random-juvenile","mother","daughter",2019,"B8A2-F377"
"F377","1958",0.333333333333333,"mother-random-juvenile","mother","daughter",2019,"1958-F377"
"F377","A24D",0.444444444444444,"mother-random-juvenile","mother","daughter",2019,"A24D-F377"
"F377","2D31",0.575757575757576,"mother-random-juvenile","mother","daughter",2019,"2D31-F377"
"F377","B1E3",0.5,"mother-daughter","mother","daughter",2019,"B1E3-F377"
"1731","0387",0.615384615384615,"mother-random-juvenile","mother","daughter",2020,"0387-1731"
"1731","A312",0.142857142857143,"mother-random-juvenile","mother","daughter",2020,"1731-A312"
"1731","82C7",0.785714285714286,"mother-random-juvenile","mother","daughter",2020,"1731-82C7"
"1731","D3E1",0.5625,"mother-random-juvenile","mother","daughter",2020,"1731-D3E1"
"1731","C809",0.444444444444444,"mother-random-juvenile","mother","daughter",2020,"1731-C809"
"1731","3CC1",0.6875,"mother-random-juvenile","mother","daughter",2020,"1731-3CC1"
"1731","3C0F",0.294117647058824,"mother-random-juvenile","mother","daughter",2020,"1731-3C0F"
"1731","AC37",0.130434782608696,"mother-random-juvenile","mother","daughter",2020,"1731-AC37"
"1731","9A5D",0.375,"mother-random-juvenile","mother","daughter",2020,"1731-9A5D"
"1731","418B",0.315789473684211,"mother-random-juvenile","mother","daughter",2020,"1731-418B"
"1731","8787",0.15,"mother-random-juvenile","mother","daughter",2020,"1731-8787"
"1731","D4DC",0.6,"mother-daughter","mother","daughter",2020,"1731-D4DC"
"AC35","0387",0.1,"mother-random-juvenile","mother","daughter",2020,"0387-AC35"
"AC35","A312",0.2,"mother-random-juvenile","mother","daughter",2020,"A312-AC35"
"AC35","82C7",0.153846153846154,"mother-random-juvenile","mother","daughter",2020,"82C7-AC35"
"AC35","D3E1",0.25,"mother-daughter","mother","daughter",2020,"AC35-D3E1"
"AC35","C809",0.142857142857143,"mother-random-juvenile","mother","daughter",2020,"AC35-C809"
"AC35","3CC1",0.133333333333333,"mother-random-juvenile","mother","daughter",2020,"3CC1-AC35"
"AC35","3C0F",0.0909090909090909,"mother-random-juvenile","mother","daughter",2020,"3C0F-AC35"
"BF04","0387",0.25,"mother-random-juvenile","mother","daughter",2020,"0387-BF04"
"BF04","A312",0.666666666666667,"mother-random-juvenile","mother","daughter",2020,"A312-BF04"
"BF04","82C7",0.166666666666667,"mother-random-juvenile","mother","daughter",2020,"82C7-BF04"
"BF04","D3E1",0.166666666666667,"mother-random-juvenile","mother","daughter",2020,"BF04-D3E1"
"BF04","C809",0.0714285714285714,"mother-random-juvenile","mother","daughter",2020,"BF04-C809"
"BF04","3CC1",0.142857142857143,"mother-random-juvenile","mother","daughter",2020,"3CC1-BF04"
"41C1","0387",0.25,"mother-random-juvenile","mother","daughter",2020,"0387-41C1"
"41C1","A312",0.25,"mother-random-juvenile","mother","daughter",2020,"41C1-A312"
"41C1","82C7",0.166666666666667,"mother-random-juvenile","mother","daughter",2020,"41C1-82C7"
"41C1","D3E1",0.0769230769230769,"mother-random-juvenile","mother","daughter",2020,"41C1-D3E1"
"41C1","C809",0.153846153846154,"mother-random-juvenile","mother","daughter",2020,"41C1-C809"
"41C1","3CC1",0.142857142857143,"mother-random-juvenile","mother","daughter",2020,"3CC1-41C1"
"41C1","9A5D",0.1,"mother-random-juvenile","mother","daughter",2020,"41C1-9A5D"
