"","4ECA","39ED","AC35","41C1","22B0","076C","879F","F44A","44BD","DCCF","C5F2","15BF","AA3C","CB2B","5939","0255","B8A2","A24D","2D31","0387","C809","3CC1","418B","AC37","F429","A42D","0145","0734","34C9","494F","8BE4","9A80","8C52","922C","B0C8","0F3D","0636","12D7","EB80","F4D9","DFAD","B484","0CE1","04DB","04D3","0B04","09B4","10B4","0739","F1D5","0122","0482","10B6","104E","0BA0","0DE4","062C","088C","29B2","663E","80F1","0A62","8B80","054D","BF04","D629","EE51","CC06"
"8BE4",0.346153846153846,0.0869565217391304,0.291666666666667,0.185185185185185,0.027027027027027,0.0882352941176471,0.0232558139534884,0.0512820512820513,0.0952380952380952,0.36,0.217391304347826,0.05,0.428571428571429,0.0869565217391304,0.142857142857143,0.0454545454545455,0.0769230769230769,0.192307692307692,0.0333333333333333,0,0.21875,0.2,0,0.0540540540540541,0.0454545454545455,0.52,0.230769230769231,0.0476190476190476,0.114285714285714,0.0714285714285714,0,0.0285714285714286,0.0882352941176471,0.05,0.19047619047619,0.0303030303030303,0.185185185185185,0.05,0.037037037037037,0.0476190476190476,0,0.048780487804878,0.0697674418604651,0.0540540540540541,0.0975609756097561,0.0689655172413793,0.0256410256410256,0.0263157894736842,0.1,0.173913043478261,0.576923076923077,0.0869565217391304,0.25,0.222222222222222,0.333333333333333,0.0909090909090909,0.1,0.296296296296296,0.12,0.08,0,0.347826086956522,0,0.136363636363636,0,0,0.04,0.0909090909090909
"9A80",0,0.05,0,0,0.259259259259259,0.375,0.25,0.48,0,0,0,0,0,0,0,0,0.0434782608695652,0,0.421052631578947,0.222222222222222,0,0,0.333333333333333,0.206896551724138,0,0,0,0,0.458333333333333,0.464285714285714,0.0285714285714286,0,0.1,0.407407407407407,0,0.304347826086957,0,0,0,0,0.210526315789474,0.344827586206897,0.235294117647059,0.458333333333333,0.366666666666667,0.173913043478261,0.44,0.521739130434783,0,0,0,0,0,0,0,0,0,0,0,0.15,0,0,0.31578947368421,0,0,0,0,0
"8C52",0.103448275862069,0,0,0,0.346153846153846,0.172413793103448,0.171428571428571,0.310344827586207,0,0.0333333333333333,0,0,0,0.0476190476190476,0,0,0.0869565217391304,0,0.12,0.210526315789474,0.0909090909090909,0,0.37037037037037,0.2,0,0,0,0,0.285714285714286,0.354838709677419,0.0882352941176471,0.1,0,0.258064516129032,0,0.291666666666667,0,0,0,0,0.0909090909090909,0.25,0.303030303030303,0.2,0.4,0.333333333333333,0.275862068965517,0.285714285714286,0,0.0434782608695652,0.117647058823529,0,0.1,0,0.0357142857142857,0,0,0.032258064516129,0,0.142857142857143,0,0,0.0833333333333333,0,0,0,0,0
"922C",0.0882352941176471,0.0384615384615385,0,0,0.176470588235294,0.3,0.210526315789474,0.72,0,0.0588235294117647,0,0,0,0,0,0.0416666666666667,0.0344827586206897,0,0.32,0.166666666666667,0.0789473684210526,0,0.5,0.366666666666667,0,0,0,0,0.413793103448276,0.46875,0.05,0.407407407407407,0.258064516129032,0,0,0.2,0,0,0,0,0.208333333333333,0.5,0.297297297297297,0.464285714285714,0.46875,0.269230769230769,0.3125,0.464285714285714,0,0,0.048780487804878,0,0,0,0,0,0,0,0,0.115384615384615,0,0,0.24,0,0,0,0,0
"B0C8",0.176470588235294,0.111111111111111,0.230769230769231,0.0625,0,0.0476190476190476,0.0357142857142857,0,0.333333333333333,0.1875,0.3,0.2,0.19047619047619,0.25,0.0625,0.142857142857143,0.0833333333333333,0.0666666666666667,0,0,0.0434782608695652,0.285714285714286,0,0,0.142857142857143,0.15,0.214285714285714,0.166666666666667,0.0434782608695652,0,0.19047619047619,0,0,0,0,0.0555555555555556,0.0625,0.2,0.0833333333333333,0.166666666666667,0,0,0,0,0,0,0,0,0.166666666666667,0.2,0.238095238095238,0.111111111111111,0.428571428571429,0.384615384615385,0.307692307692308,0.285714285714286,0.4,0.0526315789473684,0.0833333333333333,0,0.2,0.142857142857143,0,0,0,0,0,0
"0F3D",0.0357142857142857,0.0555555555555556,0.0416666666666667,0.04,0.230769230769231,0.24,0.1875,0.296296296296296,0.0625,0.037037037037037,0.0476190476190476,0.0714285714285714,0.0303030303030303,0.0555555555555556,0.04,0.0625,0.1,0.0416666666666667,0.19047619047619,0.176470588235294,0.03125,0.0588235294117647,0.307692307692308,0.178571428571429,0.0625,0.032258064516129,0.04,0.0666666666666667,0.32,0.392857142857143,0.0303030303030303,0.304347826086957,0.291666666666667,0.2,0.0555555555555556,0,0.04,0.0714285714285714,0.0476190476190476,0.0666666666666667,0.105263157894737,0.233333333333333,0.290322580645161,0.32,0.3,0.136363636363636,0.36,0.375,0.0666666666666667,0.05,0.0294117647058824,0.0555555555555556,0.0555555555555556,0.0384615384615385,0.04,0.0588235294117647,0.0666666666666667,0.0357142857142857,0,0.166666666666667,0,0,0.277777777777778,0,0,0,0,0
"0636",0.125,0.0625,0.277777777777778,0.714285714285714,0,0.0357142857142857,0,0,0.153846153846154,0.130434782608696,0.176470588235294,0.0833333333333333,0.230769230769231,0.0625,0.5,0.0714285714285714,0.0526315789473684,0.642857142857143,0,0,0.192307692307692,0.142857142857143,0,0,0.0714285714285714,0.363636363636364,0.2,0.0769230769230769,0,0,0.185185185185185,0,0,0,0.0625,0.04,0,0.0833333333333333,0.538461538461538,0.0769230769230769,0,0,0,0,0,0,0,0,0.166666666666667,0.357142857142857,0.178571428571429,0.0625,0.0625,0.136363636363636,0.2,0.0666666666666667,0.0769230769230769,0.125,0.0526315789473684,0.1875,0,0.210526315789474,0,0.133333333333333,0,0,0.384615384615385,0.142857142857143
"12D7",0.0666666666666667,0.2,0.0909090909090909,0.0833333333333333,0,0.0588235294117647,0,0,0.333333333333333,0.0714285714285714,0.125,1,0.05,0.2,0.0833333333333333,0.333333333333333,0.125,0.0909090909090909,0,0,0.0526315789473684,0.25,0,0,0.333333333333333,0.0555555555555556,0.0833333333333333,0.5,0,0,0.05,0,0,0,0.2,0.0714285714285714,0.0833333333333333,0,0.125,0.5,0,0,0,0,0,0,0,0,0.5,0.142857142857143,0.0476190476190476,0.2,0.2,0.0769230769230769,0.0833333333333333,0.25,0.5,0.0666666666666667,0,0,0,0,0,0,0,0,0,0
"EB80",0.0952380952380952,0.0833333333333333,0.0555555555555556,0.428571428571429,0.04,0.0416666666666667,0.032258064516129,0,0.222222222222222,0.157894736842105,0.230769230769231,0.125,0.12,0.0833333333333333,0.538461538461538,0.1,0.142857142857143,0.357142857142857,0,0.0769230769230769,0.173913043478261,0.0909090909090909,0,0,0.1,0.130434782608696,0.176470588235294,0.111111111111111,0,0,0.037037037037037,0,0,0,0.0833333333333333,0.0476190476190476,0.538461538461538,0.125,0,0.111111111111111,0,0,0.0303030303030303,0,0,0,0,0,0.111111111111111,0.363636363636364,0.0357142857142857,0.0833333333333333,0.0833333333333333,0.166666666666667,0.0526315789473684,0.2,0.111111111111111,0.0952380952380952,0,0,0,0,0,0.0833333333333333,0,0.111111111111111,0.4,0
"F4D9",0.0625,0.166666666666667,0.0833333333333333,0.0769230769230769,0,0.0555555555555556,0,0,0.25,0.0666666666666667,0.111111111111111,0.5,0.0476190476190476,0.166666666666667,0.0769230769230769,0.25,0.111111111111111,0.0833333333333333,0,0,0.05,0.2,0,0,0.666666666666667,0.0526315789473684,0.0769230769230769,1,0,0,0.0476190476190476,0,0,0,0.166666666666667,0.0666666666666667,0.0769230769230769,0.5,0.111111111111111,0,0,0,0,0,0,0,0,0,0.333333333333333,0.125,0.0454545454545455,0.166666666666667,0.166666666666667,0.0714285714285714,0.0769230769230769,0.2,0.333333333333333,0.0625,0.111111111111111,0,0,0,0,0.166666666666667,0.5,0,0,0
"DFAD",0.0476190476190476,0,0,0,0.136363636363636,0.142857142857143,0.24,0.217391304347826,0,0.05,0,0,0,0,0.0555555555555556,0,0.0714285714285714,0,0.2,0.181818181818182,0.04,0,0.08,0.130434782608696,0,0,0,0,0.181818181818182,0.103448275862069,0,0.210526315789474,0.0909090909090909,0.208333333333333,0,0.105263157894737,0,0,0,0,0,0.153846153846154,0.1,0.181818181818182,0.103448275862069,0.125,0.173913043478261,0.181818181818182,0,0,0,0,0,0.0526315789473684,0,0,0,0,0.0714285714285714,0.0769230769230769,0,0,0.0666666666666667,0,0,0,0,0
"B484",0.117647058823529,0.037037037037037,0,0,0.138888888888889,0.25,0.205128205128205,0.517241379310345,0,0.0571428571428571,0,0,0,0,0,0.0833333333333333,0.0333333333333333,0,0.259259259259259,0.0740740740740741,0.135135135135135,0,0.433333333333333,0.555555555555556,0,0,0,0,0.4,0.548387096774194,0.048780487804878,0.344827586206897,0.25,0.5,0,0.233333333333333,0,0,0,0,0.153846153846154,0,0.324324324324324,0.555555555555556,0.548387096774194,0.259259259259259,0.482758620689655,0.4,0,0,0.0476190476190476,0,0,0,0,0,0,0,0,0.0344827586206897,0,0,0.28,0,0,0,0,0
"0CE1",0.0512820512820513,0.0689655172413793,0.0277777777777778,0,0.419354838709677,0.264705882352941,0.470588235294118,0.305555555555556,0,0.111111111111111,0.0303030303030303,0,0.0222222222222222,0,0.0555555555555556,0,0.133333333333333,0.0277777777777778,0.233333333333333,0.185185185185185,0.125,0,0.314285714285714,0.323529411764706,0,0.0232558139534884,0.0555555555555556,0,0.285714285714286,0.378378378378378,0.0697674418604651,0.235294117647059,0.303030303030303,0.297297297297297,0,0.290322580645161,0,0,0.0303030303030303,0,0.1,0.324324324324324,0,0.323529411764706,0.378378378378378,0.233333333333333,0.4375,0.323529411764706,0,0,0.0444444444444444,0,0,0.0263157894736842,0,0.0714285714285714,0,0.0789473684210526,0,0.1,0,0.0277777777777778,0.129032258064516,0,0,0.037037037037037,0,0
"04DB",0.0303030303030303,0.0434782608695652,0,0,0.233333333333333,0.285714285714286,0.162162162162162,0.428571428571429,0,0.03125,0,0,0,0.0434782608695652,0,0.0476190476190476,0.0384615384615385,0,0.363636363636364,0.136363636363636,0.0555555555555556,0,0.392857142857143,0.357142857142857,0,0,0,0,0.52,0.517241379310345,0.0540540540540541,0.458333333333333,0.2,0.464285714285714,0,0.32,0,0,0,0,0.181818181818182,0.555555555555556,0.323529411764706,0,0.517241379310345,0.2,0.56,0.652173913043478,0,0,0.0256410256410256,0,0.0434782608695652,0,0,0,0,0,0,0.0833333333333333,0,0,0.333333333333333,0,0,0,0,0
"04D3",0.111111111111111,0.0714285714285714,0,0,0.264705882352941,0.3125,0.195121951219512,0.533333333333333,0,0.0540540540540541,0,0,0,0.0344827586206897,0,0,0.03125,0,0.241379310344828,0.148148148148148,0.157894736842105,0,0.40625,0.333333333333333,0,0,0,0,0.466666666666667,0.785714285714286,0.0975609756097561,0.366666666666667,0.4,0.46875,0,0.3,0,0,0,0,0.103448275862069,0.548387096774194,0.378378378378378,0.517241379310345,0,0.285714285714286,0.40625,0.517241379310345,0,0.032258064516129,0.0952380952380952,0,0.0714285714285714,0,0.0277777777777778,0,0,0.0256410256410256,0,0.103448275862069,0,0,0.214285714285714,0,0,0,0,0
"0B04",0.130434782608696,0,0,0,0.208333333333333,0.217391304347826,0.206896551724138,0.333333333333333,0,0.0416666666666667,0,0,0,0.0666666666666667,0,0,0.117647058823529,0,0.222222222222222,0.307692307692308,0.2,0,0.192307692307692,0.304347826086957,0,0,0,0,0.153846153846154,0.384615384615385,0.0689655172413793,0.173913043478261,0.333333333333333,0.269230769230769,0,0.136363636363636,0,0,0,0,0.125,0.259259259259259,0.233333333333333,0.2,0.285714285714286,0,0.148148148148148,0.153846153846154,0,0,0.103448275862069,0,0.0666666666666667,0,0,0,0,0,0,0.2,0,0,0.176470588235294,0,0,0,0,0
"09B4",0,0.0416666666666667,0,0,0.407407407407407,0.233333333333333,0.333333333333333,0.366666666666667,0,0,0,0,0,0,0,0.0454545454545455,0.037037037037037,0,0.409090909090909,0.130434782608696,0.0263157894736842,0,0.333333333333333,0.3,0,0,0,0,0.444444444444444,0.451612903225806,0.0256410256410256,0.44,0.275862068965517,0.3125,0,0.36,0,0,0,0,0.173913043478261,0.482758620689655,0.4375,0.56,0.40625,0.148148148148148,0,0.444444444444444,0,0,0,0,0,0,0,0,0,0,0,0.08,0,0,0.318181818181818,0,0,0,0,0
"10B4",0,0.0434782608695652,0,0,0.233333333333333,0.285714285714286,0.162162162162162,0.6,0,0,0,0,0,0,0,0,0.08,0,0.25,0.25,0,0,0.392857142857143,0.1875,0,0,0,0,0.52,0.571428571428571,0.0263157894736842,0.521739130434783,0.285714285714286,0.464285714285714,0,0.375,0,0,0,0,0.181818181818182,0.4,0.323529411764706,0.652173913043478,0.517241379310345,0.153846153846154,0.444444444444444,0,0,0,0,0,0,0,0,0,0,0,0,0.181818181818182,0,0,0.217391304347826,0,0,0,0,0
"0739",0.133333333333333,0.166666666666667,0.181818181818182,0.166666666666667,0,0.0555555555555556,0,0,0.25,0.142857142857143,0.25,0.5,0.0476190476190476,0.166666666666667,0.166666666666667,0.25,0.111111111111111,0.181818181818182,0,0,0.105263157894737,0.5,0,0,0.25,0.111111111111111,0.166666666666667,0.333333333333333,0,0,0.1,0,0,0,0.166666666666667,0.0666666666666667,0.166666666666667,0.5,0.111111111111111,0.333333333333333,0,0,0,0,0,0,0,0,0,0.125,0.0952380952380952,0.166666666666667,0.166666666666667,0.153846153846154,0.166666666666667,0.2,0.333333333333333,0.133333333333333,0,0,0,0.0833333333333333,0,0.166666666666667,0,0,0,0
"F1D5",0.0476190476190476,0.0909090909090909,0.0588235294117647,0.357142857142857,0,0.0434782608695652,0,0,0.111111111111111,0.05,0.0714285714285714,0.142857142857143,0.125,0.0909090909090909,0.357142857142857,0.111111111111111,0.0714285714285714,0.384615384615385,0,0,0.130434782608696,0.1,0,0,0.111111111111111,0.19047619047619,0.0555555555555556,0.125,0.0833333333333333,0,0.173913043478261,0,0.0434782608695652,0,0.2,0.05,0.357142857142857,0.142857142857143,0.363636363636364,0.125,0,0,0,0,0.032258064516129,0,0,0,0.125,0,0.12,0.0909090909090909,0.333333333333333,0.111111111111111,0.1875,0.1,0.125,0.1,0,0,0,0,0,0,0,0,0.444444444444444,0
"0122",0.384615384615385,0.04,0.454545454545455,0.178571428571429,0.0263157894736842,0.0555555555555556,0.0465116279069767,0.05,0.0909090909090909,0.296296296296296,0.208333333333333,0.0476190476190476,0.518518518518518,0.181818181818182,0.0645161290322581,0.0434782608695652,0.115384615384615,0.185185185185185,0,0,0.25,0.19047619047619,0.025,0.0810810810810811,0.0909090909090909,0.444444444444444,0.269230769230769,0.0454545454545455,0.0810810810810811,0.0697674418604651,0.576923076923077,0,0.117647058823529,0.048780487804878,0.238095238095238,0.0294117647058824,0.178571428571429,0.0476190476190476,0.0357142857142857,0.0454545454545455,0,0.0476190476190476,0.0444444444444444,0.0256410256410256,0.0952380952380952,0.103448275862069,0,0,0.0952380952380952,0.12,0,0.130434782608696,0.238095238095238,0.307692307692308,0.434782608695652,0.0869565217391304,0.0952380952380952,0.384615384615385,0.16,0.12,0.0476190476190476,0.523809523809524,0.0344827586206897,0.0833333333333333,0,0,0,0.19047619047619
"0482",0.0526315789473684,0.428571428571429,0.142857142857143,0.214285714285714,0,0.0476190476190476,0,0,0.142857142857143,0.0555555555555556,0.0833333333333333,0.2,0.0869565217391304,0.111111111111111,0.0625,0.142857142857143,0.0833333333333333,0.0666666666666667,0,0,0.0434782608695652,0.125,0,0,0.142857142857143,0.0952380952380952,0.133333333333333,0.166666666666667,0,0,0.0869565217391304,0,0,0,0.111111111111111,0.0555555555555556,0.0625,0.2,0.0833333333333333,0.166666666666667,0,0,0,0,0,0,0,0,0.166666666666667,0.0909090909090909,0.130434782608696,0,0.111111111111111,0.285714285714286,0.307692307692308,0.125,0.166666666666667,0.176470588235294,0,0,0,0.0666666666666667,0,0,0,0,0,0.285714285714286
"10B6",0.111111111111111,0.111111111111111,0.142857142857143,0.0625,0.0454545454545455,0.1,0.0357142857142857,0,0.333333333333333,0.117647058823529,0.181818181818182,0.2,0.0869565217391304,0.25,0.0625,0.142857142857143,0.0833333333333333,0.0666666666666667,0,0,0.0909090909090909,0.285714285714286,0,0.0434782608695652,0.142857142857143,0.0952380952380952,0.133333333333333,0.166666666666667,0.0909090909090909,0.0344827586206897,0.25,0,0.1,0,0.428571428571429,0.0555555555555556,0.0625,0.2,0.0833333333333333,0.166666666666667,0,0,0,0.0434782608695652,0.0714285714285714,0.0666666666666667,0,0,0.166666666666667,0.333333333333333,0.238095238095238,0.111111111111111,0,0.2,0.307692307692308,0.285714285714286,0.4,0.111111111111111,0,0,0,0.0666666666666667,0,0,0,0,0,0
"104E",0.272727272727273,0.125,0.263157894736842,0.136363636363636,0.0689655172413793,0.0344827586206897,0.0882352941176471,0,0.230769230769231,0.35,0.5,0.0769230769230769,0.178571428571429,0.125,0.19047619047619,0.0666666666666667,0.166666666666667,0.0909090909090909,0,0.0555555555555556,0.185185185185185,0.214285714285714,0,0,0.0666666666666667,0.192307692307692,0.470588235294118,0.0714285714285714,0.032258064516129,0,0.222222222222222,0,0,0,0.384615384615385,0.0384615384615385,0.136363636363636,0.0769230769230769,0.166666666666667,0.0714285714285714,0.0526315789473684,0,0.0263157894736842,0,0,0,0,0,0.153846153846154,0.111111111111111,0.307692307692308,0.285714285714286,0.2,0,0.470588235294118,0.214285714285714,0.153846153846154,0.217391304347826,0.166666666666667,0,0.0769230769230769,0.2,0,0.125,0,0.0714285714285714,0,0.133333333333333
"0BA0",0.173913043478261,0.133333333333333,0.352941176470588,0.263157894736842,0,0.0357142857142857,0,0,0.153846153846154,0.181818181818182,0.25,0.0833333333333333,0.230769230769231,0.0625,0.0909090909090909,0.0714285714285714,0.0526315789473684,0.277777777777778,0,0,0.0689655172413793,0.230769230769231,0,0,0.0714285714285714,0.304347826086957,0.333333333333333,0.0769230769230769,0.0689655172413793,0,0.333333333333333,0,0.0357142857142857,0,0.307692307692308,0.04,0.2,0.0833333333333333,0.0526315789473684,0.0769230769230769,0,0,0,0,0.0277777777777778,0,0,0,0.166666666666667,0.1875,0.434782608695652,0.307692307692308,0.307692307692308,0.470588235294118,0,0.142857142857143,0.166666666666667,0.285714285714286,0.0526315789473684,0.117647058823529,0,0.277777777777778,0,0.0625,0,0.0769230769230769,0.0588235294117647,0.333333333333333
"0DE4",0.117647058823529,0.125,0.153846153846154,0.0666666666666667,0.1,0.05,0.0769230769230769,0,0.4,0.285714285714286,0.333333333333333,0.25,0.0909090909090909,0.125,0.230769230769231,0.166666666666667,0.333333333333333,0.0714285714285714,0,0.111111111111111,0.0952380952380952,0.333333333333333,0,0,0.166666666666667,0.1,0.333333333333333,0.2,0,0,0.0909090909090909,0,0,0,0.285714285714286,0.0588235294117647,0.0666666666666667,0.25,0.2,0.2,0,0,0.0714285714285714,0,0,0,0,0,0.2,0.1,0.0869565217391304,0.125,0.285714285714286,0.214285714285714,0.142857142857143,0,0.5,0.1875,0,0,0,0.0714285714285714,0,0,0,0.2,0,0
"062C",0.133333333333333,0.166666666666667,0.181818181818182,0.0769230769230769,0,0.0555555555555556,0,0,0.666666666666667,0.142857142857143,0.25,0.5,0.1,0.166666666666667,0.0769230769230769,0.25,0.111111111111111,0.0833333333333333,0,0,0.05,0.5,0,0,0.25,0.111111111111111,0.166666666666667,0.333333333333333,0,0,0.1,0,0,0,0.4,0.0666666666666667,0.0769230769230769,0.5,0.111111111111111,0.333333333333333,0,0,0,0,0,0,0,0,0.333333333333333,0.125,0.0952380952380952,0.166666666666667,0.4,0.153846153846154,0.166666666666667,0.5,0,0.0625,0,0,0,0.0833333333333333,0,0,0,0,0,0
"088C",0.2,0.0526315789473684,0.368421052631579,0.173913043478261,0.0645161290322581,0.032258064516129,0.0540540540540541,0,0.0588235294117647,0.318181818181818,0.15,0.0666666666666667,0.4,0.111111111111111,0.227272727272727,0.0588235294117647,0.277777777777778,0.181818181818182,0,0.05,0.214285714285714,0.117647058823529,0,0,0.125,0.375,0.285714285714286,0.0625,0.0303030303030303,0,0.296296296296296,0,0.032258064516129,0,0.0526315789473684,0.0357142857142857,0.125,0.0666666666666667,0.0952380952380952,0.0625,0,0,0.0789473684210526,0,0.0256410256410256,0,0,0,0.133333333333333,0.1,0.384615384615385,0.176470588235294,0.111111111111111,0.217391304347826,0.285714285714286,0.1875,0.0625,0,0.15,0.0476190476190476,0,0.3,0,0.0526315789473684,0,0.0625,0,0.1875
"29B2",0.15,0,0.1875,0.0526315789473684,0.04,0,0.0666666666666667,0,0,0.157894736842105,0.0666666666666667,0,0.217391304347826,0.181818181818182,0.111111111111111,0,0.142857142857143,0.0555555555555556,0,0,0.173913043478261,0,0,0,0.222222222222222,0.130434782608696,0.111111111111111,0.111111111111111,0,0,0.12,0,0,0,0.0833333333333333,0,0.0526315789473684,0,0,0.111111111111111,0.0714285714285714,0,0,0,0,0,0,0,0,0,0.16,0,0,0.166666666666667,0.0526315789473684,0,0,0.15,0,0.0714285714285714,0.125,0.266666666666667,0,0.0833333333333333,0.125,0,0,0.0909090909090909
"663E",0,0,0.2,0.117647058823529,0.136363636363636,0.2,0.0689655172413793,0.166666666666667,0,0,0,0,0.125,0,0,0,0.153846153846154,0.125,0.125,0.444444444444444,0.04,0,0.08,0.04,0,0.136363636363636,0.0555555555555556,0,0.130434782608696,0.142857142857143,0.08,0.15,0.142857142857143,0.115384615384615,0,0.166666666666667,0.1875,0,0,0,0.0769230769230769,0.0344827586206897,0.1,0.0833333333333333,0.103448275862069,0.2,0.08,0.181818181818182,0,0,0.12,0,0,0,0.117647058823529,0,0,0.0476190476190476,0.0714285714285714,0,0,0.2,0.0666666666666667,0,0,0,0,0.222222222222222
"80F1",0,0,0.0909090909090909,0,0,0,0.0416666666666667,0,0,0,0,0,0.05,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0476190476190476,0,0,0.0769230769230769,0,0,0,0,0.125,0,0,0.0909090909090909,0,0,0,0,0,0
"0A62",0.181818181818182,0,0.692307692307692,0.210526315789474,0,0,0.0294117647058824,0,0.0769230769230769,0.19047619047619,0.1875,0,0.476190476190476,0.142857142857143,0.0454545454545455,0,0.0555555555555556,0.222222222222222,0,0,0.2,0.25,0,0,0.0769230769230769,0.45,0.277777777777778,0,0,0,0.347826086956522,0,0,0,0.142857142857143,0,0.210526315789474,0,0,0,0,0,0.0277777777777778,0,0,0,0,0,0.0833333333333333,0,0.523809523809524,0.0666666666666667,0.0666666666666667,0.2,0.277777777777778,0.0714285714285714,0.0833333333333333,0.3,0.266666666666667,0.2,0.0909090909090909,0,0,0.142857142857143,0,0,0,0.25
"8B80",0.0434782608695652,0,0,0,0.125,0.238095238095238,0.1,0.25,0,0,0,0,0,0,0,0.0909090909090909,0,0,0.333333333333333,0.0714285714285714,0.037037037037037,0,0.318181818181818,0.217391304347826,0,0,0,0,0.272727272727273,0.259259259259259,0,0.31578947368421,0.0833333333333333,0.24,0,0.277777777777778,0,0,0,0,0.0666666666666667,0.28,0.129032258064516,0.333333333333333,0.214285714285714,0.176470588235294,0.318181818181818,0.217391304347826,0,0,0.0344827586206897,0,0,0,0,0,0,0,0,0.0666666666666667,0,0,0,0,0,0,0,0
"054D",0.176470588235294,0,0.0666666666666667,0.0625,0,0,0,0,0.142857142857143,0.1875,0.3,0,0.0869565217391304,0,0.0625,0,0,0.0666666666666667,0,0,0.0909090909090909,0.285714285714286,0,0,0.142857142857143,0.15,0.214285714285714,0.166666666666667,0,0,0.136363636363636,0,0,0,0,0,0.133333333333333,0,0.0833333333333333,0.166666666666667,0,0,0,0,0,0,0,0,0.166666666666667,0,0.0833333333333333,0,0,0.125,0.0625,0,0,0.0526315789473684,0.0833333333333333,0,0,0.142857142857143,0,0,0.2,0,0,0
"BF04",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.333333333333333,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.125,0,0,0,0,0.2,0,0,0,0
"D629",0,0,0,0,0.0526315789473684,0,0.04,0,0,0.0666666666666667,0.111111111111111,0,0,0,0.0769230769230769,0,0.111111111111111,0.0833333333333333,0,0.142857142857143,0.05,0,0,0,0,0,0.0769230769230769,0,0,0,0,0,0,0,0,0,0,0,0.111111111111111,0,0,0,0.037037037037037,0,0,0,0,0,0,0,0,0,0,0.0714285714285714,0.0769230769230769,0.2,0,0.0625,0,0,0,0,0,0,0,0,0.142857142857143,0
"EE51",0,0,0,0.384615384615385,0,0,0,0,0,0,0,0,0.0833333333333333,0,0.384615384615385,0,0,0.545454545454545,0,0,0.0869565217391304,0,0,0,0,0.142857142857143,0,0,0,0,0.04,0,0,0,0,0,0.384615384615385,0,0.4,0,0,0,0,0,0,0,0,0,0,0.444444444444444,0,0,0,0,0.0588235294117647,0,0,0,0,0,0,0,0,0,0,0.142857142857143,0,0
"CC06",0,0,0.25,0.230769230769231,0,0,0,0,0,0,0,0,0.142857142857143,0,0,0,0,0.153846153846154,0,0,0,0,0,0,0,0.157894736842105,0.0666666666666667,0,0,0,0.0909090909090909,0,0,0,0,0,0.142857142857143,0,0,0,0,0,0,0,0,0,0,0,0,0,0.19047619047619,0.285714285714286,0,0.133333333333333,0.333333333333333,0,0,0.1875,0.0909090909090909,0.222222222222222,0,0.25,0,0,0,0,0,0
