"","24E9","4ECA","39ED","AC35","BF04","4FE4","29B2","076C","EC1A","D14D","7C6F","F44A","A539","44BD","DCCF","F377","D629","C5F2","AA3C","80F1","CB2B","255","A5EF","B75C","22B0","15BF","5939","41C1","879F","663E","377E","4C7B","E063","B8A2","A24D","2D31","1731","387","A312","82C7","D3E1","C809","3CC1","3C0F","5A31","AC37","9A5D","418B","8787","D4DC","F429"
"377E",0.231578947368421,0.40625,0.329787234042553,0.301075268817204,0.395348837209302,0.375,0.423913043478261,0.378947368421053,0.480392156862745,0.34020618556701,0.505882352941176,0.322222222222222,0.393258426966292,0.285714285714286,0.5,0.361702127659574,0.506024096385542,0.35,0.242105263157895,0.362637362637363,0.311111111111111,0.32258064516129,0.309278350515464,0.126436781609195,0.326530612244898,0.355555555555556,0.482758620689655,0.329545454545455,0.375,0.391304347826087,0,0.523255813953488,0.402597402597403,0.372340425531915,0.278350515463918,0.241758241758242,0.5,0.0714285714285714,0.0447761194029851,0.0972222222222222,0.112676056338028,0.0958904109589041,0.10958904109589,0.0704225352112676,0,0.038961038961039,0.0704225352112676,0.0533333333333333,0.0694444444444444,0.0985915492957746,0.0571428571428571
"4C7B",0.325581395348837,0.306930693069307,0.48780487804878,0.421686746987952,0.481012658227848,0.404761904761905,0.454545454545455,0.361702127659574,0.48,0.351063829787234,0.373626373626374,0.303370786516854,0.301075268817204,0.373493975903614,0.387096774193548,0.358695652173913,0.418604651162791,0.389473684210526,0.32183908045977,0.315217391304348,0.337209302325581,0.290322580645161,0.362637362637363,0.17283950617284,0.322916666666667,0.367816091954023,0.448275862068966,0.461538461538462,0.402173913043478,0.453488372093023,0.523255813953488,0,0.346153846153846,0.369565217391304,0.273684210526316,0.235955056179775,0.389473684210526,0.0434782608695652,0.046875,0.0555555555555556,0.0857142857142857,0.0266666666666667,0.0833333333333333,0.0428571428571429,0.0144927536231884,0.0405405405405405,0.0428571428571429,0.0555555555555556,0.0422535211267606,0.0563380281690141,0.0289855072463768
"E063",0.246575342465753,0.282352941176471,0.302631578947368,0.233766233766234,0.36231884057971,0.25,0.3125,0.265060240963855,0.275510204081633,0.283950617283951,0.307692307692308,0.273972602739726,0.272727272727273,0.246575342465753,0.325,0.291139240506329,0.285714285714286,0.297619047619048,0.210526315789474,0.180722891566265,0.277777777777778,0.293333333333333,0.231707317073171,0.161290322580645,0.316455696202532,0.28,0.2875,0.3,0.325,0.342105263157895,0.402597402597403,0.346153846153846,0,0.2875,0.113636363636364,0.225352112676056,0.282352941176471,0.0208333333333333,0.0476190476190476,0.0192307692307692,0.0192307692307692,0,0.0185185185185185,0.0204081632653061,0,0.0188679245283019,0,0.0192307692307692,0.02,0,0
"B8A2",0.317647058823529,0.25,0.348314606741573,0.288888888888889,0.277777777777778,0.208333333333333,0.211538461538462,0.272727272727273,0.280701754385965,0.358695652173913,0.23,0.1875,0.279569892473118,0.28735632183908,0.282828282828283,0.268041237113402,0.304347826086957,0.262135922330097,0.378048780487805,0.239583333333333,0.284090909090909,0.156862745098039,0.355555555555556,0.273972602739726,0.25,0.21875,0.278350515463918,0.258426966292135,0.257425742574257,0.366666666666667,0.372340425531915,0.369565217391304,0.2875,0,0.322222222222222,0.270588235294118,0.313131313131313,0.09375,0.0483870967741935,0.121212121212121,0.138461538461538,0.0714285714285714,0.117647058823529,0.0597014925373134,0,0.0563380281690141,0.0597014925373134,0.0882352941176471,0.0434782608695652,0.106060606060606,0.078125
"A24D",0.320987654320988,0.237623762376238,0.25,0.321428571428571,0.222222222222222,0.233333333333333,0.287234042553192,0.273684210526316,0.317757009345794,0.333333333333333,0.25531914893617,0.197802197802198,0.266666666666667,0.273809523809524,0.297872340425532,0.372093023255814,0.236559139784946,0.288659793814433,0.35,0.280898876404494,0.285714285714286,0.202127659574468,0.4625,0.257142857142857,0.2,0.272727272727273,0.239583333333333,0.289156626506024,0.232323232323232,0.311111111111111,0.278350515463918,0.273684210526316,0.113636363636364,0.322222222222222,0,0.2875,0.25,0.0655737704918033,0,0.0615384615384615,0.0454545454545455,0.0769230769230769,0.0923076923076923,0.0819672131147541,0.0327868852459016,0.09375,0.1,0.078125,0.0634920634920635,0.114754098360656,0.0666666666666667
"2D31",0.411764705882353,0.225806451612903,0.316455696202532,0.282051282051282,0.207317073170732,0.25,0.208791208791209,0.294117647058824,0.150442477876106,0.238636363636364,0.229885057471264,0.380281690140845,0.337662337662338,0.333333333333333,0.247191011235955,0.304878048780488,0.223529411764706,0.252747252747253,0.347222222222222,0.226190476190476,0.347222222222222,0.259259259259259,0.292682926829268,0.283333333333333,0.252873563218391,0.231707317073171,0.241379310344828,0.315068493150685,0.321428571428571,0.273809523809524,0.241758241758242,0.235955056179775,0.225352112676056,0.270588235294118,0.2875,0,0.225806451612903,0.0384615384615385,0,0.0357142857142857,0,0.0350877192982456,0.0344827586206897,0.0377358490566038,0,0,0.0377358490566038,0.0175438596491228,0.0181818181818182,0.0363636363636364,0.0192307692307692
"1731",0.204081632653061,0.373737373737374,0.26,0.270833333333333,0.344444444444444,0.184466019417476,0.389473684210526,0.269230769230769,0.407407407407407,0.212962962962963,0.417582417582418,0.276595744680851,0.302083333333333,0.204081632653061,0.385416666666667,0.264705882352941,0.369565217391304,0.307692307692308,0.202020202020202,0.288659793814433,0.265957446808511,0.305263157894737,0.196261682242991,0.1,0.259615384615385,0.308510638297872,0.444444444444444,0.296703296703297,0.303921568627451,0.303030303030303,0.5,0.389473684210526,0.282352941176471,0.313131313131313,0.25,0.225806451612903,0,0.117647058823529,0.0289855072463768,0.159420289855072,0.126760563380282,0.10958904109589,0.154929577464789,0.0694444444444444,0,0.0384615384615385,0.0845070422535211,0.0810810810810811,0.04,0.128571428571429,0.0869565217391304
"387",0.0175438596491228,0.0704225352112676,0.0476190476190476,0.0163934426229508,0.0338983050847458,0,0.0434782608695652,0.0588235294117647,0.0697674418604651,0.0142857142857143,0.0454545454545455,0.0169491525423729,0.0483870967741935,0.0175438596491228,0.0895522388059701,0.0454545454545455,0.0819672131147541,0.0704225352112676,0.0172413793103448,0.0317460317460317,0.0172413793103448,0.032258064516129,0.0303030303030303,0,0.0289855072463768,0.0327868852459016,0.111111111111111,0.0357142857142857,0.0428571428571429,0.0454545454545455,0.0714285714285714,0.0434782608695652,0.0208333333333333,0.09375,0.0655737704918033,0.0384615384615385,0.117647058823529,0,0.222222222222222,0.666666666666667,0.333333333333333,0.3125,0.466666666666667,0.133333333333333,0,0.105263157894737,0.307692307692308,0.333333333333333,0.125,0.357142857142857,0.25
"A312",0.0192307692307692,0.0142857142857143,0.0338983050847458,0.0178571428571429,0.037037037037037,0.0178571428571429,0.0307692307692308,0.0307692307692308,0.0235294117647059,0.03125,0.0158730158730159,0,0.0169491525423729,0.0192307692307692,0.0303030303030303,0,0.0166666666666667,0.0441176470588235,0,0.0344827586206897,0.0188679245283019,0,0.0327868852459016,0,0.0153846153846154,0.0357142857142857,0.0317460317460317,0.0192307692307692,0.0303030303030303,0.0491803278688525,0.0447761194029851,0.046875,0.0476190476190476,0.0483870967741935,0,0,0.0289855072463768,0.222222222222222,0,0.153846153846154,0.153846153846154,0.0666666666666667,0.133333333333333,0.0909090909090909,0,0.0666666666666667,0,0.0714285714285714,0.0833333333333333,0,0
"82C7",0.0163934426229508,0.0958904109589041,0.0447761194029851,0.03125,0.0317460317460317,0,0.0555555555555556,0.0704225352112676,0.116279069767442,0.0135135135135135,0.0735294117647059,0.0158730158730159,0.0615384615384615,0.0163934426229508,0.1,0.0579710144927536,0.09375,0.0958904109589041,0.0327868852459016,0.0298507462686567,0.0161290322580645,0.0625,0.0434782608695652,0,0.0273972602739726,0.0307692307692308,0.138461538461538,0.0333333333333333,0.0547945205479452,0.0428571428571429,0.0972222222222222,0.0555555555555556,0.0192307692307692,0.121212121212121,0.0615384615384615,0.0357142857142857,0.159420289855072,0.666666666666667,0.153846153846154,0,0.6,0.470588235294118,0.625,0.235294117647059,0,0.0869565217391304,0.235294117647059,0.333333333333333,0.157894736842105,0.533333333333333,0.357142857142857
"D3E1",0.0163934426229508,0.0666666666666667,0.0294117647058824,0.0476190476190476,0.0317460317460317,0.0153846153846154,0.0410958904109589,0.0410958904109589,0.129411764705882,0.0135135135135135,0.0735294117647059,0,0.0298507462686567,0.0163934426229508,0.0845070422535211,0.0428571428571429,0.0447761194029851,0.0666666666666667,0.05,0.0298507462686567,0.0327868852459016,0.0625,0.0746268656716418,0,0,0.0307692307692308,0.121212121212121,0.0163934426229508,0.0266666666666667,0.028169014084507,0.112676056338028,0.0857142857142857,0.0192307692307692,0.138461538461538,0.0454545454545455,0,0.126760563380282,0.333333333333333,0.153846153846154,0.6,0,0.31578947368421,0.444444444444444,0.166666666666667,0,0.0869565217391304,0.105263157894737,0.2,0.1,0.352941176470588,0.266666666666667
"C809",0.0161290322580645,0.125,0.0289855072463768,0.0307692307692308,0.0153846153846154,0,0.0547945205479452,0.0694444444444444,0.127906976744186,0.0410958904109589,0.072463768115942,0.015625,0.0447761194029851,0.0161290322580645,0.130434782608696,0.0571428571428571,0.109375,0.125,0.0158730158730159,0.0447761194029851,0.032258064516129,0.0454545454545455,0.0579710144927536,0,0.027027027027027,0.0149253731343284,0.0869565217391304,0.0327868852459016,0.04,0.0277777777777778,0.0958904109589041,0.0266666666666667,0,0.0714285714285714,0.0769230769230769,0.0350877192982456,0.10958904109589,0.3125,0.0666666666666667,0.470588235294118,0.31578947368421,0,0.5,0.222222222222222,0,0.130434782608696,0.294117647058824,0.136363636363636,0.277777777777778,0.5,0.333333333333333
"3CC1",0.0158730158730159,0.108108108108108,0.0434782608695652,0.0303030303030303,0.0307692307692308,0,0.0540540540540541,0.0833333333333333,0.126436781609195,0.0266666666666667,0.0869565217391304,0.0153846153846154,0.0597014925373134,0.0158730158730159,0.128571428571429,0.0714285714285714,0.107692307692308,0.123287671232877,0.0317460317460317,0.0597014925373134,0.0317460317460317,0.09375,0.0571428571428571,0,0.0266666666666667,0.0298507462686567,0.151515151515152,0.032258064516129,0.0394736842105263,0.0416666666666667,0.10958904109589,0.0833333333333333,0.0185185185185185,0.117647058823529,0.0923076923076923,0.0344827586206897,0.154929577464789,0.466666666666667,0.133333333333333,0.625,0.444444444444444,0.5,0,0.210526315789474,0,0.173913043478261,0.4375,0.238095238095238,0.2,0.5625,0.3125
"3C0F",0.0172413793103448,0.0694444444444444,0,0.0161290322580645,0,0.0327868852459016,0.0735294117647059,0.0138888888888889,0.0568181818181818,0.0285714285714286,0.0447761194029851,0.0338983050847458,0.0645161290322581,0,0.0571428571428571,0,0.046875,0.0405405405405405,0.0169491525423729,0,0,0.015625,0.0147058823529412,0,0.0285714285714286,0,0.0441176470588235,0,0.072463768115942,0.0294117647058824,0.0704225352112676,0.0428571428571429,0.0204081632653061,0.0597014925373134,0.0819672131147541,0.0377358490566038,0.0694444444444444,0.133333333333333,0.0909090909090909,0.235294117647059,0.166666666666667,0.222222222222222,0.210526315789474,0,0.153846153846154,0.294117647058824,0.2,0.235294117647059,0.266666666666667,0.25,0.333333333333333
"5A31",0,0.0136986301369863,0,0,0,0,0.0294117647058824,0.0294117647058824,0.0344827586206897,0,0,0.0175438596491228,0.0161290322580645,0,0.0441176470588235,0,0,0,0,0.0161290322580645,0,0.0508474576271186,0,0,0.0298507462686567,0,0,0,0.0757575757575758,0.0151515151515152,0,0.0144927536231884,0,0,0.0327868852459016,0,0,0,0,0,0,0,0,0.153846153846154,0,0.461538461538462,0.0714285714285714,0.285714285714286,0.333333333333333,0,0
"AC37",0,0.051948051948052,0,0,0,0.0151515151515152,0.0547945205479452,0.0405405405405405,0.0777777777777778,0.0410958904109589,0.0136986301369863,0.015625,0.0294117647058824,0,0.0985915492957746,0.0136986301369863,0.0597014925373134,0.0657894736842105,0,0.0606060606060606,0,0.078125,0.0138888888888889,0,0.0410958904109589,0,0.0416666666666667,0,0.0833333333333333,0.0277777777777778,0.038961038961039,0.0405405405405405,0.0188679245283019,0.0563380281690141,0.09375,0,0.0384615384615385,0.105263157894737,0.0666666666666667,0.0869565217391304,0.0869565217391304,0.130434782608696,0.173913043478261,0.294117647058824,0.461538461538462,0,0.294117647058824,0.388888888888889,0.352941176470588,0.2,0.176470588235294
"9A5D",0,0.0694444444444444,0.0151515151515152,0,0,0,0.0138888888888889,0.0735294117647059,0.0813953488372093,0.0285714285714286,0.0447761194029851,0.0166666666666667,0.0476190476190476,0,0.0882352941176471,0.0447761194029851,0.0983606557377049,0.0845070422535211,0.0169491525423729,0.0476190476190476,0.0169491525423729,0.0483870967741935,0.0298507462686567,0,0.0434782608695652,0,0.0757575757575758,0.0172413793103448,0.0422535211267606,0.0144927536231884,0.0704225352112676,0.0428571428571429,0,0.0597014925373134,0.1,0.0377358490566038,0.0845070422535211,0.307692307692308,0,0.235294117647059,0.105263157894737,0.294117647058824,0.4375,0.2,0.0714285714285714,0.294117647058824,0,0.235294117647059,0.1875,0.538461538461538,0.230769230769231
"418B",0,0.0666666666666667,0,0,0,0.0153846153846154,0.0704225352112676,0.0410958904109589,0.0909090909090909,0.0135135135135135,0.0138888888888889,0.032258064516129,0.0615384615384615,0,0.0845070422535211,0.028169014084507,0.0769230769230769,0.0526315789473684,0.0161290322580645,0.0147058823529412,0,0.0793650793650794,0.0285714285714286,0,0.0416666666666667,0,0.0882352941176471,0,0.1,0.028169014084507,0.0533333333333333,0.0555555555555556,0.0192307692307692,0.0882352941176471,0.078125,0.0175438596491228,0.0810810810810811,0.333333333333333,0.0714285714285714,0.333333333333333,0.2,0.136363636363636,0.238095238095238,0.235294117647059,0.285714285714286,0.388888888888889,0.235294117647059,0,0.294117647058824,0.277777777777778,0.266666666666667
"8787",0,0.0985915492957746,0.0149253731343284,0,0,0.0158730158730159,0.0422535211267606,0.0277777777777778,0.0561797752808989,0.028169014084507,0.0441176470588235,0.0163934426229508,0.0634920634920635,0,0.102941176470588,0.0441176470588235,0.0793650793650794,0.0833333333333333,0.0166666666666667,0.0307692307692308,0.0338983050847458,0.0819672131147541,0.0606060606060606,0,0.028169014084507,0,0.0434782608695652,0.0169491525423729,0.0869565217391304,0.0441176470588235,0.0694444444444444,0.0422535211267606,0.02,0.0434782608695652,0.0634920634920635,0.0181818181818182,0.04,0.125,0.0833333333333333,0.157894736842105,0.1,0.277777777777778,0.2,0.266666666666667,0.333333333333333,0.352941176470588,0.1875,0.294117647058824,0,0.235294117647059,0.0625
"D4DC",0,0.0972222222222222,0.0147058823529412,0,0,0,0.0273972602739726,0.0714285714285714,0.117647058823529,0.0277777777777778,0.0588235294117647,0.0161290322580645,0.0625,0,0.101449275362319,0.0746268656716418,0.131147540983607,0.0972222222222222,0.0333333333333333,0.0303030303030303,0.0163934426229508,0.0806451612903226,0.0441176470588235,0,0.0277777777777778,0,0.123076923076923,0.0166666666666667,0.0410958904109589,0.0140845070422535,0.0985915492957746,0.0563380281690141,0,0.106060606060606,0.114754098360656,0.0363636363636364,0.128571428571429,0.357142857142857,0,0.533333333333333,0.352941176470588,0.5,0.5625,0.25,0,0.2,0.538461538461538,0.277777777777778,0.235294117647059,0,0.5
"F429",0,0.0563380281690141,0,0,0,0,0.0289855072463768,0.0289855072463768,0.0833333333333333,0,0.0303030303030303,0.0172413793103448,0.0158730158730159,0,0.0588235294117647,0.0149253731343284,0.0483870967741935,0.0563380281690141,0,0,0,0.0327868852459016,0,0,0.0144927536231884,0,0.078125,0,0.0285714285714286,0,0.0571428571428571,0.0289855072463768,0,0.078125,0.0666666666666667,0.0192307692307692,0.0869565217391304,0.25,0,0.357142857142857,0.266666666666667,0.333333333333333,0.3125,0.333333333333333,0,0.176470588235294,0.230769230769231,0.266666666666667,0.0625,0.5,0
