"from","to","weight","pair_type","year","pairID"
"07F9","B75C",0.46551724137931,"other",2013,"07F9-B75C"
"07F9","52AD",0.594827586206897,"other",2013,"07F9-52AD"
"07F9","6D0D",0.531531531531532,"other",2013,"07F9-6D0D"
"07F9","2F15",0.5234375,"other",2013,"07F9-2F15"
"07F9","377E",0.527272727272727,"other",2013,"07F9-377E"
"07F9","3CA1",0.590909090909091,"other",2013,"07F9-3CA1"
"07F9","3F49",0.588709677419355,"other",2013,"07F9-3F49"
"07F9","24E9",0.521739130434783,"other",2013,"07F9-24E9"
"07F9","A8D2",0.596153846153846,"other",2013,"07F9-A8D2"
"07F9","AC35",0.55045871559633,"other",2013,"07F9-AC35"
"07F9","AA57",0.418181818181818,"other",2013,"07F9-AA57"
"07F9","5108",0.365217391304348,"other",2013,"07F9-5108"
"07F9","BF04",0.194174757281553,"mother-daughter",2013,"07F9-BF04"
"07F9","5672",0.144144144144144,"other",2013,"07F9-5672"
"07F9","4FE4",0.179245283018868,"other",2013,"07F9-4FE4"
"07F9","4C7B",0.177570093457944,"other",2013,"07F9-4C7B"
"07F9","41C1",0.138888888888889,"other",2013,"07F9-41C1"
"3D98","B587",0.516129032258065,"other",2013,"3D98-B587"
"3D98","4ECA",0.429824561403509,"other",2013,"3D98-4ECA"
"3D98","39ED",0.483870967741935,"other",2013,"39ED-3D98"
"3D98","B75C",0.474137931034483,"other",2013,"3D98-B75C"
"3D98","52AD",0.51219512195122,"other",2013,"3D98-52AD"
"3D98","6D0D",0.436974789915966,"other",2013,"3D98-6D0D"
"3D98","2F15",0.484848484848485,"other",2013,"2F15-3D98"
"3D98","377E",0.522522522522523,"other",2013,"377E-3D98"
"3D98","3CA1",0.454545454545455,"other",2013,"3CA1-3D98"
"3D98","3F49",0.596774193548387,"other",2013,"3D98-3F49"
"3D98","24E9",0.504273504273504,"other",2013,"24E9-3D98"
"3D98","A8D2",0.415254237288136,"other",2013,"3D98-A8D2"
"3D98","AC35",0.504424778761062,"other",2013,"3D98-AC35"
"3D98","AA57",0.427272727272727,"other",2013,"3D98-AA57"
"3D98","5108",0.362068965517241,"other",2013,"3D98-5108"
"3D98","BF04",0.127272727272727,"other",2013,"3D98-BF04"
"3D98","5672",0.11304347826087,"other",2013,"3D98-5672"
"3D98","4FE4",0.166666666666667,"other",2013,"3D98-4FE4"
"3D98","4C7B",0.154545454545455,"other",2013,"3D98-4C7B"
"3D98","41C1",0.107142857142857,"other",2013,"3D98-41C1"
"B587","4ECA",0.436974789915966,"other",2013,"4ECA-B587"
"B587","39ED",0.573770491803279,"other",2013,"39ED-B587"
"B587","B75C",0.467213114754098,"other",2013,"B587-B75C"
"B587","52AD",0.53968253968254,"other",2013,"52AD-B587"
"B587","6D0D",0.516949152542373,"other",2013,"6D0D-B587"
"B587","2F15",0.645161290322581,"other",2013,"2F15-B587"
"B587","377E",0.462809917355372,"other",2013,"377E-B587"
"B587","3CA1",0.6,"other",2013,"3CA1-B587"
"B587","3F49",0.572519083969466,"other",2013,"3F49-B587"
"B587","24E9",0.508196721311475,"other",2013,"24E9-B587"
"B587","A8D2",0.483050847457627,"other",2013,"A8D2-B587"
"B587","AC35",0.508474576271186,"other",2013,"AC35-B587"
"B587","AA57",0.486486486486487,"other",2013,"AA57-B587"
"B587","5108",0.360655737704918,"other",2013,"5108-B587"
"B587","BF04",0.147826086956522,"other",2013,"B587-BF04"
"B587","5672",0.142857142857143,"mother-daughter",2013,"5672-B587"
"B587","4FE4",0.185840707964602,"other",2013,"4FE4-B587"
"B587","4C7B",0.173913043478261,"other",2013,"4C7B-B587"
"B587","41C1",0.137931034482759,"other",2013,"41C1-B587"
"4ECA","39ED",0.439655172413793,"other",2013,"39ED-4ECA"
"4ECA","B75C",0.466666666666667,"other",2013,"4ECA-B75C"
"4ECA","52AD",0.482456140350877,"other",2013,"4ECA-52AD"
"4ECA","6D0D",0.439252336448598,"other",2013,"4ECA-6D0D"
"4ECA","2F15",0.455284552845528,"other",2013,"2F15-4ECA"
"4ECA","377E",0.433962264150943,"other",2013,"377E-4ECA"
"4ECA","3CA1",0.432432432432432,"other",2013,"3CA1-4ECA"
"4ECA","3F49",0.471544715447154,"other",2013,"3F49-4ECA"
"4ECA","24E9",0.445454545454545,"other",2013,"24E9-4ECA"
"4ECA","A8D2",0.442307692307692,"other",2013,"4ECA-A8D2"
"4ECA","AC35",0.443396226415094,"other",2013,"4ECA-AC35"
"4ECA","AA57",0.505376344086022,"other",2013,"4ECA-AA57"
"4ECA","5108",0.396039603960396,"other",2013,"4ECA-5108"
"4ECA","BF04",0.202247191011236,"other",2013,"4ECA-BF04"
"4ECA","5672",0.168421052631579,"other",2013,"4ECA-5672"
"4ECA","4FE4",0.197802197802198,"other",2013,"4ECA-4FE4"
"4ECA","4C7B",0.195652173913043,"other",2013,"4C7B-4ECA"
"4ECA","41C1",0.150537634408602,"other",2013,"41C1-4ECA"
"39ED","B75C",0.508620689655172,"other",2013,"39ED-B75C"
"39ED","52AD",0.544715447154472,"other",2013,"39ED-52AD"
"39ED","6D0D",0.535087719298246,"other",2013,"39ED-6D0D"
"39ED","2F15",0.5625,"other",2013,"2F15-39ED"
"39ED","377E",0.491379310344828,"other",2013,"377E-39ED"
"39ED","3CA1",0.525423728813559,"other",2013,"39ED-3CA1"
"39ED","3F49",0.553846153846154,"other",2013,"39ED-3F49"
"39ED","24E9",0.525423728813559,"other",2013,"24E9-39ED"
"39ED","A8D2",0.5,"other",2013,"39ED-A8D2"
"39ED","AC35",0.526315789473684,"other",2013,"39ED-AC35"
"39ED","AA57",0.352941176470588,"other",2013,"39ED-AA57"
"39ED","5108",0.384615384615385,"other",2013,"39ED-5108"
"39ED","BF04",0.153153153153153,"other",2013,"39ED-BF04"
"39ED","5672",0.109243697478992,"other",2013,"39ED-5672"
"39ED","4FE4",0.140350877192982,"other",2013,"39ED-4FE4"
"39ED","4C7B",0.129310344827586,"other",2013,"39ED-4C7B"
"39ED","41C1",0.12280701754386,"other",2013,"39ED-41C1"
"B75C","52AD",0.450819672131148,"other",2013,"52AD-B75C"
"B75C","6D0D",0.486238532110092,"other",2013,"6D0D-B75C"
"B75C","2F15",0.508064516129032,"other",2013,"2F15-B75C"
"B75C","377E",0.428571428571429,"other",2013,"377E-B75C"
"B75C","3CA1",0.439655172413793,"other",2013,"3CA1-B75C"
"B75C","3F49",0.5,"other",2013,"3F49-B75C"
"B75C","24E9",0.403361344537815,"other",2013,"24E9-B75C"
"B75C","A8D2",0.385964912280702,"other",2013,"A8D2-B75C"
"B75C","AC35",0.490740740740741,"other",2013,"AC35-B75C"
"B75C","AA57",0.423076923076923,"other",2013,"AA57-B75C"
"B75C","5108",0.432692307692308,"other",2013,"5108-B75C"
"B75C","BF04",0.0952380952380952,"other",2013,"B75C-BF04"
"B75C","5672",0.091743119266055,"other",2013,"5672-B75C"
"B75C","4FE4",0.114285714285714,"other",2013,"4FE4-B75C"
"B75C","4C7B",0.0925925925925926,"other",2013,"4C7B-B75C"
"B75C","41C1",0.0648148148148148,"other",2013,"41C1-B75C"
"52AD","6D0D",0.539130434782609,"other",2013,"52AD-6D0D"
"52AD","2F15",0.541984732824427,"other",2013,"2F15-52AD"
"52AD","377E",0.62037037037037,"other",2013,"377E-52AD"
"52AD","3CA1",0.582608695652174,"other",2013,"3CA1-52AD"
"52AD","3F49",0.59375,"other",2013,"3F49-52AD"
"52AD","24E9",0.542372881355932,"other",2013,"24E9-52AD"
"52AD","A8D2",0.504347826086956,"other",2013,"52AD-A8D2"
"52AD","AC35",0.442622950819672,"other",2013,"52AD-AC35"
"52AD","AA57",0.405172413793103,"other",2013,"52AD-AA57"
"52AD","5108",0.413793103448276,"other",2013,"5108-52AD"
"52AD","BF04",0.203703703703704,"other",2013,"52AD-BF04"
"52AD","5672",0.175438596491228,"other",2013,"52AD-5672"
"52AD","4FE4",0.157894736842105,"other",2013,"4FE4-52AD"
"52AD","4C7B",0.166666666666667,"other",2013,"4C7B-52AD"
"52AD","41C1",0.171171171171171,"other",2013,"41C1-52AD"
"6D0D","2F15",0.484126984126984,"other",2013,"2F15-6D0D"
"6D0D","377E",0.538461538461538,"other",2013,"377E-6D0D"
"6D0D","3CA1",0.546296296296296,"other",2013,"3CA1-6D0D"
"6D0D","3F49",0.488188976377953,"other",2013,"3F49-6D0D"
"6D0D","24E9",0.504504504504504,"other",2013,"24E9-6D0D"
"6D0D","A8D2",0.462962962962963,"other",2013,"6D0D-A8D2"
"6D0D","AC35",0.490740740740741,"other",2013,"6D0D-AC35"
"6D0D","AA57",0.383177570093458,"other",2013,"6D0D-AA57"
"6D0D","5108",0.36697247706422,"other",2013,"5108-6D0D"
"6D0D","BF04",0.173469387755102,"other",2013,"6D0D-BF04"
"6D0D","5672",0.155339805825243,"other",2013,"5672-6D0D"
"6D0D","4FE4",0.17,"other",2013,"4FE4-6D0D"
"6D0D","4C7B",0.145631067961165,"mother-daughter",2013,"4C7B-6D0D"
"6D0D","41C1",0.105769230769231,"other",2013,"41C1-6D0D"
"2F15","377E",0.504065040650406,"other",2013,"2F15-377E"
"2F15","3CA1",0.548387096774194,"other",2013,"2F15-3CA1"
"2F15","3F49",0.646153846153846,"other",2013,"2F15-3F49"
"2F15","24E9",0.536,"other",2013,"24E9-2F15"
"2F15","A8D2",0.475806451612903,"other",2013,"2F15-A8D2"
"2F15","AC35",0.576271186440678,"other",2013,"2F15-AC35"
"2F15","AA57",0.418032786885246,"other",2013,"2F15-AA57"
"2F15","5108",0.348837209302326,"other",2013,"2F15-5108"
"2F15","BF04",0.129032258064516,"other",2013,"2F15-BF04"
"2F15","5672",0.133858267716535,"other",2013,"2F15-5672"
"2F15","4FE4",0.118110236220472,"other",2013,"2F15-4FE4"
"2F15","4C7B",0.144,"other",2013,"2F15-4C7B"
"2F15","41C1",0.166666666666667,"other",2013,"2F15-41C1"
"377E","3CA1",0.527777777777778,"other",2013,"377E-3CA1"
"377E","3F49",0.532786885245902,"other",2013,"377E-3F49"
"377E","24E9",0.586538461538462,"other",2013,"24E9-377E"
"377E","A8D2",0.5,"other",2013,"377E-A8D2"
"377E","AC35",0.472222222222222,"other",2013,"377E-AC35"
"377E","AA57",0.364485981308411,"other",2013,"377E-AA57"
"377E","5108",0.413461538461538,"other",2013,"377E-5108"
"377E","BF04",0.141414141414141,"other",2013,"377E-BF04"
"377E","5672",0.147058823529412,"other",2013,"377E-5672"
"377E","4FE4",0.105769230769231,"other",2013,"377E-4FE4"
"377E","4C7B",0.104761904761905,"other",2013,"377E-4C7B"
"377E","41C1",0.118811881188119,"other",2013,"377E-41C1"
"3CA1","3F49",0.53968253968254,"other",2013,"3CA1-3F49"
"3CA1","24E9",0.563636363636364,"other",2013,"24E9-3CA1"
"3CA1","A8D2",0.509259259259259,"other",2013,"3CA1-A8D2"
"3CA1","AC35",0.537037037037037,"other",2013,"3CA1-AC35"
"3CA1","AA57",0.366071428571429,"other",2013,"3CA1-AA57"
"3CA1","5108",0.350877192982456,"other",2013,"3CA1-5108"
"3CA1","BF04",0.212121212121212,"other",2013,"3CA1-BF04"
"3CA1","5672",0.24,"other",2013,"3CA1-5672"
"3CA1","4FE4",0.22,"other",2013,"3CA1-4FE4"
"3CA1","4C7B",0.23,"other",2013,"3CA1-4C7B"
"3CA1","41C1",0.176470588235294,"other",2013,"3CA1-41C1"
"3F49","24E9",0.515625,"other",2013,"24E9-3F49"
"3F49","A8D2",0.504065040650406,"other",2013,"3F49-A8D2"
"3F49","AC35",0.528455284552846,"other",2013,"3F49-AC35"
"3F49","AA57",0.446280991735537,"other",2013,"3F49-AA57"
"3F49","5108",0.364341085271318,"other",2013,"3F49-5108"
"3F49","BF04",0.145161290322581,"other",2013,"3F49-BF04"
"3F49","5672",0.168,"other",2013,"3F49-5672"
"3F49","4FE4",0.190082644628099,"other",2013,"3F49-4FE4"
"3F49","4C7B",0.188524590163934,"other",2013,"3F49-4C7B"
"3F49","41C1",0.136,"other",2013,"3F49-41C1"
"24E9","A8D2",0.417391304347826,"other",2013,"24E9-A8D2"
"24E9","AC35",0.443478260869565,"other",2013,"24E9-AC35"
"24E9","AA57",0.403669724770642,"other",2013,"24E9-AA57"
"24E9","5108",0.36283185840708,"other",2013,"24E9-5108"
"24E9","BF04",0.132075471698113,"other",2013,"24E9-BF04"
"24E9","5672",0.148148148148148,"other",2013,"24E9-5672"
"24E9","4FE4",0.119266055045872,"other",2013,"24E9-4FE4"
"24E9","4C7B",0.138888888888889,"other",2013,"24E9-4C7B"
"24E9","41C1",0.188118811881188,"mother-daughter",2013,"24E9-41C1"
"A8D2","AC35",0.467289719626168,"other",2013,"A8D2-AC35"
"A8D2","AA57",0.358490566037736,"other",2013,"A8D2-AA57"
"A8D2","5108",0.342592592592593,"other",2013,"5108-A8D2"
"A8D2","BF04",0.193548387096774,"other",2013,"A8D2-BF04"
"A8D2","5672",0.15,"other",2013,"5672-A8D2"
"A8D2","4FE4",0.164948453608247,"other",2013,"4FE4-A8D2"
"A8D2","4C7B",0.151515151515152,"other",2013,"4C7B-A8D2"
"A8D2","41C1",0.121212121212121,"other",2013,"41C1-A8D2"
"AC35","AA57",0.484848484848485,"other",2013,"AA57-AC35"
"AC35","5108",0.333333333333333,"other",2013,"5108-AC35"
"AC35","BF04",0.151515151515152,"other",2013,"AC35-BF04"
"AC35","5672",0.123809523809524,"other",2013,"5672-AC35"
"AC35","4FE4",0.183673469387755,"other",2013,"4FE4-AC35"
"AC35","4C7B",0.181818181818182,"other",2013,"4C7B-AC35"
"AC35","41C1",0.128712871287129,"other",2013,"41C1-AC35"
"AA57","5108",0.35,"other",2013,"5108-AA57"
"AA57","BF04",0.134831460674157,"other",2013,"AA57-BF04"
"AA57","5672",0.117021276595745,"other",2013,"5672-AA57"
"AA57","4FE4",0.131868131868132,"other",2013,"4FE4-AA57"
"AA57","4C7B",0.155555555555556,"other",2013,"4C7B-AA57"
"AA57","41C1",0.0860215053763441,"other",2013,"41C1-AA57"
"5108","BF04",0.0851063829787234,"other",2013,"5108-BF04"
"5108","5672",0.0707070707070707,"other",2013,"5108-5672"
"5108","4FE4",0.0612244897959184,"other",2013,"4FE4-5108"
"5108","4C7B",0.0606060606060606,"other",2013,"4C7B-5108"
"5108","41C1",0.0408163265306122,"other",2013,"41C1-5108"
"BF04","5672",0.5,"other",2013,"5672-BF04"
"BF04","4FE4",0.555555555555556,"other",2013,"4FE4-BF04"
"BF04","4C7B",0.69047619047619,"other",2013,"4C7B-BF04"
"BF04","41C1",0.446808510638298,"other",2013,"41C1-BF04"
"5672","4FE4",0.510204081632653,"other",2013,"4FE4-5672"
"5672","4C7B",0.595744680851064,"other",2013,"4C7B-5672"
"5672","41C1",0.469387755102041,"other",2013,"41C1-5672"
"4FE4","4C7B",0.738095238095238,"other",2013,"4C7B-4FE4"
"4FE4","41C1",0.428571428571429,"other",2013,"41C1-4FE4"
"4C7B","41C1",0.51063829787234,"other",2013,"41C1-4C7B"
"6D0D","2C18",0.364705882352941,"other",2014,"2C18-6D0D"
"6D0D","3F49",0.36734693877551,"other",2014,"3F49-6D0D"
"6D0D","24E9",0.348837209302326,"other",2014,"24E9-6D0D"
"6D0D","4FE4",0.431578947368421,"other",2014,"4FE4-6D0D"
"6D0D","07F9",0.348837209302326,"other",2014,"07F9-6D0D"
"6D0D","377E",0.428571428571429,"other",2014,"377E-6D0D"
"6D0D","B75C",0.406593406593407,"other",2014,"6D0D-B75C"
"6D0D","0D1B",0.34020618556701,"other",2014,"0D1B-6D0D"
"6D0D","1731",0.337349397590361,"other",2014,"1731-6D0D"
"6D0D","3D98",0.345679012345679,"other",2014,"3D98-6D0D"
"6D0D","AA57",0.415730337078652,"other",2014,"6D0D-AA57"
"6D0D","5108",0.378947368421053,"other",2014,"5108-6D0D"
"6D0D","41C1",0.419354838709677,"other",2014,"41C1-6D0D"
"6D0D","B587",0.428571428571429,"other",2014,"6D0D-B587"
"6D0D","9E17",0.383561643835616,"other",2014,"6D0D-9E17"
"6D0D","D726",0.352272727272727,"other",2014,"6D0D-D726"
"6D0D","AC35",0.311827956989247,"other",2014,"6D0D-AC35"
"6D0D","BF04",0.455555555555556,"other",2014,"6D0D-BF04"
"6D0D","5672",0.375,"other",2014,"5672-6D0D"
"6D0D","4C7B",0.478260869565217,"other",2014,"4C7B-6D0D"
"6D0D","4ECA",0.421686746987952,"other",2014,"4ECA-6D0D"
"6D0D","3CA1",0.307692307692308,"other",2014,"3CA1-6D0D"
"6D0D","52AD",0.417582417582418,"other",2014,"52AD-6D0D"
"6D0D","39ED",0.326530612244898,"other",2014,"39ED-6D0D"
"6D0D","22B0",0.116883116883117,"other",2014,"22B0-6D0D"
"6D0D","29B2",0.166666666666667,"other",2014,"29B2-6D0D"
"6D0D","5ACA",0.181818181818182,"other",2014,"5ACA-6D0D"
"6D0D","C950",0.164705882352941,"other",2014,"6D0D-C950"
"6D0D","E063",0.168831168831169,"other",2014,"6D0D-E063"
"6D0D","7C6F",0.195121951219512,"other",2014,"6D0D-7C6F"
"6D0D","076C",0.236842105263158,"other",2014,"076C-6D0D"
"6D0D","6BD8",0.214285714285714,"other",2014,"6BD8-6D0D"
"6D0D","879F",0.142857142857143,"other",2014,"6D0D-879F"
"2C18","3F49",0.5,"other",2014,"2C18-3F49"
"2C18","24E9",0.395348837209302,"other",2014,"24E9-2C18"
"2C18","4FE4",0.428571428571429,"other",2014,"2C18-4FE4"
"2C18","07F9",0.379310344827586,"other",2014,"07F9-2C18"
"2C18","377E",0.443037974683544,"other",2014,"2C18-377E"
"2C18","B75C",0.5,"other",2014,"2C18-B75C"
"2C18","0D1B",0.425531914893617,"other",2014,"0D1B-2C18"
"2C18","1731",0.337209302325581,"other",2014,"1731-2C18"
"2C18","3D98",0.298850574712644,"other",2014,"2C18-3D98"
"2C18","AA57",0.494252873563218,"other",2014,"2C18-AA57"
"2C18","5108",0.40625,"other",2014,"2C18-5108"
"2C18","41C1",0.431578947368421,"other",2014,"2C18-41C1"
"2C18","B587",0.441860465116279,"other",2014,"2C18-B587"
"2C18","9E17",0.346153846153846,"other",2014,"2C18-9E17"
"2C18","D726",0.366666666666667,"other",2014,"2C18-D726"
"2C18","AC35",0.4,"other",2014,"2C18-AC35"
"2C18","BF04",0.377551020408163,"other",2014,"2C18-BF04"
"2C18","5672",0.402061855670103,"other",2014,"2C18-5672"
"2C18","4C7B",0.386138613861386,"other",2014,"2C18-4C7B"
"2C18","4ECA",0.355555555555556,"other",2014,"2C18-4ECA"
"2C18","3CA1",0.413333333333333,"other",2014,"2C18-3CA1"
"2C18","52AD",0.4,"other",2014,"2C18-52AD"
"2C18","39ED",0.34,"other",2014,"2C18-39ED"
"2C18","22B0",0.216216216216216,"other",2014,"22B0-2C18"
"2C18","29B2",0.144578313253012,"other",2014,"29B2-2C18"
"2C18","5ACA",0.1875,"other",2014,"2C18-5ACA"
"2C18","C950",0.197674418604651,"other",2014,"2C18-C950"
"2C18","E063",0.175,"other",2014,"2C18-E063"
"2C18","7C6F",0.159090909090909,"other",2014,"2C18-7C6F"
"2C18","076C",0.225,"other",2014,"076C-2C18"
"2C18","6BD8",0.126582278481013,"other",2014,"2C18-6BD8"
"2C18","879F",0.136363636363636,"other",2014,"2C18-879F"
"3F49","24E9",0.483870967741935,"other",2014,"24E9-3F49"
"3F49","4FE4",0.476635514018692,"other",2014,"3F49-4FE4"
"3F49","07F9",0.483870967741935,"other",2014,"07F9-3F49"
"3F49","377E",0.389473684210526,"other",2014,"377E-3F49"
"3F49","B75C",0.45631067961165,"other",2014,"3F49-B75C"
"3F49","0D1B",0.433962264150943,"other",2014,"0D1B-3F49"
"3F49","1731",0.385416666666667,"other",2014,"1731-3F49"
"3F49","3D98",0.31,"other",2014,"3D98-3F49"
"3F49","AA57",0.450980392156863,"other",2014,"3F49-AA57"
"3F49","5108",0.429906542056075,"other",2014,"3F49-5108"
"3F49","41C1",0.425925925925926,"other",2014,"3F49-41C1"
"3F49","B587",0.434343434343434,"other",2014,"3F49-B587"
