"from","to","weight","pair_type"
"879F","0387",0.2,"other"
"879F","4ECA",0.131868131868132,"other"
"879F","39ED",0.133333333333333,"other"
"879F","AC35",0.207317073170732,"other"
"879F","BF04",0.123711340206186,"other"
"879F","4C7B",0.293333333333333,"other"
"879F","41C1",0.253164556962025,"other"
"879F","29B2",0.193181818181818,"other"
"879F","E063",0.213333333333333,"other"
"879F","076C",0.441860465116279,"other"
"879F","663E",0.217948717948718,"other"
"879F","F44A",0.211111111111111,"other"
"879F","A539",0.238636363636364,"other"
"879F","44BD",0.223529411764706,"other"
"879F","F377",0.234567901234568,"other"
"879F","D629",0.177215189873418,"other"
"879F","15BF",0.135135135135135,"other"
"879F","AA3C",0.183908045977011,"other"
"879F","80F1",0.0888888888888889,"other"
"879F","CB2B",0.25,"other"
"879F","5939",0.206896551724138,"other"
"879F","9A21",0.0188679245283019,"other"
"879F","0255",0.0967741935483871,"other"
"879F","A5EF",0.159090909090909,"other"
"879F","B8A2",0.211764705882353,"other"
"879F","A24D",0.267441860465116,"other"
"879F","2D31",0.193548387096774,"other"
"879F","C809",0.144444444444444,"other"
"879F","3CC1",0.176470588235294,"other"
"879F","D4DC",0.217948717948718,"other"
"879F","418B",0.247191011235955,"other"
"879F","8787",0.267441860465116,"other"
"879F","AC37",0.295454545454545,"other"
"879F","F429",0.13,"other"
"879F","8BE4",0.230769230769231,"other"
"879F","4FE4",0.272727272727273,"other"
"879F","22B0",0.24,"other"
"879F","DCCF",0.135802469135802,"other"
"879F","C5F2",0.152941176470588,"other"
"879F","8106",0.173333333333333,"other"
"879F","0734",0.154639175257732,"other"
"879F","34C9",0.175824175824176,"other"
"879F","0145",0.195402298850575,"other"
"879F","9A80",0.184782608695652,"other"
"879F","A816",0.150684931506849,"other"
"879F","A42D",0.0705882352941176,"other"
"879F","494F",0.223404255319149,"other"
"879F","8C52",0.169230769230769,"other"
"879F","8B80",0.078125,"other"
"879F","922C",0.046875,"other"
"879F","9907",0.0327868852459016,"other"
"879F","FB4B",0.0181818181818182,"other"
"879F","0A62",0.0166666666666667,"other"
"879F","0F3D",0.0166666666666667,"mother-daughter"
"879F","0636",0.0169491525423729,"other"
"0387","4ECA",0.151162790697674,"other"
"0387","39ED",0.13953488372093,"other"
"0387","AC35",0.117647058823529,"other"
"0387","BF04",0.179775280898876,"other"
"0387","4C7B",0.273972602739726,"other"
"0387","41C1",0.217948717948718,"other"
"0387","29B2",0.2625,"other"
"0387","E063",0.242857142857143,"other"
"0387","076C",0.224489795918367,"other"
"0387","663E",0.151898734177215,"other"
"0387","F44A",0.22093023255814,"other"
"0387","A539",0.117021276595745,"other"
"0387","44BD",0.219512195121951,"other"
"0387","F377",0.185185185185185,"other"
"0387","D629",0.141025641025641,"other"
"0387","15BF",0.35593220338983,"other"
"0387","AA3C",0.207317073170732,"other"
"0387","80F1",0.0804597701149425,"other"
"0387","CB2B",0.170731707317073,"other"
"0387","5939",0.174418604651163,"other"
"0387","9A21",0.0204081632653061,"other"
"0387","0255",0.103448275862069,"other"
"0387","A5EF",0.225,"other"
"0387","B8A2",0.2375,"other"
"0387","A24D",0.25,"other"
"0387","2D31",0.304878048780488,"other"
"0387","C809",0.207317073170732,"other"
"0387","3CC1",0.28,"other"
"0387","D4DC",0.28169014084507,"other"
"0387","418B",0.202247191011236,"other"
"0387","8787",0.25,"other"
"0387","AC37",0.222222222222222,"other"
"0387","F429",0.238636363636364,"other"
"0387","8BE4",0.227272727272727,"other"
"0387","4FE4",0.161290322580645,"other"
"0387","22B0",0.2,"other"
"0387","DCCF",0.189189189189189,"other"
"0387","C5F2",0.236842105263158,"other"
"0387","8106",0.135135135135135,"other"
"0387","0734",0.186813186813187,"other"
"0387","34C9",0.157303370786517,"other"
"0387","0145",0.162790697674419,"other"
"0387","9A80",0.09375,"other"
"0387","A816",0.0958904109589041,"other"
"0387","A42D",0.12987012987013,"other"
"0387","494F",0.144329896907216,"other"
"0387","8C52",0.0909090909090909,"other"
"0387","8B80",0.0833333333333333,"other"
"0387","922C",0.0677966101694915,"other"
"0387","9907",0.0535714285714286,"other"
"0387","0F3D",0.0178571428571429,"other"
"0387","0636",0.0181818181818182,"other"
"0387","F948",0.0204081632653061,"other"
"4ECA","39ED",0.285714285714286,"other"
"4ECA","AC35",0.2,"other"
"4ECA","BF04",0.376623376623377,"other"
"4ECA","4C7B",0.205128205128205,"other"
"4ECA","41C1",0.2,"other"
"4ECA","29B2",0.378378378378378,"other"
"4ECA","E063",0.257142857142857,"other"
"4ECA","076C",0.174757281553398,"other"
"4ECA","663E",0.17948717948718,"other"
"4ECA","F44A",0.164835164835165,"other"
"4ECA","A539",0.204545454545455,"other"
"4ECA","44BD",0.328947368421053,"other"
"4ECA","F377",0.182926829268293,"other"
"4ECA","D629",0.285714285714286,"other"
"4ECA","15BF",0.173913043478261,"other"
"4ECA","AA3C",0.136363636363636,"other"
"4ECA","80F1",0.1875,"other"
"4ECA","CB2B",0.168674698795181,"other"
"4ECA","5939",0.24390243902439,"other"
"4ECA","0255",0.120689655172414,"other"
"4ECA","A5EF",0.222222222222222,"other"
"4ECA","B8A2",0.219512195121951,"other"
"4ECA","A24D",0.164835164835165,"other"
"4ECA","2D31",0.148936170212766,"other"
"4ECA","C809",0.388888888888889,"other"
"4ECA","3CC1",0.310810810810811,"other"
"4ECA","D4DC",0.314285714285714,"other"
"4ECA","418B",0.125,"other"
"4ECA","8787",0.191011235955056,"other"
"4ECA","AC37",0.15625,"other"
"4ECA","F429",0.27906976744186,"other"
"4ECA","8BE4",0.224719101123595,"other"
"4ECA","4FE4",0.197802197802198,"other"
"4ECA","22B0",0.186274509803922,"other"
"4ECA","DCCF",0.483333333333333,"other"
"4ECA","C5F2",0.283783783783784,"other"
"4ECA","8106",0.214285714285714,"other"
