"from","to","weight","pair_type"
"1731","6D0D",0.385964912280702,"other"
"1731","D726",0.25,"other"
"1731","07F9",0.285714285714286,"other"
"1731","AA57",0.194029850746269,"other"
"1731","BF04",0.333333333333333,"other"
"1731","C950",0.280701754385965,"other"
"1731","39ED",0.283582089552239,"other"
"1731","377E",0.34,"other"
"1731","B75C",0.372881355932203,"other"
"1731","9E17",0.365384615384615,"other"
"1731","4FE4",0.185714285714286,"other"
"1731","0D1B",0.206349206349206,"other"
"1731","2C18",0.290322580645161,"other"
"1731","24E9",0.241379310344828,"other"
"1731","4ECA",0.214285714285714,"other"
"1731","AC35",0.264150943396226,"other"
"1731","52AD",0.253521126760563,"other"
"1731","4C7B",0.288461538461538,"other"
"1731","41C1",0.278688524590164,"other"
"1731","22B0",0.121212121212121,"other"
"1731","076C",0.2,"other"
"1731","879F",0.185714285714286,"other"
"1731","B587",0.202898550724638,"other"
"1731","7C6F",0.183333333333333,"other"
"1731","3F49",0.323076923076923,"other"
"1731","E063",0.234042553191489,"other"
"1731","29B2",0.0952380952380952,"other"
"1731","EC1A",0.087719298245614,"other"
"1731","663E",0.0943396226415094,"other"
"1731","6B55",0.0571428571428571,"other"
"1731","9A91",0.0952380952380952,"other"
"1731","125F",0.0263157894736842,"other"
"1731","F534",0.0789473684210526,"other"
"1731","256A",0.02,"mother-daughter"
"1731","2BFD",0.0178571428571429,"other"
"6D0D","D726",0.253731343283582,"other"
"6D0D","07F9",0.363636363636364,"other"
"6D0D","AA57",0.202702702702703,"other"
"6D0D","BF04",0.293333333333333,"other"
"6D0D","C950",0.28125,"other"
"6D0D","39ED",0.233766233766234,"other"
"6D0D","377E",0.333333333333333,"other"
"6D0D","B75C",0.384615384615385,"other"
"6D0D","9E17",0.35593220338983,"other"
"6D0D","4FE4",0.164556962025316,"other"
"6D0D","0D1B",0.180555555555556,"other"
"6D0D","2C18",0.271428571428571,"other"
"6D0D","24E9",0.372881355932203,"other"
"6D0D","4ECA",0.305555555555556,"other"
"6D0D","AC35",0.288135593220339,"other"
"6D0D","52AD",0.289473684210526,"other"
"6D0D","4C7B",0.245901639344262,"other"
"6D0D","41C1",0.279411764705882,"other"
"6D0D","22B0",0.136986301369863,"other"
"6D0D","076C",0.175675675675676,"other"
"6D0D","879F",0.15,"other"
"6D0D","B587",0.194805194805195,"other"
"6D0D","7C6F",0.176470588235294,"other"
"6D0D","3F49",0.357142857142857,"other"
"6D0D","E063",0.155172413793103,"other"
"6D0D","29B2",0.181818181818182,"other"
"6D0D","EC1A",0.224137931034483,"other"
"6D0D","663E",0.196428571428571,"other"
"6D0D","6B55",0.0921052631578947,"other"
"6D0D","9A91",0.1,"other"
"6D0D","F534",0.0416666666666667,"other"
"6D0D","256A",0.111111111111111,"other"
"6D0D","2BFD",0.0153846153846154,"other"
"D726","07F9",0.162162162162162,"other"
"D726","AA57",0.349206349206349,"other"
"D726","BF04",0.192307692307692,"other"
"D726","C950",0.258064516129032,"other"
"D726","39ED",0.166666666666667,"other"
"D726","377E",0.2,"other"
"D726","B75C",0.323076923076923,"other"
"D726","9E17",0.333333333333333,"other"
"D726","4FE4",0.257142857142857,"other"
"D726","0D1B",0.246153846153846,"other"
"D726","2C18",0.307692307692308,"other"
"D726","24E9",0.222222222222222,"other"
"D726","4ECA",0.216216216216216,"other"
"D726","AC35",0.241379310344828,"other"
"D726","52AD",0.253333333333333,"other"
"D726","4C7B",0.358490566037736,"other"
"D726","41C1",0.202898550724638,"other"
"D726","22B0",0.253968253968254,"other"
"D726","076C",0.238805970149254,"other"
"D726","879F",0.189189189189189,"other"
"D726","B587",0.294117647058824,"other"
"D726","7C6F",0.134328358208955,"other"
"D726","3F49",0.22972972972973,"other"
"D726","E063",0.188679245283019,"other"
"D726","29B2",0.121212121212121,"other"
"D726","EC1A",0.0307692307692308,"other"
"D726","663E",0.05,"other"
"D726","6B55",0.0821917808219178,"other"
"D726","9A91",0.0625,"other"
"D726","125F",0.0476190476190476,"other"
"D726","F534",0.0697674418604651,"other"
"D726","2BFD",0.0163934426229508,"other"
"07F9","AA57",0.213333333333333,"other"
"07F9","BF04",0.571428571428571,"other"
"07F9","C950",0.217391304347826,"other"
"07F9","39ED",0.310810810810811,"other"
"07F9","377E",0.258064516129032,"other"
"07F9","B75C",0.26027397260274,"other"
"07F9","9E17",0.28125,"other"
"07F9","4FE4",0.220779220779221,"other"
"07F9","0D1B",0.208333333333333,"other"
"07F9","2C18",0.318840579710145,"other"
"07F9","24E9",0.383333333333333,"other"
"07F9","4ECA",0.230769230769231,"other"
"07F9","AC35",0.2,"other"
"07F9","52AD",0.204819277108434,"other"
"07F9","4C7B",0.0985915492957746,"other"
"07F9","41C1",0.219178082191781,"other"
"07F9","22B0",0.214285714285714,"other"
"07F9","076C",0.171052631578947,"other"
"07F9","879F",0.175,"other"
"07F9","B587",0.287671232876712,"other"
"07F9","7C6F",0.188405797101449,"other"
"07F9","3F49",0.293333333333333,"other"
"07F9","E063",0.15,"other"
"07F9","29B2",0.230769230769231,"other"
"07F9","EC1A",0.19672131147541,"other"
"07F9","663E",0.254545454545455,"other"
"07F9","6B55",0.103896103896104,"other"
"07F9","9A91",0.0754716981132075,"other"
"07F9","125F",0.0204081632653061,"other"
"07F9","F534",0.0196078431372549,"other"
"07F9","256A",0.087719298245614,"other"
"07F9","2BFD",0.0149253731343284,"other"
"AA57","BF04",0.289473684210526,"other"
"AA57","C950",0.296875,"other"
"AA57","39ED",0.28,"other"
"AA57","377E",0.262295081967213,"other"
"AA57","B75C",0.3,"other"
"AA57","9E17",0.285714285714286,"other"
"AA57","4FE4",0.453125,"other"
"AA57","0D1B",0.482758620689655,"other"
"AA57","2C18",0.475409836065574,"other"
"AA57","24E9",0.28125,"other"
"AA57","4ECA",0.301369863013699,"other"
"AA57","AC35",0.262295081967213,"other"
"AA57","52AD",0.356164383561644,"other"
"AA57","4C7B",0.480769230769231,"other"
"AA57","41C1",0.27536231884058,"other"
"AA57","22B0",0.292307692307692,"other"
"AA57","076C",0.491525423728814,"other"
"AA57","879F",0.367647058823529,"other"
"AA57","B587",0.476190476190476,"other"
"AA57","7C6F",0.227272727272727,"other"
"AA57","3F49",0.263157894736842,"other"
"AA57","E063",0.172413793103448,"other"
"AA57","29B2",0.112676056338028,"other"
"AA57","EC1A",0.0588235294117647,"other"
"AA57","663E",0.114754098360656,"other"
"AA57","6B55",0.166666666666667,"other"
"AA57","9A91",0.037037037037037,"other"
"AA57","125F",0.0208333333333333,"other"
"AA57","F534",0.02,"other"
"AA57","256A",0.0517241379310345,"other"
"AA57","2BFD",0.0983606557377049,"other"
"BF04","C950",0.3,"other"
"BF04","39ED",0.333333333333333,"other"
"BF04","377E",0.328125,"other"
"BF04","B75C",0.337837837837838,"other"
"BF04","9E17",0.328358208955224,"other"
"BF04","4FE4",0.311688311688312,"other"
"BF04","0D1B",0.342857142857143,"other"
"BF04","2C18",0.342465753424658,"other"
"BF04","24E9",0.304347826086957,"other"
"BF04","4ECA",0.271604938271605,"other"
"BF04","AC35",0.231884057971014,"other"
"BF04","52AD",0.304878048780488,"other"
"BF04","4C7B",0.214285714285714,"other"
"BF04","41C1",0.352112676056338,"other"
"BF04","22B0",0.17948717948718,"other"
"BF04","076C",0.28,"other"
"BF04","879F",0.216867469879518,"other"
"BF04","B587",0.383561643835616,"other"
"BF04","7C6F",0.253521126760563,"other"
"BF04","3F49",0.368421052631579,"other"
"BF04","E063",0.169230769230769,"other"
"BF04","29B2",0.175675675675676,"other"
"BF04","EC1A",0.176470588235294,"other"
"BF04","663E",0.169230769230769,"other"
"BF04","6B55",0.0952380952380952,"other"
"BF04","9A91",0.0491803278688525,"other"
"BF04","125F",0.0555555555555556,"other"
"BF04","F534",0.0350877192982456,"mother-daughter"
"BF04","256A",0.078125,"other"
"BF04","2BFD",0.0714285714285714,"other"
"C950","39ED",0.236111111111111,"other"
"C950","377E",0.25,"other"
"C950","B75C",0.4,"other"
"C950","9E17",0.254237288135593,"other"
"C950","4FE4",0.246376811594203,"other"
"C950","0D1B",0.215384615384615,"other"
"C950","2C18",0.276923076923077,"other"
"C950","24E9",0.25,"other"
"C950","4ECA",0.294117647058824,"other"
"C950","AC35",0.48936170212766,"other"
"C950","52AD",0.314285714285714,"other"
"C950","4C7B",0.296296296296296,"other"
"C950","41C1",0.327868852459016,"other"
"C950","22B0",0.184615384615385,"other"
"C950","076C",0.306451612903226,"other"
"C950","879F",0.228571428571429,"other"
"C950","B587",0.178082191780822,"other"
"C950","7C6F",0.174603174603175,"other"
"C950","3F49",0.253521126760563,"other"
"C950","E063",0.22,"other"
"C950","29B2",0.125,"other"
"C950","EC1A",0.140350877192982,"other"
"C950","663E",0.0701754385964912,"other"
"C950","6B55",0.0845070422535211,"other"
"C950","256A",0.148936170212766,"other"
"C950","2BFD",0.132075471698113,"other"
"39ED","377E",0.276923076923077,"other"
"39ED","B75C",0.293333333333333,"other"
"39ED","9E17",0.225352112676056,"other"
"39ED","4FE4",0.302631578947368,"other"
"39ED","0D1B",0.26027397260274,"other"
"39ED","2C18",0.371428571428571,"other"
"39ED","24E9",0.222222222222222,"other"
"39ED","4ECA",0.346666666666667,"other"
"39ED","AC35",0.238805970149254,"other"
"39ED","52AD",0.296296296296296,"other"
"39ED","4C7B",0.152777777777778,"other"
"39ED","41C1",0.305555555555556,"other"
"39ED","22B0",0.304347826086957,"other"
"39ED","076C",0.236842105263158,"other"
"39ED","879F",0.337837837837838,"other"
"39ED","B587",0.32,"other"
"39ED","7C6F",0.225352112676056,"other"
"39ED","3F49",0.228915662650602,"other"
"39ED","E063",0.121212121212121,"other"
"39ED","29B2",0.26865671641791,"other"
"39ED","EC1A",0.238095238095238,"other"
"39ED","663E",0.174603174603175,"other"
"39ED","6B55",0.216216216216216,"other"
"39ED","9A91",0.0333333333333333,"other"
"39ED","125F",0.0576923076923077,"other"
"39ED","F534",0.0754716981132075,"other"
"39ED","256A",0.175438596491228,"other"
"39ED","2BFD",0.158730158730159,"other"
"377E","B75C",0.368421052631579,"other"
"377E","9E17",0.307692307692308,"other"
"377E","4FE4",0.25,"other"
"377E","0D1B",0.19672131147541,"other"
"377E","2C18",0.375,"other"
"377E","24E9",0.277777777777778,"other"
"377E","4ECA",0.223880597014925,"other"
"377E","AC35",0.333333333333333,"other"
"377E","52AD",0.178082191780822,"other"
"377E","4C7B",0.361702127659574,"other"
"377E","41C1",0.209677419354839,"other"
"377E","22B0",0.145161290322581,"other"
"377E","076C",0.229508196721311,"other"
"377E","879F",0.26984126984127,"other"
"377E","B587",0.212121212121212,"other"
"377E","7C6F",0.172413793103448,"other"
"377E","3F49",0.317460317460317,"other"
"377E","E063",0.222222222222222,"other"
"377E","29B2",0.157894736842105,"other"
"377E","EC1A",0.134615384615385,"other"
"377E","663E",0.145833333333333,"other"
"377E","6B55",0.0597014925373134,"other"
"377E","9A91",0.0238095238095238,"other"
"377E","125F",0.0588235294117647,"other"
"377E","F534",0.027027027027027,"other"
"377E","256A",0.0909090909090909,"other"
"377E","2BFD",0.0384615384615385,"other"
"B75C","9E17",0.413793103448276,"other"
"B75C","4FE4",0.236842105263158,"other"
"B75C","0D1B",0.208333333333333,"other"
"B75C","2C18",0.378787878787879,"other"
"B75C","24E9",0.317460317460317,"other"
"B75C","4ECA",0.230769230769231,"other"
"B75C","AC35",0.392857142857143,"other"
"B75C","52AD",0.234567901234568,"other"
"B75C","4C7B",0.3,"other"
"B75C","41C1",0.390625,"other"
"B75C","22B0",0.164383561643836,"other"
"B75C","076C",0.253521126760563,"other"
"B75C","879F",0.253333333333333,"other"
"B75C","B587",0.220779220779221,"other"
"B75C","7C6F",0.205882352941176,"other"
"B75C","3F49",0.366197183098592,"other"
"B75C","E063",0.169491525423729,"other"
"B75C","29B2",0.212121212121212,"other"
"B75C","EC1A",0.17741935483871,"other"
"B75C","663E",0.169491525423729,"mother-daughter"
"B75C","6B55",0.103896103896104,"other"
"B75C","9A91",0.0555555555555556,"other"
"B75C","125F",0.0416666666666667,"other"
"B75C","F534",0.0612244897959184,"other"
"B75C","256A",0.087719298245614,"other"
"B75C","2BFD",0.0625,"other"
"9E17","4FE4",0.292307692307692,"other"
"9E17","0D1B",0.283333333333333,"other"
"9E17","2C18",0.396551724137931,"other"
"9E17","24E9",0.377358490566038,"other"
"9E17","4ECA",0.246376811594203,"other"
"9E17","AC35",0.192982456140351,"other"
"9E17","52AD",0.232876712328767,"other"
"9E17","4C7B",0.387755102040816,"other"
"9E17","41C1",0.338983050847458,"other"
"9E17","22B0",0.19047619047619,"other"
"9E17","076C",0.253968253968254,"other"
"9E17","879F",0.253731343283582,"other"
"9E17","B587",0.3125,"other"
"9E17","7C6F",0.161290322580645,"other"
"9E17","3F49",0.338461538461538,"other"
"9E17","E063",0.18,"other"
"9E17","29B2",0.111111111111111,"other"
"9E17","EC1A",0.0862068965517241,"other"
"9E17","663E",0.0925925925925926,"other"
"9E17","6B55",0.0869565217391304,"other"
"9E17","9A91",0.0444444444444444,"other"
"9E17","125F",0.0256410256410256,"other"
"9E17","256A",0.0196078431372549,"other"
"9E17","2BFD",0.0357142857142857,"other"
"4FE4","0D1B",0.435483870967742,"other"
"4FE4","2C18",0.476190476190476,"other"
"4FE4","24E9",0.214285714285714,"other"
"4FE4","4ECA",0.380281690140845,"other"
"4FE4","AC35",0.26984126984127,"other"
"4FE4","52AD",0.397260273972603,"other"
"4FE4","4C7B",0.35593220338983,"other"
"4FE4","41C1",0.213333333333333,"other"
"4FE4","22B0",0.359375,"other"
"4FE4","076C",0.444444444444444,"other"
"4FE4","879F",0.371428571428571,"other"
"4FE4","B587",0.391304347826087,"other"
"4FE4","7C6F",0.253731343283582,"other"
"4FE4","3F49",0.207317073170732,"other"
"4FE4","E063",0.126984126984127,"other"
"4FE4","29B2",0.171428571428571,"other"
"4FE4","EC1A",0.102941176470588,"other"
"4FE4","663E",0.109375,"other"
"4FE4","6B55",0.191780821917808,"other"
"4FE4","9A91",0.0350877192982456,"other"
"4FE4","125F",0.0196078431372549,"other"
"4FE4","F534",0.0188679245283019,"other"
"4FE4","256A",0.12280701754386,"other"
"4FE4","2BFD",0.206896551724138,"other"
"0D1B","2C18",0.34375,"other"
"0D1B","24E9",0.181818181818182,"other"
"0D1B","4ECA",0.28169014084507,"other"
"0D1B","AC35",0.19672131147541,"other"
"0D1B","52AD",0.319444444444444,"other"
"0D1B","4C7B",0.327272727272727,"other"
"0D1B","41C1",0.235294117647059,"other"
"0D1B","22B0",0.290322580645161,"other"
"0D1B","076C",0.423728813559322,"other"
"0D1B","879F",0.348484848484849,"other"
"0D1B","B587",0.412698412698413,"other"
"0D1B","7C6F",0.222222222222222,"other"
"0D1B","3F49",0.194805194805195,"other"
"0D1B","E063",0.142857142857143,"other"
"0D1B","29B2",0.102941176470588,"other"
"0D1B","EC1A",0.0303030303030303,"other"
"0D1B","663E",0.0491803278688525,"other"
"0D1B","6B55",0.159420289855072,"other"
"0D1B","9A91",0.0196078431372549,"other"
"0D1B","125F",0.0465116279069767,"other"
"0D1B","F534",0.0444444444444444,"other"
"0D1B","256A",0.0363636363636364,"other"
"0D1B","2BFD",0.166666666666667,"other"
"2C18","24E9",0.389830508474576,"other"
"2C18","4ECA",0.338028169014085,"other"
"2C18","AC35",0.327586206896552,"other"
"2C18","52AD",0.32,"other"
"2C18","4C7B",0.350877192982456,"other"
"2C18","41C1",0.294117647058824,"other"
"2C18","22B0",0.272727272727273,"other"
"2C18","076C",0.313432835820896,"other"
"2C18","879F",0.388059701492537,"other"
"2C18","B587",0.409090909090909,"other"
"2C18","7C6F",0.246153846153846,"other"
"2C18","3F49",0.371428571428571,"other"
"2C18","E063",0.172413793103448,"other"
"2C18","29B2",0.215384615384615,"other"
"2C18","EC1A",0.142857142857143,"other"
"2C18","663E",0.214285714285714,"other"
"2C18","6B55",0.166666666666667,"other"
"2C18","9A91",0.037037037037037,"other"
"2C18","125F",0.0208333333333333,"other"
"2C18","F534",0.0408163265306122,"other"
"2C18","256A",0.0892857142857143,"other"
"2C18","2BFD",0.116666666666667,"other"
"24E9","4ECA",0.225352112676056,"other"
"24E9","AC35",0.254545454545455,"other"
"24E9","52AD",0.213333333333333,"other"
"24E9","4C7B",0.232142857142857,"other"
"24E9","41C1",0.26984126984127,"other"
"24E9","22B0",0.169230769230769,"other"
"24E9","076C",0.230769230769231,"other"
"24E9","879F",0.164383561643836,"other"
"24E9","B587",0.180555555555556,"other"
"24E9","7C6F",0.106060606060606,"other"
"24E9","3F49",0.396825396825397,"other"
"24E9","E063",0.132075471698113,"other"
"24E9","29B2",0.224137931034483,"other"
"24E9","EC1A",0.142857142857143,"other"
"24E9","663E",0.176470588235294,"other"
"24E9","6B55",0.0704225352112676,"other"
"24E9","9A91",0.0909090909090909,"other"
"24E9","256A",0.06,"other"
"24E9","2BFD",0.0172413793103448,"other"
"4ECA","AC35",0.32258064516129,"other"
"4ECA","52AD",0.485714285714286,"other"
"4ECA","4C7B",0.261538461538462,"other"
"4ECA","41C1",0.273972602739726,"other"
"4ECA","22B0",0.236111111111111,"other"
"4ECA","076C",0.388059701492537,"other"
"4ECA","879F",0.306666666666667,"other"
"4ECA","B587",0.240506329113924,"other"
"4ECA","7C6F",0.246376811594203,"other"
"4ECA","3F49",0.2625,"other"
"4ECA","E063",0.106060606060606,"other"
