"","BF04","80F1","F429","879F","15BF","CB2B","0145","494F","D629","0255","8BE4","922C","AC35","076C","5939","39ED","4C7B","41C1","22B0","29B2","E063","663E","F44A","A539","F377","AA3C","A5EF","B8A2","A24D","2D31","0387","D4DC","418B","AC37","A42D","34C9","9A80","A816","8C52","FB4B","0F3D","0636","4ECA","C809","8B80","0A62","F948","CC06","44BD","3CC1","12D7","C5F2","B0C8","0896","EB80","F4D9","DFAD","054D","DCCF","0734","0131","B484","EE51","0CE1","04DB","04D3","0B04","09B4","10B4","0739","F1D5","0122","0482","10B6","104E","0BA0","0DE4","062C","088C"
"C809",0.0338983050847458,0,0.0819672131147541,0.0819672131147541,0.0967741935483871,0.123287671232877,0.154929577464789,0.0743801652892562,0.0862068965517241,0.0793650793650794,0.151162790697674,0.0756302521008403,0.150684931506849,0.0857142857142857,0.181818181818182,0.0701754385964912,0.0188679245283019,0.147058823529412,0.0642201834862385,0.230769230769231,0.0545454545454545,0.0266666666666667,0.0810810810810811,0.0175438596491228,0.0491803278688525,0.174418604651163,0.0666666666666667,0.0823529411764706,0.174603174603175,0.04,0.0930232558139535,0.0535714285714286,0.0485436893203883,0.121495327102804,0.193181818181818,0.03125,0,0.0483870967741935,0.0380952380952381,0.0655737704918033,0.0603448275862069,0.126984126984127,0.338709677419355,0,0.0588235294117647,0.176470588235294,0.0392156862745098,0.0714285714285714,0.087719298245614,0.259259259259259,0.0566037735849057,0.277777777777778,0.0985915492957746,0.0298507462686567,0.129032258064516,0.0769230769230769,0.0379746835443038,0.0701754385964912,0.253968253968254,0.105263157894737,0,0.0769230769230769,0.1,0.0806451612903226,0.0344827586206897,0.1,0.106382978723404,0.0166666666666667,0,0.048780487804878,0.0666666666666667,0.148148148148148,0.0222222222222222,0.0454545454545455,0.102040816326531,0.0392156862745098,0.0465116279069767,0.0238095238095238,0.12
"8B80",0.0235294117647059,0,0,0.436363636363636,0.0444444444444444,0.0485436893203883,0,0.575757575757576,0,0.0561797752808989,0.0775862068965517,0.466666666666667,0.0185185185185185,0.428571428571429,0.0224719101123595,0.0875,0.0810810810810811,0.0297029702970297,0.352380952380952,0.06,0.0632911392405063,0.211764705882353,0.46,0.0769230769230769,0.0588235294117647,0.032520325203252,0.0112359550561798,0.216494845360825,0.0638297872340425,0.585365853658537,0.348314606741573,0.0365853658536585,0.50561797752809,0.403846153846154,0.0155038759689922,0.329787234042553,0.370786516853933,0.0224719101123595,0.421052631578947,0.166666666666667,0.505050505050505,0.0104166666666667,0.0283018867924528,0.0588235294117647,0,0.115044247787611,0.0675675675675676,0.0238095238095238,0,0.032967032967033,0,0.0326086956521739,0.00970873786407767,0.283783783783784,0.032258064516129,0,0.241379310344828,0,0.0194174757281553,0,0.0147058823529412,0.483870967741935,0.0125,0.0449438202247191,0.0886075949367089,0.0697674418604651,0.04,0.0875,0.0617283950617284,0,0,0.0114942528735632,0,0,0,0,0,0,0
"0A62",0.0394736842105263,0.0273972602739726,0.105263157894737,0.136363636363636,0.116883116883117,0.333333333333333,0.19047619047619,0.0882352941176471,0.0945945945945946,0.0886075949367089,0.3,0.0656934306569343,0.457142857142857,0.0731707317073171,0.0779220779220779,0.112676056338028,0.0909090909090909,0.2,0.0983606557377049,0.342465753424658,0.0857142857142857,0.0555555555555556,0.078125,0.0704225352112676,0.123287671232877,0.451219512195122,0.154929577464789,0.0784313725490196,0.194805194805195,0.0701754385964912,0.131313131313131,0.115942028985507,0.05,0.140495867768595,0.447058823529412,0.0833333333333333,0.0363636363636364,0.169014084507042,0.0583333333333333,0.106666666666667,0.110236220472441,0.171052631578947,0.216867469879518,0.176470588235294,0.115044247787611,0,0.126984126984127,0.114285714285714,0.111111111111111,0.211267605633803,0.0136986301369863,0.191780821917808,0.315068493150685,0.0609756097560976,0.189189189189189,0.0136986301369863,0.0638297872340425,0.0675675675675676,0.154761904761905,0.051948051948052,0,0.04,0.028169014084507,0.0119047619047619,0,0,0,0,0,0.0166666666666667,0,0.159420289855072,0.0158730158730159,0.0158730158730159,0.0588235294117647,0.0757575757575758,0.0161290322580645,0.0166666666666667,0.0882352941176471
"F948",0.032258064516129,0,0.121212121212121,0.0729166666666667,0.0833333333333333,0.06,0.0816326530612245,0.0520833333333333,0.0967741935483871,0.0540540540540541,0.111111111111111,0.0760869565217391,0.0185185185185185,0.0365853658536585,0.0588235294117647,0.0666666666666667,0.19047619047619,0.0652173913043478,0.115384615384615,0.133333333333333,0.115384615384615,0.0434782608695652,0.0459770114942529,0.115384615384615,0.129032258064516,0.0140845070422535,0.09375,0.05,0.0975609756097561,0.0869565217391304,0.101694915254237,0.153846153846154,0.0821917808219178,0.0833333333333333,0.0410958904109589,0.111111111111111,0.0806451612903226,0.0588235294117647,0.0810810810810811,0.125,0.105882352941176,0.0769230769230769,0.08,0.0392156862745098,0.0675675675675676,0.126984126984127,0,0.192307692307692,0.1,0.181818181818182,0.08,0.111111111111111,0.0208333333333333,0.0810810810810811,0.0512820512820513,0.0384615384615385,0.06,0,0.0204081632653061,0.0303030303030303,0.0769230769230769,0.0121951219512195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CC06",0.0263157894736842,0.0294117647058824,0.128205128205128,0.0377358490566038,0.0952380952380952,0.0909090909090909,0.111111111111111,0.0384615384615385,0.0512820512820513,0.0697674418604651,0.115942028985507,0.0707070707070707,0.127272727272727,0.0454545454545455,0.075,0.0540540540540541,0.142857142857143,0.217391304347826,0.0804597701149425,0.0943396226415094,0.285714285714286,0.1,0.0315789473684211,0.0588235294117647,0.2,0.128571428571429,0.166666666666667,0.0769230769230769,0.209302325581395,0.0512820512820513,0.0746268656716418,0.121212121212121,0.048780487804878,0.0425531914893617,0.169014084507042,0.0694444444444444,0.072463768115942,0.048780487804878,0.0357142857142857,0.048780487804878,0.0412371134020619,0.166666666666667,0.109090909090909,0.0714285714285714,0.0238095238095238,0.114285714285714,0.192307692307692,0,0.142857142857143,0.121951219512195,0.0303030303030303,0.0444444444444444,0.0566037735849057,0,0.0666666666666667,0.0625,0.111111111111111,0,0.0178571428571429,0.0512820512820513,0.05,0.0112359550561798,0.1,0,0,0,0,0,0,0,0,0.111111111111111,0.0909090909090909,0,0.0666666666666667,0.148148148148148,0,0,0.0967741935483871
"44BD",0.108108108108108,0.15625,0.277777777777778,0.0275229357798165,0.2,0.192307692307692,0.24,0.0091743119266055,0.303030303030303,0.2,0.0821917808219178,0.0384615384615385,0.12280701754386,0.0217391304347826,0.153846153846154,0.0512820512820513,0.133333333333333,0.260869565217391,0.032258064516129,0.153846153846154,0.117647058823529,0.0555555555555556,0.0309278350515464,0.1875,0.294117647058824,0.157142857142857,0.257142857142857,0.125,0.125,0.0120481927710843,0.0571428571428571,0.147058823529412,0.0114942528735632,0.0309278350515464,0.180555555555556,0.025974025974026,0.027027027027027,0.184210526315789,0.0229885057471264,0.153846153846154,0.0404040404040404,0.186046511627907,0.26,0.087719298245614,0,0.111111111111111,0.1,0.142857142857143,0,0.297297297297297,0.241379310344828,0.225,0.183673469387755,0.0208333333333333,0.25,0.241379310344828,0.0333333333333333,0.28125,0.204081632653061,0.433333333333333,0,0,0.09375,0,0,0,0,0,0,0.0454545454545455,0.037037037037037,0.05,0.04,0.0833333333333333,0.0967741935483871,0.0645161290322581,0.0869565217391304,0.0952380952380952,0.0285714285714286
"3CC1",0.0681818181818182,0.0238095238095238,0.130434782608696,0.0535714285714286,0.125,0.214285714285714,0.387755102040816,0.0265486725663717,0.225,0.255813953488372,0.197183098591549,0.0654205607476635,0.166666666666667,0.0638297872340425,0.186046511627907,0.0681818181818182,0.0810810810810811,0.254901960784314,0.0625,0.245283018867925,0.0731707317073171,0.05,0.06,0.1,0.19047619047619,0.175675675675676,0.162790697674419,0.0833333333333333,0.276595744680851,0.0465116279069767,0.142857142857143,0.153846153846154,0.032967032967033,0.0707070707070707,0.197368421052632,0.0365853658536585,0.0123456790123457,0.159090909090909,0.0326086956521739,0.159090909090909,0.101010101010101,0.1875,0.326923076923077,0.259259259259259,0.032967032967033,0.211267605633803,0.181818181818182,0.121951219512195,0.297297297297297,0,0.166666666666667,0.527777777777778,0.163636363636364,0.0784313725490196,0.244444444444444,0.2,0.0149253731343284,0.175,0.326530612244898,0.225,0,0.0208333333333333,0.0789473684210526,0,0,0,0,0,0,0.0740740740740741,0.0303030303030303,0.0909090909090909,0.032258064516129,0.0666666666666667,0.0810810810810811,0.0833333333333333,0.0689655172413793,0.0740740740740741,0.05
"12D7",0.296296296296296,0.291666666666667,0.25,0.0192307692307692,0.166666666666667,0.0769230769230769,0.166666666666667,0.00970873786407767,0.15625,0.166666666666667,0.0579710144927536,0.02,0.0357142857142857,0.0232558139534884,0.0540540540540541,0.0606060606060606,0.0769230769230769,0.106382978723404,0.0227272727272727,0.0588235294117647,0.0666666666666667,0.02,0.010752688172043,0.185185185185185,0.117647058823529,0.0714285714285714,0.0857142857142857,0.1,0.0434782608695652,0,0.0303030303030303,0.03125,0.0123456790123457,0.0217391304347826,0.0675675675675676,0.0138888888888889,0.0144927536231884,0.147058823529412,0.0246913580246914,0.0833333333333333,0.043010752688172,0.125,0.0961538461538462,0.0566037735849057,0,0.0136986301369863,0.08,0.0303030303030303,0.241379310344828,0.166666666666667,0,0.162162162162162,0.130434782608696,0.0238095238095238,0.128205128205128,0.304347826086957,0.0181818181818182,0.25,0.152173913043478,0.37037037037037,0,0,0,0,0,0,0,0,0,0.0625,0.0476190476190476,0.0285714285714286,0.0526315789473684,0.0526315789473684,0.037037037037037,0.0384615384615385,0.0555555555555556,0.0625,0.0344827586206897
"C5F2",0.0434782608695652,0,0.104166666666667,0.0625,0.1,0.189655172413793,0.408163265306122,0.0173913043478261,0.19047619047619,0.170212765957447,0.131578947368421,0.0454545454545455,0.145161290322581,0.0412371134020619,0.181818181818182,0.116279069767442,0.0512820512820513,0.160714285714286,0.0404040404040404,0.218181818181818,0.0465116279069767,0.032258064516129,0.0490196078431373,0.0465116279069767,0.159090909090909,0.173333333333333,0.108695652173913,0.0675675675675676,0.173076923076923,0.0111111111111111,0.125,0.0952380952380952,0.021505376344086,0.0808080808080808,0.164556962025316,0.0117647058823529,0.0121951219512195,0.130434782608696,0.032258064516129,0.0612244897959184,0.0679611650485437,0.183673469387755,0.320754716981132,0.277777777777778,0.0326086956521739,0.191780821917808,0.111111111111111,0.0444444444444444,0.225,0.527777777777778,0.162162162162162,0,0.140350877192982,0.0769230769230769,0.1875,0.194444444444444,0.0147058823529412,0.170731707317073,0.32,0.162790697674419,0,0,0.05,0.0188679245283019,0,0,0,0,0,0.0714285714285714,0.0294117647058824,0.113636363636364,0.03125,0.0645161290322581,0.205882352941176,0.111111111111111,0.103448275862069,0.0714285714285714,0.075
"B0C8",0.117647058823529,0.127659574468085,0.107142857142857,0.024,0.142857142857143,0.344827586206897,0.238095238095238,0,0.156862745098039,0.230769230769231,0.17283950617284,0.00813008130081301,0.35593220338983,0.0476190476190476,0.0892857142857143,0.0363636363636364,0.0416666666666667,0.213114754098361,0.00900900900900901,0.225806451612903,0.08,0,0.0175438596491228,0.125,0.111111111111111,0.385714285714286,0.224489795918367,0.1,0.09375,0.0101010101010101,0.0112359550561798,0.0576923076923077,0.00970873786407767,0.0265486725663717,0.364864864864865,0.0326086956521739,0.010989010989011,0.355555555555556,0.0194174757281553,0.0517241379310345,0.0347826086956522,0.155172413793103,0.161764705882353,0.0985915492957746,0.00970873786407767,0.315068493150685,0.0208333333333333,0.0566037735849057,0.183673469387755,0.163636363636364,0.130434782608696,0.140350877192982,0,0.015625,0.178571428571429,0.106382978723404,0.04,0.117647058823529,0.293103448275862,0.204081632653061,0,0.00934579439252336,0.0408163265306122,0,0,0,0,0,0,0.0263157894736842,0.0476190476190476,0.0943396226415094,0.024390243902439,0.0769230769230769,0.111111111111111,0.0888888888888889,0.0512820512820513,0.0540540540540541,0.0196078431372549
"0896",0.0212765957446809,0,0.0192307692307692,0.214285714285714,0.0784313725490196,0.0147058823529412,0.0454545454545455,0.21875,0.0416666666666667,0.0377358490566038,0.036144578313253,0.236559139784946,0.0142857142857143,0.246913580246914,0.04,0.0434782608695652,0.0512820512820513,0,0.226190476190476,0.0307692307692308,0.0714285714285714,0.306122448979592,0.202247191011236,0.0714285714285714,0.02,0.0232558139534884,0.02,0.295081967213115,0.0517241379310345,0.318840579710145,0.446428571428571,0.121951219512195,0.217948717948718,0.175824175824176,0.0222222222222222,0.194444444444444,0.317460317460317,0.0612244897959184,0.246753246753247,0.3,0.25,0.0357142857142857,0.0606060606060606,0.0298507462686567,0.283783783783784,0.0609756097560976,0.0810810810810811,0,0.0208333333333333,0.0784313725490196,0.0238095238095238,0.0769230769230769,0.015625,0,0.0178571428571429,0.048780487804878,0.277777777777778,0,0.03125,0.0204081632653061,0,0.2375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"EB80",0.0652173913043478,0.0465116279069767,0.102040816326531,0.0434782608695652,0.12,0.206896551724138,0.228070175438596,0.0260869565217391,0.214285714285714,0.217391304347826,0.10126582278481,0.0357142857142857,0.107692307692308,0.0515463917525773,0.292682926829268,0.0425531914893617,0.0769230769230769,0.346938775510204,0.0505050505050505,0.0967741935483871,0.0697674418604651,0.015625,0.0485436893203883,0.121951219512195,0.155555555555556,0.202702702702703,0.3,0.0958904109589041,0.215686274509804,0.010989010989011,0.0649350649350649,0.0930232558139535,0.0212765957446809,0.0384615384615385,0.192307692307692,0.0357142857142857,0.0120481927710843,0.127659574468085,0.0319148936170213,0.0816326530612245,0.0673076923076923,0.311111111111111,0.183333333333333,0.129032258064516,0.032258064516129,0.189189189189189,0.0512820512820513,0.0666666666666667,0.25,0.244444444444444,0.128205128205128,0.1875,0.178571428571429,0.0178571428571429,0,0.157894736842105,0.0294117647058824,0.195121951219512,0.175438596491228,0.186046511627907,0,0.0204081632653061,0.264705882352941,0.0185185185185185,0,0,0,0,0,0.0333333333333333,0.125,0.0204081632653061,0.0303030303030303,0.0303030303030303,0.0769230769230769,0.025,0.0645161290322581,0.0333333333333333,0.0476190476190476
"F4D9",0.129032258064516,0.107142857142857,0.176470588235294,0,0.135135135135135,0.037037037037037,0.166666666666667,0,0.15625,0.2,0.0138888888888889,0.02,0.0357142857142857,0.0232558139534884,0.114285714285714,0.0294117647058824,0.037037037037037,0.130434782608696,0.0112359550561798,0.0384615384615385,0.103448275862069,0.0408163265306122,0.032967032967033,0.185185185185185,0.117647058823529,0.0714285714285714,0.1875,0.0819672131147541,0.0434782608695652,0.012987012987013,0.0625,0.0645161290322581,0,0,0.0533333333333333,0.0138888888888889,0.0144927536231884,0.114285714285714,0.0121951219512195,0.114285714285714,0.043010752688172,0.0714285714285714,0.117647058823529,0.0769230769230769,0,0.0136986301369863,0.0384615384615385,0.0625,0.241379310344828,0.2,0.304347826086957,0.194444444444444,0.106382978723404,0.048780487804878,0.157894736842105,0,0.0181818181818182,0.25,0.152173913043478,0.275862068965517,0,0,0.0740740740740741,0,0,0,0,0,0,0.0625,0.0476190476190476,0.0285714285714286,0.0526315789473684,0.0526315789473684,0.037037037037037,0.0384615384615385,0.0555555555555556,0.0625,0.0344827586206897
"DFAD",0.0338983050847458,0,0.0476190476190476,0.257142857142857,0.0793650793650794,0.0379746835443038,0.0123456790123457,0.203703703703704,0.0327868852459016,0.0303030303030303,0.0421052631578947,0.28,0.037037037037037,0.266666666666667,0.0655737704918033,0.0166666666666667,0.08,0.0263157894736842,0.303370786516854,0.0526315789473684,0.137254901960784,0.4,0.263157894736842,0.0740740740740741,0.0666666666666667,0.0412371134020619,0.0666666666666667,0.295774647887324,0.072463768115942,0.268292682926829,0.253333333333333,0.113207547169811,0.285714285714286,0.2,0.0714285714285714,0.269230769230769,0.391304347826087,0.0317460317460317,0.224719101123595,0.120689655172414,0.28125,0.0597014925373134,0.0506329113924051,0.0379746835443038,0.241379310344828,0.0638297872340425,0.06,0.111111111111111,0.0333333333333333,0.0149253731343284,0.0181818181818182,0.0147058823529412,0.04,0.277777777777778,0.0294117647058824,0.0181818181818182,0,0,0.025974025974026,0.0161290322580645,0.0238095238095238,0.272727272727273,0.0185185185185185,0.046875,0.0714285714285714,0.0476190476190476,0.04,0.0701754385964912,0.0714285714285714,0,0,0,0,0,0.0188679245283019,0,0,0,0
"054D",0.142857142857143,0.161290322580645,0.216216216216216,0,0.0930232558139535,0.109090909090909,0.196078431372549,0,0.166666666666667,0.119047619047619,0.0833333333333333,0,0.0862068965517241,0.0108695652173913,0.0476190476190476,0.0256410256410256,0,0.14,0,0.0727272727272727,0,0,0,0.0882352941176471,0.075,0.0666666666666667,0.131578947368421,0.0757575757575758,0.06,0,0,0.027027027027027,0,0,0.12,0,0,0.0731707317073171,0,0.0731707317073171,0.0099009900990099,0.111111111111111,0.127272727272727,0.0701754385964912,0,0.0675675675675676,0,0,0.28125,0.175,0.25,0.170731707317073,0.117647058823529,0,0.195121951219512,0.25,0,0,0.208333333333333,0.272727272727273,0,0,0.0967741935483871,0,0,0,0,0,0,0.0476190476190476,0,0.0512820512820513,0,0,0.0645161290322581,0.032258064516129,0,0,0.0294117647058824
"DCCF",0.115384615384615,0.102040816326531,0.125,0.048780487804878,0.101694915254237,0.161764705882353,0.316666666666667,0.0241935483870968,0.176470588235294,0.274509803921569,0.246753246753247,0.0416666666666667,0.191176470588235,0.0471698113207547,0.169811320754717,0.0357142857142857,0.0408163265306122,0.19047619047619,0.0560747663551402,0.241935483870968,0.0377358490566038,0.0277777777777778,0.0446428571428571,0.122448979591837,0.109090909090909,0.289473684210526,0.173076923076923,0.155844155844156,0.145161290322581,0.0202020202020202,0.0459770114942529,0.037037037037037,0.00961538461538462,0.0353982300884956,0.228915662650602,0.032258064516129,0.0108695652173913,0.192307692307692,0.0192307692307692,0.087719298245614,0.0526315789473684,0.0967741935483871,0.428571428571429,0.253968253968254,0.0194174757281553,0.154761904761905,0.0204081632653061,0.0178571428571429,0.204081632653061,0.326530612244898,0.152173913043478,0.32,0.293103448275862,0.03125,0.175438596491228,0.152173913043478,0.025974025974026,0.208333333333333,0,0.276595744680851,0,0.0283018867924528,0.0612244897959184,0.0666666666666667,0.0178571428571429,0.0327868852459016,0.0208333333333333,0,0,0.0526315789473684,0.0227272727272727,0.156862745098039,0.0238095238095238,0.048780487804878,0.159090909090909,0.0869565217391304,0.105263157894737,0.0526315789473684,0.152173913043478
"0734",0.272727272727273,0.310344827586207,0.27027027027027,0.00892857142857143,0.166666666666667,0.145454545454545,0.166666666666667,0,0.333333333333333,0.256410256410256,0.0666666666666667,0.00925925925925926,0.101694915254237,0.021505376344086,0.0952380952380952,0.024390243902439,0.0606060606060606,0.229166666666667,0.0104166666666667,0.12962962962963,0.0540540540540541,0.0175438596491228,0.0202020202020202,0.181818181818182,0.216216216216216,0.138888888888889,0.25,0.106060606060606,0.122448979591837,0,0.0135135135135135,0.0526315789473684,0.0113636363636364,0.01,0.131578947368421,0,0.0131578947368421,0.210526315789474,0.0112359550561798,0.0697674418604651,0.0297029702970297,0.130434782608696,0.185185185185185,0.105263157894737,0,0.051948051948052,0.0303030303030303,0.0512820512820513,0.433333333333333,0.225,0.37037037037037,0.162790697674419,0.204081632653061,0.0204081632653061,0.186046511627907,0.275862068965517,0.0161290322580645,0.272727272727273,0.276595744680851,0,0,0,0.0909090909090909,0,0,0,0,0,0,0.0434782608695652,0.0357142857142857,0.0238095238095238,0.0384615384615385,0.0384615384615385,0.0294117647058824,0.0303030303030303,0.04,0.0434782608695652,0.0277777777777778
"0131",0,0,0.0384615384615385,0,0.0357142857142857,0,0,0.0111111111111111,0,0,0.0169491525423729,0.0113636363636364,0,0,0,0,0,0,0.0131578947368421,0,0,0,0.0125,0,0,0,0.0416666666666667,0,0.0294117647058824,0.015625,0,0,0.0298507462686567,0,0,0,0.0363636363636364,0,0.0144927536231884,0,0.0120481927710843,0,0,0,0.0147058823529412,0,0.0769230769230769,0.05,0,0,0,0,0,0,0,0,0.0238095238095238,0,0,0,0,0.0138888888888889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"B484",0.0111111111111111,0,0,0.372881355932203,0.0208333333333333,0.0181818181818182,0,0.6,0,0.0315789473684211,0.048780487804878,0.490566037735849,0.0178571428571429,0.425742574257426,0.021505376344086,0.0340909090909091,0.037037037037037,0,0.327272727272727,0.0476190476190476,0.0352941176470588,0.202247191011236,0.5,0.0476190476190476,0.010752688172043,0.0155038759689922,0.010752688172043,0.232323232323232,0.0297029702970297,0.472527472527473,0.278350515463918,0.0348837209302326,0.568181818181818,0.485148514851485,0.0150375939849624,0.329896907216495,0.415730337078652,0.0106382978723404,0.447916666666667,0.130952380952381,0.443396226415094,0.01,0.0462962962962963,0.0769230769230769,0.483870967741935,0.04,0.0121951219512195,0.0112359550561798,0,0.0208333333333333,0,0,0.00934579439252336,0.2375,0.0204081632653061,0,0.272727272727273,0,0.0283018867924528,0,0.0138888888888889,0,0,0.141176470588235,0.2,0.215189873417722,0.0933333333333333,0.181818181818182,0.153846153846154,0,0,0.0222222222222222,0,0,0,0,0,0,0
"EE51",0.0303030303030303,0,0,0.00961538461538462,0.0512820512820513,0.1,0.0377358490566038,0,0.161290322580645,0.0789473684210526,0.0588235294117647,0.01,0.0555555555555556,0.0116279069767442,0.266666666666667,0,0.0384615384615385,0.24390243902439,0,0.0392156862745098,0.0333333333333333,0.0204081632653061,0.0333333333333333,0.0333333333333333,0.121212121212121,0.0882352941176471,0.15625,0.0655737704918033,0.27027027027027,0.0131578947368421,0.0151515151515152,0.032258064516129,0,0,0.0985915492957746,0.0140845070422535,0.0147058823529412,0,0.0123456790123457,0.027027027027027,0,0.222222222222222,0.0769230769230769,0.1,0.0125,0.028169014084507,0,0.1,0.09375,0.0789473684210526,0,0.05,0.0408163265306122,0,0.264705882352941,0.0740740740740741,0.0185185185185185,0.0967741935483871,0.0612244897959184,0.0909090909090909,0,0,0,0,0,0,0,0,0,0,0.235294117647059,0,0,0,0,0.04,0,0,0
"0CE1",0,0,0,0.158415841584158,0,0,0.0307692307692308,0.138613861386139,0.0212765957446809,0,0.037037037037037,0.107843137254902,0.0147058823529412,0.1,0.0416666666666667,0.0454545454545455,0,0,0.147727272727273,0,0,0.0508474576271186,0.117021276595745,0,0,0.0117647058823529,0,0.0547945205479452,0.0172413793103448,0.0853658536585366,0.0675675675675676,0,0.134146341463415,0.117021276595745,0.0112359550561798,0.135135135135135,0.10958904109589,0,0.119047619047619,0,0.0909090909090909,0,0.0303030303030303,0.0806451612903226,0.0449438202247191,0.0119047619047619,0,0,0,0,0,0.0188679245283019,0,0,0.0185185185185185,0,0.046875,0,0.0666666666666667,0,0,0.141176470588235,0,0,0.323529411764706,0.378378378378378,0.233333333333333,0.4375,0.323529411764706,0,0,0.0444444444444444,0,0,0.0263157894736842,0,0.0714285714285714,0,0.0789473684210526
"04DB",0,0,0,0.0576923076923077,0,0.0169491525423729,0,0.161290322580645,0,0.0222222222222222,0.0266666666666667,0.139784946236559,0,0.0952380952380952,0,0.0263157894736842,0,0,0.0804597701149425,0,0,0.0377358490566038,0.13953488372093,0,0,0,0,0.0144927536231884,0,0.108108108108108,0.0434782608695652,0,0.146666666666667,0.113636363636364,0,0.203125,0.174603174603175,0,0.0740740740740741,0,0.0860215053763441,0,0.0166666666666667,0.0344827586206897,0.0886075949367089,0,0,0,0,0,0,0,0,0,0,0,0.0714285714285714,0,0.0178571428571429,0,0,0.2,0,0.323529411764706,0,0.517241379310345,0.2,0.56,0.652173913043478,0,0,0.0256410256410256,0,0.0434782608695652,0,0,0,0,0
"04D3",0,0,0,0.0740740740740741,0,0.0153846153846154,0,0.239130434782609,0,0,0.0506329113924051,0.154639175257732,0,0.113636363636364,0,0.0465116279069767,0,0,0.0989010989010989,0,0,0.0517241379310345,0.181818181818182,0,0,0,0,0.0133333333333333,0,0.0864197530864197,0.0540540540540541,0,0.164556962025316,0.118279569892473,0,0.202898550724638,0.159420289855072,0,0.148148148148148,0,0.0918367346938776,0,0.0634920634920635,0.1,0.0697674418604651,0,0,0,0,0,0,0,0,0,0,0,0.0476190476190476,0,0.0327868852459016,0,0,0.215189873417722,0,0.378378378378378,0.517241379310345,0,0.285714285714286,0.40625,0.517241379310345,0,0.032258064516129,0.0952380952380952,0,0.0714285714285714,0,0.0277777777777778,0,0,0.0256410256410256
"0B04",0,0,0,0.0625,0,0.0196078431372549,0,0.111111111111111,0,0,0.0298507462686567,0.0769230769230769,0,0.0632911392405063,0,0,0,0,0.0617283950617284,0,0,0.0681818181818182,0.0975609756097561,0,0,0,0,0.0333333333333333,0,0.0571428571428571,0.0666666666666667,0,0.0684931506849315,0.0843373493975904,0,0.0615384615384615,0.0645161290322581,0,0.0972222222222222,0,0.0333333333333333,0,0.06,0.106382978723404,0.04,0,0,0,0,0,0,0,0,0,0,0,0.04,0,0.0208333333333333,0,0,0.0933333333333333,0,0.233333333333333,0.2,0.285714285714286,0,0.148148148148148,0.153846153846154,0,0,0.103448275862069,0,0.0666666666666667,0,0,0,0,0
"09B4",0,0,0,0.11,0,0,0,0.147368421052632,0,0.0217391304347826,0.012987012987013,0.103092783505155,0,0.0813953488372093,0,0.0256410256410256,0,0,0.130952380952381,0,0,0.037037037037037,0.125,0,0,0,0,0.0142857142857143,0,0.121621621621622,0.0428571428571429,0,0.12987012987013,0.1,0,0.181818181818182,0.171875,0,0.1,0,0.0967741935483871,0,0,0.0166666666666667,0.0875,0,0,0,0,0,0,0,0,0,0,0,0.0701754385964912,0,0,0,0,0.181818181818182,0,0.4375,0.56,0.40625,0.148148148148148,0,0.444444444444444,0,0,0,0,0,0,0,0,0,0
"10B4",0,0,0,0.0576923076923077,0,0,0,0.173913043478261,0,0,0.0131578947368421,0.139784946236559,0,0.0952380952380952,0,0.0263157894736842,0,0,0.0804597701149425,0,0,0.0784313725490196,0.180722891566265,0,0,0,0,0.0294117647058824,0,0.0789473684210526,0.0746268656716418,0,0.146666666666667,0.0652173913043478,0,0.203125,0.193548387096774,0,0.10126582278481,0,0.0978260869565217,0,0,0,0.0617283950617284,0,0,0,0,0,0,0,0,0,0,0,0.0714285714285714,0,0,0,0,0.153846153846154,0,0.323529411764706,0.652173913043478,0.517241379310345,0.153846153846154,0.444444444444444,0,0,0,0,0,0,0,0,0,0,0
"0739",0,0,0.0384615384615385,0,0.0357142857142857,0.0238095238095238,0.048780487804878,0,0,0.0357142857142857,0.0344827586206897,0,0.0465116279069767,0.0135135135135135,0.0833333333333333,0.0476190476190476,0,0.0540540540540541,0,0,0,0,0,0,0,0.0163934426229508,0.0416666666666667,0.0192307692307692,0.0606060606060606,0,0,0,0,0,0.03125,0,0,0,0,0,0.0120481927710843,0.0666666666666667,0.0476190476190476,0.048780487804878,0,0.0166666666666667,0,0,0.0454545454545455,0.0740740740740741,0.0625,0.0714285714285714,0.0263157894736842,0,0.0333333333333333,0.0625,0,0.0476190476190476,0.0526315789473684,0.0434782608695652,0,0,0,0,0,0,0,0,0,0,0.125,0.0952380952380952,0.166666666666667,0.166666666666667,0.153846153846154,0.166666666666667,0.2,0.333333333333333,0.133333333333333
