"","BF04","80F1","F429","879F","15BF","CB2B","0145","494F","D629","0255","8BE4","922C","AC35","076C","5939","39ED","4C7B","41C1","22B0","29B2","E063","663E","F44A","A539","F377","AA3C","A5EF","B8A2","A24D","2D31","0387","D4DC","418B","AC37","A42D","34C9","9A80","A816","8C52","FB4B","0F3D","0636","4ECA","C809","8B80","0A62","F948","CC06","44BD","3CC1","12D7","C5F2","B0C8","0896","EB80","F4D9","DFAD","054D","DCCF","0734","0131","B484","EE51","0CE1","04DB","04D3","0B04","09B4","10B4","0739","F1D5","0122","0482","10B6","104E","0BA0","0DE4","062C","088C"
"E063",0.0882352941176471,0.0645161290322581,0.0769230769230769,0.08,0.157894736842105,0.16,0.0943396226415094,0.06,0.114285714285714,0.157894736842105,0.136363636363636,0.106382978723404,0.0909090909090909,0.0975609756097561,0.171428571428571,0.0277777777777778,0.363636363636364,0.148936170212766,0.0823529411764706,0.0980392156862745,0,0.104166666666667,0.103448275862069,0.214285714285714,0.25,0.115942028985507,0.111111111111111,0.133333333333333,0.136363636363636,0.0810810810810811,0.147540983606557,0.129032258064516,0.0909090909090909,0.0666666666666667,0.10958904109589,0.102941176470588,0.0909090909090909,0.171428571428571,0.0897435897435897,0.108108108108108,0.0879120879120879,0.175,0.0925925925925926,0.0545454545454545,0.0632911392405063,0.0857142857142857,0.115384615384615,0.285714285714286,0.117647058823529,0.0731707317073171,0.0666666666666667,0.0465116279069767,0.08,0.0714285714285714,0.0697674418604651,0.103448275862069,0.137254901960784,0,0.0377358490566038,0.0540540540540541,0,0.0352941176470588,0.0333333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"663E",0.0181818181818182,0.0196078431372549,0.0166666666666667,0.19811320754717,0.0677966101694915,0.0547945205479452,0.0547945205479452,0.213592233009709,0.0740740740740741,0.0677966101694915,0.0804597701149425,0.268041237113402,0.0821917808219178,0.252873563218391,0.0714285714285714,0.0181818181818182,0.113636363636364,0.0579710144927536,0.247191011235955,0.0714285714285714,0.104166666666667,0,0.236559139784946,0.104166666666667,0.0727272727272727,0.0666666666666667,0.0535714285714286,0.298507462686567,0.078125,0.269230769230769,0.412698412698413,0.08,0.211764705882353,0.185567010309278,0.0638297872340425,0.287671232876712,0.318840579710145,0.0526315789473684,0.223529411764706,0.176470588235294,0.268817204301075,0.0819672131147541,0.0833333333333333,0.0266666666666667,0.211764705882353,0.0555555555555556,0.0434782608695652,0.1,0.0555555555555556,0.05,0.02,0.032258064516129,0,0.306122448979592,0.015625,0.0408163265306122,0.4,0,0.0277777777777778,0.0175438596491228,0,0.202247191011236,0.0204081632653061,0.0508474576271186,0.0377358490566038,0.0517241379310345,0.0681818181818182,0.037037037037037,0.0784313725490196,0,0,0.0555555555555556,0,0,0,0.0434782608695652,0,0,0.02
"F44A",0.0531914893617021,0.021505376344086,0.0297029702970297,0.428571428571429,0.0816326530612245,0.0810810810810811,0.0169491525423729,0.555555555555556,0.0412371134020619,0.0816326530612245,0.096,0.580952380952381,0.0427350427350427,0.52,0.0618556701030928,0.0531914893617021,0.0952380952380952,0.045045045045045,0.36283185840708,0.102803738317757,0.103448275862069,0.236559139784946,0,0.103448275862069,0.120879120879121,0.0692307692307692,0.0515463917525773,0.25,0.087378640776699,0.463917525773196,0.346938775510204,0.0659340659340659,0.46,0.410714285714286,0.0287769784172662,0.397959183673469,0.440860215053763,0.0618556701030928,0.4,0.157303370786517,0.45045045045045,0.0480769230769231,0.0614035087719298,0.0810810810810811,0.46,0.078125,0.0459770114942529,0.0315789473684211,0.0309278350515464,0.06,0.010752688172043,0.0490196078431373,0.0175438596491228,0.202247191011236,0.0485436893203883,0.032967032967033,0.263157894736842,0,0.0446428571428571,0.0202020202020202,0.0125,0.5,0.0333333333333333,0.117021276595745,0.13953488372093,0.181818181818182,0.0975609756097561,0.125,0.180722891566265,0,0,0.0204081632653061,0,0,0,0,0,0,0
"A539",0.193548387096774,0.269230769230769,0.135135135135135,0.0693069306930693,0.222222222222222,0.0740740740740741,0.0943396226415094,0.0816326530612245,0.181818181818182,0.189189189189189,0.0869565217391304,0.0721649484536082,0.0714285714285714,0.0588235294117647,0.171428571428571,0.0571428571428571,0.304347826086957,0.125,0.0574712643678161,0.0769230769230769,0.214285714285714,0.104166666666667,0.103448275862069,0,0.212121212121212,0.149253731343284,0.212121212121212,0.214285714285714,0.111111111111111,0.038961038961039,0.147540983606557,0.129032258064516,0.0632911392405063,0.0786516853932584,0.0945945945945946,0.0563380281690141,0.0746268656716418,0.366666666666667,0.0625,0.28125,0.112359550561798,0.0930232558139535,0.0925925925925926,0.0175438596491228,0.0769230769230769,0.0704225352112676,0.115384615384615,0.0588235294117647,0.1875,0.1,0.185185185185185,0.0465116279069767,0.125,0.0714285714285714,0.121951219512195,0.185185185185185,0.0740740740740741,0.0882352941176471,0.122448979591837,0.181818181818182,0,0.0476190476190476,0.0333333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"F377",0.228571428571429,0.181818181818182,0.230769230769231,0.0857142857142857,0.162790697674419,0.230769230769231,0.142857142857143,0.0275229357798165,0.216216216216216,0.25,0.0945945945945946,0.0784313725490196,0.1,0.0549450549450549,0.205128205128205,0.075,0.2,0.25,0.0537634408602151,0.192307692307692,0.25,0.0727272727272727,0.120879120879121,0.212121212121212,0,0.169014084507042,0.277777777777778,0.174603174603175,0.217391304347826,0.0886075949367089,0.0857142857142857,0.205882352941176,0.0714285714285714,0.0515463917525773,0.12987012987013,0.08,0.0684931506849315,0.236842105263158,0.0581395348837209,0.119047619047619,0.0606060606060606,0.177777777777778,0.120689655172414,0.0491803278688525,0.0588235294117647,0.123287671232877,0.129032258064516,0.2,0.294117647058824,0.19047619047619,0.117647058823529,0.159090909090909,0.111111111111111,0.02,0.155555555555556,0.117647058823529,0.0666666666666667,0.075,0.109090909090909,0.216216216216216,0,0.010752688172043,0.121212121212121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AA3C",0.0666666666666667,0.101449275362319,0.118421052631579,0.0633802816901408,0.144736842105263,0.278481012658228,0.216867469879518,0.041958041958042,0.108108108108108,0.225352112676056,0.296703296703297,0.0425531914893617,0.471428571428571,0.0555555555555556,0.150684931506849,0.0666666666666667,0.106060606060606,0.310810810810811,0.0227272727272727,0.269230769230769,0.115942028985507,0.0666666666666667,0.0692307692307692,0.149253731343284,0.169014084507042,0,0.220588235294118,0.168421052631579,0.223684210526316,0.025,0.0865384615384615,0.0684931506849315,0.032520325203252,0.053030303030303,0.58974358974359,0.0350877192982456,0.0454545454545455,0.272727272727273,0.024,0.0769230769230769,0.0676691729323308,0.184210526315789,0.275,0.174418604651163,0.032520325203252,0.451219512195122,0.0140845070422535,0.128571428571429,0.157142857142857,0.175675675675676,0.0714285714285714,0.173333333333333,0.385714285714286,0.0232558139534884,0.202702702702703,0.0714285714285714,0.0412371134020619,0.0666666666666667,0.289473684210526,0.138888888888889,0,0.0155038759689922,0.0882352941176471,0.0117647058823529,0,0,0,0,0,0.0163934426229508,0.046875,0.208955223880597,0.0317460317460317,0.0317460317460317,0.0735294117647059,0.0909090909090909,0.032258064516129,0.0333333333333333,0.153846153846154
"A5EF",0.131578947368421,0.181818181818182,0.230769230769231,0.0178571428571429,0.136363636363636,0.254901960784314,0.185185185185185,0.0181818181818182,0.25,0.282051282051282,0.0945945945945946,0.0476190476190476,0.245283018867925,0.032258064516129,0.146341463414634,0.131578947368421,0.125,0.304347826086957,0.0425531914893617,0.148148148148148,0.111111111111111,0.0535714285714286,0.0515463917525773,0.212121212121212,0.277777777777778,0.220588235294118,0,0.174603174603175,0.272727272727273,0.0238095238095238,0.0704225352112676,0.205882352941176,0.0465116279069767,0.0303030303030303,0.242857142857143,0.0125,0.0684931506849315,0.236842105263158,0.0111111111111111,0.146341463414634,0.0606060606060606,0.204545454545455,0.203703703703704,0.0666666666666667,0.0112359550561798,0.154929577464789,0.09375,0.166666666666667,0.257142857142857,0.162790697674419,0.0857142857142857,0.108695652173913,0.224489795918367,0.02,0.3,0.1875,0.0666666666666667,0.131578947368421,0.173076923076923,0.25,0.0416666666666667,0.010752688172043,0.15625,0,0,0,0,0,0,0.0416666666666667,0.0344827586206897,0.0232558139534884,0.037037037037037,0.037037037037037,0.0285714285714286,0.0294117647058824,0.0384615384615385,0.0416666666666667,0.027027027027027
"B8A2",0.145161290322581,0.135593220338983,0.134328358208955,0.256637168141593,0.164179104477612,0.15,0.0823529411764706,0.217391304347826,0.106060606060606,0.130434782608696,0.112244897959184,0.254545454545455,0.105882352941176,0.26530612244898,0.136363636363636,0.0597014925373134,0.103448275862069,0.1,0.247524752475248,0.0975609756097561,0.133333333333333,0.298507462686567,0.25,0.214285714285714,0.174603174603175,0.168421052631579,0.174603174603175,0,0.12,0.280898876404494,0.386666666666667,0.15,0.268817204301075,0.171171171171171,0.15,0.211111111111111,0.308641975308642,0.19047619047619,0.214285714285714,0.229508196721311,0.266666666666667,0.0945945945945946,0.120481927710843,0.0823529411764706,0.216494845360825,0.0784313725490196,0.05,0.0769230769230769,0.125,0.0833333333333333,0.1,0.0675675675675676,0.1,0.295081967213115,0.0958904109589041,0.0819672131147541,0.295774647887324,0.0757575757575758,0.155844155844156,0.106060606060606,0,0.232323232323232,0.0655737704918033,0.0547945205479452,0.0144927536231884,0.0133333333333333,0.0333333333333333,0.0142857142857143,0.0294117647058824,0.0192307692307692,0.0175438596491228,0.0434782608695652,0.0181818181818182,0.0181818181818182,0.0491803278688525,0.0161290322580645,0.0576923076923077,0.0192307692307692,0.0819672131147541
"A24D",0.127659574468085,0.0888888888888889,0.16,0.0689655172413793,0.132075471698113,0.254237288135593,0.15625,0.0427350427350427,0.145833333333333,0.153846153846154,0.166666666666667,0.0909090909090909,0.225806451612903,0.0927835051546392,0.325581395348837,0.177777777777778,0.0952380952380952,0.346153846153846,0.0588235294117647,0.2,0.136363636363636,0.078125,0.087378640776699,0.111111111111111,0.217391304347826,0.223684210526316,0.272727272727273,0.12,0,0.0786516853932584,0.116883116883117,0.159090909090909,0.0752688172043011,0.0769230769230769,0.243589743589744,0.0224719101123595,0.0602409638554217,0.0961538461538462,0.0202020202020202,0.163265306122449,0.0952380952380952,0.431818181818182,0.153846153846154,0.174603174603175,0.0638297872340425,0.194805194805195,0.0975609756097561,0.209302325581395,0.125,0.276595744680851,0.0434782608695652,0.173076923076923,0.09375,0.0517241379310345,0.215686274509804,0.0434782608695652,0.072463768115942,0.06,0.145161290322581,0.122448979591837,0.0294117647058824,0.0297029702970297,0.27027027027027,0.0172413793103448,0,0,0,0,0,0.0606060606060606,0.142857142857143,0.102040816326531,0.027027027027027,0.027027027027027,0.0454545454545455,0.125,0.0277777777777778,0.0294117647058824,0.0909090909090909
"2D31",0.0246913580246914,0.0128205128205128,0.0114942528735632,0.466666666666667,0.0588235294117647,0.0505050505050505,0.00970873786407767,0.504950495049505,0.0119047619047619,0.0588235294117647,0.0803571428571429,0.5,0.00952380952380952,0.478260869565217,0.0357142857142857,0.0779220779220779,0.0555555555555556,0.0309278350515464,0.38,0.0851063829787234,0.0810810810810811,0.269230769230769,0.463917525773196,0.038961038961039,0.0886075949367089,0.025,0.0238095238095238,0.280898876404494,0.0786516853932584,0,0.414634146341463,0.0657894736842105,0.477272727272727,0.352380952380952,0.00793650793650794,0.423529411764706,0.475,0.0235294117647059,0.393617021276596,0.191780821917808,0.435643564356436,0.0108695652173913,0.0294117647058824,0.04,0.585365853658537,0.0701754385964912,0.0869565217391304,0.0512820512820513,0.0120481927710843,0.0465116279069767,0,0.0111111111111111,0.0101010101010101,0.318840579710145,0.010989010989011,0.012987012987013,0.268292682926829,0,0.0202020202020202,0,0.015625,0.472527472527473,0.0131578947368421,0.0853658536585366,0.108108108108108,0.0864197530864197,0.0571428571428571,0.121621621621622,0.0789473684210526,0,0,0,0,0,0,0,0,0,0
"0387",0.0428571428571429,0.0298507462686567,0.0540540540540541,0.345794392523364,0.111111111111111,0.0930232558139535,0.119047619047619,0.365384615384615,0.102941176470588,0.0666666666666667,0.0882352941176471,0.372549019607843,0.0786516853932584,0.354838709677419,0.1,0.0735294117647059,0.11864406779661,0.0714285714285714,0.319587628865979,0.0952380952380952,0.147540983606557,0.412698412698413,0.346938775510204,0.147540983606557,0.0857142857142857,0.0865384615384615,0.0704225352112676,0.386666666666667,0.116883116883117,0.414634146341463,0,0.126984126984127,0.318681318681319,0.32,0.073394495412844,0.321428571428571,0.35,0.1,0.32967032967033,0.305084745762712,0.40625,0.0779220779220779,0.117647058823529,0.0930232558139535,0.348314606741573,0.131313131313131,0.101694915254237,0.0746268656716418,0.0571428571428571,0.142857142857143,0.0303030303030303,0.125,0.0112359550561798,0.446428571428571,0.0649350649350649,0.0625,0.253333333333333,0,0.0459770114942529,0.0135135135135135,0,0.278350515463918,0.0151515151515152,0.0675675675675676,0.0434782608695652,0.0540540540540541,0.0666666666666667,0.0428571428571429,0.0746268656716418,0,0,0,0,0,0.0153846153846154,0,0.0178571428571429,0,0.0149253731343284
"D4DC",0.151515151515152,0.0967741935483871,0.162162162162162,0.0283018867924528,0.153846153846154,0.134615384615385,0.0727272727272727,0.0288461538461538,0.111111111111111,0.0465116279069767,0.0410958904109589,0.0714285714285714,0.0701754385964912,0.0459770114942529,0.0769230769230769,0.117647058823529,0.0689655172413793,0.0377358490566038,0.0813953488372093,0.0961538461538462,0.129032258064516,0.08,0.0659340659340659,0.129032258064516,0.205882352941176,0.0684931506849315,0.205882352941176,0.15,0.159090909090909,0.0657894736842105,0.126984126984127,0,0.0625,0.0777777777777778,0.154929577464789,0.027027027027027,0.0735294117647059,0.135135135135135,0.0617283950617284,0.2,0.0526315789473684,0.2,0.132075471698113,0.0535714285714286,0.0365853658536585,0.115942028985507,0.153846153846154,0.121212121212121,0.147058823529412,0.153846153846154,0.03125,0.0952380952380952,0.0576923076923077,0.121951219512195,0.0930232558139535,0.0645161290322581,0.113207547169811,0.027027027027027,0.037037037037037,0.0526315789473684,0,0.0348837209302326,0.032258064516129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"418B",0.0235294117647059,0.0121951219512195,0.0337078651685393,0.362068965517241,0.0444444444444444,0.0485436893203883,0.0188679245283019,0.5,0.0229885057471264,0.0804597701149425,0.0593220338983051,0.54,0.0280373831775701,0.458333333333333,0.0459770114942529,0.0357142857142857,0.0810810810810811,0.0297029702970297,0.352380952380952,0.0707070707070707,0.0909090909090909,0.211764705882353,0.46,0.0632911392405063,0.0714285714285714,0.032520325203252,0.0465116279069767,0.268817204301075,0.0752688172043011,0.477272727272727,0.318681318681319,0.0625,0,0.39047619047619,0.0155038759689922,0.275510204081633,0.435294117647059,0.0459770114942529,0.436170212765957,0.1375,0.49,0.0210526315789474,0.0380952380952381,0.0485436893203883,0.50561797752809,0.05,0.0821917808219178,0.048780487804878,0.0114942528735632,0.032967032967033,0.0123456790123457,0.021505376344086,0.00970873786407767,0.217948717948718,0.0212765957446809,0,0.285714285714286,0,0.00961538461538462,0.0113636363636364,0.0298507462686567,0.568181818181818,0,0.134146341463415,0.146666666666667,0.164556962025316,0.0684931506849315,0.12987012987013,0.146666666666667,0,0,0.0114942528735632,0,0,0,0,0,0,0
"AC37",0.0645161290322581,0.021505376344086,0.0505050505050505,0.428571428571429,0.0707070707070707,0.0909090909090909,0.0619469026548673,0.448275862068966,0.0412371134020619,0.0392156862745098,0.0873015873015873,0.418803418803419,0.0608695652173913,0.369369369369369,0.0404040404040404,0.112359550561798,0.0697674418604651,0.0265486725663717,0.387387387387387,0.113207547169811,0.0666666666666667,0.185567010309278,0.410714285714286,0.0786516853932584,0.0515463917525773,0.053030303030303,0.0303030303030303,0.171171171171171,0.0769230769230769,0.352380952380952,0.32,0.0777777777777778,0.39047619047619,0,0.075187969924812,0.292452830188679,0.288461538461538,0.0510204081632653,0.373831775700935,0.0957446808510638,0.412280701754386,0.058252427184466,0.1,0.121495327102804,0.403846153846154,0.140495867768595,0.0833333333333333,0.0425531914893617,0.0309278350515464,0.0707070707070707,0.0217391304347826,0.0808080808080808,0.0265486725663717,0.175824175824176,0.0384615384615385,0,0.2,0,0.0353982300884956,0.01,0,0.485148514851485,0,0.117021276595745,0.113636363636364,0.118279569892473,0.0843373493975904,0.1,0.0652173913043478,0,0,0.0309278350515464,0,0.0120481927710843,0,0,0,0,0
"A42D",0.0909090909090909,0.0810810810810811,0.155844155844156,0.0264900662251656,0.166666666666667,0.280487804878049,0.25,0.0268456375838926,0.116883116883117,0.151898734177215,0.326086956521739,0.0342465753424658,0.465753424657534,0.0538461538461538,0.128205128205128,0.105263157894737,0.0845070422535211,0.364864864864865,0.0610687022900763,0.211764705882353,0.10958904109589,0.0638297872340425,0.0287769784172662,0.0945945945945946,0.12987012987013,0.58974358974359,0.242857142857143,0.15,0.243589743589744,0.00793650793650794,0.073394495412844,0.154929577464789,0.0155038759689922,0.075187969924812,0,0.0338983050847458,0.0347826086956522,0.222222222222222,0.0232558139534884,0.0731707317073171,0.0428571428571429,0.287671232876712,0.261904761904762,0.193181818181818,0.0155038759689922,0.447058823529412,0.0410958904109589,0.169014084507042,0.180555555555556,0.197368421052632,0.0675675675675676,0.164556962025316,0.364864864864865,0.0222222222222222,0.192307692307692,0.0533333333333333,0.0714285714285714,0.12,0.228915662650602,0.131578947368421,0,0.0150375939849624,0.0985915492957746,0.0112359550561798,0,0,0,0,0,0.03125,0.0597014925373134,0.164383561643836,0.0298507462686567,0.0298507462686567,0.0694444444444444,0.101449275362319,0.0303030303030303,0.03125,0.128571428571429
"34C9",0.0263157894736842,0.0136986301369863,0.0246913580246914,0.26271186440678,0.0493827160493827,0.0531914893617021,0.03125,0.427184466019417,0.0256410256410256,0.0759493670886076,0.148514851485149,0.330275229357798,0.0306122448979592,0.297029702970297,0.0379746835443038,0.04,0.0757575757575758,0.0555555555555556,0.316831683168317,0.0777777777777778,0.102941176470588,0.287671232876712,0.397959183673469,0.0563380281690141,0.08,0.0350877192982456,0.0125,0.211111111111111,0.0224719101123595,0.423529411764706,0.321428571428571,0.027027027027027,0.275510204081633,0.292452830188679,0.0338983050847458,0,0.378048780487805,0.025,0.340425531914894,0.0789473684210526,0.372549019607843,0.0232558139534884,0.0416666666666667,0.03125,0.329787234042553,0.0833333333333333,0.111111111111111,0.0694444444444444,0.025974025974026,0.0365853658536585,0.0138888888888889,0.0117647058823529,0.0326086956521739,0.194444444444444,0.0357142857142857,0.0138888888888889,0.269230769230769,0,0.032258064516129,0,0,0.329896907216495,0.0140845070422535,0.135135135135135,0.203125,0.202898550724638,0.0615384615384615,0.181818181818182,0.203125,0,0.0317460317460317,0.0394736842105263,0,0.0327868852459016,0.0142857142857143,0.0294117647058824,0,0,0.0138888888888889
"9A80",0.0135135135135135,0.0142857142857143,0.038961038961039,0.339449541284404,0.0789473684210526,0.032258064516129,0.0212765957446809,0.44,0.0405405405405405,0.0512820512820513,0.0660377358490566,0.434343434343434,0.0425531914893617,0.391304347826087,0.0394736842105263,0.0416666666666667,0.114754098360656,0.0337078651685393,0.382978723404255,0.032967032967033,0.0909090909090909,0.318840579710145,0.440860215053763,0.0746268656716418,0.0684931506849315,0.0454545454545455,0.0684931506849315,0.308641975308642,0.0602409638554217,0.475,0.35,0.0735294117647059,0.435294117647059,0.288461538461538,0.0347826086956522,0.378048780487805,0,0.0394736842105263,0.294736842105263,0.161764705882353,0.397959183673469,0.0240963855421687,0.0319148936170213,0,0.370786516853933,0.0363636363636364,0.0806451612903226,0.072463768115942,0.027027027027027,0.0123456790123457,0.0144927536231884,0.0121951219512195,0.010989010989011,0.317460317460317,0.0120481927710843,0.0144927536231884,0.391304347826087,0,0.0108695652173913,0.0131578947368421,0.0363636363636364,0.415730337078652,0.0147058823529412,0.10958904109589,0.174603174603175,0.159420289855072,0.0645161290322581,0.171875,0.193548387096774,0,0,0,0,0,0,0,0,0,0
"A816",0.189189189189189,0.212121212121212,0.113636363636364,0.0454545454545455,0.159090909090909,0.203703703703704,0.181818181818182,0.0272727272727273,0.210526315789474,0.214285714285714,0.0933333333333333,0.0373831775700935,0.196428571428571,0.043010752688172,0.116279069767442,0.0476190476190476,0.193548387096774,0.12962962962963,0.0206185567010309,0.145454545454545,0.171428571428571,0.0526315789473684,0.0618556701030928,0.366666666666667,0.236842105263158,0.272727272727273,0.236842105263158,0.19047619047619,0.0961538461538462,0.0235294117647059,0.1,0.135135135135135,0.0459770114942529,0.0510204081632653,0.222222222222222,0.025,0.0394736842105263,0,0.0337078651685393,0.142857142857143,0.0707070707070707,0.125,0.137931034482759,0.0483870967741935,0.0224719101123595,0.169014084507042,0.0588235294117647,0.048780487804878,0.184210526315789,0.159090909090909,0.147058823529412,0.130434782608696,0.355555555555556,0.0612244897959184,0.127659574468085,0.114285714285714,0.0317460317460317,0.0731707317073171,0.192307692307692,0.210526315789474,0,0.0106382978723404,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"8C52",0.0602409638554217,0,0.021978021978022,0.394736842105263,0.043956043956044,0.0480769230769231,0.0283018867924528,0.481132075471698,0.0227272727272727,0.043956043956044,0.0956521739130435,0.383928571428571,0.00909090909090909,0.330188679245283,0.0454545454545455,0.0352941176470588,0.0945945945945946,0.0396039603960396,0.415841584158416,0.0288461538461538,0.0897435897435897,0.223529411764706,0.4,0.0625,0.0581395348837209,0.024,0.0111111111111111,0.214285714285714,0.0202020202020202,0.393617021276596,0.32967032967033,0.0617283950617284,0.436170212765957,0.373831775700935,0.0232558139534884,0.340425531914894,0.294736842105263,0.0337078651685393,0,0.108433734939759,0.470588235294118,0.0537634408602151,0.0576923076923077,0.0380952380952381,0.421052631578947,0.0583333333333333,0.0810810810810811,0.0357142857142857,0.0229885057471264,0.0326086956521739,0.0246913580246914,0.032258064516129,0.0194174757281553,0.246753246753247,0.0319148936170213,0.0121951219512195,0.224719101123595,0,0.0192307692307692,0.0112359550561798,0.0144927536231884,0.447916666666667,0.0123456790123457,0.119047619047619,0.0740740740740741,0.148148148148148,0.0972222222222222,0.1,0.10126582278481,0,0.0135135135135135,0.0470588235294118,0,0.028169014084507,0,0.0126582278481013,0,0,0.0121951219512195
"FB4B",0.1,0.111111111111111,0.113636363636364,0.15,0.0851063829787234,0.101694915254237,0.0833333333333333,0.141414141414141,0.15,0.108695652173913,0.0649350649350649,0.15625,0.0983606557377049,0.168674698795181,0.0909090909090909,0.1,0.15625,0.0701754385964912,0.125,0.125,0.108108108108108,0.176470588235294,0.157303370786517,0.28125,0.119047619047619,0.0769230769230769,0.146341463414634,0.229508196721311,0.163265306122449,0.191780821917808,0.305084745762712,0.2,0.1375,0.0957446808510638,0.0731707317073171,0.0789473684210526,0.161764705882353,0.142857142857143,0.108433734939759,0,0.177777777777778,0.08,0.1,0.0655737704918033,0.166666666666667,0.106666666666667,0.125,0.048780487804878,0.153846153846154,0.159090909090909,0.0833333333333333,0.0612244897959184,0.0517241379310345,0.3,0.0816326530612245,0.114285714285714,0.120689655172414,0.0731707317073171,0.087719298245614,0.0697674418604651,0,0.130952380952381,0.027027027027027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"0F3D",0.0515463917525773,0.0208333333333333,0.0594059405940594,0.429752066115702,0.0686274509803922,0.0695652173913043,0.0695652173913043,0.540540540540541,0.0612244897959184,0.0792079207920792,0.111111111111111,0.456896551724138,0.0416666666666667,0.435185185185185,0.06,0.0625,0.104651162790698,0.0720720720720721,0.427272727272727,0.0900900900900901,0.0879120879120879,0.268817204301075,0.45045045045045,0.112359550561798,0.0606060606060606,0.0676691729323308,0.0606060606060606,0.266666666666667,0.0952380952380952,0.435643564356436,0.40625,0.0526315789473684,0.49,0.412280701754386,0.0428571428571429,0.372549019607843,0.397959183673469,0.0707070707070707,0.470588235294118,0.177777777777778,0,0.0566037735849057,0.0598290598290598,0.0603448275862069,0.505050505050505,0.110236220472441,0.105882352941176,0.0412371134020619,0.0404040404040404,0.101010101010101,0.043010752688172,0.0679611650485437,0.0347826086956522,0.25,0.0673076923076923,0.043010752688172,0.28125,0.0099009900990099,0.0526315789473684,0.0297029702970297,0.0120481927710843,0.443396226415094,0,0.0909090909090909,0.0860215053763441,0.0918367346938776,0.0333333333333333,0.0967741935483871,0.0978260869565217,0.0120481927710843,0.0113636363636364,0.00980392156862745,0.0116279069767442,0.0116279069767442,0.0106382978723404,0.010752688172043,0.0117647058823529,0.0120481927710843,0.0104166666666667
"0636",0.219512195121951,0.0952380952380952,0.145833333333333,0.0341880341880342,0.117647058823529,0.224137931034483,0.183333333333333,0.00847457627118644,0.181818181818182,0.0961538461538462,0.142857142857143,0.0353982300884956,0.216666666666667,0.0510204081632653,0.35,0.136363636363636,0.102564102564103,0.36734693877551,0.05,0.0952380952380952,0.175,0.0819672131147541,0.0480769230769231,0.0930232558139535,0.177777777777778,0.184210526315789,0.204545454545455,0.0945945945945946,0.431818181818182,0.0108695652173913,0.0779220779220779,0.2,0.0210526315789474,0.058252427184466,0.287671232876712,0.0232558139534884,0.0240963855421687,0.125,0.0537634408602151,0.08,0.0566037735849057,0,0.161290322580645,0.126984126984127,0.0104166666666667,0.171052631578947,0.0769230769230769,0.166666666666667,0.186046511627907,0.1875,0.125,0.183673469387755,0.155172413793103,0.0357142857142857,0.311111111111111,0.0714285714285714,0.0597014925373134,0.111111111111111,0.0967741935483871,0.130434782608696,0,0.01,0.222222222222222,0,0,0,0,0,0,0.0666666666666667,0.15625,0.108695652173913,0.0294117647058824,0.0294117647058824,0.075,0.105263157894737,0.0303030303030303,0.032258064516129,0.0714285714285714
"4ECA",0.0689655172413793,0.0357142857142857,0.116666666666667,0.0555555555555556,0.131147540983607,0.169014084507042,0.257575757575758,0.048,0.185185185185185,0.131147540983607,0.234567901234568,0.0840336134453782,0.164383561643836,0.055045871559633,0.178571428571429,0.087719298245614,0.0784313725490196,0.161764705882353,0.0636363636363636,0.227272727272727,0.0925925925925926,0.0833333333333333,0.0614035087719298,0.0925925925925926,0.120689655172414,0.275,0.203703703703704,0.120481927710843,0.153846153846154,0.0294117647058824,0.117647058823529,0.132075471698113,0.0380952380952381,0.1,0.261904761904762,0.0416666666666667,0.0319148936170213,0.137931034482759,0.0576923076923077,0.1,0.0598290598290598,0.161290322580645,0,0.338709677419355,0.0283018867924528,0.216867469879518,0.08,0.109090909090909,0.26,0.326923076923077,0.0961538461538462,0.320754716981132,0.161764705882353,0.0606060606060606,0.183333333333333,0.117647058823529,0.0506329113924051,0.127272727272727,0.428571428571429,0.185185185185185,0,0.0462962962962963,0.0769230769230769,0.0303030303030303,0.0166666666666667,0.0634920634920635,0.06,0,0,0.0476190476190476,0.0208333333333333,0.188679245283019,0.0217391304347826,0.0444444444444444,0.122448979591837,0.08,0.0454545454545455,0.0476190476190476,0.0961538461538462
