"","879F","0387","4ECA","39ED","AC35","BF04","4C7B","41C1","29B2","E063","076C","663E","F44A","A539","44BD","F377","D629","15BF","AA3C","80F1","CB2B","5939","9A21","0255","A5EF","B8A2","A24D","2D31","C809","3CC1","D4DC","418B","8787","AC37","F429","8BE4","4FE4","22B0","DCCF","C5F2","8106","0734","34C9","0145","9A80","A816","A42D","494F","8C52","8B80","922C","9907","B0F1","054D","B0C8","FB4B","0A62","EE51","0F3D","0636","F948","CC06"
"D4DC",0.217948717948718,0.28169014084507,0.314285714285714,0.197368421052632,0.23943661971831,0.289473684210526,0.283582089552239,0.375,0.27027027027027,0.311475409836066,0.177083333333333,0.2,0.195121951219512,0.256410256410256,0.291666666666667,0.253521126760563,0.188405797101449,0.280701754385965,0.243243243243243,0.144736842105263,0.155844155844156,0.287671232876712,0.0238095238095238,0.163265306122449,0.28169014084507,0.226666666666667,0.289473684210526,0.19047619047619,0.26027397260274,0.289855072463768,0,0.19047619047619,0.195121951219512,0.226190476190476,0.259259259259259,0.2625,0.188235294117647,0.241758241758242,0.227272727272727,0.260869565217391,0.132352941176471,0.2625,0.116279069767442,0.207792207792208,0.166666666666667,0.106060606060606,0.126760563380282,0.195402298850575,0.0317460317460317,0.0175438596491228,0.0181818181818182,0,0,0,0,0,0,0,0,0,0,0
"418B",0.247191011235955,0.202247191011236,0.125,0.0490196078431373,0.130434782608696,0.106796116504854,0.186046511627907,0.209302325581395,0.182795698924731,0.215189873417722,0.357894736842105,0.123595505617978,0.373493975903614,0.1875,0.211111111111111,0.141304347826087,0.180722891566265,0.236111111111111,0.11340206185567,0.10752688172043,0.129032258064516,0.111111111111111,0.0172413793103448,0.140625,0.202247191011236,0.213483146067416,0.280898876404494,0.432098765432099,0.148936170212766,0.22093023255814,0.19047619047619,0,0.2,0.22680412371134,0.102803738317757,0.181818181818182,0.258064516129032,0.194444444444444,0.141176470588235,0.131868131868132,0.1625,0.114285714285714,0.217391304347826,0.267441860465116,0.325581395348837,0.0987654320987654,0.0549450549450549,0.348314606741573,0.08,0.0882352941176471,0.0746268656716418,0.0149253731343284,0,0,0,0.0166666666666667,0,0,0.0153846153846154,0.0317460317460317,0.0172413793103448,0
"8787",0.267441860465116,0.25,0.191011235955056,0.193181818181818,0.228915662650602,0.191489361702128,0.298701298701299,0.214285714285714,0.270588235294118,0.220779220779221,0.257425742574257,0.256410256410256,0.154639175257732,0.349397590361446,0.244186046511628,0.271604938271605,0.215189873417722,0.16,0.292682926829268,0.147727272727273,0.373333333333333,0.285714285714286,0.0178571428571429,0.145161290322581,0.193181818181818,0.341772151898734,0.230769230769231,0.1875,0.308641975308642,0.240963855421687,0.195121951219512,0.2,0,0.285714285714286,0.260869565217391,0.277777777777778,0.197916666666667,0.233009708737864,0.217948717948718,0.202380952380952,0.444444444444444,0.277777777777778,0.25,0.126315789473684,0.154639175257732,0.242857142857143,0.189873417721519,0.145631067961165,0.0675675675675676,0.0285714285714286,0.0144927536231884,0.0153846153846154,0,0,0,0,0,0,0,0,0,0
"AC37",0.295454545454545,0.222222222222222,0.15625,0.25,0.273809523809524,0.24468085106383,0.25,0.273809523809524,0.255555555555556,0.2375,0.233644859813084,0.320512820512821,0.181818181818182,0.258064516129032,0.191489361702128,0.227272727272727,0.188235294117647,0.17948717948718,0.261363636363636,0.164835164835165,0.333333333333333,0.345238095238095,0.0163934426229508,0.134328358208955,0.264367816091954,0.290697674418605,0.314606741573034,0.19,0.193548387096774,0.317073170731707,0.226190476190476,0.22680412371134,0.285714285714286,0,0.222222222222222,0.237113402061856,0.25,0.333333333333333,0.162790697674419,0.232558139534884,0.2,0.304347826086957,0.277777777777778,0.166666666666667,0.0934579439252336,0.17948717948718,0.178571428571429,0.108108108108108,0.135135135135135,0.0405405405405405,0.0416666666666667,0.0597014925373134,0,0,0.03125,0.0491803278688525,0.0454545454545455,0,0.078125,0.0793650793650794,0.0163934426229508,0
"F429",0.13,0.238636363636364,0.27906976744186,0.379746835443038,0.232558139534884,0.380952380952381,0.223529411764706,0.218390804597701,0.454545454545455,0.180722891566265,0.190909090909091,0.24390243902439,0.148514851485149,0.195876288659794,0.233333333333333,0.175824175824176,0.351351351351351,0.151898734177215,0.235955056179775,0.329113924050633,0.215909090909091,0.333333333333333,0.0166666666666667,0.171875,0.267441860465116,0.341463414634146,0.195876288659794,0.134615384615385,0.447368421052632,0.38961038961039,0.259259259259259,0.102803738317757,0.260869565217391,0.222222222222222,0,0.252631578947368,0.19,0.190909090909091,0.302631578947368,0.346153846153846,0.233766233766234,0.293478260869565,0.1875,0.168421052631579,0.0841121495327103,0.197368421052632,0.209876543209877,0.119266055045872,0.0246913580246914,0.027027027027027,0.0277777777777778,0.0294117647058824,0,0.0163934426229508,0.015625,0,0.0149253731343284,0,0.0303030303030303,0.0151515151515152,0,0
"8BE4",0.230769230769231,0.227272727272727,0.224719101123595,0.161290322580645,0.25,0.263736263736264,0.355263157894737,0.346153846153846,0.305882352941176,0.276315789473684,0.274509803921569,0.2625,0.263736263736264,0.352941176470588,0.375,0.292682926829268,0.207317073170732,0.139240506329114,0.329268292682927,0.181818181818182,0.261904761904762,0.290697674418605,0.0169491525423729,0.104477611940299,0.270588235294118,0.415584415584416,0.352941176470588,0.193877551020408,0.282352941176471,0.261904761904762,0.2625,0.181818181818182,0.277777777777778,0.237113402061856,0.252631578947368,0,0.25531914893617,0.192660550458716,0.256410256410256,0.209302325581395,0.287671232876712,0.311111111111111,0.284090909090909,0.195652173913043,0.263736263736264,0.267605633802817,0.168674698795181,0.222222222222222,0.0512820512820513,0.0563380281690141,0.0579710144927536,0.0454545454545455,0,0,0,0,0,0,0.0151515151515152,0,0,0
"4FE4",0.272727272727273,0.161290322580645,0.197802197802198,0.186813186813187,0.117021276595745,0.173469387755102,0.240963855421687,0.22093023255814,0.261363636363636,0.2125,0.397849462365591,0.231707317073171,0.306818181818182,0.25,0.182795698924731,0.218390804597701,0.151162790697674,0.168831168831169,0.172043010752688,0.130434782608696,0.152173913043478,0.21978021978022,0,0.0882352941176471,0.285714285714286,0.224719101123595,0.223404255319149,0.206185567010309,0.147368421052632,0.292682926829268,0.188235294117647,0.258064516129032,0.197916666666667,0.25,0.19,0.25531914893617,0,0.313131313131313,0.126436781609195,0.181818181818182,0.160493827160494,0.229166666666667,0.241758241758242,0.145833333333333,0.263736263736264,0.168831168831169,0.141176470588235,0.260416666666667,0.138888888888889,0.0563380281690141,0.028169014084507,0.0147058823529412,0,0,0,0,0,0,0,0,0,0
"22B0",0.24,0.2,0.186274509803922,0.212121212121212,0.181818181818182,0.186915887850467,0.25,0.17,0.194174757281553,0.211111111111111,0.267857142857143,0.21505376344086,0.27,0.27,0.173076923076923,0.229166666666667,0.13265306122449,0.228915662650602,0.273684210526316,0.0943396226415094,0.296703296703297,0.242424242424242,0,0.146666666666667,0.237113402061856,0.247422680412371,0.233009708737864,0.228571428571429,0.141509433962264,0.268817204301075,0.241758241758242,0.194444444444444,0.233009708737864,0.333333333333333,0.190909090909091,0.192660550458716,0.313131313131313,0,0.134020618556701,0.247311827956989,0.177777777777778,0.238095238095238,0.157407407407407,0.14018691588785,0.144144144144144,0.172413793103448,0.112244897959184,0.209090909090909,0.146341463414634,0.0481927710843374,0.0493827160493827,0.051948051948052,0,0,0.0133333333333333,0.0277777777777778,0.0128205128205128,0,0.025974025974026,0.04,0,0
"DCCF",0.135802469135802,0.189189189189189,0.483333333333333,0.313432835820896,0.231884057971014,0.376811594202899,0.296875,0.197183098591549,0.421875,0.262295081967213,0.145833333333333,0.265625,0.17283950617284,0.20253164556962,0.40625,0.264705882352941,0.436363636363636,0.129032258064516,0.253521126760563,0.235294117647059,0.246376811594203,0.22972972972973,0,0.173913043478261,0.173333333333333,0.253521126760563,0.158536585365854,0.154761904761905,0.53448275862069,0.323076923076923,0.227272727272727,0.141176470588235,0.217948717948718,0.162790697674419,0.302631578947368,0.256410256410256,0.126436781609195,0.134020618556701,0,0.354838709677419,0.233333333333333,0.240506329113924,0.207792207792208,0.232876712328767,0.17283950617284,0.228070175438596,0.184615384615385,0.134831460674157,0.0508474576271186,0,0,0.0208333333333333,0,0,0,0,0,0,0.0217391304347826,0,0,0
"C5F2",0.152941176470588,0.236842105263158,0.283783783783784,0.36231884057971,0.197368421052632,0.311688311688312,0.219178082191781,0.151898734177215,0.328767123287671,0.338709677419355,0.137254901960784,0.242857142857143,0.10989010989011,0.174418604651163,0.297297297297297,0.210526315789474,0.370967741935484,0.1875,0.25,0.232876712328767,0.226666666666667,0.347222222222222,0,0.132075471698113,0.220779220779221,0.283783783783784,0.188235294117647,0.0957446808510638,0.376811594202899,0.352941176470588,0.260869565217391,0.131868131868132,0.202380952380952,0.232558139534884,0.346153846153846,0.209302325581395,0.181818181818182,0.247311827956989,0.354838709677419,0,0.230769230769231,0.223529411764706,0.178571428571429,0.263157894736842,0.122222222222222,0.1875,0.296875,0.16304347826087,0.0303030303030303,0.0166666666666667,0.0172413793103448,0.0185185185185185,0,0,0,0,0,0,0,0,0,0
"8106",0.173333333333333,0.135135135135135,0.214285714285714,0.183098591549296,0.227272727272727,0.213333333333333,0.338983050847458,0.208955223880597,0.279411764705882,0.280701754385965,0.164835164835165,0.283333333333333,0.1375,0.3,0.283582089552239,0.301587301587302,0.25,0.11864406779661,0.231884057971014,0.176470588235294,0.301587301587302,0.298507462686567,0,0.219512195121951,0.183098591549296,0.370967741935484,0.22972972972973,0.134146341463415,0.307692307692308,0.261538461538462,0.132352941176471,0.1625,0.444444444444444,0.2,0.233766233766234,0.287671232876712,0.160493827160494,0.177777777777778,0.233333333333333,0.230769230769231,0,0.305555555555556,0.236111111111111,0.116883116883117,0.1375,0.222222222222222,0.19672131147541,0.114942528735632,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"0734",0.154639175257732,0.186813186813187,0.252873563218391,0.241379310344828,0.193181818181818,0.25,0.240963855421687,0.22093023255814,0.321428571428571,0.243589743589744,0.160714285714286,0.346666666666667,0.15,0.263736263736264,0.30952380952381,0.308641975308642,0.151162790697674,0.125,0.329268292682927,0.181818181818182,0.247058823529412,0.3875,0,0.104477611940299,0.2,0.313253012048193,0.25,0.114285714285714,0.297619047619048,0.27710843373494,0.2625,0.114285714285714,0.277777777777778,0.304347826086957,0.293478260869565,0.311111111111111,0.229166666666667,0.238095238095238,0.240506329113924,0.223529411764706,0.305555555555556,0,0.228260869565217,0.1,0.15,0.184210526315789,0.276315789473684,0.152380952380952,0.0379746835443038,0.0135135135135135,0.028169014084507,0.0147058823529412,0,0,0.0158730158730159,0,0.046875,0.0338983050847458,0.0151515151515152,0,0,0
"34C9",0.175824175824176,0.157303370786517,0.209302325581395,0.183908045977011,0.219512195121951,0.182795698924731,0.195121951219512,0.149425287356322,0.218390804597701,0.226666666666667,0.237623762376238,0.246753246753247,0.157894736842105,0.27906976744186,0.193181818181818,0.134831460674157,0.132530120481928,0.103896103896104,0.223529411764706,0.137931034482759,0.216867469879518,0.177777777777778,0,0.078125,0.226190476190476,0.195402298850575,0.182795698924731,0.272727272727273,0.209302325581395,0.188235294117647,0.116279069767442,0.217391304347826,0.25,0.277777777777778,0.1875,0.284090909090909,0.241758241758242,0.157407407407407,0.207792207792208,0.178571428571429,0.236111111111111,0.228260869565217,0,0.235294117647059,0.25,0.231884057971014,0.243243243243243,0.195876288659794,0.132352941176471,0.0606060606060606,0.0625,0.0491803278688525,0,0,0.0350877192982456,0.0363636363636364,0.0508474576271186,0,0.107142857142857,0.0701754385964912,0.0185185185185185,0
"0145",0.195402298850575,0.162790697674419,0.188235294117647,0.123595505617978,0.182926829268293,0.175824175824176,0.1875,0.2125,0.170454545454545,0.126582278481013,0.173076923076923,0.148148148148148,0.103092783505155,0.16304347826087,0.133333333333333,0.113636363636364,0.181818181818182,0.205882352941176,0.122222222222222,0.185185185185185,0.113636363636364,0.131868131868132,0,0.0645161290322581,0.265822784810127,0.147727272727273,0.273809523809524,0.184782608695652,0.2625,0.166666666666667,0.207792207792208,0.267441860465116,0.126315789473684,0.166666666666667,0.168421052631579,0.195652173913043,0.145833333333333,0.14018691588785,0.232876712328767,0.263157894736842,0.116883116883117,0.1,0.235294117647059,0,0.244186046511628,0.154929577464789,0.171052631578947,0.255555555555556,0.0422535211267606,0,0,0.0166666666666667,0,0,0,0,0,0,0,0,0,0
"9A80",0.184782608695652,0.09375,0.191011235955056,0.0606060606060606,0.159090909090909,0.12,0.176470588235294,0.214285714285714,0.148936170212766,0.160493827160494,0.295918367346939,0.101123595505618,0.230769230769231,0.230769230769231,0.244186046511628,0.144444444444444,0.142857142857143,0.12987012987013,0.139784946236559,0.0978260869565217,0.0842105263157895,0.161290322580645,0,0.0441176470588235,0.129032258064516,0.164835164835165,0.258426966292135,0.175257731958763,0.139784946236559,0.131868131868132,0.166666666666667,0.325581395348837,0.154639175257732,0.0934579439252336,0.0841121495327103,0.263736263736264,0.263736263736264,0.144144144144144,0.17283950617284,0.122222222222222,0.1375,0.15,0.25,0.244186046511628,0,0.191780821917808,0.160493827160494,0.388235294117647,0.112676056338028,0.0746268656716418,0.0606060606060606,0.0645161290322581,0,0,0.0338983050847458,0,0.032258064516129,0.0175438596491228,0.032258064516129,0.0161290322580645,0,0
"A816",0.150684931506849,0.0958904109589041,0.227272727272727,0.176470588235294,0.350877192982456,0.144736842105263,0.19047619047619,0.184615384615385,0.185714285714286,0.189655172413793,0.159090909090909,0.280701754385965,0.115384615384615,0.208333333333333,0.223880597014925,0.21875,0.224137931034483,0.0508474576271186,0.327868852459016,0.169230769230769,0.278688524590164,0.257575757575758,0,0.121951219512195,0.159420289855072,0.246153846153846,0.16,0.1125,0.246153846153846,0.2,0.106060606060606,0.0987654320987654,0.242857142857143,0.17948717948718,0.197368421052632,0.267605633802817,0.168831168831169,0.172413793103448,0.228070175438596,0.1875,0.222222222222222,0.184210526315789,0.231884057971014,0.154929577464789,0.191780821917808,0,0.232142857142857,0.177215189873418,0.102040816326531,0.0681818181818182,0.0465116279069767,0.0789473684210526,0,0,0.0285714285714286,0,0.0263157894736842,0,0.0263157894736842,0.027027027027027,0,0
"A42D",0.0705882352941176,0.12987012987013,0.173333333333333,0.260869565217391,0.2,0.175,0.188405797101449,0.105263157894737,0.168831168831169,0.1875,0.0792079207920792,0.290322580645161,0.0561797752808989,0.146341463414634,0.219178082191781,0.164383561643836,0.114285714285714,0.0952380952380952,0.23943661971831,0.121621621621622,0.214285714285714,0.232876712328767,0,0.06,0.115384615384615,0.142857142857143,0.105882352941176,0.116279069767442,0.222222222222222,0.118421052631579,0.126760563380282,0.0549450549450549,0.189873417721519,0.178571428571429,0.209876543209877,0.168674698795181,0.141176470588235,0.112244897959184,0.184615384615385,0.296875,0.19672131147541,0.276315789473684,0.243243243243243,0.171052631578947,0.160493827160494,0.232142857142857,0,0.162790697674419,0.0701754385964912,0.0188679245283019,0.0196078431372549,0.0909090909090909,0,0,0.048780487804878,0,0.0697674418604651,0.0256410256410256,0.0454545454545455,0,0,0
"494F",0.223404255319149,0.144329896907216,0.217391304347826,0.099009900990099,0.148936170212766,0.0825688073394495,0.104166666666667,0.148936170212766,0.175257731958763,0.162790697674419,0.33,0.0833333333333333,0.216494845360825,0.204081632653061,0.228260869565217,0.123711340206186,0.108695652173913,0.148148148148148,0.178947368421053,0.07,0.0792079207920792,0.151515151515152,0,0.0405405405405405,0.11,0.12,0.229166666666667,0.224489795918367,0.166666666666667,0.135416666666667,0.195402298850575,0.348314606741573,0.145631067961165,0.108108108108108,0.119266055045872,0.222222222222222,0.260416666666667,0.209090909090909,0.134831460674157,0.16304347826087,0.114942528735632,0.152380952380952,0.195876288659794,0.255555555555556,0.388235294117647,0.177215189873418,0.162790697674419,0,0.133333333333333,0.147058823529412,0.117647058823529,0.0285714285714286,0,0,0.0151515151515152,0.015625,0.0144927536231884,0,0.0294117647058824,0.0454545454545455,0.0161290322580645,0
"8C52",0.169230769230769,0.0909090909090909,0.0735294117647059,0.0434782608695652,0.0952380952380952,0.0128205128205128,0.0151515151515152,0.0147058823529412,0.0273972602739726,0.0338983050847458,0.175,0.0317460317460317,0.0533333333333333,0,0.072463768115942,0.0447761194029851,0.0161290322580645,0,0.158730158730159,0.0149253731343284,0.0606060606060606,0.0135135135135135,0,0,0,0,0.0394736842105263,0.0657894736842105,0.0428571428571429,0.0606060606060606,0.0317460317460317,0.08,0.0675675675675676,0.135135135135135,0.0246913580246914,0.0512820512820513,0.138888888888889,0.146341463414634,0.0508474576271186,0.0303030303030303,0,0.0379746835443038,0.132352941176471,0.0422535211267606,0.112676056338028,0.102040816326531,0.0701754385964912,0.133333333333333,0,0.3,0.193548387096774,0.137931034482759,0,0,0.037037037037037,0.130434782608696,0.0689655172413793,0,0.192307692307692,0.153846153846154,0.0434782608695652,0
"8B80",0.078125,0.0833333333333333,0,0.015625,0.0508474576271186,0,0.0169491525423729,0.0163934426229508,0,0.0384615384615385,0.10126582278481,0,0.0285714285714286,0,0.0806451612903226,0.05,0,0,0.0819672131147541,0,0,0,0,0,0,0,0.0746268656716418,0.072463768115942,0.0153846153846154,0.0161290322580645,0.0175438596491228,0.0882352941176471,0.0285714285714286,0.0405405405405405,0.027027027027027,0.0563380281690141,0.0563380281690141,0.0481927710843374,0,0.0166666666666667,0,0.0135135135135135,0.0606060606060606,0,0.0746268656716418,0.0681818181818182,0.0188679245283019,0.147058823529412,0.3,0,0.5,0.238095238095238,0,0,0.105263157894737,0.117647058823529,0.142857142857143,0,0.142857142857143,0.277777777777778,0.0625,0
"922C",0.046875,0.0677966101694915,0.0158730158730159,0.0161290322580645,0.0344827586206897,0,0.0175438596491228,0.0344827586206897,0,0.0612244897959184,0.0897435897435897,0,0.0769230769230769,0,0.0655737704918033,0.0517241379310345,0,0,0.103448275862069,0,0,0.0153846153846154,0,0,0,0,0.0769230769230769,0.0909090909090909,0.0158730158730159,0.0166666666666667,0.0181818181818182,0.0746268656716418,0.0144927536231884,0.0416666666666667,0.0277777777777778,0.0579710144927536,0.028169014084507,0.0493827160493827,0,0.0172413793103448,0,0.028169014084507,0.0625,0,0.0606060606060606,0.0465116279069767,0.0196078431372549,0.117647058823529,0.193548387096774,0.5,0,0.333333333333333,0,0,0.117647058823529,0.133333333333333,0.157894736842105,0,0.157894736842105,0.3125,0.0714285714285714,0
"9907",0.0327868852459016,0.0535714285714286,0.0169491525423729,0.0350877192982456,0.0769230769230769,0.0153846153846154,0.08,0.0566037735849057,0,0.0909090909090909,0.0657894736842105,0.0196078431372549,0.0476190476190476,0,0.0517241379310345,0.0555555555555556,0,0,0.111111111111111,0.0185185185185185,0.0178571428571429,0.0508474576271186,0,0,0,0.0169491525423729,0.0819672131147541,0.0793650793650794,0.0169491525423729,0.0363636363636364,0,0.0149253731343284,0.0153846153846154,0.0597014925373134,0.0294117647058824,0.0454545454545455,0.0147058823529412,0.051948051948052,0.0208333333333333,0.0185185185185185,0,0.0147058823529412,0.0491803278688525,0.0166666666666667,0.0645161290322581,0.0789473684210526,0.0909090909090909,0.0285714285714286,0.137931034482759,0.238095238095238,0.333333333333333,0,0,0,0.153846153846154,0.181818181818182,0.2,0.0909090909090909,0.2,0.214285714285714,0,0
"B0F1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"054D",0,0,0,0,0,0.0175438596491228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0163934426229508,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.111111111111111,0,0,0.5
"B0C8",0,0,0,0.0188679245283019,0.0408163265306122,0,0.0208333333333333,0,0,0,0,0.0217391304347826,0,0,0,0,0,0,0.0377358490566038,0,0,0.0178571428571429,0,0,0,0,0.0166666666666667,0.0161290322580645,0,0,0,0,0,0.03125,0.015625,0,0,0.0133333333333333,0,0,0,0.0158730158730159,0.0350877192982456,0,0.0338983050847458,0.0285714285714286,0.048780487804878,0.0151515151515152,0.037037037037037,0.105263157894737,0.117647058823529,0.153846153846154,0,0,0,0,0.625,0.166666666666667,0.3,0.333333333333333,0,0
"FB4B",0.0181818181818182,0,0,0,0.0425531914893617,0,0,0,0,0,0.0277777777777778,0,0,0,0,0,0,0,0.0392156862745098,0,0,0,0,0,0,0,0,0.0517241379310345,0,0,0,0.0166666666666667,0,0.0491803278688525,0,0,0,0.0277777777777778,0,0,0,0,0.0363636363636364,0,0,0,0,0.015625,0.130434782608696,0.117647058823529,0.133333333333333,0.181818181818182,0,0,0,0,0.1,0,0.222222222222222,0.428571428571429,0,0
"0A62",0.0166666666666667,0,0,0.0363636363636364,0.0588235294117647,0,0.0196078431372549,0,0,0,0.0128205128205128,0.0416666666666667,0,0,0,0.0185185185185185,0,0,0.0545454545454545,0,0,0.0344827586206897,0,0,0,0,0.0158730158730159,0.03125,0,0,0,0,0,0.0454545454545455,0.0149253731343284,0,0,0.0128205128205128,0,0,0,0.046875,0.0508474576271186,0,0.032258064516129,0.0263157894736842,0.0697674418604651,0.0144927536231884,0.0689655172413793,0.142857142857143,0.157894736842105,0.2,0,0,0.625,0.1,0,0.25,0.333333333333333,0.363636363636364,0,0
"EE51",0,0,0,0,0,0,0.0222222222222222,0,0,0,0,0.0232558139534884,0,0,0,0,0,0,0,0,0,0.0384615384615385,0,0,0,0,0.0175438596491228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0338983050847458,0,0,0.0175438596491228,0,0.0256410256410256,0,0,0,0,0.0909090909090909,0,0,0.166666666666667,0,0.25,0,0,0,0,0
"0F3D",0.0166666666666667,0.0178571428571429,0,0.0178571428571429,0.102040816326531,0.0158730158730159,0,0,0,0,0.0128205128205128,0,0,0,0.0172413793103448,0,0,0,0.115384615384615,0,0,0,0,0,0,0,0,0.0645161290322581,0,0,0,0.0153846153846154,0,0.078125,0.0303030303030303,0.0151515151515152,0,0.025974025974026,0.0217391304347826,0,0,0.0151515151515152,0.107142857142857,0,0.032258064516129,0.0263157894736842,0.0454545454545455,0.0294117647058824,0.192307692307692,0.142857142857143,0.157894736842105,0.2,0,0.111111111111111,0.3,0.222222222222222,0.333333333333333,0,0,0.5,0.125,0
"0636",0.0169491525423729,0.0181818181818182,0,0,0.06,0,0,0,0,0,0.0263157894736842,0,0,0,0,0,0,0,0.0754716981132075,0,0,0,0,0,0,0,0,0.0833333333333333,0,0,0,0.0317460317460317,0,0.0793650793650794,0.0151515151515152,0,0,0.04,0,0,0,0,0.0701754385964912,0,0.0161290322580645,0.027027027027027,0,0.0454545454545455,0.153846153846154,0.277777777777778,0.3125,0.214285714285714,0,0,0.333333333333333,0.428571428571429,0.363636363636364,0,0.5,0,0.142857142857143,0
"F948",0,0.0204081632653061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0,0,0,0,0,0,0,0,0.0172413793103448,0,0,0,0.0172413793103448,0,0.0163934426229508,0,0,0,0,0,0,0,0,0.0185185185185185,0,0,0,0,0.0161290322580645,0.0434782608695652,0.0625,0.0714285714285714,0,0,0,0,0,0,0,0.125,0.142857142857143,0,0
"CC06",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0
