"","39ED","B75C","29B2","663E","22B0","076C","D14D","F44A","15BF","80F1","41C1","CB2B","A5EF","A24D","F377","3CC1","24E9","4ECA","AC35","BF04","4C7B","E063","EC1A","7C6F","A539","44BD","DCCF","D629","C5F2","5939","255","387","418B","879F","AA3C","4FE4","B8A2","2D31","D4DC","8787","AC37","F429","C809","A42D","B3E9","145","734","34C9","494F","8106","8666","8BE4","9A80","A16E","A816","D849"
"255",0.341880341880342,0.340425531914894,0.371681415929204,0.372727272727273,0.403508771929825,0.379310344827586,0.325,0.424778761061947,0.398148148148148,0.481132075471698,0.353448275862069,0.433628318584071,0.415254237288136,0.315315315315315,0.339285714285714,0.37037037037037,0.333333333333333,0.358333333333333,0.357798165137615,0.412280701754386,0.275229357798165,0.353535353535354,0.367521367521368,0.314285714285714,0.392857142857143,0.382608695652174,0.447619047619048,0.381818181818182,0.383928571428571,0.345132743362832,0,0.330097087378641,0.36283185840708,0.495495495495495,0.339130434782609,0.375,0.345454545454545,0.4,0.401960784313726,0.31578947368421,0.441441441441441,0.322033898305085,0.277310924369748,0.0549450549450549,0.0898876404494382,0.0659340659340659,0.0531914893617021,0.0434782608695652,0.0898876404494382,0.0760869565217391,0.0568181818181818,0.0777777777777778,0.0333333333333333,0.048780487804878,0.0898876404494382,0.0232558139534884
"387",0.314285714285714,0.229885057471264,0.259259259259259,0.257142857142857,0.258928571428571,0.27027027027027,0.228070175438596,0.290909090909091,0.281553398058252,0.314285714285714,0.232142857142857,0.3,0.321428571428571,0.365591397849462,0.259615384615385,0.316326530612245,0.317757009345794,0.252173913043478,0.277227722772277,0.279279279279279,0.212121212121212,0.306818181818182,0.27027027027027,0.337078651685393,0.234234234234234,0.372549019607843,0.266666666666667,0.278846153846154,0.346534653465347,0.29126213592233,0.330097087378641,0,0.298076923076923,0.3125,0.238532110091743,0.292035398230089,0.252427184466019,0.273684210526316,0.319148936170213,0.247619047619048,0.342857142857143,0.280373831775701,0.29126213592233,0.1,0.0985915492957746,0.0540540540540541,0.038961038961039,0.0547945205479452,0.04,0.0666666666666667,0.104477611940299,0.0985915492957746,0.0571428571428571,0.046875,0.0833333333333333,0.0298507462686567
"418B",0.24,0.203883495145631,0.275,0.26271186440678,0.305785123966942,0.295081967213115,0.246031746031746,0.370689655172414,0.307017543859649,0.24,0.25,0.322314049586777,0.299212598425197,0.333333333333333,0.28695652173913,0.226890756302521,0.253968253968254,0.229007633587786,0.216666666666667,0.223076923076923,0.212389380530973,0.257142857142857,0.284552845528455,0.271028037383178,0.316239316239316,0.330508474576271,0.304347826086957,0.260504201680672,0.275,0.219512195121951,0.36283185840708,0.298076923076923,0,0.233082706766917,0.245901639344262,0.293650793650794,0.292035398230089,0.366336633663366,0.258928571428571,0.345454545454545,0.305785123966942,0.262295081967213,0.376146788990826,0.0681818181818182,0.0919540229885057,0.0674157303370786,0.0543478260869565,0.0804597701149425,0.0795454545454545,0.043010752688172,0.0705882352941176,0.0795454545454545,0.0833333333333333,0.037037037037037,0.0919540229885057,0.0117647058823529
"879F",0.31496062992126,0.333333333333333,0.41025641025641,0.424778761061947,0.428571428571429,0.36,0.3,0.401639344262295,0.387931034482759,0.452173913043478,0.403361344537815,0.457627118644068,0.439024390243902,0.333333333333333,0.34453781512605,0.44954128440367,0.370967741935484,0.441666666666667,0.423423423423423,0.474137931034483,0.273504273504274,0.345794392523364,0.382113821138211,0.345454545454545,0.394957983193277,0.385245901639344,0.421052631578947,0.408695652173913,0.460176991150442,0.408695652173913,0.495495495495495,0.3125,0.233082706766917,0,0.490909090909091,0.377952755905512,0.398230088495575,0.363636363636364,0.403669724770642,0.300813008130081,0.46551724137931,0.431034482758621,0.361344537815126,0.0927835051546392,0.0918367346938776,0.0808080808080808,0.0686274509803922,0.06,0.0808080808080808,0.135416666666667,0.0957446808510638,0.0918367346938776,0.0618556701030928,0.0549450549450549,0.114583333333333,0.0315789473684211
"AA3C",0.324786324786325,0.252525252525253,0.330434782608696,0.354545454545455,0.373913043478261,0.305785123966942,0.276422764227642,0.325,0.405660377358491,0.396396396396396,0.422018348623853,0.333333333333333,0.473214285714286,0.285714285714286,0.357798165137615,0.39047619047619,0.410714285714286,0.45045045045045,0.41747572815534,0.445454545454545,0.256880733944954,0.389473684210526,0.436363636363636,0.271028037383178,0.412844036697248,0.440366972477064,0.428571428571429,0.428571428571429,0.514851485148515,0.351351351351351,0.339130434782609,0.238532110091743,0.245901639344262,0.490909090909091,0,0.38135593220339,0.431372549019608,0.243243243243243,0.396039603960396,0.28695652173913,0.362068965517241,0.305084745762712,0.339285714285714,0.146341463414634,0.130952380952381,0.130952380952381,0.0898876404494382,0.105882352941176,0.130952380952381,0.141176470588235,0.1375,0.144578313253012,0.123456790123457,0.0769230769230769,0.117647058823529,0.0617283950617284
"4FE4",0.406779661016949,0.227272727272727,0.413793103448276,0.379310344827586,0.432203389830508,0.408333333333333,0.333333333333333,0.46551724137931,0.467889908256881,0.418803418803419,0.394957983193277,0.413223140495868,0.419354838709677,0.23015873015873,0.432432432432432,0.365217391304348,0.469565217391304,0.40983606557377,0.330508474576271,0.428571428571429,0.233333333333333,0.459183673469388,0.432203389830508,0.278260869565217,0.422413793103448,0.4,0.45045045045045,0.45045045045045,0.464285714285714,0.288,0.375,0.292035398230089,0.293650793650794,0.377952755905512,0.38135593220339,0,0.440366972477064,0.295652173913043,0.345132743362832,0.272,0.373983739837398,0.363636363636364,0.308943089430894,0.141304347826087,0.152173913043478,0.127659574468085,0.11340206185567,0.105263157894737,0.104166666666667,0.125,0.108695652173913,0.152173913043478,0.0967741935483871,0.0795454545454545,0.127659574468085,0.0659340659340659
"B8A2",0.330357142857143,0.25531914893617,0.386792452830189,0.415841584158416,0.357142857142857,0.381818181818182,0.237704918032787,0.416666666666667,0.588888888888889,0.354545454545455,0.49,0.316239316239316,0.458715596330275,0.221238938053097,0.434343434343434,0.4,0.490196078431373,0.476190476190476,0.346153846153846,0.342105263157895,0.247619047619048,0.518072289156627,0.475728155339806,0.262135922330097,0.465346534653465,0.451923076923077,0.425742574257426,0.411764705882353,0.5,0.252173913043478,0.345454545454545,0.252427184466019,0.292035398230089,0.398230088495575,0.431372549019608,0.440366972477064,0,0.333333333333333,0.336633663366337,0.245614035087719,0.357142857142857,0.333333333333333,0.309090909090909,0.1,0.126582278481013,0.126582278481013,0.1375,0.1,0.1125,0.1375,0.0897435897435897,0.141025641025641,0.0759493670886076,0.0540540540540541,0.1125,0.0666666666666667
"2D31",0.247787610619469,0.264367816091954,0.263636363636364,0.298076923076923,0.309090909090909,0.263157894736842,0.232758620689655,0.355140186915888,0.285714285714286,0.317757009345794,0.293577981651376,0.377358490566038,0.279661016949153,0.287128712871287,0.300970873786408,0.269230769230769,0.309090909090909,0.256410256410256,0.346938775510204,0.271929824561404,0.294736842105263,0.311111111111111,0.309090909090909,0.28421052631579,0.372549019607843,0.311926605504587,0.283018867924528,0.236363636363636,0.230088495575221,0.247706422018349,0.4,0.273684210526316,0.366336633663366,0.363636363636364,0.243243243243243,0.295652173913043,0.333333333333333,0,0.322916666666667,0.326732673267327,0.358490566037736,0.261261261261261,0.373737373737374,0.0256410256410256,0.0657894736842105,0.051948051948052,0.0375,0.038961038961039,0.0945945945945946,0.0375,0.0547945205479452,0.051948051948052,0.0131578947368421,0.0447761194029851,0.08,0.0140845070422535
"D4DC",0.263157894736842,0.269662921348315,0.256637168141593,0.30188679245283,0.361111111111111,0.267241379310345,0.258620689655172,0.28695652173913,0.339805825242718,0.411764705882353,0.333333333333333,0.342342342342342,0.339130434782609,0.316831683168317,0.330097087378641,0.310679611650485,0.300884955752212,0.351351351351351,0.35,0.333333333333333,0.235294117647059,0.344444444444444,0.289473684210526,0.225490196078431,0.336448598130841,0.364485981308411,0.362745098039216,0.323809523809524,0.352380952380952,0.275229357798165,0.401960784313726,0.319148936170213,0.258928571428571,0.403669724770642,0.396039603960396,0.345132743362832,0.336633663366337,0.322916666666667,0,0.330097087378641,0.373831775700935,0.3,0.311320754716981,0.0921052631578947,0.12,0.0909090909090909,0.048780487804878,0.0779220779220779,0.12,0.0886075949367089,0.111111111111111,0.105263157894737,0.0666666666666667,0.0895522388059701,0.135135135135135,0.0563380281690141
"8787",0.208,0.176470588235294,0.173228346456693,0.306306306306306,0.327586206896552,0.193798449612403,0.285714285714286,0.192307692307692,0.283185840707965,0.290598290598291,0.279661016949153,0.380530973451327,0.298387096774194,0.308411214953271,0.252173913043478,0.213675213675214,0.272727272727273,0.276422764227642,0.224137931034483,0.28099173553719,0.357142857142857,0.292929292929293,0.241935483870968,0.189189189189189,0.339285714285714,0.264462809917355,0.315315315315315,0.186991869918699,0.231404958677686,0.216666666666667,0.31578947368421,0.247619047619048,0.345454545454545,0.300813008130081,0.28695652173913,0.272,0.245614035087719,0.326732673267327,0.330097087378641,0,0.305084745762712,0.339285714285714,0.364485981308411,0.0975609756097561,0.123456790123457,0.0581395348837209,0.0941176470588235,0.0588235294117647,0.0833333333333333,0.0689655172413793,0.10126582278481,0.109756097560976,0.0235294117647059,0.0666666666666667,0.0963855421686747,0.0379746835443038
"AC37",0.298387096774194,0.262135922330097,0.31404958677686,0.347826086956522,0.378151260504202,0.366666666666667,0.2734375,0.398305084745763,0.336206896551724,0.387931034482759,0.330578512396694,0.394957983193277,0.425,0.363636363636364,0.305084745762712,0.407407407407407,0.366666666666667,0.368852459016393,0.381818181818182,0.30952380952381,0.311926605504587,0.366336633663366,0.355371900826446,0.302752293577982,0.367521367521368,0.358333333333333,0.368421052631579,0.289256198347107,0.407079646017699,0.310924369747899,0.441441441441441,0.342857142857143,0.305785123966942,0.46551724137931,0.362068965517241,0.373983739837398,0.357142857142857,0.358490566037736,0.373831775700935,0.305084745762712,0,0.428571428571429,0.322033898305085,0.0752688172043011,0.0978260869565217,0.0631578947368421,0.0510204081632653,0.0416666666666667,0.0860215053763441,0.0842105263157895,0.0898876404494382,0.0860215053763441,0.0319148936170213,0.0588235294117647,0.10989010989011,0.0337078651685393
"F429",0.353448275862069,0.26,0.336206896551724,0.336283185840708,0.333333333333333,0.34453781512605,0.347457627118644,0.364406779661017,0.324561403508772,0.341880341880342,0.365217391304348,0.361344537815126,0.452173913043478,0.327272727272727,0.401869158878505,0.450980392156863,0.379310344827586,0.429824561403509,0.309734513274336,0.352941176470588,0.252252252252252,0.353535353535354,0.34453781512605,0.314285714285714,0.380530973451327,0.325,0.394495412844037,0.381818181818182,0.409090909090909,0.333333333333333,0.322033898305085,0.280373831775701,0.262295081967213,0.431034482758621,0.305084745762712,0.363636363636364,0.333333333333333,0.261261261261261,0.3,0.339285714285714,0.428571428571429,0,0.333333333333333,0.142857142857143,0.114942528735632,0.0898876404494382,0.0760869565217391,0.0909090909090909,0.0659340659340659,0.0879120879120879,0.120481927710843,0.114942528735632,0.0568181818181818,0.075,0.114942528735632,0.0602409638554217
"C809",0.254098360655738,0.207920792079208,0.324561403508772,0.289473684210526,0.3,0.238095238095238,0.25,0.330508474576271,0.278260869565217,0.264462809917355,0.285714285714286,0.284552845528455,0.358333333333333,0.405940594059406,0.351851851851852,0.297297297297297,0.380530973451327,0.358974358974359,0.309090909090909,0.330508474576271,0.285714285714286,0.287128712871287,0.368421052631579,0.288461538461538,0.288135593220339,0.359649122807018,0.309734513274336,0.298245614035088,0.324561403508772,0.345454545454545,0.277310924369748,0.29126213592233,0.376146788990826,0.361344537815126,0.339285714285714,0.308943089430894,0.309090909090909,0.373737373737374,0.311320754716981,0.364485981308411,0.322033898305085,0.333333333333333,0,0.135802469135802,0.134146341463415,0.134146341463415,0.117647058823529,0.108433734939759,0.0941176470588235,0.104651162790698,0.0987654320987654,0.148148148148148,0.0987654320987654,0.0649350649350649,0.134146341463415,0.05
"A42D",0.0659340659340659,0,0.130952380952381,0.0705882352941176,0.0752688172043011,0.0638297872340425,0.112359550561798,0.134831460674157,0.123456790123457,0.0543478260869565,0.102272727272727,0.0851063829787234,0.114583333333333,0.0617283950617284,0.111111111111111,0.113924050632911,0.123595505617978,0.119565217391304,0.1,0.134831460674157,0.025974025974026,0.15625,0.123595505617978,0.012987012987013,0.0909090909090909,0.0879120879120879,0.108433734939759,0.164556962025316,0.17283950617284,0.0574712643678161,0.0549450549450549,0.1,0.0681818181818182,0.0927835051546392,0.146341463414634,0.141304347826087,0.1,0.0256410256410256,0.0921052631578947,0.0975609756097561,0.0752688172043011,0.142857142857143,0.135802469135802,0,0.541666666666667,0.541666666666667,0.392857142857143,0.384615384615385,0.275862068965517,0.392857142857143,0.434782608695652,0.608695652173913,0.375,0.368421052631579,0.423076923076923,0.272727272727273
"B3E9",0.101123595505618,0,0.142857142857143,0.0823529411764706,0.134831460674157,0.122222222222222,0.111111111111111,0.120879120879121,0.17948717948718,0.0888888888888889,0.113636363636364,0.0729166666666667,0.136842105263158,0.0875,0.109756097560976,0.126582278481013,0.134831460674157,0.130434782608696,0.0987654320987654,0.108695652173913,0.0526315789473684,0.209677419354839,0.147727272727273,0,0.127906976744186,0.111111111111111,0.134146341463415,0.134146341463415,0.185185185185185,0.0689655172413793,0.0898876404494382,0.0985915492957746,0.0919540229885057,0.0918367346938776,0.130952380952381,0.152173913043478,0.126582278481013,0.0657894736842105,0.12,0.123456790123457,0.0978260869565217,0.114942528735632,0.134146341463415,0.541666666666667,0,0.461538461538462,0.379310344827586,0.37037037037037,0.52,0.333333333333333,0.545454545454545,0.80952380952381,0.36,0.421052631578947,0.407407407407407,0.260869565217391
"145",0.0537634408602151,0,0.142857142857143,0.0697674418604651,0.074468085106383,0.0860215053763441,0.0638297872340425,0.120879120879121,0.121951219512195,0.0425531914893617,0.101123595505618,0.0510204081632653,0.11340206185567,0.0481927710843374,0.0963855421686747,0.1125,0.10989010989011,0.106382978723404,0.0987654320987654,0.108695652173913,0.0126582278481013,0.136363636363636,0.134831460674157,0,0.102272727272727,0.0752688172043011,0.107142857142857,0.1625,0.170731707317073,0.0568181818181818,0.0659340659340659,0.0540540540540541,0.0674157303370786,0.0808080808080808,0.130952380952381,0.127659574468085,0.126582278481013,0.051948051948052,0.0909090909090909,0.0581395348837209,0.0631578947368421,0.0898876404494382,0.134146341463415,0.541666666666667,0.461538461538462,0,0.333333333333333,0.423076923076923,0.407407407407407,0.379310344827586,0.36,0.583333333333333,0.36,0.285714285714286,0.461538461538462,0.260869565217391
"734",0.0869565217391304,0,0.126436781609195,0.0444444444444444,0.0618556701030928,0.0842105263157895,0.0967741935483871,0.0947368421052632,0.105882352941176,0.0416666666666667,0.0989010989010989,0.05,0.122448979591837,0.0348837209302326,0.120481927710843,0.0833333333333333,0.144444444444444,0.139784946236559,0.0705882352941176,0.0833333333333333,0.0379746835443038,0.132352941176471,0.10752688172043,0,0.125,0.0967741935483871,0.117647058823529,0.104651162790698,0.126436781609195,0.043956043956044,0.0531914893617021,0.038961038961039,0.0543478260869565,0.0686274509803922,0.0898876404494382,0.11340206185567,0.1375,0.0375,0.048780487804878,0.0941176470588235,0.0510204081632653,0.0760869565217391,0.117647058823529,0.392857142857143,0.379310344827586,0.333333333333333,0,0.5,0.333333333333333,0.5,0.2,0.428571428571429,0.384615384615385,0.208333333333333,0.212121212121212,0.291666666666667
"34C9",0.102272727272727,0,0.117647058823529,0.0833333333333333,0.0752688172043011,0.123595505617978,0.1,0.0860215053763441,0.0963855421686747,0.0319148936170213,0.127906976744186,0.0303030303030303,0.138297872340426,0.048780487804878,0.153846153846154,0.1,0.136363636363636,0.131868131868132,0.1,0.0860215053763441,0.0128205128205128,0.104477611940299,0.136363636363636,0,0.129411764705882,0.0879120879120879,0.0952380952380952,0.108433734939759,0.144578313253012,0.0574712643678161,0.0434782608695652,0.0547945205479452,0.0804597701149425,0.06,0.105882352941176,0.105263157894737,0.1,0.038961038961039,0.0779220779220779,0.0588235294117647,0.0416666666666667,0.0909090909090909,0.108433734939759,0.384615384615385,0.37037037037037,0.423076923076923,0.5,0,0.423076923076923,0.392857142857143,0.32,0.423076923076923,0.375,0.3,0.37037037037037,0.4
"494F",0.0652173913043478,0,0.0909090909090909,0.0697674418604651,0.10989010989011,0.134831460674157,0.0869565217391304,0.0736842105263158,0.164556962025316,0.0888888888888889,0.0769230769230769,0.0729166666666667,0.11340206185567,0.0609756097560976,0.0833333333333333,0.072289156626506,0.0978260869565217,0.0721649484536082,0.0987654320987654,0.0967741935483871,0.038961038961039,0.119402985074627,0.122222222222222,0,0.102272727272727,0.0869565217391304,0.107142857142857,0.107142857142857,0.116279069767442,0.0568181818181818,0.0898876404494382,0.04,0.0795454545454545,0.0808080808080808,0.130952380952381,0.104166666666667,0.1125,0.0945945945945946,0.12,0.0833333333333333,0.0860215053763441,0.0659340659340659,0.0941176470588235,0.275862068965517,0.52,0.407407407407407,0.333333333333333,0.423076923076923,0,0.379310344827586,0.36,0.461538461538462,0.214285714285714,0.35,0.266666666666667,0.318181818181818
"8106",0.0752688172043011,0,0.126436781609195,0.0444444444444444,0.0729166666666667,0.0618556701030928,0.108695652173913,0.106382978723404,0.146341463414634,0.0752688172043011,0.0989010989010989,0.0824742268041237,0.145833333333333,0.0470588235294118,0.107142857142857,0.0833333333333333,0.170454545454545,0.127659574468085,0.0963855421686747,0.106382978723404,0.025,0.115942028985507,0.0842105263157895,0.0125,0.125,0.0967741935483871,0.117647058823529,0.117647058823529,0.113636363636364,0.0555555555555556,0.0760869565217391,0.0666666666666667,0.043010752688172,0.135416666666667,0.141176470588235,0.125,0.1375,0.0375,0.0886075949367089,0.0689655172413793,0.0842105263157895,0.0879120879120879,0.104651162790698,0.392857142857143,0.333333333333333,0.379310344827586,0.5,0.392857142857143,0.379310344827586,0,0.333333333333333,0.428571428571429,0.384615384615385,0.260869565217391,0.290322580645161,0.409090909090909
"8666",0.105882352941176,0,0.0952380952380952,0.0864197530864197,0.0898876404494382,0.0898876404494382,0.103448275862069,0.0769230769230769,0.142857142857143,0.0561797752808989,0.119047619047619,0.0421052631578947,0.130434782608696,0.0779220779220779,0.0875,0.118421052631579,0.154761904761905,0.0869565217391304,0.0897435897435897,0.126436781609195,0.0133333333333333,0.145161290322581,0.141176470588235,0.0135135135135135,0.120481927710843,0.103448275862069,0.126582278481013,0.1125,0.135802469135802,0.0595238095238095,0.0568181818181818,0.104477611940299,0.0705882352941176,0.0957446808510638,0.1375,0.108695652173913,0.0897435897435897,0.0547945205479452,0.111111111111111,0.10126582278481,0.0898876404494382,0.120481927710843,0.0987654320987654,0.434782608695652,0.545454545454545,0.36,0.2,0.32,0.36,0.333333333333333,0,0.545454545454545,0.363636363636364,0.4375,0.36,0.25
"8BE4",0.101123595505618,0,0.156626506024096,0.0823529411764706,0.10989010989011,0.0978260869565217,0.0989010989010989,0.108695652173913,0.164556962025316,0.0652173913043478,0.126436781609195,0.0510204081632653,0.148936170212766,0.0609756097560976,0.123456790123457,0.126582278481013,0.147727272727273,0.142857142857143,0.1125,0.108695652173913,0.038961038961039,0.209677419354839,0.160919540229885,0,0.141176470588235,0.123595505617978,0.134146341463415,0.148148148148148,0.2,0.0689655172413793,0.0777777777777778,0.0985915492957746,0.0795454545454545,0.0918367346938776,0.144578313253012,0.152173913043478,0.141025641025641,0.051948051948052,0.105263157894737,0.109756097560976,0.0860215053763441,0.114942528735632,0.148148148148148,0.608695652173913,0.80952380952381,0.583333333333333,0.428571428571429,0.423076923076923,0.461538461538462,0.428571428571429,0.545454545454545,0,0.416666666666667,0.421052631578947,0.461538461538462,0.380952380952381
"9A80",0.0804597701149425,0,0.121951219512195,0.0352941176470588,0.043010752688172,0.0777777777777778,0.0666666666666667,0.113636363636364,0.0731707317073171,0.0217391304347826,0.0930232558139535,0.03125,0.106382978723404,0.0641025641025641,0.115384615384615,0.103896103896104,0.114942528735632,0.0869565217391304,0.0493827160493827,0.0537634408602151,0,0.109375,0.0898876404494382,0.0135135135135135,0.0813953488372093,0.0549450549450549,0.072289156626506,0.1125,0.121951219512195,0.0348837209302326,0.0333333333333333,0.0571428571428571,0.0833333333333333,0.0618556701030928,0.123456790123457,0.0967741935483871,0.0759493670886076,0.0131578947368421,0.0666666666666667,0.0235294117647059,0.0319148936170213,0.0568181818181818,0.0987654320987654,0.375,0.36,0.36,0.384615384615385,0.375,0.214285714285714,0.384615384615385,0.363636363636364,0.416666666666667,0,0.15,0.259259259259259,0.19047619047619
"A16E",0.0609756097560976,0,0.0625,0.051948051948052,0.0714285714285714,0.0465116279069767,0.072289156626506,0.0459770114942529,0.10958904109589,0.0481927710843374,0.0740740740740741,0.0337078651685393,0.0777777777777778,0.027027027027027,0.0666666666666667,0.04,0.0714285714285714,0.0689655172413793,0.0684931506849315,0.0833333333333333,0.0298507462686567,0.12280701754386,0.0843373493975904,0,0.0886075949367089,0.072289156626506,0.0789473684210526,0.0789473684210526,0.103896103896104,0.0512820512820513,0.048780487804878,0.046875,0.037037037037037,0.0549450549450549,0.0769230769230769,0.0795454545454545,0.0540540540540541,0.0447761194029851,0.0895522388059701,0.0666666666666667,0.0588235294117647,0.075,0.0649350649350649,0.368421052631579,0.421052631578947,0.285714285714286,0.208333333333333,0.3,0.35,0.260869565217391,0.4375,0.421052631578947,0.15,0,0.285714285714286,0.5
"A816",0.0888888888888889,0,0.142857142857143,0.121951219512195,0.0860215053763441,0.074468085106383,0.0638297872340425,0.0967741935483871,0.135802469135802,0.0769230769230769,0.101123595505618,0.0618556701030928,0.125,0.0609756097560976,0.123456790123457,0.0853658536585366,0.10989010989011,0.106382978723404,0.186666666666667,0.108695652173913,0.038961038961039,0.136363636363636,0.134831460674157,0,0.102272727272727,0.111111111111111,0.148148148148148,0.134146341463415,0.156626506024096,0.107142857142857,0.0898876404494382,0.0833333333333333,0.0919540229885057,0.114583333333333,0.117647058823529,0.127659574468085,0.1125,0.08,0.135135135135135,0.0963855421686747,0.10989010989011,0.114942528735632,0.134146341463415,0.423076923076923,0.407407407407407,0.461538461538462,0.212121212121212,0.37037037037037,0.266666666666667,0.290322580645161,0.36,0.461538461538462,0.259259259259259,0.285714285714286,0,0.208333333333333
"D849",0.0595238095238095,0,0.0875,0.0375,0.0454545454545455,0.0574712643678161,0.0705882352941176,0.0449438202247191,0.0779220779220779,0.0348837209302326,0.072289156626506,0.0217391304347826,0.0879120879120879,0.012987012987013,0.0789473684210526,0.038961038961039,0.0952380952380952,0.0919540229885057,0.0526315789473684,0.0568181818181818,0.0142857142857143,0.0819672131147541,0.0697674418604651,0,0.1,0.0581395348837209,0.05,0.0632911392405063,0.0875,0.024390243902439,0.0232558139534884,0.0298507462686567,0.0117647058823529,0.0315789473684211,0.0617283950617284,0.0659340659340659,0.0666666666666667,0.0140845070422535,0.0563380281690141,0.0379746835443038,0.0337078651685393,0.0602409638554217,0.05,0.272727272727273,0.260869565217391,0.260869565217391,0.291666666666667,0.4,0.318181818181818,0.409090909090909,0.25,0.380952380952381,0.19047619047619,0.5,0.208333333333333,0
