"from","to","weight","pair_type"
"39ED","B75C",0.282828282828283,"other"
"39ED","29B2",0.431192660550459,"other"
"39ED","663E",0.381818181818182,"other"
"39ED","22B0",0.298387096774194,"other"
"39ED","076C",0.387931034482759,"other"
"39ED","D14D",0.441441441441441,"other"
"39ED","F44A",0.384615384615385,"other"
"39ED","15BF",0.420560747663551,"other"
"39ED","80F1",0.362068965517241,"other"
"39ED","41C1",0.423423423423423,"other"
"39ED","CB2B",0.314516129032258,"other"
"39ED","A5EF",0.411764705882353,"other"
"39ED","A24D",0.289473684210526,"other"
"39ED","F377",0.411214953271028,"other"
"39ED","3CC1",0.342342342342342,"other"
"39ED","24E9",0.4375,"other"
"39ED","4ECA",0.504587155963303,"other"
"39ED","AC35",0.342342342342342,"other"
"39ED","BF04",0.45945945945946,"other"
"39ED","4C7B",0.217391304347826,"other"
"39ED","E063",0.336633663366337,"other"
"39ED","EC1A",0.463636363636364,"other"
"39ED","7C6F",0.336538461538462,"other"
"39ED","A539",0.330508474576271,"other"
"39ED","44BD",0.481481481481481,"other"
"39ED","DCCF",0.378378378378378,"other"
"39ED","D629",0.378378378378378,"other"
"39ED","C5F2",0.356521739130435,"other"
"39ED","5939",0.390909090909091,"other"
"39ED","255",0.341880341880342,"other"
"39ED","387",0.314285714285714,"other"
"39ED","418B",0.24,"other"
"39ED","879F",0.31496062992126,"other"
"39ED","AA3C",0.324786324786325,"other"
"39ED","4FE4",0.406779661016949,"other"
"39ED","B8A2",0.330357142857143,"other"
"39ED","2D31",0.247787610619469,"other"
"39ED","D4DC",0.263157894736842,"other"
"39ED","8787",0.208,"other"
"39ED","AC37",0.298387096774194,"other"
"39ED","F429",0.353448275862069,"other"
"39ED","C809",0.254098360655738,"other"
"39ED","A42D",0.0659340659340659,"other"
"39ED","B3E9",0.101123595505618,"other"
"39ED","145",0.0537634408602151,"other"
"39ED","734",0.0869565217391304,"other"
"39ED","34C9",0.102272727272727,"other"
"39ED","494F",0.0652173913043478,"other"
"39ED","8106",0.0752688172043011,"other"
"39ED","8666",0.105882352941176,"other"
"39ED","8BE4",0.101123595505618,"other"
"39ED","9A80",0.0804597701149425,"other"
"39ED","A16E",0.0609756097560976,"mother-daughter"
"39ED","A816",0.0888888888888889,"other"
"39ED","D849",0.0595238095238095,"other"
"B75C","29B2",0.25,"other"
"B75C","663E",0.301075268817204,"other"
"B75C","22B0",0.287128712871287,"other"
"B75C","076C",0.274509803921569,"other"
"B75C","D14D",0.264705882352941,"other"
"B75C","F44A",0.350515463917526,"other"
"B75C","15BF",0.315217391304348,"other"
"B75C","80F1",0.309278350515464,"other"
"B75C","41C1",0.295918367346939,"other"
"B75C","CB2B",0.333333333333333,"other"
"B75C","A5EF",0.268518518518519,"other"
"B75C","A24D",0.303370786516854,"other"
"B75C","F377",0.333333333333333,"other"
"B75C","3CC1",0.282608695652174,"other"
"B75C","24E9",0.313131313131313,"other"
"B75C","4ECA",0.303921568627451,"other"
"B75C","AC35",0.325842696629214,"other"
"B75C","BF04",0.323232323232323,"other"
"B75C","4C7B",0.238636363636364,"other"
"B75C","E063",0.238095238095238,"other"
"B75C","EC1A",0.3,"other"
"B75C","7C6F",0.384615384615385,"other"
"B75C","A539",0.340425531914894,"other"
"B75C","44BD",0.205607476635514,"other"
"B75C","DCCF",0.244897959183673,"other"
"B75C","D629",0.326086956521739,"other"
"B75C","C5F2",0.329787234042553,"other"
"B75C","5939",0.311827956989247,"other"
"B75C","255",0.340425531914894,"other"
"B75C","387",0.229885057471264,"other"
"B75C","418B",0.203883495145631,"other"
"B75C","879F",0.333333333333333,"other"
"B75C","AA3C",0.252525252525253,"other"
"B75C","4FE4",0.227272727272727,"other"
"B75C","B8A2",0.25531914893617,"other"
"B75C","2D31",0.264367816091954,"other"
"B75C","D4DC",0.269662921348315,"other"
"B75C","8787",0.176470588235294,"other"
"B75C","AC37",0.262135922330097,"other"
"B75C","F429",0.26,"other"
"B75C","C809",0.207920792079208,"other"
"29B2","663E",0.401869158878505,"other"
"29B2","22B0",0.282258064516129,"other"
"29B2","076C",0.394736842105263,"other"
"29B2","D14D",0.316666666666667,"other"
"29B2","F44A",0.467889908256881,"other"
"29B2","15BF",0.388888888888889,"other"
"29B2","80F1",0.356521739130435,"other"
"29B2","41C1",0.344827586206897,"other"
"29B2","CB2B",0.376068376068376,"other"
"29B2","A5EF",0.360655737704918,"other"
"29B2","A24D",0.25,"other"
"29B2","F377",0.446601941747573,"other"
"29B2","3CC1",0.413461538461538,"other"
"29B2","24E9",0.358974358974359,"other"
"29B2","4ECA",0.446428571428571,"other"
"29B2","AC35",0.336363636363636,"other"
"29B2","BF04",0.367521367521368,"other"
"29B2","4C7B",0.17948717948718,"other"
"29B2","E063",0.343434343434343,"other"
"29B2","EC1A",0.445454545454545,"other"
"29B2","7C6F",0.304761904761905,"other"
"29B2","A539",0.336206896551724,"other"
"29B2","44BD",0.362068965517241,"other"
"29B2","DCCF",0.348214285714286,"other"
"29B2","D629",0.466019417475728,"other"
"29B2","C5F2",0.452830188679245,"other"
"29B2","5939",0.36036036036036,"other"
"29B2","255",0.371681415929204,"other"
"29B2","387",0.259259259259259,"other"
"29B2","418B",0.275,"other"
"29B2","879F",0.41025641025641,"other"
"29B2","AA3C",0.330434782608696,"other"
"29B2","4FE4",0.413793103448276,"other"
"29B2","B8A2",0.386792452830189,"other"
"29B2","2D31",0.263636363636364,"other"
"29B2","D4DC",0.256637168141593,"other"
"29B2","8787",0.173228346456693,"other"
"29B2","AC37",0.31404958677686,"other"
"29B2","F429",0.336206896551724,"other"
"29B2","C809",0.324561403508772,"other"
"29B2","A42D",0.130952380952381,"other"
"29B2","B3E9",0.142857142857143,"other"
"29B2","145",0.142857142857143,"other"
"29B2","734",0.126436781609195,"other"
"29B2","34C9",0.117647058823529,"other"
"29B2","494F",0.0909090909090909,"other"
"29B2","8106",0.126436781609195,"other"
"29B2","8666",0.0952380952380952,"other"
"29B2","8BE4",0.156626506024096,"other"
"29B2","9A80",0.121951219512195,"other"
"29B2","A16E",0.0625,"other"
"29B2","A816",0.142857142857143,"other"
"29B2","D849",0.0875,"other"
"663E","22B0",0.383928571428571,"other"
"663E","076C",0.396396396396396,"other"
"663E","D14D",0.294117647058824,"other"
"663E","F44A",0.418181818181818,"other"
"663E","15BF",0.431372549019608,"other"
"663E","80F1",0.420560747663551,"other"
"663E","41C1",0.394495412844037,"other"
"663E","CB2B",0.365217391304348,"other"
"663E","A5EF",0.408695652173913,"other"
"663E","A24D",0.226086956521739,"other"
"663E","F377",0.435643564356436,"other"
"663E","3CC1",0.388349514563107,"other"
"663E","24E9",0.396396396396396,"other"
"663E","4ECA",0.385964912280702,"other"
"663E","AC35",0.43,"other"
"663E","BF04",0.418181818181818,"other"
"663E","4C7B",0.326732673267327,"other"
"663E","E063",0.433333333333333,"other"
"663E","EC1A",0.435185185185185,"other"
"663E","7C6F",0.33,"other"
"663E","A539",0.398148148148148,"other"
"663E","44BD",0.36283185840708,"other"
"663E","DCCF",0.455445544554455,"other"
"663E","D629",0.373831775700935,"other"
"663E","C5F2",0.442307692307692,"other"
"663E","5939",0.300884955752212,"other"
"663E","255",0.372727272727273,"other"
"663E","387",0.257142857142857,"other"
"663E","418B",0.26271186440678,"other"
"663E","879F",0.424778761061947,"other"
"663E","AA3C",0.354545454545455,"other"
"663E","4FE4",0.379310344827586,"other"
"663E","B8A2",0.415841584158416,"other"
"663E","2D31",0.298076923076923,"other"
"663E","D4DC",0.30188679245283,"other"
"663E","8787",0.306306306306306,"other"
"663E","AC37",0.347826086956522,"other"
"663E","F429",0.336283185840708,"other"
"663E","C809",0.289473684210526,"other"
"663E","A42D",0.0705882352941176,"other"
"663E","B3E9",0.0823529411764706,"other"
"663E","145",0.0697674418604651,"other"
"663E","734",0.0444444444444444,"other"
"663E","34C9",0.0833333333333333,"other"
"663E","494F",0.0697674418604651,"other"
"663E","8106",0.0444444444444444,"other"
"663E","8666",0.0864197530864197,"other"
"663E","8BE4",0.0823529411764706,"other"
"663E","9A80",0.0352941176470588,"other"
"663E","A16E",0.051948051948052,"other"
"663E","A816",0.121951219512195,"other"
"663E","D849",0.0375,"other"
"22B0","076C",0.366666666666667,"other"
"22B0","D14D",0.336065573770492,"other"
"22B0","F44A",0.363636363636364,"other"
"22B0","15BF",0.422018348623853,"other"
"22B0","80F1",0.4,"other"
"22B0","41C1",0.4,"other"
"22B0","CB2B",0.394957983193277,"other"
"22B0","A5EF",0.346456692913386,"other"
"22B0","A24D",0.31578947368421,"other"
"22B0","F377",0.36283185840708,"other"
"22B0","3CC1",0.369369369369369,"other"
